"region","year","disease","mort_med","mort_lb","mort_ub","vsl_med","vsl_lb","vsl_ub","unit","Damage_med"
"CHE","2060","ihd",896,239,1452,6.27978830302309,3.13989415151155,9.41968245453464,"Million$2015",6728
"CHE","2060","lc",99,10,219,6.27978830302309,3.13989415151155,9.41968245453464,"Million$2015",743
"CHE","2060","stroke",85,7,539,6.27978830302309,3.13989415151155,9.41968245453464,"Million$2015",638
"CHE","2060","tot",1161,273,2393,6.27978830302309,3.13989415151155,9.41968245453464,"Million$2015",8718
"CHL","2060","alri",9,3,20,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",36
"CHL","2060","copd",300,79,570,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",1193
"CHL","2060","ihd",3034,1804,4242,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",12064
"CHL","2060","lc",159,23,303,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",632
"CHL","2060","stroke",1005,379,2017,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",3996
"CHL","2060","tot",4507,2288,7153,3.32524691460732,1.66262345730366,4.98787037191098,"Million$2015",17921
"CHN","2060","alri",1158,751,1524,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",6433
"CHN","2060","copd",299526,112372,482071,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",1664023
"CHN","2060","ihd",217343,159383,316034,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",1207454
"CHN","2060","lc",110579,25897,174100,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",614324
"CHN","2060","stroke",611418,222358,958143,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",3396746
"CHN","2060","tot",1240024,520760,1931872,4.64591515142599,2.32295757571299,6.96887272713898,"Million$2015",6888981
"COR","2060","alri",12,4,24,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",56
"COR","2060","copd",5213,1504,9578,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",24452
"COR","2060","ihd",5370,3665,7239,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",25188
"COR","2060","lc",1850,295,3373,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",8678
"COR","2060","stroke",6888,3432,11084,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",32309
"COR","2060","tot",19333,8900,31298,3.92258893290279,1.96129446645139,5.88388339935418,"Million$2015",90683
"EAF","2060","alri",3251,1387,5693,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",3161
"EAF","2060","copd",18017,5559,31669,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",17515
"EAF","2060","ihd",104001,73733,135097,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",101106
"EAF","2060","lc",3980,696,6986,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",3869
"EAF","2060","stroke",86464,44737,128842,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",84057
"EAF","2060","tot",215713,126112,308287,0.812991490080846,0.406495745040423,1.21948723512127,"Million$2015",209708
"EGY","2060","alri",325,216,425,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",856
"EGY","2060","copd",7179,2719,11505,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",18901
"EGY","2060","ihd",48715,35813,71397,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",128255
"EGY","2060","lc",2589,617,4050,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",6816
"EGY","2060","stroke",29923,10696,45532,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",78780
"EGY","2060","tot",88730,50061,132910,2.2017023141077,1.10085115705385,3.30255347116155,"Million$2015",233605
"ESP","2060","alri",23,5,64,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",190
"ESP","2060","copd",1032,250,2078,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",8535
"ESP","2060","ihd",8723,4041,12768,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",72139
"ESP","2060","lc",1354,170,2715,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",11198
"ESP","2060","stroke",1844,439,5336,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",15250
"ESP","2060","tot",12974,4905,22961,6.91594720419555,3.45797360209778,10.3739208062933,"Million$2015",107295
"FIN","2060","alri",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FIN","2060","copd",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FIN","2060","ihd",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FIN","2060","lc",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FIN","2060","stroke",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FIN","2060","tot",0,0,0,6.10834409618677,3.05417204809339,9.16251614428016,"Million$2015",0
"FRA","2060","alri",7,1,35,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",64
"FRA","2060","copd",389,71,924,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",3567
"FRA","2060","ihd",5329,1012,9326,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",48859
"FRA","2060","lc",470,41,1096,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",4309
"FRA","2060","stroke",337,26,3157,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",3090
"FRA","2060","tot",6531,1151,14538,7.6673488000606,3.8336744000303,11.5010232000909,"Million$2015",59880
"GBR","2060","alri",0,0,4,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",0
"GBR","2060","copd",42,6,114,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",414
"GBR","2060","ihd",844,67,1685,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",8329
"GBR","2060","lc",47,3,124,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",464
"GBR","2060","stroke",15,0,487,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",148
"GBR","2060","tot",948,76,2413,8.2531291607204,4.1265645803602,12.3796937410806,"Million$2015",9356
"GOLF","2060","alri",414,290,521,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",1537
"GOLF","2060","copd",8392,3513,12977,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",31147
"GOLF","2060","ihd",111982,84590,183378,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",415618
"GOLF","2060","lc",9175,2556,13516,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",34053
"GOLF","2060","stroke",76291,24616,99013,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",283152
"GOLF","2060","tot",206254,115565,309405,3.10378807179883,1.55189403589942,4.65568210769825,"Million$2015",765505
"GRC","2060","alri",4,1,11,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",34
"GRC","2060","copd",182,43,376,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",1567
"GRC","2060","ihd",1629,677,2423,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",14025
"GRC","2060","lc",237,28,485,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",2040
"GRC","2060","stroke",291,54,991,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",2505
"GRC","2060","tot",2343,802,4287,7.19972264623163,3.59986132311581,10.7995839693474,"Million$2015",20172
"HUN","2060","alri",1,0,3,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",5
"HUN","2060","copd",85,20,179,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",434
"HUN","2060","ihd",4127,1623,6208,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",21064
"HUN","2060","lc",113,13,233,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",577
"HUN","2060","stroke",601,102,2211,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",3067
"HUN","2060","tot",4927,1758,8834,4.26829977160999,2.134149885805,6.40244965741499,"Million$2015",25147
"IDN","2060","alri",277,78,680,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",1090
"IDN","2060","copd",5420,1399,10455,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",21325
"IDN","2060","ihd",55088,30754,78026,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",216747
"IDN","2060","lc",7134,982,13776,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",28069
"IDN","2060","stroke",14230,4819,31324,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",55989
"IDN","2060","tot",82148,38032,134261,3.29034986968752,1.64517493484376,4.93552480453128,"Million$2015",323216
"ITA","2060","alri",35,11,83,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",330
"ITA","2060","copd",1327,351,2524,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",12507
"ITA","2060","ihd",9724,5776,13600,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",91651
"ITA","2060","lc",1777,253,3387,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",16749
"ITA","2060","stroke",3008,1132,6047,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",28351
"ITA","2060","tot",15872,7522,25641,7.88206866339205,3.94103433169602,11.8231029950881,"Million$2015",149598
"JPN","2060","alri",103,31,243,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",632
"JPN","2060","copd",1369,360,2611,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",8402
"JPN","2060","ihd",10270,6025,14401,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",63027
"JPN","2060","lc",4190,592,8006,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",25714
"JPN","2060","stroke",5363,1979,10978,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",32913
"JPN","2060","tot",21295,8987,36239,5.13218890200754,2.56609445100377,7.69828335301131,"Million$2015",130687
"KAZ","2060","alri",14,6,24,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",62
"KAZ","2060","copd",448,137,790,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",1996
"KAZ","2060","ihd",14291,10093,18635,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",63663
"KAZ","2060","lc",625,108,1102,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",2784
"KAZ","2060","stroke",6357,3291,9506,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",28319
"KAZ","2060","tot",21735,13635,30058,3.72536752153721,1.86268376076861,5.58805128230582,"Million$2015",96824
"MEME","2060","alri",101,35,208,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",273
"MEME","2060","copd",1640,462,3041,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",4426
"MEME","2060","ihd",11112,7298,15054,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",29986
"MEME","2060","lc",2223,343,4106,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",5999
"MEME","2060","stroke",4256,2001,7235,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",11485
"MEME","2060","tot",19331,10138,29644,2.25669661256956,1.12834830628478,3.38504491885434,"Million$2015",52165
"MEX","2060","alri",79,23,191,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",347
"MEX","2060","copd",1827,475,3512,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",8019
"MEX","2060","ihd",19014,10788,26845,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",83453
"MEX","2060","lc",965,134,1858,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",4235
"MEX","2060","stroke",5859,2044,12592,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",25715
"MEX","2060","tot",27744,13464,44997,3.67040369070725,1.83520184535363,5.50560553606088,"Million$2015",121769
"MON","2060","alri",17,5,41,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",7
"MON","2060","copd",1266,332,2420,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",489
"MON","2060","ihd",7013,4067,9857,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",2711
"MON","2060","lc",354,50,679,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",137
"MON","2060","stroke",1755,636,3652,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",678
"MON","2060","tot",10405,5089,16648,0.323299982521963,0.161649991260981,0.484949973782944,"Million$2015",4023
"MYS","2060","alri",4,0,32,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",18
"MYS","2060","copd",98,16,252,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",442
"MYS","2060","ihd",1707,202,3194,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",7698
"MYS","2060","lc",259,19,651,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",1168
"MYS","2060","stroke",99,5,1714,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",446
"MYS","2060","tot",2169,242,5844,3.77150314437896,1.88575157218948,5.65725471656844,"Million$2015",9782
"NDE","2060","alri",12960,9102,16367,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",43937
"NDE","2060","copd",293182,125108,448482,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",993949
"NDE","2060","ihd",833173,632390,1380758,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",2824633
"NDE","2060","lc",88189,25223,128569,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",298979
"NDE","2060","stroke",812325,260357,1039715,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",2753954
"NDE","2060","tot",2039830,1052181,3013892,2.83513187230194,1.41756593615097,4.25269780845292,"Million$2015",6915456
"NOA","2060","alri",310,162,463,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",795
"NOA","2060","copd",3460,1170,5849,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",8872
"NOA","2060","ihd",17977,12858,23359,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",46095
"NOA","2060","lc",614,122,1027,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",1574
"NOA","2060","stroke",19665,8922,30998,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",50424
"NOA","2060","tot",42027,23234,61695,2.14430405826676,1.07215202913338,3.21645608740014,"Million$2015",107763
"NOR","2060","alri",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NOR","2060","copd",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NOR","2060","ihd",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NOR","2060","lc",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NOR","2060","stroke",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NOR","2060","tot",0,0,0,8.616755027661,4.3083775138305,12.9251325414915,"Million$2015",0
"NZL","2060","alri",23,10,40,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",151
"NZL","2060","copd",117,36,204,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",768
"NZL","2060","ihd",711,503,920,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",4665
"NZL","2060","lc",367,65,641,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",2408
"NZL","2060","stroke",645,331,961,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",4232
"NZL","2060","tot",1862,946,2767,5.48683236168686,2.74341618084343,8.23024854253029,"Million$2015",12217
"PAC","2060","alri",0,0,1,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",0
"PAC","2060","copd",66,9,178,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",151
"PAC","2060","ihd",205,16,405,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",469
"PAC","2060","lc",19,1,51,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",43
"PAC","2060","stroke",12,0,363,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",27
"PAC","2060","tot",302,27,998,1.9122659664213,0.956132983210652,2.86839894963195,"Million$2015",691
"PHL","2060","alri",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"PHL","2060","copd",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"PHL","2060","ihd",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"PHL","2060","lc",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"PHL","2060","stroke",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"PHL","2060","tot",0,0,0,1.56287779259169,0.781438896295846,2.34431668888754,"Million$2015",0
"POL","2060","alri",0,0,2,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",0
"POL","2060","copd",56,8,150,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",292
"POL","2060","ihd",1952,156,3844,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",10180
"POL","2060","lc",49,3,130,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",256
"POL","2060","stroke",40,0,1242,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",209
"POL","2060","tot",2096,167,5369,4.36126288284078,2.18063144142039,6.54189432426117,"Million$2015",10931
"RCAM","2060","alri",28,5,90,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",79
"RCAM","2060","copd",821,188,1718,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",2330
"RCAM","2060","ihd",10531,4090,15885,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",29887
"RCAM","2060","lc",420,49,871,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",1192
"RCAM","2060","stroke",1828,305,6837,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",5188
"RCAM","2060","tot",13628,4636,25401,2.37334008517474,1.18667004258737,3.56001012776212,"Million$2015",38676
"RCEU","2060","alri",9,3,20,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",36
"RCEU","2060","copd",535,146,1005,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",2118
"RCEU","2060","ihd",6681,4180,9174,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",26448
"RCEU","2060","lc",574,85,1077,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",2272
"RCEU","2060","stroke",2539,1088,4663,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",10051
"RCEU","2060","tot",10338,5502,15939,3.31050758055404,1.65525379027702,4.96576137083107,"Million$2015",40925
"RCZ","2060","alri",8,2,21,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",37
"RCZ","2060","copd",307,77,605,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",1416
"RCZ","2060","ihd",2458,1258,3538,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",11336
"RCZ","2060","lc",406,53,799,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",1872
"RCZ","2060","stroke",602,168,1512,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",2776
"RCZ","2060","tot",3781,1559,6474,3.85671488392488,1.92835744196244,5.78507232588732,"Million$2015",17437
"RFA","2060","alri",22,4,68,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",129
"RFA","2060","copd",1099,256,2276,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",6467
"RFA","2060","ihd",9896,4063,14747,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",58233
"RFA","2060","lc",1428,169,2932,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",8403
"RFA","2060","stroke",1735,306,6019,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",10210
"RFA","2060","tot",14180,4799,26042,4.92102307259653,2.46051153629826,7.38153460889479,"Million$2015",83442
"RIS","2060","alri",167,114,218,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",773
"RIS","2060","copd",2777,1062,4410,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",12852
"RIS","2060","ihd",21934,16151,32627,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",101508
"RIS","2060","lc",3131,761,4859,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",14490
"RIS","2060","stroke",23378,8241,34656,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",108191
"RIS","2060","tot",51387,26329,76769,3.87016869977697,1.93508434988849,5.80525304966546,"Million$2015",237814
"ROM","2060","alri",3,1,8,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",14
"ROM","2060","copd",224,52,466,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",1025
"ROM","2060","ihd",3608,1459,5394,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",16508
"ROM","2060","lc",231,27,476,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",1057
"ROM","2060","stroke",682,119,2416,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",3120
"ROM","2060","tot",4748,1657,8761,3.82627902949059,1.9131395147453,5.73941854423589,"Million$2015",21724
"RSA","2060","alri",90,28,206,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",322
"RSA","2060","copd",1075,287,2037,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",3849
"RSA","2060","ihd",7440,4479,10359,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",26637
"RSA","2060","lc",232,33,441,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",831
"RSA","2060","stroke",3827,1493,7514,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",13702
"RSA","2060","tot",12664,6319,20558,2.99408064782004,1.49704032391002,4.49112097173006,"Million$2015",45341
"RSAM","2060","alri",16,2,90,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",52
"RSAM","2060","copd",178,31,436,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",580
"RSAM","2060","ihd",6333,1004,11417,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",20645
"RSAM","2060","lc",129,11,310,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",421
"RSAM","2060","stroke",430,30,5031,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",1402
"RSAM","2060","tot",7085,1077,17284,2.72620651546695,1.36310325773348,4.08930977320043,"Million$2015",23097
"RSAS","2060","alri",2516,1768,3181,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",2832
"RSAS","2060","copd",42448,17560,65449,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",47785
"RSAS","2060","ihd",251503,189419,407923,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",283123
"RSAS","2060","lc",15464,4234,22937,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",17408
"RSAS","2060","stroke",183313,59573,240120,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",206360
"RSAS","2060","tot",495244,272555,739610,0.941409950695472,0.470704975347736,1.41211492604321,"Million$2015",557509
