"region","year","disease","med","LB","UB"
"ARG","2030","alri",1,0,6
"ARG","2030","copd",49,7,131
"ARG","2030","ihd",1324,106,2595
"ARG","2030","lc",21,1,57
"ARG","2030","stroke",26,0,818
"ARG","2030","tot",1421,115,3607
"AUS","2030","alri",0,0,0
"AUS","2030","copd",0,0,0
"AUS","2030","ihd",0,0,0
"AUS","2030","lc",0,0,0
"AUS","2030","stroke",0,0,0
"AUS","2030","tot",0,0,0
"AUT","2030","alri",5,1,14
"AUT","2030","copd",187,46,370
"AUT","2030","ihd",1518,755,2196
"AUT","2030","lc",246,32,487
"AUT","2030","stroke",357,96,932
"AUT","2030","tot",2313,930,3998
"BGR","2030","alri",6,3,11
"BGR","2030","copd",222,69,387
"BGR","2030","ihd",2340,1657,3021
"BGR","2030","lc",242,43,422
"BGR","2030","stroke",1381,705,2059
"BGR","2030","tot",4191,2477,5900
"BLX","2030","alri",18,5,47
"BLX","2030","copd",491,122,967
"BLX","2030","ihd",3942,2002,5682
"BLX","2030","lc",648,85,1277
"BLX","2030","stroke",954,264,2423
"BLX","2030","tot",6053,2477,10396
"BRA","2030","alri",5,0,45
"BRA","2030","copd",386,58,1017
"BRA","2030","ihd",9823,948,18740
"BRA","2030","lc",172,11,446
"BRA","2030","stroke",263,9,6099
"BRA","2030","tot",10649,1026,26347
"CAN","2030","alri",3,0,12
"CAN","2030","copd",330,66,746
"CAN","2030","ihd",5093,1292,8365
"CAN","2030","lc",366,35,815
"CAN","2030","stroke",239,20,1603
"CAN","2030","tot",6030,1414,11541
"CHE","2030","alri",4,1,10
"CHE","2030","copd",127,31,258
"CHE","2030","ihd",1089,493,1600
"CHE","2030","lc",167,21,336
"CHE","2030","stroke",222,50,665
"CHE","2030","tot",1608,595,2868
"CHL","2030","alri",26,11,44
"CHL","2030","copd",408,127,713
"CHL","2030","ihd",3365,2383,4350
"CHL","2030","lc",222,39,387
"CHL","2030","stroke",1910,978,2848
"CHL","2030","tot",5930,3539,8342
"CHN","2030","alri",2419,1706,3072
"CHN","2030","copd",391112,157913,605477
"CHN","2030","ihd",252712,189054,400464
"CHN","2030","lc",145728,38403,219335
"CHN","2030","stroke",833052,276764,1119995
"CHN","2030","tot",1625024,663839,2348342
"COR","2030","alri",41,22,60
"COR","2030","copd",9408,3228,15823
"COR","2030","ihd",7805,5595,10301
"COR","2030","lc",3432,700,5685
"COR","2030","stroke",17078,7400,27238
"COR","2030","tot",37765,16945,59106
"EAF","2030","alri",3319,1409,5834
"EAF","2030","copd",8529,2626,15009
"EAF","2030","ihd",49353,34968,64181
"EAF","2030","lc",1883,328,3310
"EAF","2030","stroke",40775,21119,60797
"EAF","2030","tot",103860,60450,149130
"EGY","2030","alri",287,168,394
"EGY","2030","copd",3964,1406,6560
"EGY","2030","ihd",29456,21319,40294
"EGY","2030","lc",1416,307,2295
"EGY","2030","stroke",15469,6094,25183
"EGY","2030","tot",50593,29293,74726
"ESP","2030","alri",43,14,93
"ESP","2030","copd",1413,387,2650
"ESP","2030","ihd",9930,6231,13622
"ESP","2030","lc",1906,283,3572
"ESP","2030","stroke",3445,1485,6299
"ESP","2030","tot",16736,8399,26235
"FIN","2030","alri",0,0,0
"FIN","2030","copd",0,0,0
"FIN","2030","ihd",0,0,0
"FIN","2030","lc",0,0,0
"FIN","2030","stroke",0,0,0
"FIN","2030","tot",0,0,0
"FRA","2030","alri",30,6,94
"FRA","2030","copd",875,204,1807
"FRA","2030","ihd",7837,3250,11662
"FRA","2030","lc",1138,135,2331
"FRA","2030","stroke",1396,254,4769
"FRA","2030","tot",11275,3850,20663
"GBR","2030","alri",4,0,25
"GBR","2030","copd",238,38,608
"GBR","2030","ihd",4009,491,7472
"GBR","2030","lc",276,20,688
"GBR","2030","stroke",143,8,2342
"GBR","2030","tot",4670,558,11134
"GOLF","2030","alri",460,323,580
"GOLF","2030","copd",5332,2262,8183
"GOLF","2030","ihd",70023,53059,115677
"GOLF","2030","lc",5841,1657,8541
"GOLF","2030","stroke",48427,15542,62290
"GOLF","2030","tot",130084,72843,195270
"GRC","2030","alri",9,3,20
"GRC","2030","copd",280,75,528
"GRC","2030","ihd",2004,1228,2773
"GRC","2030","lc",376,55,711
"GRC","2030","stroke",662,270,1260
"GRC","2030","tot",3331,1631,5293
"HUN","2030","alri",3,1,6
"HUN","2030","copd",161,44,303
"HUN","2030","ihd",5958,3712,8195
"HUN","2030","lc",221,33,416
"HUN","2030","stroke",1796,762,3323
"HUN","2030","tot",8140,4552,12243
"IDN","2030","alri",465,143,1060
"IDN","2030","copd",4887,1306,9254
"IDN","2030","ihd",47238,28542,65686
"IDN","2030","lc",6481,935,12288
"IDN","2030","stroke",13919,5483,27153
"IDN","2030","tot",72989,36408,115440
"ITA","2030","alri",57,21,114
"ITA","2030","copd",1664,477,3065
"ITA","2030","ihd",11014,7436,14868
"ITA","2030","lc",2261,357,4136
"ITA","2030","stroke",4495,2206,7343
"ITA","2030","tot",19490,10496,29527
"JPN","2030","alri",262,106,480
"JPN","2030","copd",2270,683,4052
"JPN","2030","ihd",14372,10025,18932
"JPN","2030","lc",7097,1199,12625
"JPN","2030","stroke",11852,6126,17934
"JPN","2030","tot",35853,18139,54022
"KAZ","2030","alri",22,11,35
"KAZ","2030","copd",419,138,717
"KAZ","2030","ihd",12342,8816,15828
"KAZ","2030","lc",592,112,1006
"KAZ","2030","stroke",6640,3232,10198
"KAZ","2030","tot",20015,12309,27785
"MEME","2030","alri",161,67,289
"MEME","2030","copd",1258,383,2229
"MEME","2030","ihd",7730,5435,10116
"MEME","2030","lc",1722,296,3044
"MEME","2030","stroke",3831,1982,5753
"MEME","2030","tot",14702,8163,21430
"MEX","2030","alri",132,43,287
"MEX","2030","copd",1617,443,3031
"MEX","2030","ihd",15668,9855,21473
"MEX","2030","lc",864,129,1618
"MEX","2030","stroke",5839,2530,10631
"MEX","2030","tot",24120,13000,37041
"MON","2030","alri",46,18,85
"MON","2030","copd",1687,503,3027
"MON","2030","ihd",7910,5493,10469
"MON","2030","lc",482,81,862
"MON","2030","stroke",3105,1600,4734
"MON","2030","tot",13230,7695,19177
"MYS","2030","alri",34,6,124
"MYS","2030","copd",222,48,476
"MYS","2030","ihd",2251,761,3487
"MYS","2030","lc",647,70,1374
"MYS","2030","stroke",517,72,2346
"MYS","2030","tot",3671,958,7806
"NDE","2030","alri",16638,11637,21059
"NDE","2030","copd",208754,89892,316907
"NDE","2030","ihd",584386,445046,977632
"NDE","2030","lc",62762,18223,90986
"NDE","2030","stroke",576806,184500,731028
"NDE","2030","tot",1449347,749298,2137611
"NOA","2030","alri",406,214,599
"NOA","2030","copd",2747,935,4631
"NOA","2030","ihd",14127,10113,18490
"NOA","2030","lc",489,98,813
"NOA","2030","stroke",15859,7039,25128
"NOA","2030","tot",33628,18400,49660
"NOR","2030","alri",0,0,0
"NOR","2030","copd",0,0,0
"NOR","2030","ihd",0,0,0
"NOR","2030","lc",0,0,0
"NOR","2030","stroke",0,0,0
"NOR","2030","tot",0,0,0
"NZL","2030","alri",23,10,40
"NZL","2030","copd",91,28,160
"NZL","2030","ihd",556,394,721
"NZL","2030","lc",286,50,501
"NZL","2030","stroke",501,258,747
"NZL","2030","tot",1458,741,2168
"PAC","2030","alri",0,0,1
"PAC","2030","copd",41,6,112
"PAC","2030","ihd",129,10,255
"PAC","2030","lc",12,1,32
"PAC","2030","stroke",7,0,228
"PAC","2030","tot",190,17,628
"PHL","2030","alri",1,0,15
"PHL","2030","copd",707,100,1909
"PHL","2030","ihd",2183,176,4257
"PHL","2030","lc",205,12,543
"PHL","2030","stroke",125,1,3873
"PHL","2030","tot",3221,290,10596
"POL","2030","alri",7,1,24
"POL","2030","copd",494,110,1048
"POL","2030","ihd",8438,3059,12906
"POL","2030","lc",505,57,1059
"POL","2030","stroke",1371,210,5638
"POL","2030","tot",10815,3438,20675
"RCAM","2030","alri",51,12,146
"RCAM","2030","copd",756,183,1522
"RCAM","2030","ihd",8809,4104,12883
"RCAM","2030","lc",393,49,788
"RCAM","2030","stroke",2007,483,5760
"RCAM","2030","tot",12016,4831,21098
"RCEU","2030","alri",12,4,27
"RCEU","2030","copd",528,145,988
"RCEU","2030","ihd",6527,4137,8920
"RCEU","2030","lc",567,85,1060
"RCEU","2030","stroke",2547,1121,4578
"RCEU","2030","tot",10182,5493,15574
"RCZ","2030","alri",17,6,34
"RCZ","2030","copd",431,123,794
"RCZ","2030","ihd",2867,1923,3874
"RCZ","2030","lc",585,92,1072
"RCZ","2030","stroke",1153,560,1901
"RCZ","2030","tot",5051,2703,7675
"RFA","2030","alri",45,13,110
"RFA","2030","copd",1624,420,3129
"RFA","2030","ihd",12317,6912,17428
"RFA","2030","lc",2165,299,4176
"RFA","2030","stroke",3491,1194,7625
"RFA","2030","tot",19642,8837,32469
"RIS","2030","alri",264,185,338
"RIS","2030","copd",2387,945,3720
"RIS","2030","ihd",17872,13306,27761
"RIS","2030","lc",2702,691,4110
"RIS","2030","stroke",20441,6929,28288
"RIS","2030","tot",43666,22056,64217
"ROM","2030","alri",9,3,20
"ROM","2030","copd",432,117,813
"ROM","2030","ihd",5444,3362,7511
"ROM","2030","lc",462,68,871
"ROM","2030","stroke",2014,838,3782
"ROM","2030","tot",8361,4387,12996
"RSA","2030","alri",128,42,275
"RSA","2030","copd",897,247,1677
"RSA","2030","ihd",5954,3784,8129
"RSA","2030","lc",195,29,364
"RSA","2030","stroke",3428,1518,6135
"RSA","2030","tot",10602,5621,16580
"RSAM","2030","alri",38,5,178
"RSAM","2030","copd",199,39,457
"RSAM","2030","ihd",5808,1338,9769
"RSAM","2030","lc",150,14,338
"RSAM","2030","stroke",625,52,4684
"RSAM","2030","tot",6820,1447,15425
"RSAS","2030","alri",2824,1985,3576
"RSAS","2030","copd",26323,10808,40639
"RSAS","2030","ihd",157711,118480,253964
"RSAS","2030","lc",9583,2595,14277
"RSAS","2030","stroke",113393,37131,149859
"RSAS","2030","tot",309833,170999,462314
"RSEA","2030","alri",115,63,164
"RSEA","2030","copd",11012,3804,18533
"RSEA","2030","ihd",9012,6474,11992
"RSEA","2030","lc",4020,831,6628
"RSEA","2030","stroke",20291,8593,32685
"RSEA","2030","tot",44450,19764,70001
"RUE","2030","alri",3,0,12
"RUE","2030","copd",229,45,524
"RUE","2030","ihd",4927,1164,8239
"RUE","2030","lc",225,21,506
"RUE","2030","stroke",446,37,3247
"RUE","2030","tot",5830,1267,12527
"RUS","2030","alri",33,8,91
"RUS","2030","copd",1763,431,3526
"RUS","2030","ihd",25977,12407,37837
"RUS","2030","lc",1844,234,3677
"RUS","2030","stroke",6331,1592,17532
"RUS","2030","tot",35947,14672,62663
"SAF","2030","alri",72,10,312
"SAF","2030","copd",433,87,972
"SAF","2030","ihd",4706,1236,7660
"SAF","2030","lc",87,8,192
"SAF","2030","stroke",708,61,4575
"SAF","2030","tot",6005,1403,13711
"SWE","2030","alri",0,0,1
"SWE","2030","copd",11,2,29
"SWE","2030","ihd",214,17,426
"SWE","2030","lc",12,1,32
"SWE","2030","stroke",4,0,123
"SWE","2030","tot",241,19,611
"THA","2030","alri",284,146,430
"THA","2030","copd",2913,977,4942
"THA","2030","ihd",21287,15213,27486
"THA","2030","lc",4003,785,6724
"THA","2030","stroke",12796,5958,20070
"THA","2030","tot",41283,23078,59653
"TUR","2030","alri",72,24,155
"TUR","2030","copd",1604,443,2998
"TUR","2030","ihd",19764,12573,26973
"TUR","2030","lc",1724,259,3217
"TUR","2030","stroke",7767,3445,13881
"TUR","2030","tot",30931,16744,47223
"TWN","2030","alri",11,4,20
"TWN","2030","copd",2855,855,5106
"TWN","2030","ihd",2805,1952,3702
"TWN","2030","lc",1018,171,1814
"TWN","2030","stroke",4083,2110,6192
"TWN","2030","tot",10772,5093,16834
"UKR","2030","alri",5,1,17
"UKR","2030","copd",404,87,871
"UKR","2030","ihd",21396,7042,33310
"UKR","2030","lc",524,56,1117
"UKR","2030","stroke",2419,319,11421
"UKR","2030","tot",24748,7506,46736
"USA","2030","alri",66,13,211
"USA","2030","copd",4493,1030,9386
"USA","2030","ihd",55050,21596,82855
"USA","2030","lc",5200,603,10762
"USA","2030","stroke",4753,802,17534
"USA","2030","tot",69561,24045,120748
"VNM","2030","alri",87,42,141
"VNM","2030","copd",13643,4423,23435
"VNM","2030","ihd",12221,8727,15669
"VNM","2030","lc",4922,918,8419
"VNM","2030","stroke",22186,10931,33546
"VNM","2030","tot",53059,25041,81210
"WAF","2030","alri",5901,3709,7908
"WAF","2030","copd",10604,3892,17231
"WAF","2030","ihd",48400,35295,68788
"WAF","2030","lc",1903,432,3030
"WAF","2030","stroke",68461,25674,110192
"WAF","2030","tot",135269,69003,207149
