"region","year","disease","med","LB","UB"
"MEX","2060","ihd",19014,10788,26845
"MEX","2060","lc",965,134,1858
"MEX","2060","stroke",5859,2044,12592
"MEX","2060","tot",27744,13464,44997
"MON","2060","alri",17,5,41
"MON","2060","copd",1266,332,2420
"MON","2060","ihd",7013,4067,9857
"MON","2060","lc",354,50,679
"MON","2060","stroke",1755,636,3652
"MON","2060","tot",10405,5089,16648
"MYS","2060","alri",4,0,32
"MYS","2060","copd",98,16,252
"MYS","2060","ihd",1707,202,3194
"MYS","2060","lc",259,19,651
"MYS","2060","stroke",99,5,1714
"MYS","2060","tot",2169,242,5844
"NDE","2060","alri",12960,9102,16367
"NDE","2060","copd",293182,125108,448482
"NDE","2060","ihd",833173,632390,1380758
"NDE","2060","lc",88189,25223,128569
"NDE","2060","stroke",812325,260357,1039715
"NDE","2060","tot",2039830,1052181,3013892
"NOA","2060","alri",310,162,463
"NOA","2060","copd",3460,1170,5849
"NOA","2060","ihd",17977,12858,23359
"NOA","2060","lc",614,122,1027
"NOA","2060","stroke",19665,8922,30998
"NOA","2060","tot",42027,23234,61695
"NOR","2060","alri",0,0,0
"NOR","2060","copd",0,0,0
"NOR","2060","ihd",0,0,0
"NOR","2060","lc",0,0,0
"NOR","2060","stroke",0,0,0
"NOR","2060","tot",0,0,0
"NZL","2060","alri",23,10,40
"NZL","2060","copd",117,36,204
"NZL","2060","ihd",711,503,920
"NZL","2060","lc",367,65,641
"NZL","2060","stroke",645,331,961
"NZL","2060","tot",1862,946,2767
"PAC","2060","alri",0,0,1
"PAC","2060","copd",66,9,178
"PAC","2060","ihd",205,16,405
"PAC","2060","lc",19,1,51
"PAC","2060","stroke",12,0,363
"PAC","2060","tot",302,27,998
"PHL","2060","alri",0,0,0
"PHL","2060","copd",0,0,0
"PHL","2060","ihd",0,0,0
"PHL","2060","lc",0,0,0
"PHL","2060","stroke",0,0,0
"PHL","2060","tot",0,0,0
"POL","2060","alri",0,0,2
"POL","2060","copd",56,8,150
"POL","2060","ihd",1952,156,3844
"POL","2060","lc",49,3,130
"POL","2060","stroke",40,0,1242
"POL","2060","tot",2096,167,5369
"RCAM","2060","alri",28,5,90
"RCAM","2060","copd",821,188,1718
"RCAM","2060","ihd",10531,4090,15885
"RCAM","2060","lc",420,49,871
"RCAM","2060","stroke",1828,305,6837
"RCAM","2060","tot",13628,4636,25401
"RCEU","2060","alri",9,3,20
"RCEU","2060","copd",535,146,1005
"RCEU","2060","ihd",6681,4180,9174
"RCEU","2060","lc",574,85,1077
"RCEU","2060","stroke",2539,1088,4663
"RCEU","2060","tot",10338,5502,15939
"RCZ","2060","alri",8,2,21
"RCZ","2060","copd",307,77,605
"RCZ","2060","ihd",2458,1258,3538
"RCZ","2060","lc",406,53,799
"RCZ","2060","stroke",602,168,1512
"RCZ","2060","tot",3781,1559,6474
"RFA","2060","alri",22,4,68
"RFA","2060","copd",1099,256,2276
"RFA","2060","ihd",9896,4063,14747
"RFA","2060","lc",1428,169,2932
"RFA","2060","stroke",1735,306,6019
"RFA","2060","tot",14180,4799,26042
"RIS","2060","alri",167,114,218
"RIS","2060","copd",2777,1062,4410
"RIS","2060","ihd",21934,16151,32627
"RIS","2060","lc",3131,761,4859
"RIS","2060","stroke",23378,8241,34656
"RIS","2060","tot",51387,26329,76769
"ROM","2060","alri",3,1,8
"ROM","2060","copd",224,52,466
"ROM","2060","ihd",3608,1459,5394
"ROM","2060","lc",231,27,476
"ROM","2060","stroke",682,119,2416
"ROM","2060","tot",4748,1657,8761
"RSA","2060","alri",90,28,206
"RSA","2060","copd",1075,287,2037
"RSA","2060","ihd",7440,4479,10359
"RSA","2060","lc",232,33,441
"RSA","2060","stroke",3827,1493,7514
"RSA","2060","tot",12664,6319,20558
"RSAM","2060","alri",16,2,90
"RSAM","2060","copd",178,31,436
"RSAM","2060","ihd",6333,1004,11417
"RSAM","2060","lc",129,11,310
"RSAM","2060","stroke",430,30,5031
"RSAM","2060","tot",7085,1077,17284
"RSAS","2060","alri",2516,1768,3181
"RSAS","2060","copd",42448,17560,65449
"RSAS","2060","ihd",251503,189419,407923
"RSAS","2060","lc",15464,4234,22937
"RSAS","2060","stroke",183313,59573,240120
"RSAS","2060","tot",495244,272555,739610
"RSEA","2060","alri",73,38,110
"RSEA","2060","copd",11205,3767,18984
"RSEA","2060","ihd",9584,6851,12397
"RSEA","2060","lc",4070,802,6824
"RSEA","2060","stroke",19442,8974,30538
"RSEA","2060","tot",44374,20431,68854
"RUE","2060","alri",0,0,1
"RUE","2060","copd",26,4,69
"RUE","2060","ihd",904,72,1799
"RUE","2060","lc",23,1,60
"RUE","2060","stroke",18,0,575
"RUE","2060","tot",971,77,2504
"RUS","2060","alri",6,1,31
"RUS","2060","copd",630,118,1480
"RUS","2060","ihd",14721,3009,25399
"RUS","2060","lc",610,55,1407
"RUS","2060","stroke",1121,89,9636
"RUS","2060","tot",17088,3272,37953
"SAF","2060","alri",134,25,455
"SAF","2060","copd",1331,297,2820
"SAF","2060","ihd",12220,4441,18682
"SAF","2060","lc",275,31,578
"SAF","2060","stroke",2924,450,11984
"SAF","2060","tot",16884,5245,34518
"SWE","2060","alri",0,0,0
"SWE","2060","copd",0,0,0
"SWE","2060","ihd",0,0,0
"SWE","2060","lc",0,0,0
"SWE","2060","stroke",0,0,0
"SWE","2060","tot",0,0,0
"THA","2060","alri",183,86,298
"THA","2060","copd",2691,868,4635
"THA","2060","ihd",20657,14717,26493
"THA","2060","lc",3673,680,6301
"THA","2060","stroke",11066,5482,16683
"THA","2060","tot",38270,21833,54410
"TUR","2060","alri",39,11,100
"TUR","2060","copd",1605,408,3123
"TUR","2060","ihd",22122,11890,31561
"TUR","2060","lc",1695,228,3300
"TUR","2060","stroke",6452,2022,15038
"TUR","2060","tot",31913,14560,53121
"TWN","2060","alri",4,1,8
"TWN","2060","copd",1789,472,3406
"TWN","2060","ihd",2065,1220,2892
"TWN","2060","lc",625,89,1192
"TWN","2060","stroke",1942,724,3938
"TWN","2060","tot",6424,2505,11436
"UKR","2060","alri",0,0,0
"UKR","2060","copd",13,2,35
"UKR","2060","ihd",1353,107,2708
"UKR","2060","lc",15,1,39
"UKR","2060","stroke",22,0,688
"UKR","2060","tot",1403,110,3470
"USA","2060","alri",37,5,154
"USA","2060","copd",3923,803,8698
"USA","2060","ihd",56774,15985,90616
"USA","2060","lc",4398,437,9616
"USA","2060","stroke",3004,265,17970
"USA","2060","tot",68136,17496,127054
"VNM","2060","alri",28,9,59
"VNM","2060","copd",10248,2836,19135
"VNM","2060","ihd",11155,7127,15198
"VNM","2060","lc",3616,545,6740
"VNM","2060","stroke",12315,5510,21851
"VNM","2060","tot",37361,16028,62982
"WAF","2060","alri",6767,4319,8958
"WAF","2060","copd",22980,8534,37152
"WAF","2060","ihd",103326,75648,149116
"WAF","2060","lc",4132,954,6541
"WAF","2060","stroke",149834,55374,238558
"WAF","2060","tot",287040,144829,440325
