"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2050","alri",0,123.913387714592,"Thous$2015",0
"ARG","2050","copd",0,123.913387714592,"Thous$2015",0
"ARG","2050","ihd",0,123.913387714592,"Thous$2015",0
"ARG","2050","lc",0,123.913387714592,"Thous$2015",0
"ARG","2050","stroke",0,123.913387714592,"Thous$2015",0
"AUS","2050","alri",0,283.431366520227,"Thous$2015",0
"AUS","2050","copd",0,283.431366520227,"Thous$2015",0
"AUS","2050","ihd",0,283.431366520227,"Thous$2015",0
"AUS","2050","lc",0,283.431366520227,"Thous$2015",0
"AUS","2050","stroke",0,283.431366520227,"Thous$2015",0
"AUT","2050","alri",12,178.172574522104,"Thous$2015",2557
"AUT","2050","copd",874,178.172574522104,"Thous$2015",186211
"AUT","2050","ihd",9569,178.172574522104,"Thous$2015",2038736
"AUT","2050","lc",1633,178.172574522104,"Thous$2015",347921
"AUT","2050","stroke",900,178.172574522104,"Thous$2015",191751
"BGR","2050","alri",44,110.085900609169,"Thous$2015",5792
"BGR","2050","copd",1751,110.085900609169,"Thous$2015",230500
"BGR","2050","ihd",21813,110.085900609169,"Thous$2015",2871446
"BGR","2050","lc",2667,110.085900609169,"Thous$2015",351082
"BGR","2050","stroke",10233,110.085900609169,"Thous$2015",1347064
"BLX","2050","alri",61,287.938308773246,"Thous$2015",21003
"BLX","2050","copd",2964,287.938308773246,"Thous$2015",1020543
"BLX","2050","ihd",28700,287.938308773246,"Thous$2015",9881775
"BLX","2050","lc",5726,287.938308773246,"Thous$2015",1971535
"BLX","2050","stroke",3930,287.938308773246,"Thous$2015",1353149
"BRA","2050","alri",9,99.7302468878895,"Thous$2015",1073
"BRA","2050","copd",1290,99.7302468878895,"Thous$2015",153840
"BRA","2050","ihd",43304,99.7302468878895,"Thous$2015",5164265
"BRA","2050","lc",833,99.7302468878895,"Thous$2015",99340
"BRA","2050","stroke",832,99.7302468878895,"Thous$2015",99221
