"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2040","alri",0,107.650029014565,"Thous$2015",0
"ARG","2040","copd",133,107.650029014565,"Thous$2015",17121
"ARG","2040","ihd",4558,107.650029014565,"Thous$2015",586735
"ARG","2040","lc",91,107.650029014565,"Thous$2015",11714
"ARG","2040","stroke",85,107.650029014565,"Thous$2015",10942
"AUS","2040","alri",0,261.717687961891,"Thous$2015",0
"AUS","2040","copd",0,261.717687961891,"Thous$2015",0
"AUS","2040","ihd",0,261.717687961891,"Thous$2015",0
"AUS","2040","lc",0,261.717687961891,"Thous$2015",0
"AUS","2040","stroke",0,261.717687961891,"Thous$2015",0
"AUT","2040","alri",18,163.821196563519,"Thous$2015",3526
"AUT","2040","copd",1077,163.821196563519,"Thous$2015",210979
"AUT","2040","ihd",10525,163.821196563519,"Thous$2015",2061797
"AUT","2040","lc",2064,163.821196563519,"Thous$2015",404328
"AUT","2040","stroke",1389,163.821196563519,"Thous$2015",272098
"BGR","2040","alri",55,100.925249025665,"Thous$2015",6638
"BGR","2040","copd",1897,100.925249025665,"Thous$2015",228940
"BGR","2040","ihd",23094,100.925249025665,"Thous$2015",2787100
"BGR","2040","lc",2900,100.925249025665,"Thous$2015",349987
"BGR","2040","stroke",11619,100.925249025665,"Thous$2015",1402239
"BLX","2040","alri",74,258.188081456396,"Thous$2015",22847
"BLX","2040","copd",3214,258.188081456396,"Thous$2015",992283
"BLX","2040","ihd",29527,258.188081456396,"Thous$2015",9116101
"BLX","2040","lc",6251,258.188081456396,"Thous$2015",1929920
"BLX","2040","stroke",4607,258.188081456396,"Thous$2015",1422355
"BRA","2040","alri",18,82.5181311725917,"Thous$2015",1776
"BRA","2040","copd",2064,82.5181311725917,"Thous$2015",203663
"BRA","2040","ihd",68786,82.5181311725917,"Thous$2015",6787394
"BRA","2040","lc",1327,82.5181311725917,"Thous$2015",130940
"BRA","2040","stroke",1345,82.5181311725917,"Thous$2015",132717
"CAN","2040","alri",7,209.306946989748,"Thous$2015",1752
"CAN","2040","copd",1691,209.306946989748,"Thous$2015",423234
"CAN","2040","ihd",33327,209.306946989748,"Thous$2015",8341295
"CAN","2040","lc",2391,209.306946989748,"Thous$2015",598435
"CAN","2040","stroke",774,209.306946989748,"Thous$2015",193722
"CHE","2040","alri",12,195.625745924152,"Thous$2015",2807
"CHE","2040","copd",780,195.625745924152,"Thous$2015",182463
"CHE","2040","ihd",7899,195.625745924152,"Thous$2015",1847786
"CHE","2040","lc",1504,195.625745924152,"Thous$2015",351826
"CHE","2040","stroke",963,195.625745924152,"Thous$2015",225271
"CHL","2040","alri",185,97.368599853656,"Thous$2015",21540
"CHL","2040","copd",3657,97.368599853656,"Thous$2015",425792
"CHL","2040","ihd",37975,97.368599853656,"Thous$2015",4421507
"CHL","2040","lc",2902,97.368599853656,"Thous$2015",337886
"CHL","2040","stroke",19627,97.368599853656,"Thous$2015",2285212
"CHN","2040","alri",16832,139.728481600624,"Thous$2015",2812382
"CHN","2040","copd",3324829,139.728481600624,"Thous$2015",555530446
"CHN","2040","ihd",2593302,139.728481600624,"Thous$2015",433302951
"CHN","2040","lc",1824080,139.728481600624,"Thous$2015",304777171
"CHN","2040","stroke",8051751,139.728481600624,"Thous$2015",1345330189
"COR","2040","alri",229,126.047903435294,"Thous$2015",34516
"COR","2040","copd",70182,126.047903435294,"Thous$2015",10578278
"COR","2040","ihd",73347,126.047903435294,"Thous$2015",11055327
"COR","2040","lc",37437,126.047903435294,"Thous$2015",5642743
"COR","2040","stroke",130807,126.047903435294,"Thous$2015",19716064
"EAF","2040","alri",48887,19.5461871545688,"Thous$2015",1142639
"EAF","2040","copd",148400,19.5461871545688,"Thous$2015",3468563
"EAF","2040","ihd",851642,19.5461871545688,"Thous$2015",19905484
"EAF","2040","lc",36942,19.5461871545688,"Thous$2015",863448
"EAF","2040","stroke",724724,19.5461871545688,"Thous$2015",16939021
"EGY","2040","alri",3430,56.1791608961686,"Thous$2015",230421
"EGY","2040","copd",58301,56.1791608961686,"Thous$2015",3916561
"EGY","2040","ihd",445990,56.1791608961686,"Thous$2015",29960840
"EGY","2040","lc",23588,56.1791608961686,"Thous$2015",1584601
"EGY","2040","stroke",212692,56.1791608961686,"Thous$2015",14288282
"ESP","2040","alri",202,202.58692708966,"Thous$2015",48935
"ESP","2040","copd",9494,202.58692708966,"Thous$2015",2299928
"ESP","2040","ihd",75487,202.58692708966,"Thous$2015",18286778
"ESP","2040","lc",18869,202.58692708966,"Thous$2015",4571028
"ESP","2040","stroke",17716,202.58692708966,"Thous$2015",4291713
"FIN","2040","alri",0,191.250765097292,"Thous$2015",0
"FIN","2040","copd",0,191.250765097292,"Thous$2015",0
"FIN","2040","ihd",0,191.250765097292,"Thous$2015",0
"FIN","2040","lc",0,191.250765097292,"Thous$2015",0
"FIN","2040","stroke",0,191.250765097292,"Thous$2015",0
"FRA","2040","alri",104,227.86761951503,"Thous$2015",28338
"FRA","2040","copd",5086,227.86761951503,"Thous$2015",1385838
"FRA","2040","ihd",55561,227.86761951503,"Thous$2015",15139317
"FRA","2040","lc",9598,227.86761951503,"Thous$2015",2615273
"FRA","2040","stroke",5361,227.86761951503,"Thous$2015",1460771
"GBR","2040","alri",6,245.362103411705,"Thous$2015",1760
"GBR","2040","copd",881,245.362103411705,"Thous$2015",258486
"GBR","2040","ihd",18015,245.362103411705,"Thous$2015",5285613
"GBR","2040","lc",1469,245.362103411705,"Thous$2015",431006
"GBR","2040","stroke",293,245.362103411705,"Thous$2015",85966
"GOLF","2040","alri",5564,90.8210726489827,"Thous$2015",604265
"GOLF","2040","copd",68541,90.8210726489827,"Thous$2015",7443731
"GOLF","2040","ihd",1031837,90.8210726489827,"Thous$2015",112060185
"GOLF","2040","lc",92920,90.8210726489827,"Thous$2015",10091354
"GOLF","2040","stroke",632441,90.8210726489827,"Thous$2015",68684740
"GRC","2040","alri",37,208.64852266065,"Thous$2015",9231
"GRC","2040","copd",1841,208.64852266065,"Thous$2015",459328
"GRC","2040","ihd",14876,208.64852266065,"Thous$2015",3711548
"GRC","2040","lc",3639,208.64852266065,"Thous$2015",907927
"GRC","2040","stroke",3316,208.64852266065,"Thous$2015",827339
"HUN","2040","alri",34,129.749666812853,"Thous$2015",5275
"HUN","2040","copd",1396,129.749666812853,"Thous$2015",216593
"HUN","2040","ihd",57199,129.749666812853,"Thous$2015",8874590
"HUN","2040","lc",2416,129.749666812853,"Thous$2015",374849
"HUN","2040","stroke",12214,129.749666812853,"Thous$2015",1895037
"IDN","2040","alri",4906,83.6554433223564,"Thous$2015",490767
"IDN","2040","copd",59936,83.6554433223564,"Thous$2015",5995640
"IDN","2040","ihd",660022,83.6554433223564,"Thous$2015",66024668
"IDN","2040","lc",95132,83.6554433223564,"Thous$2015",9516438
"IDN","2040","stroke",167308,83.6554433223564,"Thous$2015",16736495
"ITA","2040","alri",288,233.086057163595,"Thous$2015",80272
"ITA","2040","copd",11740,233.086057163595,"Thous$2015",3272186
"ITA","2040","ihd",84446,233.086057163595,"Thous$2015",23536885
"ITA","2040","lc",23697,233.086057163595,"Thous$2015",6604855
"ITA","2040","stroke",25855,233.086057163595,"Thous$2015",7206335
"JPN","2040","alri",1073,159.660142541548,"Thous$2015",204857
"JPN","2040","copd",13034,159.660142541548,"Thous$2015",2488444
"JPN","2040","ihd",106467,159.660142541548,"Thous$2015",20326619
"JPN","2040","lc",57954,159.660142541548,"Thous$2015",11064545
"JPN","2040","stroke",65088,159.660142541548,"Thous$2015",12426564
"KAZ","2040","alri",340,120.598888543462,"Thous$2015",49032
"KAZ","2040","copd",4712,120.598888543462,"Thous$2015",679520
"KAZ","2040","ihd",143727,120.598888543462,"Thous$2015",20726944
"KAZ","2040","lc",8427,120.598888543462,"Thous$2015",1215262
"KAZ","2040","stroke",66242,120.598888543462,"Thous$2015",9552793
"MEME","2040","alri",785,64.8145063644489,"Thous$2015",60841
"MEME","2040","copd",10804,64.8145063644489,"Thous$2015",837357
"MEME","2040","ihd",71730,64.8145063644489,"Thous$2015",5559384
"MEME","2040","lc",22006,64.8145063644489,"Thous$2015",1705560
"MEME","2040","stroke",27314,64.8145063644489,"Thous$2015",2116953
"MEX","2040","alri",1063,100.98484883203,"Thous$2015",128364
"MEX","2040","copd",15660,100.98484883203,"Thous$2015",1891044
"MEX","2040","ihd",188832,100.98484883203,"Thous$2015",22802655
"MEX","2040","lc",12195,100.98484883203,"Thous$2015",1472623
"MEX","2040","stroke",65615,100.98484883203,"Thous$2015",7923425
"MON","2040","alri",382,8.13141086787932,"Thous$2015",3714
