"region","year","disease","mort_med","mort_lb","mort_ub","vsl_med","vsl_lb","vsl_ub","unit","Damage_med"
"ARG","2010","alri",9,1,39,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",17
"ARG","2010","copd",153,30,348,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",296
"ARG","2010","ihd",2633,651,4352,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",5086
"ARG","2010","lc",89,9,199,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",172
"ARG","2010","stroke",232,20,1605,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",448
"ARG","2010","tot",3116,711,6544,1.61538104266763,0.807690521333817,2.42307156400145,"Million$2015",6019
"AUS","2010","alri",1,0,10,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",5
"AUS","2010","copd",12,2,33,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",60
"AUS","2010","ihd",332,27,651,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",1660
"AUS","2010","lc",31,2,81,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",155
"AUS","2010","stroke",10,0,325,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",50
"AUS","2010","tot",386,30,1100,4.18083089998005,2.09041544999003,6.27124634997008,"Million$2015",1930
"AUT","2010","alri",18,7,33,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",80
"AUT","2010","copd",259,78,461,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",1158
"AUT","2010","ihd",2085,1458,2742,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",9319
"AUT","2010","lc",420,71,746,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",1877
"AUT","2010","stroke",963,498,1454,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",4304
"AUT","2010","tot",3745,2113,5436,3.73783145988407,1.86891572994204,5.60674718982611,"Million$2015",16739
"BGR","2010","alri",14,7,21,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",24
"BGR","2010","copd",242,81,412,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",420
"BGR","2010","ihd",3062,2187,3942,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",5313
"BGR","2010","lc",317,62,534,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",550
"BGR","2010","stroke",2069,978,3237,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",3590
"BGR","2010","tot",5704,3314,8145,1.45091753965936,0.725458769829682,2.17637630948905,"Million$2015",9896
"BLX","2010","alri",63,27,111,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",311
"BLX","2010","copd",703,216,1240,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",3471
"BLX","2010","ihd",5553,3925,7237,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",27419
"BLX","2010","lc",1142,198,2011,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",5639
"BLX","2010","stroke",2683,1389,4009,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",13248
"BLX","2010","tot",10145,5754,14608,4.12926764854943,2.06463382427471,6.19390147282414,"Million$2015",50093
"BRA","2010","alri",41,6,179,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",66
"BRA","2010","copd",703,141,1581,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",1129
"BRA","2010","ihd",11706,3053,19089,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",18805
"BRA","2010","lc",411,40,911,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",660
"BRA","2010","stroke",1099,95,7157,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",1766
"BRA","2010","tot",13961,3335,28917,1.3434426729745,0.671721336487249,2.01516400946175,"Million$2015",22428
"CAN","2010","alri",0,0,4,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",0
"CAN","2010","copd",78,11,211,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",360
"CAN","2010","ihd",2136,173,4146,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",9858
"CAN","2010","lc",92,6,243,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",425
"CAN","2010","stroke",20,0,617,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",92
"CAN","2010","tot",2327,190,5221,3.85941900407734,1.92970950203867,5.78912850611601,"Million$2015",10739
"CHE","2010","alri",12,5,23,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",60
"CHE","2010","copd",174,51,316,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",868
"CHE","2010","ihd",1449,1000,1939,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",7229
"CHE","2010","lc",281,46,507,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",1402
"CHE","2010","stroke",610,310,956,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",3043
"CHE","2010","tot",2526,1411,3741,4.17213824807966,2.08606912403983,6.25820737211949,"Million$2015",12602
"CHL","2010","alri",51,26,78,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",96
"CHL","2010","copd",341,114,580,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",643
"CHL","2010","ihd",2738,1956,3521,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",5161
"CHL","2010","lc",222,43,375,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",418
"CHL","2010","stroke",1777,844,2776,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",3350
"CHL","2010","tot",5128,2982,7330,1.57635182729101,0.788175913645507,2.36452774093652,"Million$2015",9666
"CHN","2010","alri",4927,3458,6228,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",6140
"CHN","2010","copd",244632,104669,373679,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",304864
"CHN","2010","ihd",196637,149373,326329,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",245052
"CHN","2010","lc",90340,25932,131521,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",112583
"CHN","2010","stroke",692408,221843,884355,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",862890
"CHN","2010","tot",1228945,505275,1722111,1.04217321949599,0.521086609747994,1.56325982924398,"Million$2015",1531532
"COR","2010","alri",106,74,135,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",371
"COR","2010","copd",7878,3090,12335,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",27547
"COR","2010","ihd",7133,5294,10962,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",24942
"COR","2010","lc",2877,726,4399,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",10060
"COR","2010","stroke",21907,7528,30963,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",76602
"COR","2010","tot",39902,16711,58795,2.92418068059472,1.46209034029736,4.38627102089208,"Million$2015",139525
"EAF","2010","alri",4048,1708,7156,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",1037
"EAF","2010","copd",4739,1454,8355,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",1214
"EAF","2010","ihd",29569,20906,38520,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",7572
"EAF","2010","lc",979,170,1723,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",251
"EAF","2010","stroke",23857,12352,35641,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",6109
"EAF","2010","tot",63192,36591,91395,0.214152174451393,0.107076087225696,0.321228261677089,"Million$2015",16182
"EGY","2010","alri",531,316,722,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",494
"EGY","2010","copd",2271,814,3736,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",2113
"EGY","2010","ihd",19301,13994,26626,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",17959
"EGY","2010","lc",728,160,1173,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",677
"EGY","2010","stroke",9872,3827,16056,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",9185
"EGY","2010","tot",32703,19111,48313,0.778113886629945,0.389056943314972,1.16717082994492,"Million$2015",30429
"ESP","2010","alri",95,36,183,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",344
"ESP","2010","copd",1294,378,2359,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",4681
"ESP","2010","ihd",10835,7464,14522,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",39195
"ESP","2010","lc",2089,339,3781,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",7557
"ESP","2010","stroke",4514,2285,7106,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",16329
"ESP","2010","tot",18827,10502,27952,3.02512812638518,1.51256406319259,4.53769218957777,"Million$2015",68105
"FIN","2010","alri",0,0,0,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",0
"FIN","2010","copd",1,0,2,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",4
"FIN","2010","ihd",22,2,44,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",92
"FIN","2010","lc",1,0,3,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",4
"FIN","2010","stroke",0,0,12,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",0
"FIN","2010","tot",24,2,61,3.49384467003577,1.74692233501789,5.24076700505366,"Million$2015",100
"FRA","2010","alri",150,62,270,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",629
"FRA","2010","copd",1494,453,2652,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",6264
"FRA","2010","ihd",11951,8383,15671,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",50108
"FRA","2010","lc",2422,414,4290,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",10155
"FRA","2010","stroke",5598,2895,8425,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",23471
"FRA","2010","tot",21615,12207,31309,3.50631325546902,1.75315662773451,5.25946988320354,"Million$2015",90627
"GBR","2010","alri",63,17,162,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",276
"GBR","2010","copd",927,235,1807,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",4063
"GBR","2010","ihd",9385,5016,13403,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",41136
"GBR","2010","lc",1459,196,2844,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",6395
"GBR","2010","stroke",2351,728,5526,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",10305
"GBR","2010","tot",14186,6193,23741,3.66549737271311,1.83274868635655,5.49824605906966,"Million$2015",62179
"GOLF","2010","alri",803,565,1013,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",1349
"GOLF","2010","copd",2575,1094,3949,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",4325
"GOLF","2010","ihd",39103,29640,64653,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",65685
"GOLF","2010","lc",2527,718,3693,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",4245
"GOLF","2010","stroke",25767,8264,33095,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",43283
"GOLF","2010","tot",70775,40281,106403,1.40475709904431,0.702378549522153,2.10713564856646,"Million$2015",118887
"GRC","2010","alri",22,9,41,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",77
"GRC","2010","copd",295,87,532,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",1030
"GRC","2010","ihd",2425,1680,3223,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",8469
"GRC","2010","lc",477,79,855,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",1666
"GRC","2010","stroke",1059,543,1632,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",3698
"GRC","2010","tot",4278,2397,6283,2.92055329016625,1.46027664508313,4.38082993524938,"Million$2015",14940
"HUN","2010","alri",9,4,16,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",22
"HUN","2010","copd",215,68,372,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",537
"HUN","2010","ihd",8507,6029,10918,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",21249
"HUN","2010","lc",358,65,618,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",894
"HUN","2010","stroke",4030,2023,6029,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",10066
"HUN","2010","tot",13119,8190,17953,2.08887748929294,1.04443874464647,3.13331623393941,"Million$2015",32769
"IDN","2010","alri",1157,392,2415,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",940
"IDN","2010","copd",3144,880,5845,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",2554
"IDN","2010","ihd",36054,23440,48906,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",29288
"IDN","2010","lc",3694,565,6847,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",3001
"IDN","2010","stroke",11626,5373,20071,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",9444
"IDN","2010","tot",55675,30649,84084,0.679338884037629,0.339669442018815,1.01900832605644,"Million$2015",45227
"ITA","2010","alri",152,73,243,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",572
"ITA","2010","copd",1959,637,3362,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",7368
"ITA","2010","ihd",14442,10318,18516,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",54320
"ITA","2010","lc",3213,602,5487,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",12085
"ITA","2010","stroke",8223,4039,12472,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",30929
"ITA","2010","tot",27989,15669,40081,3.14541298576453,1.57270649288227,4.71811947864679,"Million$2015",105273
"JPN","2010","alri",719,379,1061,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",3051
"JPN","2010","copd",2209,752,3725,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",9374
"JPN","2010","ihd",16180,11582,21166,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",68659
"JPN","2010","lc",6948,1397,11566,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",29484
"JPN","2010","stroke",18964,8431,30035,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",80473
"JPN","2010","tot",45020,22540,67553,3.54868011520067,1.77434005760034,5.32302017280101,"Million$2015",191041
"KAZ","2010","alri",50,28,70,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",92
"KAZ","2010","copd",334,117,560,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",613
"KAZ","2010","ihd",11601,8354,15604,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",21304
"KAZ","2010","lc",566,119,927,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",1039
"KAZ","2010","stroke",7458,3060,12140,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",13696
"KAZ","2010","tot",20010,11678,29301,1.53573850315647,0.767869251578235,2.3036077547347,"Million$2015",36747
"MEME","2010","alri",239,110,396,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",346
"MEME","2010","copd",696,223,1205,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",1007
"MEME","2010","ihd",5248,3725,6734,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",7594
"MEME","2010","lc",1139,208,1963,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",1648
"MEME","2010","stroke",2849,1425,4272,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",4123
"MEME","2010","tot",10171,5691,14569,1.21008151027553,0.605040755137764,1.81512226541329,"Million$2015",14717
"MEX","2010","alri",133,38,328,1.55026286370446,0.775131431852232,2.3253942955567,"Million$2015",247
"MEX","2010","copd",915,236,1766,1.55026286370446,0.775131431852232,2.3253942955567,"Million$2015",1696
"MEX","2010","ihd",10140,5651,14367,1.55026286370446,0.775131431852232,2.3253942955567,"Million$2015",18797
