"region","year","disease","yll_med","vsly","unit","Damage_med"
"MON","2030","ihd",101815,6.60542557731589,"Thous$2015",804204
"MON","2030","lc",6455,6.60542557731589,"Thous$2015",50986
"MON","2030","stroke",36399,6.60542557731589,"Thous$2015",287504
"MYS","2030","alri",194,100.242910210656,"Thous$2015",23255
"MYS","2030","copd",1536,100.242910210656,"Thous$2015",184119
"MYS","2030","ihd",18819,100.242910210656,"Thous$2015",2255817
"MYS","2030","lc",6405,100.242910210656,"Thous$2015",767762
"MYS","2030","stroke",3811,100.242910210656,"Thous$2015",456821
"NDE","2030","alri",198439,63.125550560958,"Thous$2015",14979103
"NDE","2030","copd",2653231,63.125550560958,"Thous$2015",200278281
"NDE","2030","ihd",7522033,63.125550560958,"Thous$2015",567798219
"NDE","2030","lc",840477,63.125550560958,"Thous$2015",63443133
"NDE","2030","stroke",6761677,63.125550560958,"Thous$2015",510402993
"NOA","2030","alri",5907,42.9855622055317,"Thous$2015",303629
"NOA","2030","copd",34954,42.9855622055317,"Thous$2015",1796690
"NOA","2030","ihd",179207,42.9855622055317,"Thous$2015",9211518
"NOA","2030","lc",6621,42.9855622055317,"Thous$2015",340330
"NOA","2030","stroke",206825,42.9855622055317,"Thous$2015",10631126
"NOR","2030","alri",0,245.715289218528,"Thous$2015",0
"NOR","2030","copd",0,245.715289218528,"Thous$2015",0
"NOR","2030","ihd",0,245.715289218528,"Thous$2015",0
"NOR","2030","lc",0,245.715289218528,"Thous$2015",0
"NOR","2030","stroke",0,245.715289218528,"Thous$2015",0
"NZL","2030","alri",131,152.674775136471,"Thous$2015",23916
"NZL","2030","copd",630,152.674775136471,"Thous$2015",115017
"NZL","2030","ihd",4648,152.674775136471,"Thous$2015",848569
"NZL","2030","lc",2831,152.674775136471,"Thous$2015",516846
"NZL","2030","stroke",3693,152.674775136471,"Thous$2015",674218
"PAC","2030","alri",0,43.2345252093109,"Thous$2015",0
"PAC","2030","copd",366,43.2345252093109,"Thous$2015",18922
"PAC","2030","ihd",1334,43.2345252093109,"Thous$2015",68967
"PAC","2030","lc",158,43.2345252093109,"Thous$2015",8168
"PAC","2030","stroke",72,43.2345252093109,"Thous$2015",3722
"PHL","2030","alri",9,30.2886251719022,"Thous$2015",326
"PHL","2030","copd",6310,30.2886251719022,"Thous$2015",228540
"PHL","2030","ihd",22568,30.2886251719022,"Thous$2015",817384
"PHL","2030","lc",2707,30.2886251719022,"Thous$2015",98044
"PHL","2030","stroke",1289,30.2886251719022,"Thous$2015",46686
"POL","2030","alri",77,127.133685402028,"Thous$2015",11706
"POL","2030","copd",4832,127.133685402028,"Thous$2015",734584
"POL","2030","ihd",90849,127.133685402028,"Thous$2015",13811295
"POL","2030","lc",6942,127.133685402028,"Thous$2015",1055356
"POL","2030","stroke",14072,127.133685402028,"Thous$2015",2139292
"RCAM","2030","alri",471,58.6792929579629,"Thous$2015",33049
"RCAM","2030","copd",6727,58.6792929579629,"Thous$2015",472019
"RCAM","2030","ihd",95604,58.6792929579629,"Thous$2015",6708332
"RCAM","2030","lc",5115,58.6792929579629,"Thous$2015",358909
"RCAM","2030","stroke",21420,58.6792929579629,"Thous$2015",1502996
"RCEU","2030","alri",131,84.2862649192435,"Thous$2015",13203
"RCEU","2030","copd",5164,84.2862649192435,"Thous$2015",520471
"RCEU","2030","ihd",70274,84.2862649192435,"Thous$2015",7082802
"RCEU","2030","lc",7794,84.2862649192435,"Thous$2015",785545
"RCEU","2030","stroke",26143,84.2862649192435,"Thous$2015",2634910
"RCZ","2030","alri",104,110.666655602122,"Thous$2015",13763
"RCZ","2030","copd",3362,110.666655602122,"Thous$2015",444906
"RCZ","2030","ihd",23016,110.666655602122,"Thous$2015",3045792
"RCZ","2030","lc",6822,110.666655602122,"Thous$2015",902780
"RCZ","2030","stroke",8048,110.666655602122,"Thous$2015",1065021
"RFA","2030","alri",276,138.938872675579,"Thous$2015",45855
"RFA","2030","copd",12669,138.938872675579,"Thous$2015",2104843
"RFA","2030","ihd",98880,138.938872675579,"Thous$2015",16428043
"RFA","2030","lc",25248,138.938872675579,"Thous$2015",4194733
"RFA","2030","stroke",24368,138.938872675579,"Thous$2015",4048529
"RIS","2030","alri",2892,93.1655114305159,"Thous$2015",322186
"RIS","2030","copd",23347,93.1655114305159,"Thous$2015",2600997
"RIS","2030","ihd",192421,93.1655114305159,"Thous$2015",21436864
"RIS","2030","lc",37141,93.1655114305159,"Thous$2015",4137732
"RIS","2030","stroke",209809,93.1655114305159,"Thous$2015",23373992
"ROM","2030","alri",99,99.2942785663981,"Thous$2015",11755
"ROM","2030","copd",4225,99.2942785663981,"Thous$2015",501654
"ROM","2030","ihd",58613,99.2942785663981,"Thous$2015",6959400
"ROM","2030","lc",6351,99.2942785663981,"Thous$2015",754084
"ROM","2030","stroke",20672,99.2942785663981,"Thous$2015",2454485
"RSA","2030","alri",1826,61.6951535560623,"Thous$2015",134712
"RSA","2030","copd",11612,61.6951535560623,"Thous$2015",856666
"RSA","2030","ihd",76632,61.6951535560623,"Thous$2015",5653466
"RSA","2030","lc",2845,61.6951535560623,"Thous$2015",209888
"RSA","2030","stroke",45154,61.6951535560623,"Thous$2015",3331201
"RSAM","2030","alri",368,64.0448595593318,"Thous$2015",28183
"RSAM","2030","copd",1716,64.0448595593318,"Thous$2015",131418
"RSAM","2030","ihd",61514,64.0448595593318,"Thous$2015",4710986
"RSAM","2030","lc",1891,64.0448595593318,"Thous$2015",144820
"RSAM","2030","stroke",7142,64.0448595593318,"Thous$2015",546963
"RSAS","2030","alri",35094,17.4527395545653,"Thous$2015",732403
"RSAS","2030","copd",329255,17.4527395545653,"Thous$2015",6871469
"RSAS","2030","ihd",2017022,17.4527395545653,"Thous$2015",42094742
"RSAS","2030","lc",135763,17.4527395545653,"Thous$2015",2833340
"RSAS","2030","stroke",1334098,17.4527395545653,"Thous$2015",27842290
"RSEA","2030","alri",1052,14.0003188864114,"Thous$2015",17612
"RSEA","2030","copd",98276,14.0003188864114,"Thous$2015",1645277
"RSEA","2030","ihd",93165,14.0003188864114,"Thous$2015",1559712
"RSEA","2030","lc",53085,14.0003188864114,"Thous$2015",888717
"RSEA","2030","stroke",209174,14.0003188864114,"Thous$2015",3501864
"RUE","2030","alri",33,110.609896881804,"Thous$2015",4365
"RUE","2030","copd",2240,110.609896881804,"Thous$2015",296275
"RUE","2030","ihd",53047,110.609896881804,"Thous$2015",7016304
"RUE","2030","lc",3093,110.609896881804,"Thous$2015",409098
"RUE","2030","stroke",4578,110.609896881804,"Thous$2015",605513
"RUS","2030","alri",361,110.609896881804,"Thous$2015",47748
"RUS","2030","copd",17244,110.609896881804,"Thous$2015",2280792
"RUS","2030","ihd",279684,110.609896881804,"Thous$2015",36992631
"RUS","2030","lc",25347,110.609896881804,"Thous$2015",3352542
"RUS","2030","stroke",64982,110.609896881804,"Thous$2015",8594897
"SAF","2030","alri",1027,12.987715421154,"Thous$2015",15950
"SAF","2030","copd",5605,12.987715421154,"Thous$2015",87049
"SAF","2030","ihd",60570,12.987715421154,"Thous$2015",940684
"SAF","2030","lc",1269,12.987715421154,"Thous$2015",19708
"SAF","2030","stroke",9326,12.987715421154,"Thous$2015",144838
"SWE","2030","alri",0,191.851795359958,"Thous$2015",0
"SWE","2030","copd",86,191.851795359958,"Thous$2015",19730
"SWE","2030","ihd",1718,191.851795359958,"Thous$2015",394133
"SWE","2030","lc",140,191.851795359958,"Thous$2015",32118
"SWE","2030","stroke",28,191.851795359958,"Thous$2015",6424
"THA","2030","alri",3501,63.8701149072131,"Thous$2015",267389
"THA","2030","copd",32677,63.8701149072131,"Thous$2015",2495706
"THA","2030","ihd",268579,63.8701149072131,"Thous$2015",20512725
"THA","2030","lc",53878,63.8701149072131,"Thous$2015",4114933
"THA","2030","stroke",144098,63.8701149072131,"Thous$2015",11005487
"TUR","2030","alri",789,73.248297267381,"Thous$2015",69108
"TUR","2030","copd",15689,73.248297267381,"Thous$2015",1374189
"TUR","2030","ihd",212791,73.248297267381,"Thous$2015",18638219
"TUR","2030","lc",23698,73.248297267381,"Thous$2015",2075692
"TUR","2030","stroke",79721,73.248297267381,"Thous$2015",6982708
"TWN","2030","alri",101,205.068809382313,"Thous$2015",24767
"TWN","2030","copd",25479,205.068809382313,"Thous$2015",6247922
"TWN","2030","ihd",28998,205.068809382313,"Thous$2015",7110846
"TWN","2030","lc",13443,205.068809382313,"Thous$2015",3296472
"TWN","2030","stroke",42090,205.068809382313,"Thous$2015",10321246
"UKR","2030","alri",85,100.576010475756,"Thous$2015",10223
"UKR","2030","copd",4407,100.576010475756,"Thous$2015",530019
"UKR","2030","ihd",233198,100.576010475756,"Thous$2015",28046123
"UKR","2030","lc",7275,100.576010475756,"Thous$2015",874946
"UKR","2030","stroke",24438,100.576010475756,"Thous$2015",2939095
"USA","2030","alri",449,192.737075743459,"Thous$2015",103482
"USA","2030","copd",38189,192.737075743459,"Thous$2015",8801510
"USA","2030","ihd",458203,192.737075743459,"Thous$2015",105603134
"USA","2030","lc",59209,192.737075743459,"Thous$2015",13646039
"USA","2030","stroke",36065,192.737075743459,"Thous$2015",8311986
"VNM","2030","alri",796,57.6804691604501,"Thous$2015",54903
"VNM","2030","copd",121757,57.6804691604501,"Thous$2015",8398009
"VNM","2030","ihd",126339,57.6804691604501,"Thous$2015",8714046
"VNM","2030","lc",64997,57.6804691604501,"Thous$2015",4483072
"VNM","2030","stroke",228709,57.6804691604501,"Thous$2015",15774865
"WAF","2030","alri",85851,21.683094788032,"Thous$2015",2225975
"WAF","2030","copd",134931,21.683094788032,"Thous$2015",3498538
"WAF","2030","ihd",613975,21.683094788032,"Thous$2015",15919359
"WAF","2030","lc",25766,21.683094788032,"Thous$2015",668070
"WAF","2030","stroke",892832,21.683094788032,"Thous$2015",23149661
"ARG","2030","tot",15365,93.9646706646481,"Thous$2015",1726437
"AUS","2030","tot",0,233.062126864743,"Thous$2015",0
"AUT","2030","tot",19037,152.579877457933,"Thous$2015",3473357
"BGR","2030","tot",44932,91.2122100230277,"Thous$2015",4900748
"BLX","2030","tot",49803,223.940636532195,"Thous$2015",13336505
"BRA","2030","tot",115135,71.4916595575273,"Thous$2015",9842748
"CAN","2030","tot",51197,187.019207606967,"Thous$2015",11449442
"CHE","2030","tot",13255,179.366026520188,"Thous$2015",2842978
"CHL","2030","tot",63665,82.6960431049811,"Thous$2015",6295628
"CHN","2030","tot",16637173,116.45825475321,"Thous$2015",2316879369
"COR","2030","tot",386396,117.943031583496,"Thous$2015",54495234
"EAF","2030","tot",1357533,14.8968931233464,"Thous$2015",24182417
"EGY","2030","tot",631930,45.4217286589372,"Thous$2015",34323079
"ESP","2030","tot",137279,169.387341051724,"Thous$2015",27806010
"FIN","2030","tot",0,170.795070840809,"Thous$2015",0
"FRA","2030","tot",92940,191.284252856261,"Thous$2015",21258641
"GBR","2030","tot",38282,205.612177138577,"Thous$2015",9412328
"GOLF","2030","tot",1513283,76.5244156052501,"Thous$2015",138475770
"GRC","2030","tot",27333,172.615286330717,"Thous$2015",5641832
"HUN","2030","tot",87956,113.993055934296,"Thous$2015",11989401
"IDN","2030","tot",900532,65.5456218674466,"Thous$2015",70582405
"ITA","2030","tot",159494,191.221866561607,"Thous$2015",36469979
"JPN","2030","tot",294987,145.606538611839,"Thous$2015",51361461
"KAZ","2030","tot",214760,113.31509561763,"Thous$2015",29100120
"MEME","2030","tot",119680,56.54289202832,"Thous$2015",8091950
"MEX","2030","tot",259214,84.6155665708881,"Thous$2015",26227828
"MON","2030","tot",166659,6.60542557731589,"Thous$2015",1316386
"MYS","2030","tot",30765,100.242910210656,"Thous$2015",3687773
"NDE","2030","tot",17975857,63.125550560958,"Thous$2015",1356901729
"NOA","2030","tot",433514,42.9855622055317,"Thous$2015",22283292
"NOR","2030","tot",0,245.715289218528,"Thous$2015",0
"NZL","2030","tot",11934,152.674775136471,"Thous$2015",2178748
"PAC","2030","tot",1930,43.2345252093109,"Thous$2015",99780
"PHL","2030","tot",32882,30.2886251719022,"Thous$2015",1190944
"POL","2030","tot",116771,127.133685402028,"Thous$2015",17752080
"RCAM","2030","tot",129337,58.6792929579629,"Thous$2015",9075306
"RCEU","2030","tot",109506,84.2862649192435,"Thous$2015",11036931
"RCZ","2030","tot",41353,110.666655602122,"Thous$2015",5472395
"RFA","2030","tot",161441,138.938872675579,"Thous$2015",26822004
"RIS","2030","tot",465609,93.1655114305159,"Thous$2015",51871661
"ROM","2030","tot",89960,99.2942785663981,"Thous$2015",10681378
"RSA","2030","tot",138069,61.6951535560623,"Thous$2015",10185934
"RSAM","2030","tot",72632,64.0448595593318,"Thous$2015",5562447
"RSAS","2030","tot",3851232,17.4527395545653,"Thous$2015",80374244
"RSEA","2030","tot",454752,14.0003188864114,"Thous$2015",7613181
"RUE","2030","tot",62990,110.609896881804,"Thous$2015",8331423
"RUS","2030","tot",387618,110.609896881804,"Thous$2015",51268609
"SAF","2030","tot",77797,12.987715421154,"Thous$2015",1208229
"SWE","2030","tot",1972,191.851795359958,"Thous$2015",452404
"THA","2030","tot",502733,63.8701149072131,"Thous$2015",38396241
"TUR","2030","tot",332687,73.248297267381,"Thous$2015",29139828
"TWN","2030","tot",110111,205.068809382313,"Thous$2015",27001254
"UKR","2030","tot",269402,100.576010475756,"Thous$2015",32400285
"USA","2030","tot",592116,192.737075743459,"Thous$2015",136466381
"VNM","2030","tot",542597,57.6804691604501,"Thous$2015",37424826
"WAF","2030","tot",1753356,21.683094788032,"Thous$2015",45461628
