"region","year","disease","mort_med","mort_lb","mort_ub","vsl_med","vsl_lb","vsl_ub","unit","Damage_med"
"ARG","2050","alri",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"ARG","2050","copd",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"ARG","2050","ihd",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"ARG","2050","lc",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"ARG","2050","stroke",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"ARG","2050","tot",0,0,0,3.33076077065223,1.66538038532611,4.99614115597834,"Million$2015",0
"AUS","2050","alri",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUS","2050","copd",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUS","2050","ihd",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUS","2050","lc",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUS","2050","stroke",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUS","2050","tot",0,0,0,7.61856401628149,3.80928200814075,11.4278460244222,"Million$2015",0
"AUT","2050","alri",2,0,7,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",11
"AUT","2050","copd",112,23,245,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",641
"AUT","2050","ihd",1192,351,1889,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",6826
"AUT","2050","lc",140,14,305,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",802
"AUT","2050","stroke",129,13,720,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",739
"AUT","2050","tot",1575,402,3167,4.78923409786214,2.39461704893107,7.1838511467932,"Million$2015",9020
"BGR","2050","alri",4,2,8,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",14
"BGR","2050","copd",179,53,324,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",633
"BGR","2050","ihd",2026,1399,2705,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",7169
"BGR","2050","lc",194,32,349,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",686
"BGR","2050","stroke",997,508,1552,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",3528
"BGR","2050","tot",3399,1993,4938,2.95908138671414,1.47954069335707,4.43862208007121,"Million$2015",12027
"BLX","2050","alri",10,2,33,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",93
"BLX","2050","copd",380,86,799,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",3517
"BLX","2050","ihd",3575,1358,5417,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",33087
"BLX","2050","lc",491,56,1021,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",4544
"BLX","2050","stroke",563,92,2171,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",5211
"BLX","2050","tot",5019,1594,9441,7.73970949320546,3.86985474660273,11.6095642398082,"Million$2015",46451
"BRA","2050","alri",1,0,11,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",3
"BRA","2050","copd",145,20,392,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",465
"BRA","2050","ihd",3990,317,7912,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",12790
"BRA","2050","lc",64,4,169,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",205
"BRA","2050","stroke",78,1,2461,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",250
"BRA","2050","tot",4278,342,10946,2.68072401302387,1.34036200651194,4.02108601953581,"Million$2015",13713
"CAN","2050","alri",1,0,7,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",7
"CAN","2050","copd",195,33,489,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",1425
"CAN","2050","ihd",4140,572,7607,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",30251
"CAN","2050","lc",204,16,501,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",1491
"CAN","2050","stroke",91,6,1272,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",665
"CAN","2050","tot",4632,626,9875,6.1105490481697,3.05527452408485,9.16582357225455,"Million$2015",33846
"CHE","2050","alri",2,0,7,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",14
"CHE","2050","copd",95,20,207,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",654
"CHE","2050","ihd",979,314,1531,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",6744
"CHE","2050","lc",121,13,260,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",834
"CHE","2050","stroke",121,15,593,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",834
"CHE","2050","tot",1318,363,2597,5.7608167859767,2.88040839298835,8.64122517896505,"Million$2015",9079
"CHL","2050","alri",15,5,28,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",54
"CHL","2050","copd",378,110,693,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",1356
"CHL","2050","ihd",3403,2338,4579,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",12209
"CHL","2050","lc",204,33,370,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",732
"CHL","2050","stroke",1549,779,2466,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",5557
"CHL","2050","tot",5548,3265,8138,3.00036397283378,1.50018198641689,4.50054595925067,"Million$2015",19905
"CHN","2050","alri",1452,993,1888,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",7352
"CHN","2050","copd",341589,130758,541891,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",1729638
"CHN","2050","ihd",238599,175743,355521,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",1208148
"CHN","2050","lc",126365,30772,195973,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",639850
"CHN","2050","stroke",710178,249955,1049336,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",3595991
"CHN","2050","tot",1418183,588221,2144609,4.23445733534676,2.11722866767338,6.35168600302014,"Million$2015",7180979
"COR","2050","alri",17,7,30,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",74
"COR","2050","copd",6454,1961,11448,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",28122
"COR","2050","ihd",6242,4384,8177,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",27198
"COR","2050","lc",2305,395,4079,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",10044
"COR","2050","stroke",9440,4883,14192,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",41133
"COR","2050","tot",24458,11629,37927,3.64388897203049,1.82194448601525,5.46583345804574,"Million$2015",106571
"EAF","2050","alri",3412,1459,5964,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",2689
"EAF","2050","copd",14746,4555,25908,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",11621
"EAF","2050","ihd",85027,60276,110402,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",67006
"EAF","2050","lc",3258,570,5716,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",2567
"EAF","2050","stroke",70897,36646,105653,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",55871
"EAF","2050","tot",177340,103505,253643,0.659026627994206,0.329513313997103,0.988539941991309,"Million$2015",139754
"EGY","2050","alri",269,158,366,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",596
"EGY","2050","copd",5538,1975,9133,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",12268
"EGY","2050","ihd",40839,29598,56153,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",90468
"EGY","2050","lc",1979,432,3199,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",4384
"EGY","2050","stroke",21765,8488,35390,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",48215
"EGY","2050","tot",70390,40652,104241,1.85253359164619,0.926266795823096,2.77880038746929,"Million$2015",155930
"ESP","2050","alri",30,8,78,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",223
"ESP","2050","copd",1172,293,2303,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",8705
"ESP","2050","ihd",9353,4804,13454,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",69466
"ESP","2050","lc",1549,204,3044,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",11505
"ESP","2050","stroke",2301,646,5753,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",17090
"ESP","2050","tot",14405,5954,24632,6.21111391550839,3.1055569577542,9.31667087326259,"Million$2015",106988
"FIN","2050","alri",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FIN","2050","copd",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FIN","2050","ihd",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FIN","2050","lc",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FIN","2050","stroke",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FIN","2050","tot",0,0,0,5.63352668551278,2.81676334275639,8.45029002826917,"Million$2015",0
"FRA","2050","alri",11,2,51,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",91
"FRA","2050","copd",534,106,1211,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",4436
"FRA","2050","ihd",6273,1570,10341,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",52109
"FRA","2050","lc",663,64,1479,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",5507
"FRA","2050","stroke",552,47,3763,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",4585
"FRA","2050","tot",8034,1788,16846,6.9467441400458,3.4733720700229,10.4201162100687,"Million$2015",66737
"GBR","2050","alri",1,0,8,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",9
"GBR","2050","copd",83,12,225,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",741
"GBR","2050","ihd",1654,132,3275,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",14771
"GBR","2050","lc",92,6,245,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",822
"GBR","2050","stroke",30,0,955,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",268
"GBR","2050","tot",1861,149,4708,7.4683217668489,3.73416088342445,11.2024826502733,"Million$2015",16620
"GOLF","2050","alri",443,310,557,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",1473
"GOLF","2050","copd",7535,3162,11636,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",25048
"GOLF","2050","ihd",100264,75777,164459,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",333302
"GOLF","2050","lc",8240,2303,12123,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",27392
"GOLF","2050","stroke",68465,22073,88771,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",227595
"GOLF","2050","tot",184947,103625,277547,2.77996868550535,1.38998434275267,4.16995302825802,"Million$2015",614810
"GRC","2050","alri",5,1,14,6.45581219782404,3.22790609891202,9.68371829673605,"Million$2015",39
