"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2020","alri",18,78.7020966378332,"Thous$2015",1694
"ARG","2020","copd",730,78.7020966378332,"Thous$2015",68701
"ARG","2020","ihd",21565,78.7020966378332,"Thous$2015",2029502
"ARG","2020","lc",534,78.7020966378332,"Thous$2015",50255
"ARG","2020","stroke",758,78.7020966378332,"Thous$2015",71336
"AUS","2020","alri",6,196.164491217629,"Thous$2015",1407
"AUS","2020","copd",69,196.164491217629,"Thous$2015",16185
"AUS","2020","ihd",1889,196.164491217629,"Thous$2015",443104
"AUS","2020","lc",247,196.164491217629,"Thous$2015",57939
"AUS","2020","stroke",52,196.164491217629,"Thous$2015",12198
"AUT","2020","alri",80,146.922264779929,"Thous$2015",14055
"AUT","2020","copd",2059,146.922264779929,"Thous$2015",361741
"AUT","2020","ihd",15960,146.922264779929,"Thous$2015",2803975
"AUT","2020","lc",4490,146.922264779929,"Thous$2015",788838
"AUT","2020","stroke",5535,146.922264779929,"Thous$2015",972431
"BGR","2020","alri",110,77.0349878446649,"Thous$2015",10133
"BGR","2020","copd",2494,77.0349878446649,"Thous$2015",229741
"BGR","2020","ihd",30911,77.0349878446649,"Thous$2015",2847441
"BGR","2020","lc",4165,77.0349878446649,"Thous$2015",383669
"BGR","2020","stroke",19748,77.0349878446649,"Thous$2015",1819134
"BLX","2020","alri",190,184.930613797459,"Thous$2015",42016
"BLX","2020","copd",4501,184.930613797459,"Thous$2015",995340
"BLX","2020","ihd",37402,184.930613797459,"Thous$2015",8270985
"BLX","2020","lc",9749,184.930613797459,"Thous$2015",2155870
"BLX","2020","stroke",10771,184.930613797459,"Thous$2015",2381872
"BRA","2020","alri",148,61.0603969341989,"Thous$2015",10806
"BRA","2020","copd",4476,61.0603969341989,"Thous$2015",326816
"BRA","2020","ihd",112600,61.0603969341989,"Thous$2015",8221511
"BRA","2020","lc",3423,61.0603969341989,"Thous$2015",249931
"BRA","2020","stroke",6329,61.0603969341989,"Thous$2015",462113
"CAN","2020","alri",27,161.70074507657,"Thous$2015",5221
"CAN","2020","copd",3060,161.70074507657,"Thous$2015",591680
"CAN","2020","ihd",43365,161.70074507657,"Thous$2015",8385037
"CAN","2020","lc",5112,161.70074507657,"Thous$2015",988454
"CAN","2020","stroke",2254,161.70074507657,"Thous$2015",435832
"CHE","2020","alri",43,167.155274248308,"Thous$2015",8595
"CHE","2020","copd",1217,167.155274248308,"Thous$2015",243256
"CHE","2020","ihd",10484,167.155274248308,"Thous$2015",2095563
"CHE","2020","lc",2624,167.155274248308,"Thous$2015",524490
"CHE","2020","stroke",2757,167.155274248308,"Thous$2015",551075
"CHL","2020","alri",305,70.4009804630289,"Thous$2015",25676
"CHL","2020","copd",3176,70.4009804630289,"Thous$2015",267370
"CHL","2020","ihd",32451,70.4009804630289,"Thous$2015",2731872
"CHL","2020","lc",2798,70.4009804630289,"Thous$2015",235548
"CHL","2020","stroke",18304,70.4009804630289,"Thous$2015",1540914
"CHN","2020","alri",34020,81.6974721095523,"Thous$2015",3323507
"CHN","2020","copd",3015365,81.6974721095523,"Thous$2015",294579229
"CHN","2020","ihd",2410849,81.6974721095523,"Thous$2015",235522412
"CHN","2020","lc",1676985,81.6974721095523,"Thous$2015",163829237
"CHN","2020","stroke",8375826,81.6974721095523,"Thous$2015",818257280
"COR","2020","alri",686,115.736746575313,"Thous$2015",94940
"COR","2020","copd",88227,115.736746575313,"Thous$2015",12210302
"COR","2020","ihd",82465,115.736746575313,"Thous$2015",11412861
"COR","2020","lc",48464,115.736746575313,"Thous$2015",6707245
"COR","2020","stroke",237801,115.736746575313,"Thous$2015",32910809
"EAF","2020","alri",52567,11.0004803430883,"Thous$2015",691478
"EAF","2020","copd",81941,11.0004803430883,"Thous$2015",1077870
"EAF","2020","ihd",492047,11.0004803430883,"Thous$2015",6472497
"EAF","2020","lc",19769,11.0004803430883,"Thous$2015",260046
"EAF","2020","stroke",403308,11.0004803430883,"Thous$2015",5305204
"EGY","2020","alri",5008,37.4224674608703,"Thous$2015",224104
"EGY","2020","copd",39038,37.4224674608703,"Thous$2015",1746922
"EGY","2020","ihd",314541,37.4224674608703,"Thous$2015",14075483
"EGY","2020","lc",14989,37.4224674608703,"Thous$2015",670747
"EGY","2020","stroke",150948,37.4224674608703,"Thous$2015",6754814
"ESP","2020","alri",386,134.952702575652,"Thous$2015",62291
"ESP","2020","copd",11116,134.952702575652,"Thous$2015",1793840
"ESP","2020","ihd",87673,134.952702575652,"Thous$2015",14148196
"ESP","2020","lc",24257,134.952702575652,"Thous$2015",3914464
"ESP","2020","stroke",29157,134.952702575652,"Thous$2015",4705199
"FIN","2020","alri",0,148.474958086062,"Thous$2015",0
"FIN","2020","copd",16,148.474958086062,"Thous$2015",2841
"FIN","2020","ihd",409,148.474958086062,"Thous$2015",72616
"FIN","2020","lc",35,148.474958086062,"Thous$2015",6214
"FIN","2020","stroke",7,148.474958086062,"Thous$2015",1243
"FRA","2020","alri",509,151.445149420373,"Thous$2015",92178
"FRA","2020","copd",10165,151.445149420373,"Thous$2015",1840841
"FRA","2020","ihd",83964,151.445149420373,"Thous$2015",15205549
"FRA","2020","lc",22041,151.445149420373,"Thous$2015",3991538
"FRA","2020","stroke",24599,151.445149420373,"Thous$2015",4454782
"GBR","2020","alri",153,161.933442618846,"Thous$2015",29627
"GBR","2020","copd",5125,161.933442618846,"Thous$2015",992394
"GBR","2020","ihd",60210,161.933442618846,"Thous$2015",11658933
"GBR","2020","lc",10519,161.933442618846,"Thous$2015",2036876
"GBR","2020","stroke",6785,161.933442618846,"Thous$2015",1313833
"GOLF","2020","alri",7672,62.8562886531291,"Thous$2015",576648
"GOLF","2020","copd",42974,62.8562886531291,"Thous$2015",3230042
"GOLF","2020","ihd",682421,62.8562886531291,"Thous$2015",51292602
"GOLF","2020","lc",55374,62.8562886531291,"Thous$2015",4162059
"GOLF","2020","stroke",414219,62.8562886531291,"Thous$2015",31133817
"GRC","2020","alri",98,137.182767895501,"Thous$2015",16076
"GRC","2020","copd",2465,137.182767895501,"Thous$2015",404362
"GRC","2020","ihd",18970,137.182767895501,"Thous$2015",3111863
"GRC","2020","lc",5388,137.182767895501,"Thous$2015",883854
"GRC","2020","stroke",6715,137.182767895501,"Thous$2015",1101537
"HUN","2020","alri",85,94.1994706671139,"Thous$2015",9575
"HUN","2020","copd",2182,94.1994706671139,"Thous$2015",245786
"HUN","2020","ihd",82027,94.1994706671139,"Thous$2015",9239722
"HUN","2020","lc",4165,94.1994706671139,"Thous$2015",469156
"HUN","2020","stroke",30469,94.1994706671139,"Thous$2015",3432103
"IDN","2020","alri",8148,42.9359554253341,"Thous$2015",418337
"IDN","2020","copd",42784,42.9359554253341,"Thous$2015",2196626
"IDN","2020","ihd",514712,42.9359554253341,"Thous$2015",26426463
"IDN","2020","lc",63919,42.9359554253341,"Thous$2015",3281744
"IDN","2020","stroke",132229,42.9359554253341,"Thous$2015",6788932
"ITA","2020","alri",527,142.80019303362,"Thous$2015",89990
"ITA","2020","copd",14315,142.80019303362,"Thous$2015",2444408
"ITA","2020","ihd",104058,142.80019303362,"Thous$2015",17768791
"ITA","2020","lc",31487,142.80019303362,"Thous$2015",5376674
"ITA","2020","stroke",42908,142.80019303362,"Thous$2015",7326907
"JPN","2020","alri",2666,134.677072342562,"Thous$2015",429346
"JPN","2020","copd",16487,134.677072342562,"Thous$2015",2655149
"JPN","2020","ihd",131890,134.677072342562,"Thous$2015",21240227
