"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2100","alri",0,224.638066102755,"Thous$2015",0
"ARG","2100","copd",0,224.638066102755,"Thous$2015",0
"ARG","2100","ihd",0,224.638066102755,"Thous$2015",0
"ARG","2100","lc",0,224.638066102755,"Thous$2015",0
"ARG","2100","stroke",0,224.638066102755,"Thous$2015",0
"AUS","2100","alri",0,375.415265232883,"Thous$2015",0
"AUS","2100","copd",0,375.415265232883,"Thous$2015",0
"AUS","2100","ihd",0,375.415265232883,"Thous$2015",0
"AUS","2100","lc",0,375.415265232883,"Thous$2015",0
"AUS","2100","stroke",0,375.415265232883,"Thous$2015",0
"AUT","2100","alri",0,270.29405527731,"Thous$2015",0
"AUT","2100","copd",218,270.29405527731,"Thous$2015",70461
"AUT","2100","ihd",4439,270.29405527731,"Thous$2015",1434747
"AUT","2100","lc",362,270.29405527731,"Thous$2015",117003
"AUT","2100","stroke",70,270.29405527731,"Thous$2015",22625
"BGR","2100","alri",22,164.066252688382,"Thous$2015",4316
"BGR","2100","copd",1193,164.066252688382,"Thous$2015",234053
"BGR","2100","ihd",16236,164.066252688382,"Thous$2015",3185312
"BGR","2100","lc",1801,164.066252688382,"Thous$2015",353335
"BGR","2100","stroke",6015,164.066252688382,"Thous$2015",1180072
"BLX","2100","alri",25,431.830048971702,"Thous$2015",12909
"BLX","2100","copd",2028,431.830048971702,"Thous$2015",1047212
"BLX","2100","ihd",24140,431.830048971702,"Thous$2015",12465329
"BLX","2100","lc",3767,431.830048971702,"Thous$2015",1945190
"BLX","2100","stroke",1899,431.830048971702,"Thous$2015",980599
"BRA","2100","alri",0,199.484522787757,"Thous$2015",0
"BRA","2100","copd",0,199.484522787757,"Thous$2015",0
"BRA","2100","ihd",0,199.484522787757,"Thous$2015",0
"BRA","2100","lc",0,199.484522787757,"Thous$2015",0
"BRA","2100","stroke",0,199.484522787757,"Thous$2015",0
"CAN","2100","alri",0,321.580001483366,"Thous$2015",0
"CAN","2100","copd",297,321.580001483366,"Thous$2015",114209
"CAN","2100","ihd",7691,321.580001483366,"Thous$2015",2957505
"CAN","2100","lc",387,321.580001483366,"Thous$2015",148817
"CAN","2100","stroke",68,321.580001483366,"Thous$2015",26149
"CHE","2100","alri",0,321.675764900342,"Thous$2015",0
"CHE","2100","copd",273,321.675764900342,"Thous$2015",105011
"CHE","2100","ihd",4552,321.675764900342,"Thous$2015",1750952
"CHE","2100","lc",466,321.675764900342,"Thous$2015",179249
"CHE","2100","stroke",154,321.675764900342,"Thous$2015",59237
"CHL","2100","alri",28,176.816934853582,"Thous$2015",5920
"CHL","2100","copd",1495,176.816934853582,"Thous$2015",316096
"CHL","2100","ihd",23182,176.816934853582,"Thous$2015",4901493
"CHL","2100","lc",1119,176.816934853582,"Thous$2015",236596
"CHL","2100","stroke",4045,176.816934853582,"Thous$2015",855256
"CHN","2100","alri",4656,225.428174192432,"Thous$2015",1255090
"CHN","2100","copd",1401017,225.428174192432,"Thous$2015",377663672
"CHN","2100","ihd",1343910,225.428174192432,"Thous$2015",362269683
"CHN","2100","lc",756375,225.428174192432,"Thous$2015",203891430
"CHN","2100","stroke",2943765,225.428174192432,"Thous$2015",793532911
"COR","2100","alri",37,208.16262009683,"Thous$2015",9210
"COR","2100","copd",21892,208.16262009683,"Thous$2015",5449314
"COR","2100","ihd",31623,208.16262009683,"Thous$2015",7871535
"COR","2100","lc",11185,208.16262009683,"Thous$2015",2784148
"COR","2100","stroke",24153,208.16262009683,"Thous$2015",6012117
"EAF","2100","alri",34365,67.4131475575669,"Thous$2015",2770222
"EAF","2100","copd",351079,67.4131475575669,"Thous$2015",28301084
"EAF","2100","ihd",2031693,67.4131475575669,"Thous$2015",163778278
"EAF","2100","lc",87320,67.4131475575669,"Thous$2015",7039016
"EAF","2100","stroke",1694782,67.4131475575669,"Thous$2015",136619301
"EGY","2100","alri",2635,123.709477257836,"Thous$2015",389796
"EGY","2100","copd",100041,123.709477257836,"Thous$2015",14799076
"EGY","2100","ihd",712175,123.709477257836,"Thous$2015",105352127
"EGY","2100","lc",40759,123.709477257836,"Thous$2015",6029483
"EGY","2100","stroke",384583,123.709477257836,"Thous$2015",56891406
"ESP","2100","alri",135,351.416810713952,"Thous$2015",56730
"ESP","2100","copd",7801,351.416810713952,"Thous$2015",3278132
"ESP","2100","ihd",65982,351.416810713952,"Thous$2015",27726919
"ESP","2100","lc",15359,351.416810713952,"Thous$2015",6454150
"ESP","2100","stroke",13095,351.416810713952,"Thous$2015",5502774
"FIN","2100","alri",0,311.404658797798,"Thous$2015",0
"FIN","2100","copd",0,311.404658797798,"Thous$2015",0
"FIN","2100","ihd",0,311.404658797798,"Thous$2015",0
"FIN","2100","lc",0,311.404658797798,"Thous$2015",0
"FIN","2100","stroke",0,311.404658797798,"Thous$2015",0
"FRA","2100","alri",6,394.532907858562,"Thous$2015",2831
"FRA","2100","copd",1178,394.532907858562,"Thous$2015",555753
"FRA","2100","ihd",23891,394.532907858562,"Thous$2015",11271226
"FRA","2100","lc",1948,394.532907858562,"Thous$2015",919022
"FRA","2100","stroke",384,394.532907858562,"Thous$2015",181162
"GBR","2100","alri",0,432.640359766787,"Thous$2015",0
"GBR","2100","copd",0,432.640359766787,"Thous$2015",0
"GBR","2100","ihd",0,432.640359766787,"Thous$2015",0
"GBR","2100","lc",0,432.640359766787,"Thous$2015",0
"GBR","2100","stroke",0,432.640359766787,"Thous$2015",0
"GOLF","2100","alri",3890,180.630086546716,"Thous$2015",840221
"GOLF","2100","copd",107483,180.630086546716,"Thous$2015",23215791
"GOLF","2100","ihd",1617756,180.630086546716,"Thous$2015",349427211
"GOLF","2100","lc",145704,180.630086546716,"Thous$2015",31471336
"GOLF","2100","stroke",991688,180.630086546716,"Thous$2015",214199652
"GRC","2100","alri",12,369.40689439649,"Thous$2015",5301
"GRC","2100","copd",1061,369.40689439649,"Thous$2015",468677
"GRC","2100","ihd",10589,369.40689439649,"Thous$2015",4677497
"GRC","2100","lc",2041,369.40689439649,"Thous$2015",901574
"GRC","2100","stroke",1340,369.40689439649,"Thous$2015",591921
"HUN","2100","alri",0,234.044708913365,"Thous$2015",0
"HUN","2100","copd",436,234.044708913365,"Thous$2015",122022
"HUN","2100","ihd",26757,234.044708913365,"Thous$2015",7488414
"HUN","2100","lc",694,234.044708913365,"Thous$2015",194228
"HUN","2100","stroke",1879,234.044708913365,"Thous$2015",525871
"IDN","2100","alri",1923,207.717178790025,"Thous$2015",477645
"IDN","2100","copd",47081,207.717178790025,"Thous$2015",11694232
"IDN","2100","ihd",568751,207.717178790025,"Thous$2015",141269433
"IDN","2100","lc",73745,207.717178790025,"Thous$2015",18317180
"IDN","2100","stroke",112803,207.717178790025,"Thous$2015",28018616
"ITA","2100","alri",147,400.549225614727,"Thous$2015",70409
"ITA","2100","copd",8160,400.549225614727,"Thous$2015",3908406
"ITA","2100","ihd",64745,400.549225614727,"Thous$2015",31010998
"ITA","2100","lc",16210,400.549225614727,"Thous$2015",7764125
"ITA","2100","stroke",15252,400.549225614727,"Thous$2015",7305271
"JPN","2100","alri",228,275.39028455586,"Thous$2015",75082
"JPN","2100","copd",4967,275.39028455586,"Thous$2015",1635673
"JPN","2100","ihd",53162,275.39028455586,"Thous$2015",17506670
"JPN","2100","lc",21235,275.39028455586,"Thous$2015",6992855
"JPN","2100","stroke",15621,275.39028455586,"Thous$2015",5144120
"KAZ","2100","alri",136,206.725008160002,"Thous$2015",33619
"KAZ","2100","copd",4407,206.725008160002,"Thous$2015",1089406
"KAZ","2100","ihd",148435,206.725008160002,"Thous$2015",36692977
"KAZ","2100","lc",7788,206.725008160002,"Thous$2015",1925185
"KAZ","2100","stroke",53240,206.725008160002,"Thous$2015",13160872
"MEME","2100","alri",392,139.874761574415,"Thous$2015",65566
"MEME","2100","copd",13714,139.874761574415,"Thous$2015",2293808
"MEME","2100","ihd",102709,139.874761574415,"Thous$2015",17179142
"MEME","2100","lc",27499,139.874761574415,"Thous$2015",4599492
"MEME","2100","stroke",28173,139.874761574415,"Thous$2015",4712226
"MEX","2100","alri",536,212.340199828889,"Thous$2015",136098
"MEX","2100","copd",18899,212.340199828889,"Thous$2015",4798712
"MEX","2100","ihd",233926,212.340199828889,"Thous$2015",59396975
"MEX","2100","lc",14654,212.340199828889,"Thous$2015",3720849
"MEX","2100","stroke",75562,212.340199828889,"Thous$2015",19186214
"MON","2100","alri",48,23.2509896108953,"Thous$2015",1335
"MON","2100","copd",7473,23.2509896108953,"Thous$2015",207773
"MON","2100","ihd",54782,23.2509896108953,"Thous$2015",1523116
"MON","2100","lc",2116,23.2509896108953,"Thous$2015",58832
"MON","2100","stroke",6061,23.2509896108953,"Thous$2015",168515
"MYS","2100","alri",0,190.300361610008,"Thous$2015",0
"MYS","2100","copd",0,190.300361610008,"Thous$2015",0
"MYS","2100","ihd",0,190.300361610008,"Thous$2015",0
"MYS","2100","lc",0,190.300361610008,"Thous$2015",0
"MYS","2100","stroke",0,190.300361610008,"Thous$2015",0
"NDE","2100","alri",78455,163.496073478,"Thous$2015",15338453
"NDE","2100","copd",3094288,163.496073478,"Thous$2015",604953053
"NDE","2100","ihd",9984708,163.496073478,"Thous$2015",1952074139
"NDE","2100","lc",970388,163.496073478,"Thous$2015",189717047
"NDE","2100","stroke",7767255,163.496073478,"Thous$2015",1518547925
"NOA","2100","alri",3797,131.895118887433,"Thous$2015",598857
"NOA","2100","copd",48290,131.895118887433,"Thous$2015",7616221
"NOA","2100","ihd",236152,131.895118887433,"Thous$2015",37245513
"NOA","2100","lc",9166,131.895118887433,"Thous$2015",1445647
"NOA","2100","stroke",301623,131.895118887433,"Thous$2015",47571494
"NOR","2100","alri",0,425.086013109262,"Thous$2015",0
"NOR","2100","copd",0,425.086013109262,"Thous$2015",0
"NOR","2100","ihd",0,425.086013109262,"Thous$2015",0
"NOR","2100","lc",0,425.086013109262,"Thous$2015",0
"NOR","2100","stroke",0,425.086013109262,"Thous$2015",0
"NZL","2100","alri",120,280.917656046752,"Thous$2015",40310
"NZL","2100","copd",941,280.917656046752,"Thous$2015",316098
"NZL","2100","ihd",6839,280.917656046752,"Thous$2015",2297340
"NZL","2100","lc",4247,280.917656046752,"Thous$2015",1426642
"NZL","2100","stroke",5677,280.917656046752,"Thous$2015",1907004
"PAC","2100","alri",0,129.667811245946,"Thous$2015",0
"PAC","2100","copd",562,129.667811245946,"Thous$2015",87141
"PAC","2100","ihd",2037,129.667811245946,"Thous$2015",315847
"PAC","2100","lc",238,129.667811245946,"Thous$2015",36903
"PAC","2100","stroke",113,129.667811245946,"Thous$2015",17521
"PHL","2100","alri",0,96.3392563909481,"Thous$2015",0
"PHL","2100","copd",0,96.3392563909481,"Thous$2015",0
"PHL","2100","ihd",0,96.3392563909481,"Thous$2015",0
"PHL","2100","lc",0,96.3392563909481,"Thous$2015",0
"PHL","2100","stroke",0,96.3392563909481,"Thous$2015",0
"POL","2100","alri",0,226.071662314313,"Thous$2015",0
"POL","2100","copd",0,226.071662314313,"Thous$2015",0
"POL","2100","ihd",0,226.071662314313,"Thous$2015",0
"POL","2100","lc",0,226.071662314313,"Thous$2015",0
"POL","2100","stroke",0,226.071662314313,"Thous$2015",0
"RCAM","2100","alri",157,149.604455863711,"Thous$2015",28087
"RCAM","2100","copd",7341,149.604455863711,"Thous$2015",1313268
"RCAM","2100","ihd",118320,149.604455863711,"Thous$2015",21166853
"RCAM","2100","lc",5466,149.604455863711,"Thous$2015",977840
"RCAM","2100","stroke",18709,149.604455863711,"Thous$2015",3346946
"RCEU","2100","alri",99,187.428001140253,"Thous$2015",22188
"RCEU","2100","copd",4959,187.428001140253,"Thous$2015",1111430
"RCEU","2100","ihd",63534,187.428001140253,"Thous$2015",14239485
"RCEU","2100","lc",7533,187.428001140253,"Thous$2015",1688325
"RCEU","2100","stroke",27795,187.428001140253,"Thous$2015",6229523
"RCZ","2100","alri",18,213.747164793179,"Thous$2015",4601
"RCZ","2100","copd",1420,213.747164793179,"Thous$2015",362946
"RCZ","2100","ihd",14217,213.747164793179,"Thous$2015",3633808
"RCZ","2100","lc",2729,213.747164793179,"Thous$2015",697521
"RCZ","2100","stroke",1787,213.747164793179,"Thous$2015",456750
"RFA","2100","alri",61,266.139742754831,"Thous$2015",19413
"RFA","2100","copd",5578,266.139742754831,"Thous$2015",1775178
"RFA","2100","ihd",59575,266.139742754831,"Thous$2015",18959523
"RFA","2100","lc",10566,266.139742754831,"Thous$2015",3362590
"RFA","2100","stroke",6164,266.139742754831,"Thous$2015",1961670
"RIS","2100","alri",1128,213.76394215303,"Thous$2015",288335
"RIS","2100","copd",25851,213.76394215303,"Thous$2015",6607930
"RIS","2100","ihd",230481,213.76394215303,"Thous$2015",58914635
"RIS","2100","lc",40894,213.76394215303,"Thous$2015",10453161
"RIS","2100","stroke",225923,213.76394215303,"Thous$2015",57749537
"ROM","2100","alri",11,214.476416613963,"Thous$2015",2821
"ROM","2100","copd",1017,214.476416613963,"Thous$2015",260828
"ROM","2100","ihd",21878,214.476416613963,"Thous$2015",5611007
"ROM","2100","lc",1430,214.476416613963,"Thous$2015",366749
"ROM","2100","stroke",2279,214.476416613963,"Thous$2015",584491
"RSA","2100","alri",799,178.866403281781,"Thous$2015",170895
"RSA","2100","copd",13747,178.866403281781,"Thous$2015",2940291
"RSA","2100","ihd",97830,178.866403281781,"Thous$2015",20924469
"RSA","2100","lc",3326,178.866403281781,"Thous$2015",711385
"RSA","2100","stroke",47196,178.866403281781,"Thous$2015",10094564
"RSAM","2100","alri",39,153.631532472554,"Thous$2015",7165
"RSAM","2100","copd",957,153.631532472554,"Thous$2015",175811
"RSAM","2100","ihd",54757,153.631532472554,"Thous$2015",10059436
"RSAM","2100","lc",958,153.631532472554,"Thous$2015",175995
"RSAM","2100","stroke",1497,153.631532472554,"Thous$2015",275015
"RSAS","2100","alri",21275,80.1880358486916,"Thous$2015",2040012
"RSAS","2100","copd",617771,80.1880358486916,"Thous$2015",59236679
"RSAS","2100","ihd",3833161,80.1880358486916,"Thous$2015",367553235
"RSAS","2100","lc",254539,80.1880358486916,"Thous$2015",24407175
"RSAS","2100","stroke",2498989,80.1880358486916,"Thous$2015",239622466
"RSEA","2100","alri",311,57.5210857188871,"Thous$2015",21391
"RSEA","2100","copd",71003,57.5210857188871,"Thous$2015",4883795
"RSEA","2100","ihd",78247,57.5210857188871,"Thous$2015",5382058
"RSEA","2100","lc",37596,57.5210857188871,"Thous$2015",2585963
"RSEA","2100","stroke",122674,57.5210857188871,"Thous$2015",8437877
"RUE","2100","alri",0,211.893223809229,"Thous$2015",0
"RUE","2100","copd",0,211.893223809229,"Thous$2015",0
"RUE","2100","ihd",0,211.893223809229,"Thous$2015",0
"RUE","2100","lc",0,211.893223809229,"Thous$2015",0
"RUE","2100","stroke",0,211.893223809229,"Thous$2015",0
"RUS","2100","alri",11,211.893223809229,"Thous$2015",2787
"RUS","2100","copd",1712,211.893223809229,"Thous$2015",433785
"RUS","2100","ihd",65956,211.893223809229,"Thous$2015",16711868
"RUS","2100","lc",2117,211.893223809229,"Thous$2015",536403
"RUS","2100","stroke",1283,211.893223809229,"Thous$2015",325085
"SAF","2100","alri",1598,59.282395228183,"Thous$2015",113281
"SAF","2100","copd",29579,59.282395228183,"Thous$2015",2096828
"SAF","2100","ihd",263721,59.282395228183,"Thous$2015",18694940
"SAF","2100","lc",6930,59.282395228183,"Thous$2015",491261
"SAF","2100","stroke",68746,59.282395228183,"Thous$2015",4873341
"SWE","2100","alri",0,356.26604156976,"Thous$2015",0
"SWE","2100","copd",0,356.26604156976,"Thous$2015",0
"SWE","2100","ihd",0,356.26604156976,"Thous$2015",0
"SWE","2100","lc",0,356.26604156976,"Thous$2015",0
"SWE","2100","stroke",0,356.26604156976,"Thous$2015",0
"THA","2100","alri",1048,197.417422922256,"Thous$2015",247400
"THA","2100","copd",18633,197.417422922256,"Thous$2015",4398675
"THA","2100","ihd",178897,197.417422922256,"Thous$2015",42232049
"THA","2100","lc",30109,197.417422922256,"Thous$2015",7107804
"THA","2100","stroke",65901,197.417422922256,"Thous$2015",15557188
