"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2010","alri",83,60.0965819012211,"Thous$2015",5965
"ARG","2010","copd",1361,60.0965819012211,"Thous$2015",97805
"ARG","2010","ihd",28576,60.0965819012211,"Thous$2015",2053548
"ARG","2010","lc",1158,60.0965819012211,"Thous$2015",83217
"ARG","2010","stroke",2476,60.0965819012211,"Thous$2015",177932
"AUS","2010","alri",6,155.53831570345,"Thous$2015",1116
"AUS","2010","copd",83,155.53831570345,"Thous$2015",15437
"AUS","2010","ihd",2776,155.53831570345,"Thous$2015",516310
"AUS","2010","lc",307,155.53831570345,"Thous$2015",57099
"AUS","2010","stroke",74,155.53831570345,"Thous$2015",13763
"AUT","2010","alri",110,139.05752793219,"Thous$2015",18291
"AUT","2010","copd",2020,139.05752793219,"Thous$2015",335892
"AUT","2010","ihd",16738,139.05752793219,"Thous$2015",2783247
"AUT","2010","lc",4898,139.05752793219,"Thous$2015",814455
"AUT","2010","stroke",6722,139.05752793219,"Thous$2015",1117755
"BGR","2010","alri",153,53.9780908967852,"Thous$2015",9876
"BGR","2010","copd",2367,53.9780908967852,"Thous$2015",152781
"BGR","2010","ihd",32967,53.9780908967852,"Thous$2015",2127897
"BGR","2010","lc",4357,53.9780908967852,"Thous$2015",281228
"BGR","2010","stroke",21236,53.9780908967852,"Thous$2015",1370705
"BLX","2010","alri",386,153.620022074365,"Thous$2015",70907
"BLX","2010","copd",5484,153.620022074365,"Thous$2015",1007393
"BLX","2010","ihd",44579,153.620022074365,"Thous$2015",8189017
"BLX","2010","lc",13318,153.620022074365,"Thous$2015",2446473
"BLX","2010","stroke",18728,153.620022074365,"Thous$2015",3440272
"BRA","2010","alri",379,49.9797326410862,"Thous$2015",22651
"BRA","2010","copd",6255,49.9797326410862,"Thous$2015",373831
"BRA","2010","ihd",127045,49.9797326410862,"Thous$2015",7592855
"BRA","2010","lc",5349,49.9797326410862,"Thous$2015",319683
"BRA","2010","stroke",11729,49.9797326410862,"Thous$2015",700985
"CAN","2010","alri",0,143.580916293683,"Thous$2015",0
"CAN","2010","copd",663,143.580916293683,"Thous$2015",113832
"CAN","2010","ihd",17779,143.580916293683,"Thous$2015",3052514
"CAN","2010","lc",1048,143.580916293683,"Thous$2015",179933
"CAN","2010","stroke",152,143.580916293683,"Thous$2015",26097
"CHE","2010","alri",74,155.214925337294,"Thous$2015",13735
"CHE","2010","copd",1357,155.214925337294,"Thous$2015",251864
"CHE","2010","ihd",11632,155.214925337294,"Thous$2015",2158945
