"region","year","disease","mort_med","mort_lb","mort_ub","vsl_med","vsl_lb","vsl_ub","unit","Damage_med"
"ARG","2100","alri",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"ARG","2100","copd",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"ARG","2100","ihd",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"ARG","2100","lc",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"ARG","2100","stroke",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"ARG","2100","tot",0,0,0,6.03821485289059,3.0191074264453,9.05732227933589,"Million$2015",0
"AUS","2100","alri",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUS","2100","copd",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUS","2100","ihd",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUS","2100","lc",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUS","2100","stroke",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUS","2100","tot",0,0,0,10.0910681339918,5.0455340669959,15.1366022009877,"Million$2015",0
"AUT","2100","alri",0,0,2,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",0
"AUT","2100","copd",28,4,76,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",243
"AUT","2100","ihd",553,45,1070,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",4804
"AUT","2100","lc",31,2,83,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",269
"AUT","2100","stroke",10,0,320,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",87
"AUT","2100","tot",623,51,1551,7.26543638635547,3.63271819317774,10.8981545795332,"Million$2015",5413
"BGR","2100","alri",2,1,5,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",11
"BGR","2100","copd",122,34,228,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",643
"BGR","2100","ihd",1508,954,2061,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",7952
"BGR","2100","lc",131,20,245,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",691
"BGR","2100","stroke",586,257,1057,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",3090
"BGR","2100","tot",2349,1266,3596,4.41005970638981,2.20502985319491,6.61508955958472,"Million$2015",12387
"BLX","2100","alri",4,1,18,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",56
"BLX","2100","copd",260,52,586,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",3609
"BLX","2100","ihd",3007,770,4927,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",41737
"BLX","2100","lc",323,31,718,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",4483
"BLX","2100","stroke",272,23,1806,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",3775
"BLX","2100","tot",3865,877,8055,11.6074833658543,5.80374168292714,17.4112250487814,"Million$2015",53646
"BRA","2100","alri",0,0,0,5.3620939198606,2.6810469599303,8.0431408797909,"Million$2015",0
