"region","year","disease","yll_med","vsly","unit","Damage_med"
"MYS","2090","lc",277,174.79789288504,"Thous$2015",57899
"MYS","2090","stroke",52,174.79789288504,"Thous$2015",10869
"NDE","2090","alri",92421,147.871803114118,"Thous$2015",16342167
"NDE","2090","copd",3324730,147.871803114118,"Thous$2015",587889039
"NDE","2090","ihd",10475994,147.871803114118,"Thous$2015",1852397652
"NDE","2090","lc",1045850,147.871803114118,"Thous$2015",184930431
"NDE","2090","stroke",8449699,147.871803114118,"Thous$2015",1494101905
"NOA","2090","alri",3899,119.19730359053,"Thous$2015",555742
"NOA","2090","copd",47590,119.19730359053,"Thous$2015",6783218
"NOA","2090","ihd",236698,119.19730359053,"Thous$2015",33737635
"NOA","2090","lc",9031,119.19730359053,"Thous$2015",1287229
"NOA","2090","stroke",291959,119.19730359053,"Thous$2015",41614235
"NOR","2090","alri",0,396.516875825207,"Thous$2015",0
"NOR","2090","copd",0,396.516875825207,"Thous$2015",0
"NOR","2090","ihd",0,396.516875825207,"Thous$2015",0
"NOR","2090","lc",0,396.516875825207,"Thous$2015",0
"NOR","2090","stroke",0,396.516875825207,"Thous$2015",0
"NZL","2090","alri",126,260.144471043226,"Thous$2015",39196
"NZL","2090","copd",927,260.144471043226,"Thous$2015",288369
"NZL","2090","ihd",6738,260.144471043226,"Thous$2015",2096038
"NZL","2090","lc",4168,260.144471043226,"Thous$2015",1296570
"NZL","2090","stroke",5551,260.144471043226,"Thous$2015",1726790
"PAC","2090","alri",0,109.835305506153,"Thous$2015",0
"PAC","2090","copd",598,109.835305506153,"Thous$2015",78541
"PAC","2090","ihd",2150,109.835305506153,"Thous$2015",282380
"PAC","2090","lc",251,109.835305506153,"Thous$2015",32966
"PAC","2090","stroke",124,109.835305506153,"Thous$2015",16286
"PHL","2090","alri",0,87.0123684501055,"Thous$2015",0
"PHL","2090","copd",0,87.0123684501055,"Thous$2015",0
"PHL","2090","ihd",0,87.0123684501055,"Thous$2015",0
"PHL","2090","lc",0,87.0123684501055,"Thous$2015",0
"PHL","2090","stroke",0,87.0123684501055,"Thous$2015",0
"POL","2090","alri",0,208.544830115317,"Thous$2015",0
"POL","2090","copd",0,208.544830115317,"Thous$2015",0
"POL","2090","ihd",0,208.544830115317,"Thous$2015",0
"POL","2090","lc",0,208.544830115317,"Thous$2015",0
"POL","2090","stroke",0,208.544830115317,"Thous$2015",0
"RCAM","2090","alri",166,130.816485830138,"Thous$2015",25967
"RCAM","2090","copd",7296,130.816485830138,"Thous$2015",1141303
"RCAM","2090","ihd",117961,130.816485830138,"Thous$2015",18452471
"RCAM","2090","lc",5427,130.816485830138,"Thous$2015",848938
"RCAM","2090","stroke",18485,130.816485830138,"Thous$2015",2891582
"RCEU","2090","alri",99,169.412021621425,"Thous$2015",20055
"RCEU","2090","copd",5125,169.412021621425,"Thous$2015",1038226
"RCEU","2090","ihd",66774,169.412021621425,"Thous$2015",13527116
"RCEU","2090","lc",7780,169.412021621425,"Thous$2015",1576077
"RCEU","2090","stroke",27908,169.412021621425,"Thous$2015",5653619
"RCZ","2090","alri",25,193.950125296193,"Thous$2015",5798
"RCZ","2090","copd",1599,193.950125296193,"Thous$2015",370845
"RCZ","2090","ihd",15382,193.950125296193,"Thous$2015",3567438
"RCZ","2090","lc",3102,193.950125296193,"Thous$2015",719425
"RCZ","2090","stroke",2150,193.950125296193,"Thous$2015",498634
"RFA","2090","alri",80,243.082099512012,"Thous$2015",23254
"RFA","2090","copd",6288,243.082099512012,"Thous$2015",1827760
"RFA","2090","ihd",64665,243.082099512012,"Thous$2015",18796452
"RFA","2090","lc",12000,243.082099512012,"Thous$2015",3488091
"RFA","2090","stroke",7497,243.082099512012,"Thous$2015",2179185
"RIS","2090","alri",1238,193.358274133158,"Thous$2015",286244
"RIS","2090","copd",26428,193.358274133158,"Thous$2015",6110555
"RIS","2090","ihd",234378,193.358274133158,"Thous$2015",54191755
"RIS","2090","lc",41842,193.358274133158,"Thous$2015",9674506
"RIS","2090","stroke",231835,193.358274133158,"Thous$2015",53603775
"ROM","2090","alri",11,193.810967282199,"Thous$2015",2549
"ROM","2090","copd",1213,193.810967282199,"Thous$2015",281121
"ROM","2090","ihd",24903,193.810967282199,"Thous$2015",5771433
"ROM","2090","lc",1718,193.810967282199,"Thous$2015",398158
"ROM","2090","stroke",2977,193.810967282199,"Thous$2015",689939
"RSA","2090","alri",913,160.243342820641,"Thous$2015",174946
"RSA","2090","copd",14317,160.243342820641,"Thous$2015",2743378
"RSA","2090","ihd",100623,160.243342820641,"Thous$2015",19281058
"RSA","2090","lc",3472,160.243342820641,"Thous$2015",665294
"RSA","2090","stroke",50041,160.243342820641,"Thous$2015",9588697
"RSAM","2090","alri",39,139.761174957486,"Thous$2015",6518
"RSAM","2090","copd",992,139.761174957486,"Thous$2015",165788
"RSAM","2090","ihd",56494,139.761174957486,"Thous$2015",9441532
"RSAM","2090","lc",983,139.761174957486,"Thous$2015",164283
"RSAM","2090","stroke",1554,139.761174957486,"Thous$2015",259711
"RSAS","2090","alri",23027,67.9548290491457,"Thous$2015",1871162
"RSAS","2090","copd",603224,67.9548290491457,"Thous$2015",49017657
"RSAS","2090","ihd",3753573,67.9548290491457,"Thous$2015",305013318
"RSAS","2090","lc",248518,67.9548290491457,"Thous$2015",20194439
"RSAS","2090","stroke",2440386,67.9548290491457,"Thous$2015",198304451
"RSEA","2090","alri",375,48.3501613536536,"Thous$2015",21681
"RSEA","2090","copd",77009,48.3501613536536,"Thous$2015",4452388
"RSEA","2090","ihd",82930,48.3501613536536,"Thous$2015",4794720
"RSEA","2090","lc",40937,48.3501613536536,"Thous$2015",2366833
"RSEA","2090","stroke",138229,48.3501613536536,"Thous$2015",7991912
"RUE","2090","alri",0,191.967130960388,"Thous$2015",0
"RUE","2090","copd",0,191.967130960388,"Thous$2015",0
"RUE","2090","ihd",0,191.967130960388,"Thous$2015",0
"RUE","2090","lc",0,191.967130960388,"Thous$2015",0
"RUE","2090","stroke",0,191.967130960388,"Thous$2015",0
"RUS","2090","alri",11,191.967130960388,"Thous$2015",2525
"RUS","2090","copd",1917,191.967130960388,"Thous$2015",440051
"RUS","2090","ihd",73730,191.967130960388,"Thous$2015",16924846
"RUS","2090","lc",2378,191.967130960388,"Thous$2015",545874
"RUS","2090","stroke",1437,191.967130960388,"Thous$2015",329866
"SAF","2090","alri",1797,48.4772258509381,"Thous$2015",104169
"SAF","2090","copd",28168,48.4772258509381,"Thous$2015",1632854
"SAF","2090","ihd",248315,48.4772258509381,"Thous$2015",14394425
"SAF","2090","lc",6609,48.4772258509381,"Thous$2015",383113
"SAF","2090","stroke",66652,48.4772258509381,"Thous$2015",3863710
"SWE","2090","alri",0,330.6820201941,"Thous$2015",0
"SWE","2090","copd",0,330.6820201941,"Thous$2015",0
"SWE","2090","ihd",0,330.6820201941,"Thous$2015",0
"SWE","2090","lc",0,330.6820201941,"Thous$2015",0
"SWE","2090","stroke",0,330.6820201941,"Thous$2015",0
"THA","2090","alri",1282,174.346956716573,"Thous$2015",267274
"THA","2090","copd",21392,174.346956716573,"Thous$2015",4459841
"THA","2090","ihd",199917,174.346956716573,"Thous$2015",41679040
"THA","2090","lc",34658,174.346956716573,"Thous$2015",7225559
"THA","2090","stroke",78919,174.346956716573,"Thous$2015",16453169
"TUR","2090","alri",219,181.965630603637,"Thous$2015",47653
"TUR","2090","copd",12617,181.965630603637,"Thous$2015",2745359
"TUR","2090","ihd",215892,181.965630603637,"Thous$2015",46976378
"TUR","2090","lc",18392,181.965630603637,"Thous$2015",4001953
"TUR","2090","stroke",43048,181.965630603637,"Thous$2015",9366902
"TWN","2090","alri",18,357.341429481679,"Thous$2015",7691
"TWN","2090","copd",12985,357.341429481679,"Thous$2015",5548543
"TWN","2090","ihd",18877,357.341429481679,"Thous$2015",8066218
"TWN","2090","lc",6629,357.341429481679,"Thous$2015",2832598
"TWN","2090","stroke",14164,357.341429481679,"Thous$2015",6052334
"UKR","2090","alri",0,192.43607316058,"Thous$2015",0
"UKR","2090","copd",0,192.43607316058,"Thous$2015",0
"UKR","2090","ihd",0,192.43607316058,"Thous$2015",0
"UKR","2090","lc",0,192.43607316058,"Thous$2015",0
"UKR","2090","stroke",0,192.43607316058,"Thous$2015",0
"USA","2090","alri",197,320.772234244685,"Thous$2015",75564
"USA","2090","copd",33055,320.772234244685,"Thous$2015",12679074
"USA","2090","ihd",492471,320.772234244685,"Thous$2015",188899602
"USA","2090","lc",49314,320.772234244685,"Thous$2015",18915621
"USA","2090","stroke",21656,320.772234244685,"Thous$2015",8306702
"VNM","2090","alri",128,146.153163810388,"Thous$2015",22370
"VNM","2090","copd",64952,146.153163810388,"Thous$2015",11351529
"VNM","2090","ihd",90167,146.153163810388,"Thous$2015",15758303
"VNM","2090","lc",33396,146.153163810388,"Thous$2015",5836551
"VNM","2090","stroke",76872,146.153163810388,"Thous$2015",13434763
"WAF","2090","alri",87146,73.6427328945757,"Thous$2015",7674162
"WAF","2090","copd",471978,73.6427328945757,"Thous$2015",41562845
"WAF","2090","ihd",2103462,73.6427328945757,"Thous$2015",185232923
"WAF","2090","lc",90405,73.6427328945757,"Thous$2015",7961153
"WAF","2090","stroke",3173185,73.6427328945757,"Thous$2015",279433778
"ARG","2090","tot",0,202.440407919913,"Thous$2015",0
"AUS","2090","tot",0,356.732365035173,"Thous$2015",0
"AUT","2090","tot",5798,249.090540919488,"Thous$2015",1726987
"BGR","2090","tot",27048,150.170412044725,"Thous$2015",4857056
"BLX","2090","tot",34532,400.626305334334,"Thous$2015",16543020
"BRA","2090","tot",0,177.232575688292,"Thous$2015",0
"CAN","2090","tot",9110,300.891277368351,"Thous$2015",3277793
"CHE","2090","tot",6216,297.306497041633,"Thous$2015",2209882
"CHL","2090","tot",33610,161.667218400461,"Thous$2015",6497467
"CHN","2090","tot",7663836,213.042664772134,"Thous$2015",1952389218
"COR","2090","tot",107528,190.23790120074,"Thous$2015",24460888
"EAF","2090","tot",3948043,56.0595743740573,"Thous$2015",264658156
"EGY","2090","tot",1246657,114.789150573715,"Thous$2015",171120261
"ESP","2090","tot",103535,326.261343250669,"Thous$2015",40393029
"FIN","2090","tot",0,288.290290623502,"Thous$2015",0
"FRA","2090","tot",32566,364.805432162014,"Thous$2015",14206246
"GBR","2090","tot",0,399.151017326687,"Thous$2015",0
"GOLF","2090","tot",2809419,160.566154138071,"Thous$2015",539416383
"GRC","2090","tot",15688,342.320748357316,"Thous$2015",6421765
"HUN","2090","tot",34130,213.089876613901,"Thous$2015",8696665
"IDN","2090","tot",864096,184.401406350005,"Thous$2015",190537225
"ITA","2090","tot",110745,370.516250525322,"Thous$2015",49066491
"JPN","2090","tot",109788,250.450904709079,"Thous$2015",32879946
"KAZ","2090","tot",221859,186.733833230223,"Thous$2015",49539735
"MEME","2090","tot",172067,124.168177420689,"Thous$2015",25548270
"MEX","2090","tot",326967,191.357043999695,"Thous$2015",74817293
"MON","2090","tot",84137,20.0807762330248,"Thous$2015",2020325
"MYS","2090","tot",2286,174.79789288504,"Thous$2015",477822
"NDE","2090","tot",23388694,147.871803114118,"Thous$2015",4135661194
"NOA","2090","tot",589177,119.19730359053,"Thous$2015",83978058
"NOR","2090","tot",0,396.516875825207,"Thous$2015",0
"NZL","2090","tot",17510,260.144471043226,"Thous$2015",5446962
"PAC","2090","tot",3123,109.835305506153,"Thous$2015",410173
"PHL","2090","tot",0,87.0123684501055,"Thous$2015",0
"POL","2090","tot",0,208.544830115317,"Thous$2015",0
"RCAM","2090","tot",149336,130.816485830138,"Thous$2015",23360418
"RCEU","2090","tot",107686,169.412021621425,"Thous$2015",21815094
"RCZ","2090","tot",22257,193.950125296193,"Thous$2015",5161909
"RFA","2090","tot",90529,243.082099512012,"Thous$2015",26314451
"RIS","2090","tot",535721,193.358274133158,"Thous$2015",123866836
"ROM","2090","tot",30822,193.810967282199,"Thous$2015",7143199
"RSA","2090","tot",169367,160.243342820641,"Thous$2015",32453564
"RSAM","2090","tot",60062,139.761174957486,"Thous$2015",10037833
"RSAS","2090","tot",7068728,67.9548290491457,"Thous$2015",574401026
"RSEA","2090","tot",339481,48.3501613536536,"Thous$2015",19627592
"RUE","2090","tot",0,191.967130960388,"Thous$2015",0
"RUS","2090","tot",79473,191.967130960388,"Thous$2015",18243161
"SAF","2090","tot",351541,48.4772258509381,"Thous$2015",20378272
"SWE","2090","tot",0,330.6820201941,"Thous$2015",0
"THA","2090","tot",336168,174.346956716573,"Thous$2015",70084883
"TUR","2090","tot",290168,181.965630603637,"Thous$2015",63138243
"TWN","2090","tot",52674,357.341429481679,"Thous$2015",22507812
"UKR","2090","tot",0,192.43607316058,"Thous$2015",0
"USA","2090","tot",596693,320.772234244685,"Thous$2015",228876564
"VNM","2090","tot",265515,146.153163810388,"Thous$2015",46403517
"WAF","2090","tot",5926176,73.6427328945757,"Thous$2015",521864860
