"region","year","disease","med","LB","UB"
"FRA","2050","copd",534,106,1211
"FRA","2050","ihd",6273,1570,10341
"FRA","2050","lc",663,64,1479
"FRA","2050","stroke",552,47,3763
"FRA","2050","tot",8034,1788,16846
"GBR","2050","alri",1,0,8
"GBR","2050","copd",83,12,225
"GBR","2050","ihd",1654,132,3275
"GBR","2050","lc",92,6,245
"GBR","2050","stroke",30,0,955
"GBR","2050","tot",1861,149,4708
"GOLF","2050","alri",443,310,557
"GOLF","2050","copd",7535,3162,11636
"GOLF","2050","ihd",100264,75777,164459
"GOLF","2050","lc",8240,2303,12123
"GOLF","2050","stroke",68465,22073,88771
"GOLF","2050","tot",184947,103625,277547
"GRC","2050","alri",5,1,14
"GRC","2050","copd",208,51,418
"GRC","2050","ihd",1749,820,2555
"GRC","2050","lc",273,34,547
"GRC","2050","stroke",377,92,1071
"GRC","2050","tot",2612,998,4605
"HUN","2050","alri",1,0,4
"HUN","2050","copd",106,26,214
"HUN","2050","ihd",4690,2177,6863
"HUN","2050","lc",142,18,285
"HUN","2050","stroke",877,210,2530
"HUN","2050","tot",5817,2431,9896
"IDN","2050","alri",326,96,776
"IDN","2050","copd",5537,1450,10591
"IDN","2050","ihd",55052,31878,77406
"IDN","2050","lc",7310,1026,14007
"IDN","2050","stroke",15050,5437,31394
"IDN","2050","tot",83275,39887,134175
"ITA","2050","alri",41,13,91
"ITA","2050","copd",1433,387,2702
"ITA","2050","ihd",10228,6292,14131
"ITA","2050","lc",1928,282,3636
"ITA","2050","stroke",3407,1404,6441
"ITA","2050","tot",17037,8379,27001
"JPN","2050","alri",144,47,310
"JPN","2050","copd",1634,450,3057
"JPN","2050","ihd",11573,7341,15812
"JPN","2050","lc",5049,757,9433
"JPN","2050","stroke",7062,3114,12682
"JPN","2050","tot",25463,11709,41294
"KAZ","2050","alri",17,7,29
"KAZ","2050","copd",449,140,786
"KAZ","2050","ihd",14034,9938,18131
"KAZ","2050","lc",630,112,1098
"KAZ","2050","stroke",6598,3373,9838
"KAZ","2050","tot",21728,13571,29881
"MEME","2050","alri",111,39,223
"MEME","2050","copd",1507,430,2781
"MEME","2050","ihd",10029,6731,13550
"MEME","2050","lc",2047,322,3754
"MEME","2050","stroke",4039,1965,6653
"MEME","2050","tot",17733,9487,26960
"MEX","2050","alri",100,30,229
"MEX","2050","copd",1856,493,3520
"MEX","2050","ihd",18651,11182,26005
"MEX","2050","lc",985,141,1872
"MEX","2050","stroke",6286,2425,12434
"MEX","2050","tot",27877,14271,44061
"MON","2050","alri",25,8,54
"MON","2050","copd",1443,396,2704
"MON","2050","ihd",7538,4746,10328
"MON","2050","lc",408,61,764
"MON","2050","stroke",2209,959,4017
"MON","2050","tot",11623,6169,17866
"MYS","2050","alri",14,2,66
"MYS","2050","copd",172,33,398
"MYS","2050","ihd",2178,495,3675
"MYS","2050","lc",485,45,1100
"MYS","2050","stroke",294,24,2238
"MYS","2050","tot",3144,599,7476
"NDE","2050","alri",14957,10442,18960
"NDE","2050","copd",281090,121824,425224
"NDE","2050","ihd",780571,595814,1311857
"NDE","2050","lc",84581,24776,122179
"NDE","2050","stroke",775778,247982,978132
"NDE","2050","tot",1936978,1000839,2856352
"NOA","2050","alri",367,194,540
"NOA","2050","copd",3405,1161,5737
"NOA","2050","ihd",17479,12515,22907
"NOA","2050","lc",606,122,1007
"NOA","2050","stroke",19708,8716,31251
"NOA","2050","tot",41565,22707,61441
"NOR","2050","alri",0,0,0
"NOR","2050","copd",0,0,0
"NOR","2050","ihd",0,0,0
"NOR","2050","lc",0,0,0
"NOR","2050","stroke",0,0,0
"NOR","2050","tot",0,0,0
"NZL","2050","alri",24,10,41
"NZL","2050","copd",110,34,193
"NZL","2050","ihd",669,474,865
"NZL","2050","lc",346,61,604
"NZL","2050","stroke",610,312,909
"NZL","2050","tot",1759,892,2613
"PAC","2050","alri",0,0,1
"PAC","2050","copd",60,9,164
"PAC","2050","ihd",189,15,373
"PAC","2050","lc",18,1,47
"PAC","2050","stroke",11,0,334
"PAC","2050","tot",278,25,918
"PHL","2050","alri",0,0,4
"PHL","2050","copd",340,48,922
"PHL","2050","ihd",1068,85,2127
"PHL","2050","lc",98,6,262
"PHL","2050","stroke",60,1,1890
"PHL","2050","tot",1567,139,5205
"POL","2050","alri",0,0,5
"POL","2050","copd",108,15,290
"POL","2050","ihd",3723,303,7206
"POL","2050","lc",95,6,251
"POL","2050","stroke",77,1,2375
"POL","2050","tot",4003,325,10127
"RCAM","2050","alri",34,7,106
"RCAM","2050","copd",829,193,1717
"RCAM","2050","ihd",10309,4237,15359
"RCAM","2050","lc",427,51,876
"RCAM","2050","stroke",1934,343,6702
"RCAM","2050","tot",13534,4830,24761
"RCEU","2050","alri",10,3,22
"RCEU","2050","copd",539,148,1011
"RCEU","2050","ihd",6716,4213,9213
"RCEU","2050","lc",578,86,1084
"RCEU","2050","stroke",2566,1106,4692
"RCEU","2050","tot",10409,5555,16022
"RCZ","2050","alri",11,3,26
"RCZ","2050","copd",345,90,663
"RCZ","2050","ihd",2599,1474,3670
"RCZ","2050","lc",460,64,886
"RCZ","2050","stroke",749,261,1611
"RCZ","2050","tot",4164,1891,6855
"RFA","2050","alri",26,6,76
"RFA","2050","copd",1223,292,2485
"RFA","2050","ihd",10545,4709,15524
"RFA","2050","lc",1600,197,3233
"RFA","2050","stroke",2109,466,6439
"RFA","2050","tot",15503,5671,27756
"RIS","2050","alri",198,136,256
"RIS","2050","copd",2706,1039,4282
"RIS","2050","ihd",21182,15617,31729
"RIS","2050","lc",3051,748,4720
"RIS","2050","stroke",22847,8003,33419
"RIS","2050","tot",49984,25543,74406
"ROM","2050","alri",4,1,11
"ROM","2050","copd",286,70,573
"ROM","2050","ihd",4234,1999,6179
"ROM","2050","lc",298,38,596
"ROM","2050","stroke",1014,250,2856
"ROM","2050","tot",5837,2357,10215
"RSA","2050","alri",102,32,230
"RSA","2050","copd",1025,276,1936
"RSA","2050","ihd",7019,4285,9724
"RSA","2050","lc",222,32,419
"RSA","2050","stroke",3720,1505,7125
"RSA","2050","tot",12087,6130,19435
"RSAM","2050","alri",28,4,136
"RSAM","2050","copd",227,43,530
"RSAM","2050","ihd",6974,1476,11949
"RSAM","2050","lc",170,15,390
"RSAM","2050","stroke",678,55,5602
"RSAM","2050","tot",8078,1593,18607
"RSAS","2050","alri",2761,1938,3482
"RSAS","2050","copd",38136,15830,58833
"RSAS","2050","ihd",224809,169497,365770
"RSAS","2050","lc",13896,3825,20569
"RSAS","2050","stroke",164760,53394,214962
"RSAS","2050","tot",444362,244483,663615
"RSEA","2050","alri",87,46,127
"RSEA","2050","copd",11710,3997,19718
"RSEA","2050","ihd",9799,7018,12859
"RSEA","2050","lc",4268,862,7092
"RSEA","2050","stroke",21020,9258,33357
"RSEA","2050","tot",46883,21181,73154
"RUE","2050","alri",0,0,3
"RUE","2050","copd",64,9,174
"RUE","2050","ihd",2248,181,4397
"RUE","2050","lc",57,3,151
"RUE","2050","stroke",46,0,1431
"RUE","2050","tot",2415,194,6156
"RUS","2050","alri",15,2,58
"RUS","2050","copd",1083,227,2377
"RUS","2050","ihd",20343,6095,32161
"RUS","2050","lc",1087,111,2353
"RUS","2050","stroke",2493,267,13545
"RUS","2050","tot",25021,6702,50494
"SAF","2050","alri",118,21,427
"SAF","2050","copd",979,212,2108
"SAF","2050","ihd",9404,3132,14610
"SAF","2050","lc",201,22,428
"SAF","2050","stroke",1984,267,9206
"SAF","2050","tot",12685,3654,26780
"SWE","2050","alri",0,0,0
"SWE","2050","copd",0,0,0
"SWE","2050","ihd",0,0,0
"SWE","2050","lc",0,0,0
"SWE","2050","stroke",0,0,0
"SWE","2050","tot",0,0,0
"THA","2050","alri",217,107,339
"THA","2050","copd",2917,962,4981
"THA","2050","ihd",21781,15558,27938
"THA","2050","lc",3995,763,6773
"THA","2050","stroke",12390,5997,19170
"THA","2050","tot",41300,23387,59201
"TUR","2050","alri",49,14,118
"TUR","2050","copd",1643,428,3154
"TUR","2050","ihd",21868,12464,30847
"TUR","2050","lc",1744,243,3352
"TUR","2050","stroke",6994,2460,14932
"TUR","2050","tot",32297,15608,52402
"TWN","2050","alri",5,2,11
"TWN","2050","copd",2115,578,3968
"TWN","2050","ihd",2337,1464,3207
"TWN","2050","lc",744,111,1396
"TWN","2050","stroke",2481,1066,4544
"TWN","2050","tot",7681,3221,13125
"UKR","2050","alri",0,0,1
"UKR","2050","copd",31,4,85
"UKR","2050","ihd",3279,260,6513
"UKR","2050","lc",35,2,94
"UKR","2050","stroke",53,1,1668
"UKR","2050","tot",3399,267,8362
"USA","2050","alri",49,9,179
"USA","2050","copd",4313,935,9294
"USA","2050","ihd",57680,19161,89652
"USA","2050","lc",4915,529,10462
"USA","2050","stroke",3931,527,18309
"USA","2050","tot",70887,21161,127895
"VNM","2050","alri",39,14,77
"VNM","2050","copd",11377,3275,20920
"VNM","2050","ihd",11752,7995,15849
"VNM","2050","lc",4037,642,7368
"VNM","2050","stroke",14966,7422,24191
"VNM","2050","tot",42171,19348,68405
"WAF","2050","alri",6945,4411,9220
"WAF","2050","copd",18397,6809,29787
"WAF","2050","ihd",83075,60764,119436
"WAF","2050","lc",3306,760,5242
"WAF","2050","stroke",119556,44391,191104
"WAF","2050","tot",231279,117134,354789
