"region","year","disease","mort_med","mort_lb","mort_ub","vsl_med","vsl_lb","vsl_ub","unit","Damage_med"
"ARG","2080","alri",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"ARG","2080","copd",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"ARG","2080","ihd",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"ARG","2080","lc",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"ARG","2080","stroke",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"ARG","2080","tot",0,0,0,4.85975018151061,2.4298750907553,7.28962527226591,"Million$2015",0
"AUS","2080","alri",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUS","2080","copd",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUS","2080","ihd",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUS","2080","lc",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUS","2080","stroke",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUS","2080","tot",0,0,0,9.10955843450775,4.55477921725388,13.6643376517616,"Million$2015",0
"AUT","2080","alri",0,0,2,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",0
"AUT","2080","copd",41,7,105,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",303
"AUT","2080","ihd",687,86,1276,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",5070
"AUT","2080","lc",48,4,119,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",354
"AUT","2080","stroke",25,1,402,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",185
"AUT","2080","tot",802,98,1904,6.17189293480296,3.08594646740148,9.25783940220444,"Million$2015",5919
"BGR","2080","alri",3,1,6,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",13
"BGR","2080","copd",140,39,260,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",622
"BGR","2080","ihd",1696,1100,2301,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",7539
"BGR","2080","lc",151,23,279,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",671
"BGR","2080","stroke",695,320,1203,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",3089
"BGR","2080","tot",2684,1483,4050,3.71742712945814,1.85871356472907,5.57614069418721,"Million$2015",11931
"BLX","2080","alri",6,1,23,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",72
"BLX","2080","copd",310,64,684,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",3697
"BLX","2080","ihd",3336,970,5299,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",39780
"BLX","2080","lc",390,39,849,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",4651
"BLX","2080","stroke",354,35,2016,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",4221
"BLX","2080","tot",4397,1109,8871,9.97203001677647,4.98601500838824,14.9580450251647,"Million$2015",52432
"BRA","2080","alri",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"BRA","2080","copd",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"BRA","2080","ihd",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"BRA","2080","lc",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"BRA","2080","stroke",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"BRA","2080","tot",0,0,0,4.21225754991642,2.10612877495821,6.31838632487464,"Million$2015",0
"CAN","2080","alri",0,0,1,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",0
"CAN","2080","copd",40,6,109,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",362
"CAN","2080","ihd",1064,84,2118,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",9636
"CAN","2080","lc",40,2,106,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",362
"CAN","2080","stroke",10,0,321,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",91
"CAN","2080","tot",1154,92,2655,7.57335033234115,3.78667516617057,11.3600254985117,"Million$2015",10451
"CHE","2080","alri",1,0,3,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",9
"CHE","2080","copd",51,9,121,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",450
"CHE","2080","ihd",695,132,1217,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",6139
"CHE","2080","lc",61,5,143,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",539
"CHE","2080","stroke",44,3,412,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",389
"CHE","2080","tot",852,150,1895,7.38631004349515,3.69315502174757,11.0794650652427,"Million$2015",7525
"CHL","2080","alri",4,1,12,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",19
"CHL","2080","copd",217,52,438,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",1026
"CHL","2080","ihd",2538,1174,3716,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",11999
"CHL","2080","lc",113,14,226,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",534
"CHL","2080","stroke",572,136,1659,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",2704
"CHL","2080","tot",3444,1377,6052,3.95356633440698,1.97678316720349,5.93034950161046,"Million$2015",16282
"CHN","2080","alri",750,441,1024,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",4818
"CHN","2080","copd",219517,78231,362217,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",1410313
"CHN","2080","ihd",170310,123422,234011,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",1094177
"CHN","2080","lc",80397,17530,129992,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",516520
"CHN","2080","stroke",426866,166683,694039,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",2742452
"CHN","2080","tot",897841,386308,1421283,5.37271579657642,2.68635789828821,8.05907369486463,"Million$2015",5768288
"COR","2080","alri",7,2,15,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",39
"COR","2080","copd",3551,949,6724,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",19802
"COR","2080","ihd",4033,2438,5608,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",22490
"COR","2080","lc",1244,179,2358,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",6937
"COR","2080","stroke",3970,1565,7741,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",22139
"COR","2080","tot",12806,5134,22446,4.66342183558114,2.33171091779057,6.99513275337171,"Million$2015",71412
"EAF","2080","alri",2830,1193,5008,1.23542210824559,0.617711054122796,1.85313316236839,"Million$2015",4181
"EAF","2080","copd",23440,7189,41343,1.23542210824559,0.617711054122796,1.85313316236839,"Million$2015",34628
"EAF","2080","ihd",136232,96280,177536,1.23542210824559,0.617711054122796,1.85313316236839,"Million$2015",201256
"EAF","2080","lc",5174,897,9110,1.23542210824559,0.617711054122796,1.85313316236839,"Million$2015",7644
"EAF","2080","stroke",111424,57686,166522,1.23542210824559,0.617711054122796,1.85313316236839,"Million$2015",164607
