"region","year","disease","yll_med","vsly","unit","Damage_med"
"ARG","2060","alri",0,141.326011961584,"Thous$2015",0
"ARG","2060","copd",0,141.326011961584,"Thous$2015",0
"ARG","2060","ihd",0,141.326011961584,"Thous$2015",0
"ARG","2060","lc",0,141.326011961584,"Thous$2015",0
"ARG","2060","stroke",0,141.326011961584,"Thous$2015",0
"AUS","2060","alri",0,302.045151386956,"Thous$2015",0
"AUS","2060","copd",0,302.045151386956,"Thous$2015",0
"AUS","2060","ihd",0,302.045151386956,"Thous$2015",0
"AUS","2060","lc",0,302.045151386956,"Thous$2015",0
"AUS","2060","stroke",0,302.045151386956,"Thous$2015",0
"AUT","2060","alri",6,194.073148862825,"Thous$2015",1392
"AUT","2060","copd",569,194.073148862825,"Thous$2015",132048
"AUT","2060","ihd",7442,194.073148862825,"Thous$2015",1727065
"AUT","2060","lc",1038,194.073148862825,"Thous$2015",240889
"AUT","2060","stroke",482,194.073148862825,"Thous$2015",111858
"BGR","2060","alri",44,119.331571249165,"Thous$2015",6279
"BGR","2060","copd",1604,119.331571249165,"Thous$2015",228883
"BGR","2060","ihd",20532,119.331571249165,"Thous$2015",2929815
"BGR","2060","lc",2433,119.331571249165,"Thous$2015",347177
"BGR","2060","stroke",8940,119.331571249165,"Thous$2015",1275694
"BLX","2060","alri",49,315.483588584333,"Thous$2015",18485
"BLX","2060","copd",2707,315.483588584333,"Thous$2015",1021218
"BLX","2060","ihd",27688,315.483588584333,"Thous$2015",10445325
"BLX","2060","lc",5166,315.483588584333,"Thous$2015",1948879
"BLX","2060","stroke",3253,315.483588584333,"Thous$2015",1227197
"BRA","2060","alri",0,120.219168167535,"Thous$2015",0
"BRA","2060","copd",0,120.219168167535,"Thous$2015",0
"BRA","2060","ihd",0,120.219168167535,"Thous$2015",0
"BRA","2060","lc",0,120.219168167535,"Thous$2015",0
"BRA","2060","stroke",0,120.219168167535,"Thous$2015",0
"CAN","2060","alri",0,244.278610492684,"Thous$2015",0
