MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA GDP,SSP1_v9_130219,BHS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.741564909,10.91036973,12.32674573,14.14843638,16.22659058,18.38184886,20.53971739,22.66664243,24.67747822,26.55703471,28.301281,29.89266009,31.32001995,32.56758026,33.6074024,34.42857193,34.92806949,35.09424888,34.95599326,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GRD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.286529492,1.274609404,1.295521297,1.380362506,1.510753656,1.676251592,1.858196209,2.043630161,2.219633398,2.383450875,2.532723571,2.662676662,2.775337289,2.886737226,3.005606373,3.132477212,3.258923321,3.375124241,3.478585481,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BIH,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,32.83001294,38.29003293,53.64546446,66.9008304,78.04833805,87.17738383,94.56869546,100.5457449,105.2697635,109.1726958,112.61001,115.723998,118.4916925,120.7644728,122.3970074,123.121922,122.6694016,121.2038284,119.2711324,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BLR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,124.87734,168.7842957,203.1599216,221.7845979,231.9897199,238.6597637,244.8065435,250.7959011,256.4281663,262.468781,269.7320103,278.0374704,286.8329223,295.3969253,303.0840799,309.6427481,314.762471,318.1441143,320.4735121,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BLZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.600618301,3.172112739,3.873905784,4.768149428,5.634868233,6.448888735,7.218885512,7.957176302,8.702988541,9.440688463,10.13283135,10.74917615,11.52907426,12.45706805,13.50025852,14.55875534,15.56509356,16.46853298,17.22886728,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BOL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,37.06350627,44.68564502,52.94325319,62.87461193,75.87297518,93.0944535,114.7166514,139.592161,165.5655146,190.5707312,213.1695684,233.0236321,250.6170875,266.3825092,280.4552537,292.7189932,303.0412402,311.3627918,319.7254019,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BRA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1859.340487,2189.455183,2605.040752,3016.13551,3422.243042,3903.807878,4472.038625,5096.927445,5719.723966,6287.143241,6752.397794,7144.888101,7505.457983,7855.305916,8185.592796,8475.864369,8695.673535,8836.600465,8898.738512,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BRB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,6.527509235,5.871860143,5.391862535,5.128585771,5.233325707,5.601581851,6.116961531,6.676361668,7.195078217,7.634618065,7.994947164,8.320451581,8.641743962,8.961163665,9.240996951,9.458342375,9.586502242,9.602147464,9.497125782,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BRN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,17.92855659,16.21683568,13.16260635,11.02156797,10.11270073,10.10132634,10.70538627,11.71601012,13.30714366,15.31492438,17.41217766,19.28794882,20.93662197,22.40982342,23.69997848,24.78913024,25.67882331,26.34507373,26.77672258,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BTN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.154970879,5.115381339,7.821519862,10.75064298,13.49531859,16.11587131,19.08422863,22.56813497,26.61295481,31.11571827,35.7852873,40.30755589,44.66681675,48.84776248,52.78575106,56.33785905,59.40477168,61.9173757,63.79471717,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,BWA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,17.65540107,21.34384408,26.90880362,35.5379329,45.90403933,57.18215544,68.26146184,78.65568974,88.16721472,97.23187797,106.1580435,114.9044209,123.2909098,131.093107,138.1681209,144.4476952,149.9362392,154.6059155,158.4064877,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CAF,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.069067313,3.631023228,4.825462278,6.33728936,8.326779647,10.92424366,14.29191508,18.55555546,23.89750505,30.38483199,38.08278869,46.88113582,56.5700473,66.80342709,77.35381906,89.57524475,102.9194567,116.2219827,128.07162,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CAN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1213.424765,1370.758526,1559.351862,1809.430842,2081.947628,2364.811085,2649.207612,2932.798061,3214.898788,3503.288461,3805.864412,4120.01474,4434.853097,4742.330562,5037.228735,5310.788905,5555.633991,5771.79155,5967.726117,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CHE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,301.3640932,325.4032647,347.7633166,372.9105191,403.115068,438.0217792,476.8073464,518.4572995,561.4877588,605.3277635,649.9415371,693.8425293,735.5514834,774.776145,812.1459494,848.0461277,881.8880182,913.7816591,944.233714,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CHL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,199.3332189,239.0393573,275.7430454,319.8938904,369.3567167,420.4336873,470.5210667,516.4990851,555.3734168,585.6619324,609.8340484,631.8028874,653.840104,675.6383721,695.6648141,712.552099,723.0114644,724.4479252,717.2914167,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CHN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9110.603778,16342.95095,24276.42642,32097.85639,38778.1927,43998.80217,47760.3025,50627.04067,52733.60118,54204.11833,55048.45693,55359.01406,55226.87484,54709.30963,53848.50419,52686.26923,51166.15531,49171.18013,46819.88912,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CIV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,27.71242031,29.26834417,33.76577009,40.62267889,50.85198728,65.56125796,85.62737809,111.7469649,143.9577576,181.0658689,223.4594983,270.4667715,321.0002749,372.6296083,423.3224936,471.3627152,515.6997426,555.7782804,591.4507488,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CMR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,34.11799352,42.41678985,53.0370561,68.79273355,89.83817474,116.6904732,149.4963203,188.3506602,233.5430047,284.6439407,340.7886868,406.7346019,480.9784746,558.6225087,632.6659164,699.5733608,758.1022113,808.3140351,850.6758347,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,COD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.96203488,32.22843968,70.77067391,155.8743667,294.3500745,479.9081798,695.9287521,933.0612202,1191.567055,1475.477596,1785.857255,2119.111507,2468.986667,2825.163747,3177.29538,3516.935462,3839.074142,4140.025608,4417.323394,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,COG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.921229847,12.38540609,19.04282771,29.54221724,42.32487688,56.04345543,69.86768116,84.02544068,99.15646484,115.4317024,132.669154,152.2675285,173.5234113,194.7998393,214.1218726,230.6684622,245.1175723,259.2843165,274.1761395,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,COL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,328.7857651,428.5662603,517.3033564,612.6992764,714.2254393,819.8036017,954.0767548,1114.661752,1285.787165,1440.986902,1567.374275,1662.598628,1732.385373,1793.103763,1857.667649,1928.492547,1998.415575,2059.615848,2106.772061,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,COM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,0.687843296,0.796239956,1.009772831,1.331813298,1.75058316,2.281520616,2.977239426,3.878026516,5.001289105,6.292341658,7.648616984,9.098640087,10.63320409,12.2175266,13.77095759,15.23890012,16.58342173,17.78764362,18.8608542,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CPV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.889015026,2.525259164,3.125123555,3.551209214,3.936401406,4.358038063,4.87768136,5.479818801,6.158274324,6.854110467,7.516199178,8.147377837,8.978322376,9.913851934,10.77853307,11.3885902,11.71184033,11.85428519,11.93853661,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CRI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,50.01794204,62.71998997,73.22613213,83.30340868,93.81819431,104.7862484,116.8955281,129.4731106,145.800932,164.5088142,183.1571891,198.2482618,210.9418637,222.7596964,234.2311896,244.4749993,252.4039034,257.2170151,258.9604266,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CUB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,127.9603339,158.9768749,190.1908385,216.3658515,238.5982205,256.3156499,270.2016204,280.1939394,286.1702032,289.305199,290.3545019,289.9247612,287.6857544,284.1254868,279.5445756,275.4602967,270.6873813,263.1807024,253.0338456,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CYP,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,20.61223245,26.26564663,33.93317552,42.99869958,51.48420358,59.11174424,66.15791211,72.8525852,79.25999595,85.50092774,91.63083316,97.42351325,102.6479613,106.9110703,109.9634926,111.6476031,111.7814748,110.7254121,108.9184919,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,CZE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,235.475817,264.9058296,274.0415381,282.0085327,296.4410624,317.1571569,342.8312908,371.1543008,400.4496174,431.490264,465.8181001,503.1946536,542.3978082,581.446411,618.909953,653.8085736,688.7171808,725.1570922,763.0618141,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,DEU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2659.215423,2687.306121,2699.88541,2746.512266,2846.728763,2997.743217,3189.102909,3410.880109,3651.28036,3902.373452,4158.289747,4413.465333,4661.137834,4899.736039,5138.748728,5368.24885,5576.741611,5760.119819,5934.404503,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,DJI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.68877572,2.009321217,2.192710259,2.443672256,2.844130918,3.404073803,4.132204351,5.045521545,6.161768099,7.492827482,9.048957605,10.84392212,12.85070772,14.98106264,17.16357896,19.69749521,22.41524805,25.00685788,27.12716956,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,DNK,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,186.6386911,192.0437313,198.2089911,210.2703403,226.6053299,246.2313563,268.3734312,292.7071568,318.7666975,346.7200519,376.8647968,409.2824316,443.8871171,480.5057717,518.792983,558.453937,599.1322838,639.6927188,679.7386259,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,DOM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,96.12335752,123.6618561,146.8539235,167.013057,190.0197092,215.9365675,243.7292682,271.4636659,297.116917,319.2580984,337.1787431,351.0913561,363.8807517,377.7781001,393.4977382,410.3182622,427.0181714,441.991466,453.9495884,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,DZA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,207.6111551,244.7938968,277.7992537,326.5310226,393.9424571,479.6223762,582.1916014,695.5331518,810.6842294,918.7106779,1013.227403,1091.026106,1152.290707,1198.447247,1231.77948,1257.590622,1285.835431,1321.386241,1362.647307,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ECU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,89.92403178,111.7669404,139.2932983,172.7561303,208.8724759,244.9874119,285.7996429,330.8568855,377.5242231,420.3073031,456.3862158,485.2076708,508.2632387,527.0014837,545.3068448,565.4130018,587.1571913,608.7789988,627.9079089,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,EGY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,390.9374647,511.2166509,636.9306418,781.9484206,962.2355573,1179.502937,1430.798234,1704.549189,1985.623679,2258.229186,2509.327809,2730.624809,2920.469545,3078.722574,3206.956154,3306.916468,3398.930492,3500.19729,3613.967096,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ERI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.347149713,3.985252184,6.352113492,10.96944316,17.53000298,25.53531339,34.55626523,44.69232441,56.59514608,70.71546019,87.28819992,106.1443976,126.624942,147.8525243,169.7763595,195.919752,225.0539805,253.9696013,278.7413572,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ESP,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1279.953061,1466.537534,1711.049622,2019.87313,2348.410087,2688.92844,3029.702637,3362.758637,3682.426177,3992.622666,4290.914483,4562.240979,4790.675762,4974.24932,5122.844751,5246.005479,5361.076882,5480.780433,5602.730796,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,EST,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,21.16585899,25.15425049,27.64183698,30.79324262,33.54113702,35.89319685,37.9215637,39.78318992,41.66552957,43.90856306,46.69698962,49.99598176,53.68165845,57.65661644,61.8572891,66.21854534,70.67502368,75.19054282,79.93530316,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ETH,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,58.33955478,90.15191945,125.3638418,156.5981439,189.6187881,232.5701619,289.0120049,363.5793436,458.2810751,576.5333429,721.079217,894.4525881,1096.54329,1346.583262,1636.113837,1942.012562,2231.575716,2487.937083,2705.361368,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,FIN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,168.9787213,188.6943743,209.2284218,235.4077737,263.1581543,291.221579,319.3622538,347.6963689,376.406061,406.0572496,437.5630743,471.2393528,506.5142963,542.8404525,580.0539649,617.6075471,654.9096813,692.0841328,729.3763513,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,FJI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.718428589,4.474022572,5.949237245,8.137162815,10.37870397,12.421853,14.11454671,15.51066604,16.6636332,17.78860156,19.2263128,20.8620231,22.44196988,23.86426832,25.2600784,26.73725279,28.31517153,29.95235657,31.56887957,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,FRA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1986.57805,2168.378118,2549.567943,3074.763365,3659.01493,4266.595366,4874.210098,5472.157484,6059.048542,6636.835877,7211.603994,7778.184418,8335.597445,8889.912004,9449.409002,10014.86388,10575.02864,11124.98723,11672.65458,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GAB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.56850806,16.70205468,18.45416913,20.89284151,24.16096911,28.18240794,32.7968351,37.77018282,43.04253368,49.15515417,55.86740481,62.61552429,68.72392479,74.29779828,79.78699571,85.48113224,91.35158629,97.19087636,102.7696677,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GBR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2071.297948,2344.036085,2769.484704,3376.314201,4056.653825,4764.223833,5468.89556,6161.392741,6840.174051,7513.692442,8196.766571,8891.223529,9591.812495,10290.24673,10989.89034,11692.00689,12378.46492,13041.10221,13692.80489,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GEO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,23.37233949,37.14141334,63.71684781,94.56839789,113.1419645,116.1556474,112.2264726,108.0667904,106.237431,106.7183637,108.6645384,111.2184533,113.8107025,116.2583246,118.4633638,120.3684713,121.6889639,122.2097472,122.1858723,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GHA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,29.64047903,39.29782708,50.03445248,63.8361778,83.40083239,110.3966087,146.8697372,193.9970179,251.7333723,318.2794512,391.0542756,467.345496,545.1291142,622.3880998,697.5054205,769.1039335,836.0075676,896.8914756,950.44859,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GIN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.275448,9.587930322,11.60788828,14.92387409,19.73960444,26.51693174,35.67806617,47.49094827,61.94924326,78.63693366,96.90245968,116.265767,136.5243919,157.4578888,178.7710162,200.0546709,220.8717307,240.7730819,259.3728806,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GMB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.508389567,3.877844226,5.433009136,7.230981461,9.420592707,11.90631444,14.81222853,18.25815995,22.36639471,27.0522982,32.12852062,37.37049565,42.60114886,47.65509618,52.41512945,56.79869105,60.75550319,64.2356939,67.18912365,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GNB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.254094031,1.765056502,2.24845737,2.915034981,3.747968959,4.848259621,6.211810165,7.903002814,10.01140881,12.64965022,15.86165193,19.6194235,23.83435755,28.34587649,32.9718907,37.53904244,41.91565626,46.00481042,49.74862622,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GNQ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,13.93104585,18.87963034,21.78942452,24.44684651,27.55456937,31.75080691,37.03192531,43.05202852,49.38469489,55.94074264,62.72027941,69.63319648,76.56280947,83.34326911,89.85238216,96.01953554,101.8246931,107.1933027,112.0433415,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GRC,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,293.1664222,347.4817926,393.5927848,455.9128192,530.6300993,610.7424159,691.1806727,768.5671889,840.9016191,908.014081,970.2200838,1026.447559,1075.144434,1115.653637,1150.29315,1180.661709,1208.669136,1235.717983,1262.137734,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GTM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,83.48841969,114.1571623,145.6472466,181.6812405,220.8887432,262.7922005,307.3042433,353.7781542,402.9455293,452.6642686,506.2299974,561.6749288,616.5687614,667.3357755,718.2442403,772.5662394,830.9951052,891.1822358,949.5299428,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,GUY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.265309886,3.685136385,4.132471605,4.677933265,5.403503738,6.278328043,7.243932677,8.217764943,9.161734348,10.01405118,10.7297503,11.31553733,11.8157598,12.25538175,12.63333935,12.93477015,13.14379182,13.28886774,13.46490672,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,HKG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,256.052194,288.5110583,313.7171999,340.5374627,377.2940909,423.5561036,475.0453737,527.0467769,575.544824,618.470216,655.5768725,684.1435229,703.1167625,713.8161074,717.7823252,714.6129308,703.5285869,685.1280014,660.8146938,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,HND,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,28.26227725,34.76105187,44.05944248,55.16721382,67.76984632,81.76537793,97.19965916,113.7538354,131.8184447,150.7838731,169.6383824,191.3294029,214.9277489,238.1923721,258.1404221,273.9210108,285.8711515,296.608055,307.4870611,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,HRV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,67.71073136,78.68444061,87.05458997,95.65107396,103.7449697,111.300596,118.0144613,123.7822887,128.7285256,133.5287472,138.7132523,144.2490217,149.8838236,155.257095,159.8510108,163.1715237,165.0654173,165.7061,164.9869536,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,HTI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,14.11586984,16.94587733,21.74744577,28.88462529,38.31394699,49.87999969,63.59196851,78.75030742,96.9238911,118.3871294,142.5459772,167.4766431,191.7186059,214.0132653,233.5490683,249.9398249,263.186168,273.5408148,281.3047147,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,HUN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,165.329354,183.5965324,205.2675519,233.7044894,261.1117491,285.3618352,306.0248517,325.1595226,343.9173339,363.8810968,385.2971253,407.6769659,430.298037,452.689591,474.6487746,496.010592,516.9183594,537.4410552,557.8536036,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,IDN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,978.8283899,1412.643947,2094.402237,2968.927967,3872.288022,4716.201251,5594.174645,6504.956507,7403.371193,8195.448858,8852.210855,9420.366275,9950.316793,10461.01958,10945.30765,11391.05602,11786.8822,12122.38618,12387.25676,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,IND,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3885.401318,6500.857733,10511.37259,15769.25012,21326.11747,26567.27298,31373.29665,35786.08997,39869.20064,43569.80269,46770.80908,49442.8961,51847.88086,54133.2229,56311.57901,58261.07554,59856.58753,60995.58818,61624.92746,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,IRL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,153.0008871,169.5399102,193.6848739,228.7608612,267.2217529,306.4091278,344.3925183,381.7032471,419.1430553,457.716121,497.4843919,537.4685447,576.6471078,614.2794097,650.5229687,686.1154279,721.1843946,755.9751426,789.9189466,,,,,,,,,,
