MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA GDP,SSP2_v9_130219,ERI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.347149713,4.002956479,6.301790455,10.53723928,16.14161997,22.46644199,29.05212784,35.97704402,43.7533256,52.72138744,63.13177512,75.08977965,88.59989764,103.6219274,120.4132789,139.2273438,160.1883639,182.9555602,206.8161447,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ESP,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1279.953061,1467.508427,1707.825999,2001.367776,2303.122036,2607.756158,2906.256503,3189.922829,3452.573477,3699.654628,3932.763995,4145.834651,4333.43165,4496.589472,4642.949706,4782.260252,4921.683734,5060.892484,5191.666412,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,EST,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,21.16585899,25.24404988,27.676314,30.46836449,32.59026689,34.26310789,35.70279404,37.07785636,38.40088872,39.84592332,41.57721937,43.62431473,45.93046521,48.41668645,51.0300277,53.77355003,56.6853234,59.77424997,63.02703728,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ETH,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,58.33955478,86.07401199,114.4219908,137.3601903,161.3065613,190.5803523,226.0690015,269.3662006,320.3956402,381.6317281,455.8663872,546.1311038,654.6745206,783.4939001,931.1997371,1096.013436,1276.133198,1472.191282,1715.115233,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FIN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,168.9787213,188.7940547,208.9417301,233.7896145,259.0044452,283.3530847,306.8801451,330.0854243,353.4454583,377.5703943,403.1213174,430.1706665,458.4464309,487.6559372,517.5766069,547.8817507,578.5253668,609.5900988,640.6960859,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FJI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.718428589,4.503725882,6.020564694,8.188328112,10.34044953,12.27990464,13.93812105,15.41534567,16.80932598,18.26953125,19.75838179,21.31398482,22.90865831,24.48470318,26.08176983,28.31429659,31.17652908,34.5211757,38.08706136,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FRA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1986.57805,2167.261384,2539.826655,3043.629725,3590.506402,4144.720509,4683.447693,5198.270426,5689.573311,6165.094808,6635.403402,7105.096313,7577.51396,8055.630218,8540.943208,9034.059372,9523.290379,10001.5892,10470.67051,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GAB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.56850806,16.51915286,17.69646097,19.28811582,21.55597512,24.51414277,28.04085952,32.0250374,36.35516893,40.97318775,45.836446,50.99023565,56.38631547,62.9488079,70.35258852,77.96111201,85.39080646,92.80307222,100.3955357,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GBR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2071.297948,2344.758488,2760.364402,3336.149887,3959.31843,4588.3833,5199.991334,5790.773788,6360.708081,6919.260702,7481.839795,8054.515118,8638.65554,9234.415114,9841.193832,10455.72909,11073.42284,11692.9286,12313.85382,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GEO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,23.37233949,37.30038422,63.79597667,93.73500578,110.931689,113.2110324,108.7323674,103.9103745,101.1624757,100.5464417,101.4430793,103.248868,105.5025095,108.0160085,110.7773034,113.9106981,117.5495357,121.7632361,126.5704253,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GHA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,29.64047903,39.0575817,47.84033601,57.16899649,69.09286697,84.66474096,104.894656,130.4878049,161.9153478,199.524766,243.7947008,295.2843075,354.2708938,420.8306139,494.40402,574.1541328,658.8306485,747.0181568,837.5467445,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GIN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.275448,9.232169555,10.86257617,13.53052958,17.14302004,21.54936721,26.78828715,32.95796072,40.13926319,48.2195514,57.01987025,66.64391,77.34695315,89.44069559,103.1766882,118.7444027,137.3144658,158.9938484,183.4289038,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GMB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.508389567,3.827158557,5.148540557,6.484537055,7.973745468,9.687405774,11.67201971,13.94019048,16.49144405,19.32066539,22.39057496,25.65422874,29.22498418,33.19414748,37.58868898,42.3361162,47.34971531,52.50771821,57.66665983,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GNB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.254094031,1.725627878,2.101945962,2.564943641,3.090103619,3.742781123,4.506268531,5.440434902,6.574507744,7.94743537,9.557125615,11.41577443,13.5334899,16.02382572,18.93708779,22.280405,26.02438874,30.13609282,34.56365867,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GNQ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,13.93104585,18.86003757,21.58662961,24.75208032,28.42214933,32.66545255,37.57060402,43.16728095,49.25224533,55.73676799,62.78649435,70.36996985,78.34935385,86.5586075,94.88267194,103.1623734,111.3112569,119.156981,126.5890298,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GRC,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,293.1664222,347.7638768,393.071874,452.2105563,521.0185844,592.9529931,663.6014262,729.8385539,789.5084729,842.8054019,890.7788474,933.2255462,970.2609739,1002.591282,1032.062774,1060.179754,1088.22349,1116.141386,1142.332788,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GTM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,83.48841969,111.5256326,136.8988198,164.863379,196.4397408,232.1137212,272.080944,316.8088873,366.2215336,420.0348315,476.9967252,537.3946852,601.651763,669.6513691,741.4015976,829.789271,930.5081628,1039.187894,1150.694308,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GUY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3.265309886,3.69033123,4.037450914,4.42393686,4.933727398,5.56211178,6.251422852,6.957806267,7.683553919,8.408720791,9.111049996,9.799003127,10.49811679,11.22315617,11.9704601,12.72728276,13.47544781,14.21912776,14.97732582,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HKG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,256.052194,289.0525673,314.896707,341.9460243,378.5388598,424.3334492,475.5214827,528.0224877,578.4387882,625.102385,668.3676435,707.164092,740.4332517,768.1034868,790.5007065,807.5693129,818.3455223,823.1220237,822.6468881,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HND,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,28.26227725,33.96383207,41.13370324,49.044397,57.87835067,67.77109178,78.82446152,91.02073996,104.4493598,119.2725767,135.5291006,153.4438554,173.1716506,194.5125407,217.1197704,240.400172,269.2010564,301.7814334,334.9225754,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HRV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,67.71073136,78.97113483,87.3495676,95.37914613,102.5208876,109.2012624,115.4911612,121.5440427,127.2716756,132.9908686,139.0645876,145.4940478,152.0676893,158.5710409,164.8720938,170.9087346,176.7166179,182.3987446,187.9851307,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HTI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,14.11586984,16.7978807,20.87726306,26.46785251,33.38668535,41.45440076,50.66430883,60.68680078,71.31484896,82.79449066,97.08397802,114.3797218,133.9987314,154.5413507,175.172091,195.3062786,214.6993981,233.3684876,251.453942,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HUN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,165.329354,183.9795258,204.9154982,230.637506,253.6504883,272.9862497,289.205538,303.8475657,317.7658947,332.0496381,346.8544152,361.5225549,375.405519,388.510767,401.2484043,414.0255279,427.2445882,440.9768957,455.0638632,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IDN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,978.8283899,1410.926095,2071.407218,2894.217257,3724.88697,4502.99927,5214.777586,5862.895582,6608.245033,7434.49823,8265.988308,8989.249771,9621.826548,10206.46642,10776.61244,11338.82414,11891.47547,12425.56516,12935.07495,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IND,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,3885.401318,6449.050003,10137.4334,14829.94169,19713.01669,24356.55755,28592.94159,32424.43327,36081.25202,39757.42104,43518.78903,47273.95215,50897.64042,54221.48055,57216.84635,60017.68091,62719.95829,65287.29664,67649.75261,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,153.0008871,169.6360701,193.4169147,226.9540875,262.476277,297.5493949,330.5296175,361.963245,392.5299525,423.2190245,454.2219813,484.7780604,514.1915604,542.5425939,570.5334711,598.8941208,627.9135386,657.391585,686.3789374,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,806.7766951,956.8310886,1091.629864,1197.189416,1300.733551,1426.678687,1588.16614,1783.847625,1993.745034,2198.286851,2383.184232,2539.902389,2661.921946,2747.153345,2812.880888,2876.20218,2949.344063,3037.137158,3140.371435,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRQ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,136.305235,237.6528321,404.7977506,638.0661728,893.1426203,1130.359593,1340.753362,1537.757019,1733.762422,1941.403431,2165.672857,2405.075372,2662.821838,2946.62464,3260.052518,3600.192299,3958.950843,4329.871042,4705.949182,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ISL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,11.42423744,13.54658539,15.68925477,18.67188519,21.7954501,25.09342385,28.53655939,32.13957263,35.88735693,39.83166557,44.01233315,48.38832184,52.87045196,57.38174827,61.87185629,66.31135093,70.67194709,74.91389513,78.96270729,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ISR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,184.9040154,208.0452463,220.7067341,233.3711111,254.0343737,283.032027,319.1955322,360.6401521,405.2430769,451.3909893,499.5947401,552.5065767,613.1413226,683.1040848,762.6517623,851.6338923,950.0682218,1058.234048,1176.33795,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ITA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1675.320534,1851.475251,2188.677526,2668.235111,3166.153741,3637.632654,4059.657176,4426.412562,4737.470319,5007.137334,5247.665246,5462.106768,5652.922946,5828.217831,5998.906088,6174.034881,6352.642323,6524.926608,6681.727718,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JAM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,24.87136161,27.43502715,33.72918738,42.80603535,52.59111818,61.47327782,68.63274702,74.2100138,78.55215378,81.99218669,84.83130547,87.7241439,91.14771592,95.31823933,100.1157871,105.3670941,110.9777725,116.9386878,123.2677065,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,29.12426202,41.23853979,59.51258384,83.37912441,110.1392645,138.309213,167.1798944,197.046588,227.9385816,260.0397323,292.8473911,325.4395717,356.5654035,385.3146089,411.380262,434.7223921,455.4839527,473.9226171,490.2078102,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JPN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,4064.124653,4067.476088,4109.854744,4224.131809,4371.083674,4526.270151,4674.295505,4812.485405,4946.004179,5079.294821,5216.874541,5350.19837,5469.019758,5570.937761,5660.276585,5748.788678,5841.225143,5938.079449,6034.042981,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KAZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,180.6763471,288.0766028,376.667746,447.845102,496.0482266,530.9236114,561.6412604,593.2177271,624.8657511,658.7701714,696.597871,738.5501679,783.2152802,829.1205128,874.9373602,920.4532217,966.011182,1011.683145,1057.326677,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KEN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,47.01295901,64.36001489,90.46605989,129.4423612,179.037514,239.5882744,311.1432659,393.5694955,485.6699567,586.5487533,695.9965591,814.3509242,941.2632449,1076.07796,1217.409242,1362.871663,1510.436667,1657.667524,1802.704075,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KGZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.495919,21.77917472,43.09807527,79.54558644,120.7901249,155.9674515,180.8306663,197.4831429,209.2049807,218.9913923,228.5772765,239.0857721,250.7631189,263.278085,276.2063958,289.4716637,303.0734028,317.2958712,332.3095222,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KHM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,25.11384108,37.72549381,55.3059626,79.94775877,107.6460631,136.6633984,165.4113346,193.2362768,217.139154,239.4540965,261.3643888,285.9388216,314.0452163,345.3430924,378.1238843,411.7587395,446.4562316,482.6478687,530.4310757,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1214.993576,1315.914729,1345.302066,1355.574318,1385.332023,1430.211495,1474.09883,1509.021438,1533.241434,1549.549998,1561.918247,1573.824692,1588.13316,1605.757139,1625.724771,1646.349947,1665.979995,1686.114503,1704.97948,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KWT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,116.3526592,142.5635942,153.0978713,152.7568353,151.2614085,158.9269409,174.5976729,196.3404979,223.4618861,255.8142382,289.4633083,322.4340047,354.0861469,384.214094,413.0226499,440.6682987,466.8362413,491.0940106,512.7670891,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LAO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.49381658,24.18521057,31.03728584,35.27929994,39.21490443,43.56953167,48.47806207,53.76006232,59.43254085,65.51593879,71.9704711,79.02287924,86.89532394,95.57849453,104.6721959,115.956961,128.9171921,142.5360762,155.3734187,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,52.90499525,69.68400517,81.98355649,89.03556501,96.33991734,105.2032635,115.5760118,126.5822339,137.2029207,146.710867,154.6974972,161.9656922,169.3166041,177.142357,185.3598695,193.8002684,202.3876159,211.0973592,219.9537494,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.422911549,2.31528404,3.797698714,5.926884924,8.663080157,12.38269279,17.27777536,23.55053934,31.12567974,40.05476118,50.57063128,62.87108016,77.02708124,93.09218644,111.2646798,131.5690515,154.7669871,181.2000082,210.876184,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,121.6315801,128.5123713,125.2668523,121.2394365,124.7134574,135.5582883,153.022179,175.8523349,202.5452571,231.8037491,262.0216277,291.7619059,319.6986496,346.6971479,374.6393256,404.7161779,437.1342685,471.6362023,507.320646,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LCA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.09267522,2.591089711,2.893512472,3.203104469,3.535441168,3.898881975,4.325751856,4.793596984,5.333319847,5.895781603,6.435981061,6.913473482,7.355670511,7.787784509,8.220999323,8.65199448,9.076587027,9.491971166,9.897975003,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LKA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,84.2289419,97.38944114,102.8524243,104.6393104,109.7041591,119.1815787,133.4429153,151.9343825,174.6662551,201.3670672,231.3926398,263.7624226,297.4667925,331.8796994,366.5806517,401.2380893,435.4542301,468.5163894,499.5384512,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LSO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.499693097,3.043287708,3.244300874,3.551572844,4.080423961,4.837667849,5.800313527,6.942067261,8.260025416,9.788520172,11.58331662,13.68708135,16.12795745,18.875766,21.87436061,25.49961258,29.65112334,34.10064527,38.50107629,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LTU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,50.44228363,57.62695721,66.22753504,73.83235918,78.19168822,80.05430498,80.58708924,80.73252456,80.82353586,81.00612493,81.70759601,83.12203218,85.15268666,87.59887885,90.34914862,93.47212538,97.13284278,101.46868,106.4970948,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LUX,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,41.52657442,55.16446899,68.74289457,82.21924506,96.0702625,110.7468397,126.3713497,142.7659771,159.5966021,176.5380607,193.3680374,209.7058814,225.2128138,239.6683627,253.0208536,265.1858952,276.0813094,285.7360306,293.9793647,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LVA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,28.51706744,34.40451757,39.84520754,45.82302481,49.87472618,52.30120123,53.84646295,55.02517275,55.92894298,56.92401739,58.22478903,59.82234192,61.60619106,63.48704433,65.40845892,67.39758303,69.53208462,71.86305695,74.41339305,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MAR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,102.9664942,123.7063188,140.4038179,158.1518316,179.5840427,205.5135327,234.7669661,267.1531877,302.7326255,342.2988676,385.168465,437.8170174,497.7353488,559.8500744,617.416501,668.8957633,714.9036013,757.0804277,796.7776398,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,10.7845179,14.18046099,24.20328225,39.43766828,53.8842674,63.58724167,68.1551072,69.31192792,68.49809311,67.02384411,65.53154898,64.38325039,63.58291151,63.03925108,62.65153107,62.45739153,62.59041534,63.17748006,64.28561182,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.54693831,19.51739791,25.85936607,34.13834175,43.76445989,54.72582262,67.02313294,80.82202474,96.63587215,114.7046268,135.2935758,158.7389966,185.8727144,217.4320166,254.1259013,296.4612357,344.8390894,399.5002359,460.5868042,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.766735782,1.811676028,2.078562589,2.341150807,2.622202968,2.952770745,3.341235848,3.831214157,4.390879977,4.972843718,5.55700662,6.178226664,6.839970494,7.60989403,8.399219477,9.104759766,9.630124997,9.981496686,10.22347953,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MEX,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1293.83119,1521.061033,1796.242985,2148.789931,2518.735827,2895.434947,3315.370641,3765.516236,4221.637896,4643.773153,5026.305069,5394.458402,5774.109124,6174.969115,6593.220239,7023.207335,7457.702696,7891.457473,8322.949139,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MKD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.87908766,20.29647916,27.09943673,35.2370118,43.43820237,51.08477767,58.03921521,64.42937616,70.42513615,76.22070594,82.11466714,88.01373351,93.7126545,99.04345981,103.9454565,108.394066,112.4063918,116.0299268,119.2664485,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MLI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,13.42277976,20.6392031,27.22938013,37.08729871,50.79718675,68.33857099,88.99675191,112.9043091,140.2763819,171.2243306,205.7302744,244.0339379,286.7196584,334.3911145,387.8175583,448.0539788,515.7885468,591.0774286,673.9385222,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MLT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.76494831,10.47486675,12.71716083,15.49954877,18.38073496,21.13315403,23.61634193,25.7987405,27.69028894,29.33837347,30.83464788,32.22421901,33.51402024,34.68616537,35.72089054,36.6205201,37.43071868,38.22202972,39.06346559,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MNG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9.639132642,11.86684558,15.37887362,18.91042145,22.27846269,25.5250546,28.85149044,32.47977078,36.34201827,40.3621282,44.45363259,48.64088572,52.93702186,57.32705611,61.72729989,66.03779385,70.20693009,74.22452786,78.06024333,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MOZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.64892117,25.68143428,34.1741471,43.65796767,54.46906507,67.18959882,82.6027411,101.3318304,123.7104826,150.035412,180.9549614,217.2346329,259.1780268,308.4112484,366.5466197,434.6529717,512.6603011,599.8092136,694.9012327,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MRT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,4.938038491,7.167678905,9.177345566,11.49036431,14.18316738,17.36849558,21.16690725,25.7793604,31.31679431,37.63638272,44.86644167,53.18047839,62.73328825,73.46735185,85.21669818,97.74436847,110.8175745,124.1249993,137.3824766,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MUS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.18084854,13.60603697,14.12756446,14.28290005,14.7052512,15.57487593,16.98175183,18.80947224,21.05727962,23.59858365,26.38659704,29.43021045,32.71308587,36.26059806,40.00651501,43.74177289,48.49683242,54.13800537,60.33989917,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MWI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9.803567882,13.17597058,18.45920097,25.43930281,34.96000044,47.62174204,63.95180283,84.41694249,109.9321186,141.3345132,179.5027938,225.4340633,280.0780175,344.155893,419.3462755,507.4103542,609.6477161,726.6801282,858.3586457,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MYS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,314.5861653,377.3516695,438.1873004,512.2152534,603.4928034,709.6857058,824.0389,938.2434054,1046.857162,1146.932803,1238.406124,1322.140825,1399.253561,1472.645879,1548.531987,1630.675045,1719.03954,1812.043792,1908.564504,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NAM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9.990739586,13.1689482,16.34260262,20.35378503,24.95395767,30.10820007,35.91044547,42.28784122,49.09546092,56.17787227,63.45148321,70.79321158,78.0528782,85.09548496,91.76919479,97.94366984,103.5366482,108.6136922,113.6019552,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NER,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.174337138,10.58651646,14.37850664,20.12836627,28.0682756,38.30440285,51.48548113,68.31569244,89.75298449,116.4657831,148.9048282,187.9114658,234.9437,291.8328563,360.1838144,441.3400567,536.273172,645.1947135,768.3043031,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NGA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,303.5622692,494.9495257,701.5099692,933.0985742,1212.978561,1565.402477,2018.589923,2592.442096,3295.862139,4115.279255,5023.455412,5994.399776,7001.223557,8027.829005,9065.599855,10104.61364,11126.49574,12128.10887,13109.55398,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NIC,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.13228051,14.54519988,16.93386132,19.7881231,23.16133192,27.12825041,31.68298914,36.82101058,42.5545334,48.9408996,55.78682836,63.2005177,71.33020923,81.70608545,93.91666052,106.964286,119.5035364,131.1063721,141.8304626,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NLD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,678.2466861,751.5787532,846.4889298,951.153642,1056.78089,1159.57164,1259.972813,1358.235635,1455.646569,1553.249814,1652.502585,1753.73803,1857.525921,1964.279036,2073.840526,2185.03327,2295.324962,2402.61685,2504.987263,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,232.9385625,275.0031399,318.0068474,371.3510554,426.2326911,480.1213053,532.4892629,584.3140138,636.2981558,689.5206059,744.8453155,801.8684909,859.8633957,918.2126273,976.7113285,1035.15977,1092.967828,1149.511027,1203.643567,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NPL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,34.54272263,44.65643294,56.18745497,67.48938238,79.93801194,95.29586498,115.9845086,143.0665122,177.3806059,219.0387579,267.5988316,322.2631361,382.405777,447.0645913,514.5354563,583.0984608,651.2924544,718.2375083,783.4441455,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,NZL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,117.4508213,139.397806,158.2628587,180.5889373,203.3568156,226.1693298,249.0706144,272.2063956,295.3607166,318.7102888,342.5488899,366.8369663,391.4688405,416.3855419,441.381893,466.2448135,490.655233,514.3833692,537.2879457,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,OMN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,59.77382178,68.71452991,79.62988218,89.46157725,98.70095229,107.371399,116.2214104,126.0192109,136.2661995,149.8270571,166.3211053,184.6708976,203.3932323,222.2268394,241.1557821,260.127296,279.0512996,297.7983199,316.0996512,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,PAK,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,426.986942,493.7507438,578.1587532,675.9261203,805.2443622,974.4652111,1191.099305,1463.196845,1796.0185,2191.051293,2647.835455,3166.354465,3745.166369,4378.663712,5055.311833,5762.061115,6482.748651,7202.102864,7905.115934,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,PAN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,34.22839953,48.53690453,60.97049015,70.13056818,78.07311903,85.54294717,94.64607441,105.6354708,117.9773083,130.4814239,142.3287038,153.0402197,162.4707738,171.0544744,179.655545,188.6651281,198.0408456,207.5045156,216.7762234,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,PER,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,208.513429,279.253705,347.059081,401.4413325,451.108479,500.50367,552.3995655,605.6802369,658.1715206,707.2035174,750.7626338,789.1568021,823.3241602,854.1855609,882.0344695,906.7660387,928.7966832,953.1280694,983.1758893,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,PHL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,278.188093,334.3310768,421.1689245,520.1099224,639.2845332,784.9903833,958.1240758,1153.390153,1363.192606,1581.875237,1806.182297,2032.63475,2259.429821,2483.420535,2700.866429,2909.087852,3106.592361,3293.625276,3469.842203,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,PNG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.35841085,28.44942784,43.56083486,61.93997533,80.3092412,97.78844536,114.4530123,131.4591089,149.373383,168.4577875,188.1130002,207.9273079,227.8600976,247.8902583,268.7020439,295.1475153,325.9720788,358.1389677,387.9445196,,,,,,,,,,
