COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
*TOTAL*,6331370324.05751,462226667811.674,68304036342980.3,676773707078.074,17397037560.524,80531587055.1993,110799234813.475,32380333531.3522,64780727875.5553,158645090970.392,-99900
AIR,52235384.7,0,402551828000,136469489.5,0,0,1288493262,9307753.63,103218042.9,44681608.6,-99900
SHIP,59958072,0,289006226000,272344399.3,0,0,2813473895,136414243.7,1701588676,107137179,-99900
ARG,63728642.2497543,8120170024.59881,342598107409.507,7289533478.45248,262062857.074435,1446268381.73662,802256382.404059,289659982.293511,187786597.219788,1554379267.47964,-99900
AUS,40456506.885621,2406608418.94224,840671686387.732,5066110758.74917,390495541.073744,347629111.503004,468680476.694928,1010900255.48886,104088374.775096,852585100.118031,-99900
AUT,3626761.15226813,789887594.858771,66912387822.6304,217631119.313319,23957083.5185582,70480419.1904545,85114275.7855505,6663426.71681608,31742093.7093718,209913273.526068,-99900
BGR,13409217.4804325,335520578.061828,195923989766.971,534883696.671902,90026521.8599147,236478903.220106,148280305.915809,32236738.5160958,196169694.388984,177374600.130657,-99900
BLX,1462584.36261413,1751920488.67315,376163851314.397,67032871.5871374,62389181.4490274,163841320.060537,38042442.9160767,2460816.44631336,6217026.65380067,138158814.070595,-99900
BRA,258941809.703031,22007040630.489,982618664779.465,33933262661.208,987524167.103114,5945268481.65668,3399676727.18885,1076774468.67747,1227279925.34841,4432453728.59204,-99900
CAN,68161257.489365,8686338881.98943,792495300234.205,7567986260.66434,268013341.470815,1203240631.91287,1123980487.27207,832715517.05598,376414053.401575,3427774548.3662,-99900
CHE,291214.458739322,317978406.128151,60701103164.1991,43182553.5720924,26726761.373998,21037342.4797186,6698157.01190036,2406205.42341242,2313264.03880127,9843561.73795559,-99900
CHL,9034781.81053988,1111465828.36321,123702390906.292,991711014.430435,18298832.7769994,211933031.869259,289373725.583799,27524312.5665021,1226327056.26208,214363914.950549,-99900
CHN,347967406.60728,42678489979.694,8399324972168.86,28417144876.9983,1539551353.28738,12832868563.0136,8441713293.94833,984561560.104707,7770156869.10412,7829682564.80745,-99900
COR,30475102.57892,815764606.60584,458608008850.993,1173203866.0088,32705010.26077,96282038.581134,616515067.71604,55818476.6112573,157359513.017899,1632560157.61905,-99900
EAF,1014857895.01875,30771990250.1826,4123473499652.56,125899839441.115,3063281326.27045,5774357743.85862,12682207144.0121,6721452049.18339,3917809902.66811,20645625724.3758,-99900
EGY,57354914.6024152,4530418152.2903,1178012013118.26,1979602806.7949,208972494.831328,126964594.000918,940519527.05154,131678759.864931,206088381.331761,2260746514.27275,-99900
ESP,72528589.2720668,2627827932.79077,312552199586.678,4024150110.14594,112910270.8447,1077598395.65283,627676190.315966,139912146.329801,569713359.895457,1358455543.24468,-99900
FIN,11942640.6701088,299655320.416903,58778368798.8295,672716254.568777,12035170.9552013,26948075.03125,917143447.766147,6344896.92960973,88205854.5377188,217704310.639716,-99900
FRA,8065541.94712433,4823011135.64451,368427058114.972,612816864.670945,218913683.592464,1232980137.63487,307167662.386547,17156118.6448493,32971033.3588257,1458884853.75377,-99900
GBR,8579138.0072358,4246943928.28284,869902135645.689,858948912.144104,260663796.546852,581979601.555889,580311206.820412,5235483.28778219,340326574.357707,445556331.961938,-99900
GOLF,184981036.181756,7841632756.72713,3820385298085.55,23429252361.6039,357478031.520271,1660708966.04361,6596547056.56914,780579460.445888,2574881057.90459,6378543349.96233,-99900
GRC,6444737.84205305,396193005.732171,97605476124.11,405737961.3268,37394617.613617,269311789.363788,147906135.050862,12624192.0023342,124863661.056822,153779607.593452,-99900
HUN,5782136.73295741,416217520.193489,76389669959.2986,233422167.061349,72453973.9825756,159289134.66523,117537760.615305,7973406.13620136,50607917.091855,179442403.560468,-99900
IDN,182527617.823911,10473004867.903,1906537746772,43232794686.4513,601246089.23904,2936148464.68766,3650039780.91107,808580378.717177,1992455440.75271,5807754724.53293,-99900
ITA,15628904.0895897,2179191133.14235,513779586581.734,928674916.357288,118644306.292009,653102797.494277,220019392.387316,26711227.1588849,37248610.9375817,569618855.572706,-99900
JPN,41134335.935218,13071521675.8947,781216711096.321,3519841056.15206,61769893.582257,339599531.821492,514160908.958436,64996831.308876,207200297.379004,3296217574.8532,-99900
KAZ,54124716.1061605,1918122313.33154,129328770078.056,5121072380.61089,8738844.05477384,150764667.656956,526462675.689442,356239211.304886,967015408.54942,1730614418.82178,-99900
MEME,6203828.60070714,200646693.279464,134671789891.193,546373708.921397,8273541.62306244,31747599.5233373,290488334.332715,22154947.8927819,26966926.3111141,214677104.307428,-99900
MEX,118802532.229604,6253525770.3747,1233154037284.65,13997797952.7391,216464483.628325,1418080422.41798,2333803124.1459,696273030.590104,707235175.080537,3528245794.38205,-99900
MON,1012616.4342163,1283558396.39014,18626180053.1336,88617040.6712812,5690813.9749205,5134872.13859691,15551991.926736,6096303.17967938,1055901.49091483,61271459.9792265,-99900
MYS,21406086.6988707,1520024141.78665,1184615171800.82,2461733106.93554,35976825.1760341,183547334.811714,879498502.374539,83868032.5227346,157082070.993915,1012481680.30725,-99900
NDE,879298738.975561,48528195316.9668,11734681354923.3,61465694495.4414,1640567751.76293,9492471583.61269,18194498395.5858,2039304156.25294,13397685371.5329,12961325014.1122,-99900
NOA,163514877.052155,9412736814.73456,542312267301.778,10186149125.8522,135013099.525083,1926670514.76992,1954540885.99196,370272735.477565,1219092038.3332,4213655392.42615,-99900
NOR,3981387.90490368,516551534.03186,154955701179.222,457003638.691931,19049379.9769309,116912616.144614,118311559.790999,3544171.26562428,69025054.3928967,453147912.52339,-99900
NZL,159851034.246888,9291277374.43465,22829418361.5879,10170868072.5488,42341434.3912741,1821367303.79435,800316138.533045,605594123.881909,393102454.492142,2294661439.85759,-99900
PAC,6744980.20012411,129656397.705676,552336579043.664,1011714156.4055,103742785.306717,137076528.123335,207966277.785737,37812975.9248344,74427503.8488981,190228037.583105,-99900
PHL,5845030.92946468,1850827038.55017,654178764898.432,929502287.75487,114203682.836646,358796696.891485,453548583.329303,40021678.0957522,1451093118.74335,867416363.432719,-99900
POL,25870291.1737889,3190126055.77359,386654369639.063,1883039869.27912,205034911.528209,268500383.304557,414821518.585624,44450991.3052302,213163152.595428,631593217.596082,-99900
RCAM,50072342.6731887,4233861944.53633,590343059369.951,11704415169.2625,141787784.189954,679647839.278908,1051565154.94128,187917579.579867,1047377603.00573,2796101299.24171,-99900
RCEU,27939532.6552451,1080070682.84631,110773965718.255,2120488422.85194,75191661.344372,293570637.42374,312699881.02011,226564179.534085,245825777.5824,646075103.910748,-99900
RCZ,7677568.58111552,847960126.851623,88564735493.2785,442222170.747314,31042648.5319061,292700603.087893,205973284.441305,14516506.6024783,43719746.5769738,190828750.803409,-99900
RFA,6682877.5599138,4105898594.42437,844850514086.066,430186551.57146,189095079.107412,1112207624.57925,572313242.742499,7254005.30996513,118128507.219016,1426644304.8944,-99900
RIS,11852883.7231729,7438904434.36955,307575497834.351,1157178823.53578,180733998.90939,834049145.308783,193297174.420752,65740560.6420222,49850450.2911025,694842701.900396,-99900
ROM,8240635.91660256,855555129.780338,44075510385.7376,422551385.157457,47778095.9536687,537737205.489105,194720420.659515,15396234.405021,33195441.1386442,288955441.895072,-99900
RSA,68672399.1435895,4866955755.53772,668756721828.921,7885739099.88971,144991486.308308,562958746.492933,1130448031.87074,405560081.232822,701976196.79287,1725166792.09584,-99900
RSAM,174703132.853222,10462914727.8887,1172057266443.18,21551227025.5252,487715024.116166,2073897953.97738,1969190253.13009,1245926596.16134,525389216.699785,3890180152.75391,-99900
RSAS,342082032.749835,23971699601.9396,2797539468200.44,14737871496.055,742248017.303558,2504679823.35652,4599623639.1701,722410518.137022,4504712811.68744,4177851007.1748,-99900
RSEA,154135629.639799,6147933458.75256,266959643083.153,18269049732.7058,154954541.892154,2277144658.58428,1733212069.00812,811918805.461018,538504891.896606,2159910188.34031,-99900
RUE,127334766.629553,16213997352.198,903051202360.838,12970348159.7866,200258636.49567,1150577112.98188,1374967602.96124,3063468476.89957,855533641.530553,5292171653.69489,-99900
RUS,88243769.2914735,24277008725.0724,1008708874778.35,2988771367.68302,183975348.881516,486840687.243412,1445067308.87062,698220178.41474,1080961896.57676,2159270628.81659,-99900
SAF,379882661.147603,6933426421.81036,2088441204841.66,38751984651.6301,441558605.780447,1833024444.79388,3899352838.48173,3029882984.28428,4999946309.70462,4721872214.3974,-99900
SWE,21277463.5901354,910191483.723443,77243981871.6675,963793791.680088,27934362.0487682,243717804.419325,263441096.085413,16879613.8562318,83354228.6116414,540754613.459199,-99900
THA,66212757.3584235,5321463531.73293,540666213237.973,9373539749.00821,51704817.9495572,1204544068.01356,2073912587.25318,315844367.260259,1617460483.52764,1445498232.61155,-99900
TUR,18622496.5081399,3355258800.37052,733536772789.427,2237026812.53566,242732549.689439,1208212725.63925,875417041.73655,33941083.2409852,500356405.338312,261804511.346933,-99900
TWN,10186650.873454,757339471.03324,343369202850.215,1839218268.6579,18050646.536757,72457219.296156,438305327.846002,23748710.4993852,790097436.35581,443166504.72431,-99900
UKR,22576189.7795078,11590616740.9986,385217170374.364,2587093262.5965,244343264.900459,965218174.809157,535068442.536166,87478024.7239484,330428408.775791,1897701387.22251,-99900
USA,243319334.847713,42218495530.3583,6985946303181.87,37198639226.2016,1521619396.02916,5540181144.15777,7374471669.5042,767349764.479841,2111485802.64577,13360380040.8876,-99900
VNM,40234842.2472824,9410833193.17606,412383352597.724,5847204371.18332,86845437.4117998,408060189.101645,714943988.822915,199534126.365763,95345040.387233,935052999.311627,-99900
WAF,455188006.134346,22432241139.3082,3747292996856.69,83467297119.1089,819864296.839068,2924771266.94053,6827901057.61811,2944460069.32686,2597100124.75379,18028306492.2581,-99900
