"region","year","units","value"
"ARG","2070","ppbv",22.3219569580296
"AUS","2070","ppbv",24.534056998607
"AUT","2070","ppbv",32.8349886357134
"BGR","2070","ppbv",32.1350806672856
"BLX","2070","ppbv",31.661932764968
"BRA","2070","ppbv",29.0942542477564
"CAN","2070","ppbv",29.816131546141
"CHE","2070","ppbv",35.4618718678863
"CHL","2070","ppbv",26.5961078519287
"CHN","2070","ppbv",37.2229241556494
"COR","2070","ppbv",31.8286395386018
"EAF","2070","ppbv",34.9015490245155
"EGY","2070","ppbv",40.7265054671221
"ESP","2070","ppbv",36.9930876736024
"FIN","2070","ppbv",25.8481220036078
"FRA","2070","ppbv",33.2513407103395
"GBR","2070","ppbv",31.2238399098499
"GOLF","2070","ppbv",43.4123360856677
"GRC","2070","ppbv",40.6248279040146
"HUN","2070","ppbv",29.2028425770064
"IDN","2070","ppbv",37.602909808097
"ITA","2070","ppbv",39.1110974077799
"JPN","2070","ppbv",40.2463377244481
"KAZ","2070","ppbv",32.3300032140904
"MEME","2070","ppbv",39.803858570776
"MEX","2070","ppbv",36.6773876693869
"MON","2070","ppbv",35.5955847354999
"MYS","2070","ppbv",44.9678546573291
"NDE","2070","ppbv",65.4541467520611
"NOA","2070","ppbv",41.0059315423655
"NOR","2070","ppbv",31.8874892745828
"NZL","2070","ppbv",27.1504443936572
"PAC","2070","ppbv",20.8752948421819
"PHL","2070","ppbv",33.8288620040505
"POL","2070","ppbv",30.719548661987
"RCAM","2070","ppbv",31.5451493450755
"RCEU","2070","ppbv",33.807959853647
"RCZ","2070","ppbv",29.9191877989094
"RFA","2070","ppbv",30.2180914891489
"RIS","2070","ppbv",40.8433210202386
"ROM","2070","ppbv",30.7996761198614
"RSA","2070","ppbv",32.9264536039891
"RSAM","2070","ppbv",25.5670631788434
"RSAS","2070","ppbv",61.3879687266207
"RSEA","2070","ppbv",45.4944004468206
"RUE","2070","ppbv",26.9182618505104
"RUS","2070","ppbv",29.9980145274048
"SAF","2070","ppbv",31.2817009326801
"SWE","2070","ppbv",31.7025871759144
"THA","2070","ppbv",45.792419254161
"TUR","2070","ppbv",39.5299450494521
"TWN","2070","ppbv",44.2343143048726
"UKR","2070","ppbv",31.4553610577533
"USA","2070","ppbv",34.6511390925963
"VNM","2070","ppbv",40.4858539988164
"WAF","2070","ppbv",40.1596675252404
