"region","year","units","value"
"ARG","2020","ppbv",36.6447919354859
"AUS","2020","ppbv",34.5449935592062
"AUT","2020","ppbv",59.2882899174628
"BGR","2020","ppbv",60.092528908084
"BLX","2020","ppbv",52.6940334437356
"BRA","2020","ppbv",45.0534839234982
"CAN","2020","ppbv",51.8738144644542
"CHE","2020","ppbv",59.8633115990997
"CHL","2020","ppbv",41.7851298775365
"CHN","2020","ppbv",66.4668249414134
"COR","2020","ppbv",63.0795322835337
"EAF","2020","ppbv",47.9372761840195
"EGY","2020","ppbv",72.5793643375035
"ESP","2020","ppbv",61.4801511343937
"FIN","2020","ppbv",42.9875786326399
"FRA","2020","ppbv",56.1689581737441
"GBR","2020","ppbv",48.1774913672711
"GOLF","2020","ppbv",82.7265207397381
"GRC","2020","ppbv",66.471990931566
"HUN","2020","ppbv",57.425118448803
"IDN","2020","ppbv",46.3181613155827
"ITA","2020","ppbv",69.6439377527727
"JPN","2020","ppbv",60.3563912927967
"KAZ","2020","ppbv",51.6177044233533
"MEME","2020","ppbv",72.1354536018056
"MEX","2020","ppbv",61.2356129552442
"MON","2020","ppbv",61.2643805118459
"MYS","2020","ppbv",54.6762882210827
"NDE","2020","ppbv",88.1525850030353
"NOA","2020","ppbv",64.2787504895201
"NOR","2020","ppbv",45.9282247422376
"NZL","2020","ppbv",34.5243319693248
"PAC","2020","ppbv",31.4013332266131
"PHL","2020","ppbv",43.5828953377837
"POL","2020","ppbv",52.8914338838363
"RCAM","2020","ppbv",47.9318441858318
"RCEU","2020","ppbv",61.4994235570362
"RCZ","2020","ppbv",55.9798041168223
"RFA","2020","ppbv",54.6417396894651
"RIS","2020","ppbv",64.5501733003338
"ROM","2020","ppbv",57.1395060150359
"RSA","2020","ppbv",49.9272726034944
"RSAM","2020","ppbv",39.3054295323095
"RSAS","2020","ppbv",78.428988311792
"RSEA","2020","ppbv",69.8301321572625
"RUE","2020","ppbv",41.6895926067032
"RUS","2020","ppbv",50.2729166662376
"SAF","2020","ppbv",48.6239260370937
"SWE","2020","ppbv",47.3600301491724
"THA","2020","ppbv",65.2364705440597
"TUR","2020","ppbv",66.9118764272419
"TWN","2020","ppbv",66.3250397137213
"UKR","2020","ppbv",53.5448391994366
"USA","2020","ppbv",61.5305450188552
"VNM","2020","ppbv",57.9302261582711
"WAF","2020","ppbv",55.6198991072362
