"region","year","units","value"
"ARG","2030","ppbv",23.0786395853189
"AUS","2030","ppbv",24.6480820539567
"AUT","2030","ppbv",31.5759346936564
"BGR","2030","ppbv",32.1827365072702
"BLX","2030","ppbv",29.2651488768813
"BRA","2030","ppbv",30.46590128536
"CAN","2030","ppbv",29.4211200406743
"CHE","2030","ppbv",34.3828149102744
"CHL","2030","ppbv",26.5267945499668
"CHN","2030","ppbv",40.8755517350361
"COR","2030","ppbv",32.1260834452679
"EAF","2030","ppbv",32.0055623415332
"EGY","2030","ppbv",40.9984198623898
"ESP","2030","ppbv",36.683132389137
"FIN","2030","ppbv",26.5848071809862
"FRA","2030","ppbv",31.7672669009028
"GBR","2030","ppbv",29.7576407387215
"GOLF","2030","ppbv",45.0121144232071
"GRC","2030","ppbv",41.020568856043
"HUN","2030","ppbv",28.6063801067518
"IDN","2030","ppbv",38.6046660037739
"ITA","2030","ppbv",38.1724784532294
"JPN","2030","ppbv",40.4700282204836
"KAZ","2030","ppbv",33.0785354512852
"MEME","2030","ppbv",39.9948620059108
"MEX","2030","ppbv",37.281347255609
"MON","2030","ppbv",37.9692158064511
"MYS","2030","ppbv",47.066350429131
"NDE","2030","ppbv",62.1390352616453
"NOA","2030","ppbv",40.4988018638599
"NOR","2030","ppbv",32.0429505726349
"NZL","2030","ppbv",26.752636523464
"PAC","2030","ppbv",20.8788066006092
"PHL","2030","ppbv",35.696603947766
"POL","2030","ppbv",30.05086845366
"RCAM","2030","ppbv",32.7591824751483
"RCEU","2030","ppbv",34.1531246840843
"RCZ","2030","ppbv",28.7109037938754
"RFA","2030","ppbv",28.4378767824551
"RIS","2030","ppbv",41.3496165458422
"ROM","2030","ppbv",30.6619659245669
"RSA","2030","ppbv",32.5479170599295
"RSAM","2030","ppbv",27.0797821317339
"RSAS","2030","ppbv",57.2234023471366
"RSEA","2030","ppbv",47.2372767792123
"RUE","2030","ppbv",27.3984501118219
"RUS","2030","ppbv",30.0370788030569
"SAF","2030","ppbv",29.4104974470545
"SWE","2030","ppbv",31.7201751601089
"THA","2030","ppbv",48.2409536305911
"TUR","2030","ppbv",40.3228827328736
"TWN","2030","ppbv",47.9119833639104
"UKR","2030","ppbv",31.5493986099793
"USA","2030","ppbv",34.3171658221894
"VNM","2030","ppbv",49.8176203608608
"WAF","2030","ppbv",34.4744374585696
