"region","year","units","value"
"ARG","2090","ppbv",22.3106692435514
"AUS","2090","ppbv",24.6108853532333
"AUT","2090","ppbv",33.2192638918652
"BGR","2090","ppbv",32.1373005300422
"BLX","2090","ppbv",31.9312163225036
"BRA","2090","ppbv",29.0432584551433
"CAN","2090","ppbv",29.8004482737012
"CHE","2090","ppbv",35.6049554987774
"CHL","2090","ppbv",26.848086315346
"CHN","2090","ppbv",35.9473094854803
"COR","2090","ppbv",31.4206225006186
"EAF","2090","ppbv",36.9592411298161
"EGY","2090","ppbv",40.9712257619499
"ESP","2090","ppbv",37.1314836627323
"FIN","2090","ppbv",25.4202817196451
"FRA","2090","ppbv",33.5093449930515
"GBR","2090","ppbv",31.2917689085217
"GOLF","2090","ppbv",42.679786013266
"GRC","2090","ppbv",40.5326484544155
"HUN","2090","ppbv",29.3600293426881
"IDN","2090","ppbv",36.9613099652305
"ITA","2090","ppbv",39.1365798174487
"JPN","2090","ppbv",40.8072660556314
"KAZ","2090","ppbv",32.1451831371979
"MEME","2090","ppbv",39.8239056328445
"MEX","2090","ppbv",37.0825447362712
"MON","2090","ppbv",34.8132088782839
"MYS","2090","ppbv",43.4478850168825
"NDE","2090","ppbv",63.2263899625772
"NOA","2090","ppbv",41.2816927649815
"NOR","2090","ppbv",31.823344162878
"NZL","2090","ppbv",27.6623698599168
"PAC","2090","ppbv",20.8259194715643
"PHL","2090","ppbv",33.265788998443
"POL","2090","ppbv",30.8764974801252
"RCAM","2090","ppbv",31.4725519579887
"RCEU","2090","ppbv",33.7824156709925
"RCZ","2090","ppbv",30.2138372225415
"RFA","2090","ppbv",30.611505860355
"RIS","2090","ppbv",40.6311840605547
"ROM","2090","ppbv",30.9571022914819
"RSA","2090","ppbv",33.3001377761408
"RSAM","2090","ppbv",25.2643214613822
"RSAS","2090","ppbv",61.7742677923126
"RSEA","2090","ppbv",43.8206492116638
"RUE","2090","ppbv",26.7828594030346
"RUS","2090","ppbv",29.9324053216946
"SAF","2090","ppbv",32.6140573992762
"SWE","2090","ppbv",31.6824080523856
"THA","2090","ppbv",44.5794473562976
"TUR","2090","ppbv",39.350636898405
"TWN","2090","ppbv",43.1052570954045
"UKR","2090","ppbv",31.4160551567379
"USA","2090","ppbv",34.5237053293472
"VNM","2090","ppbv",38.4438361666191
"WAF","2090","ppbv",43.8382088143484
