"region","year","units","value"
"ARG","2090","ug/m3",4.63910695707059
"AUS","2090","ug/m3",4.61664073395982
"AUT","2090","ug/m3",6.03782552311339
"BGR","2090","ug/m3",10.9134869380151
"BLX","2090","ug/m3",6.92250851729495
"BRA","2090","ug/m3",4.46148039790389
"CAN","2090","ug/m3",5.22410464685221
"CHE","2090","ug/m3",6.25600839789199
"CHL","2090","ug/m3",8.15368735052103
"CHN","2090","ug/m3",20.5264599167368
"COR","2090","ug/m3",9.56997154943734
"EAF","2090","ug/m3",13.7618074376595
"EGY","2090","ug/m3",26.0376620838124
"ESP","2090","ug/m3",8.60943574072403
"FIN","2090","ug/m3",3.32832142448368
"FRA","2090","ug/m3",5.8028814909344
"GBR","2090","ug/m3",4.87116715122429
"GOLF","2090","ug/m3",39.2675183886411
"GRC","2090","ug/m3",7.55822088337594
"HUN","2090","ug/m3",6.86717837248643
"IDN","2090","ug/m3",9.02418956421915
"ITA","2090","ug/m3",9.47696498316123
"JPN","2090","ug/m3",8.47738249355666
"KAZ","2090","ug/m3",12.50931056126
"MEME","2090","ug/m3",10.3061533507383
"MEX","2090","ug/m3",9.66058891989181
"MON","2090","ug/m3",7.94743223090733
"MYS","2090","ug/m3",5.12703648688896
"NDE","2090","ug/m3",32.9805155323122
"NOA","2090","ug/m3",19.8597921405011
"NOR","2090","ug/m3",2.84726409190752
"NZL","2090","ug/m3",14.6968514823057
"PAC","2090","ug/m3",5.38696946833702
"PHL","2090","ug/m3",4.51240495027531
"POL","2090","ug/m3",4.78278709152029
"RCAM","2090","ug/m3",7.59428646416729
"RCEU","2090","ug/m3",11.5298844921464
"RCZ","2090","ug/m3",7.76674427385133
"RFA","2090","ug/m3",7.38070815170052
"RIS","2090","ug/m3",26.9325868359795
"ROM","2090","ug/m3",7.14410361746624
"RSA","2090","ug/m3",9.84092883184626
"RSAM","2090","ug/m3",5.96292949022013
"RSAS","2090","ug/m3",35.1000090815952
"RSEA","2090","ug/m3",14.7544066273588
"RUE","2090","ug/m3",4.63246125594232
"RUS","2090","ug/m3",5.68169795267527
"SAF","2090","ug/m3",7.7888047037853
"SWE","2090","ug/m3",3.93140718286378
"THA","2090","ug/m3",13.2130284597499
"TUR","2090","ug/m3",8.18140811201707
"TWN","2090","ug/m3",8.98489419668279
"UKR","2090","ug/m3",4.64143449454884
"USA","2090","ug/m3",6.81309568919773
"VNM","2090","ug/m3",9.48419346160161
"WAF","2090","ug/m3",25.5106135411275
