"region","year","units","value"
"ARG","2020","ug/m3",6.11241643878723
"AUS","2020","ug/m3",5.31083220391763
"AUT","2020","ug/m3",11.7602424297551
"BGR","2020","ug/m3",16.946387208873
"BLX","2020","ug/m3",10.5343184415684
"BRA","2020","ug/m3",6.29959985247123
"CAN","2020","ug/m3",7.13009107315027
"CHE","2020","ug/m3",10.0244022357565
"CHL","2020","ug/m3",15.0419892866175
"CHN","2020","ug/m3",40.7956182852278
"COR","2020","ug/m3",27.7798190587495
"EAF","2020","ug/m3",13.6613569593044
"EGY","2020","ug/m3",22.2664022521618
"ESP","2020","ug/m3",11.4604258472628
"FIN","2020","ug/m3",5.16319594808234
"FRA","2020","ug/m3",10.6391597496379
"GBR","2020","ug/m3",7.38408912563908
"GOLF","2020","ug/m3",41.4959686620761
"GRC","2020","ug/m3",11.9136088065002
"HUN","2020","ug/m3",12.9121528649918
"IDN","2020","ug/m3",10.2151895821863
"ITA","2020","ug/m3",13.3900904493091
"JPN","2020","ug/m3",16.0083887152022
"KAZ","2020","ug/m3",18.2703283784393
"MEME","2020","ug/m3",15.0641206346182
"MEX","2020","ug/m3",10.4191515322165
"MON","2020","ug/m3",15.4742564648504
"MYS","2020","ug/m3",7.68626968714028
"NDE","2020","ug/m3",37.8783017963938
"NOA","2020","ug/m3",18.3987131988969
"NOR","2020","ug/m3",4.87576945827795
"NZL","2020","ug/m3",12.8752824516378
"PAC","2020","ug/m3",5.45497702833969
"PHL","2020","ug/m3",6.14304170003989
"POL","2020","ug/m3",9.48813198139021
"RCAM","2020","ug/m3",8.62505965304513
"RCEU","2020","ug/m3",11.2138629667178
"RCZ","2020","ug/m3",14.0108277773432
"RFA","2020","ug/m3",11.4526700186657
"RIS","2020","ug/m3",35.6772800402775
"ROM","2020","ug/m3",12.7759116736537
"RSA","2020","ug/m3",11.0468096630075
"RSAM","2020","ug/m3",6.52487368457111
"RSAS","2020","ug/m3",33.2351744457139
"RSEA","2020","ug/m3",19.2678175695526
"RUE","2020","ug/m3",7.5169458539063
"RUS","2020","ug/m3",9.95709097918256
"SAF","2020","ug/m3",6.60182371657597
"SWE","2020","ug/m3",6.47219737155926
"THA","2020","ug/m3",18.0263675703424
"TUR","2020","ug/m3",12.2057436676788
"TWN","2020","ug/m3",16.7551115100373
"UKR","2020","ug/m3",9.90719749760887
"USA","2020","ug/m3",8.56043959067942
"VNM","2020","ug/m3",18.5335621835461
"WAF","2020","ug/m3",23.8236452478709
