"region","year","units","value"
"ARG","2100","ppbv",22.3381106690005
"AUS","2100","ppbv",24.6316068137544
"AUT","2100","ppbv",33.3038661955939
"BGR","2100","ppbv",32.1636245056227
"BLX","2100","ppbv",32.0040606839208
"BRA","2100","ppbv",29.1209207964661
"CAN","2100","ppbv",29.8270020251797
"CHE","2100","ppbv",35.6541220106483
"CHL","2100","ppbv",26.9462480966191
"CHN","2100","ppbv",35.4529162328302
"COR","2100","ppbv",31.2530943817892
"EAF","2100","ppbv",38.0828996299362
"EGY","2100","ppbv",40.7781338691811
"ESP","2100","ppbv",37.2181979341153
"FIN","2100","ppbv",25.5958701322999
"FRA","2100","ppbv",33.5839033883618
"GBR","2100","ppbv",31.3628909305274
"GOLF","2100","ppbv",42.8057184420948
"GRC","2100","ppbv",40.5454125873127
"HUN","2100","ppbv",29.3782869800558
"IDN","2100","ppbv",36.7883790999805
"ITA","2100","ppbv",39.1446571975052
"JPN","2100","ppbv",40.6675959291266
"KAZ","2100","ppbv",32.172493011099
"MEME","2100","ppbv",39.867233221034
"MEX","2100","ppbv",37.4535657246332
"MON","2100","ppbv",34.5351042223163
"MYS","2100","ppbv",43.0690584309589
"NDE","2100","ppbv",62.7130177328238
"NOA","2100","ppbv",41.4877336067157
"NOR","2100","ppbv",31.840986880199
"NZL","2100","ppbv",27.6692910971513
"PAC","2100","ppbv",20.8190438357447
"PHL","2100","ppbv",33.1428173636202
"POL","2100","ppbv",31.0303785208893
"RCAM","2100","ppbv",31.5861689400778
"RCEU","2100","ppbv",33.8152780656295
"RCZ","2100","ppbv",30.2885326960473
"RFA","2100","ppbv",30.7659806230177
"RIS","2100","ppbv",40.71091389853
"ROM","2100","ppbv",31.0167506156698
"RSA","2100","ppbv",33.4449713213903
"RSAM","2100","ppbv",25.2210989212424
"RSAS","2100","ppbv",62.7469010164389
"RSEA","2100","ppbv",43.2210462283723
"RUE","2100","ppbv",26.7865872136933
"RUS","2100","ppbv",29.9792418547425
"SAF","2100","ppbv",33.2368049964394
"SWE","2100","ppbv",31.7643416957554
"THA","2100","ppbv",44.3301338693575
"TUR","2100","ppbv",39.4016406901842
"TWN","2100","ppbv",42.6902598910694
"UKR","2100","ppbv",31.4745179299403
"USA","2100","ppbv",34.5845052372109
"VNM","2100","ppbv",37.7510473023033
"WAF","2100","ppbv",45.8889763820303
