"region","year","units","value"
"ARG","2060","ug/m3",4.7378505410117
"AUS","2060","ug/m3",4.68062436873072
"AUT","2060","ug/m3",6.53302469283198
"BGR","2060","ug/m3",11.8272757706441
"BLX","2060","ug/m3",7.40446289854548
"BRA","2060","ug/m3",4.88585776610744
"CAN","2060","ug/m3",5.68071142634114
"CHE","2060","ug/m3",6.86950182609297
"CHL","2060","ug/m3",10.0022520768295
"CHN","2060","ug/m3",25.9464210317681
"COR","2060","ug/m3",11.8931280617466
"EAF","2060","ug/m3",14.0377907305464
"EGY","2060","ug/m3",27.0016478075162
"ESP","2060","ug/m3",8.47204255667499
"FIN","2060","ug/m3",3.55872600640988
"FRA","2060","ug/m3",6.38424989857034
"GBR","2060","ug/m3",5.18992804643434
"GOLF","2060","ug/m3",39.0569437672159
"GRC","2060","ug/m3",8.04342488251975
"HUN","2060","ug/m3",7.83641618090321
"IDN","2060","ug/m3",9.52175171461826
"ITA","2060","ug/m3",9.99196863701767
"JPN","2060","ug/m3",9.89160629408354
"KAZ","2060","ug/m3",13.7877219851517
"MEME","2060","ug/m3",11.2719055009584
"MEX","2060","ug/m3",9.6372247644886
"MON","2060","ug/m3",9.80184721554317
"MYS","2060","ug/m3",6.10580262832944
"NDE","2060","ug/m3",41.5894474488221
"NOA","2060","ug/m3",18.1541354736018
"NOR","2060","ug/m3",3.12920952921308
"NZL","2060","ug/m3",14.3344129706609
"PAC","2060","ug/m3",5.44127888583703
"PHL","2060","ug/m3",4.93205470501333
"POL","2060","ug/m3",5.51723657788763
"RCAM","2060","ug/m3",7.79179741907094
"RCEU","2060","ug/m3",10.5999131282573
"RCZ","2060","ug/m3",8.97666732754089
"RFA","2060","ug/m3",7.99911088667107
"RIS","2060","ug/m3",28.2656458658205
"ROM","2060","ug/m3",7.9392609039996
"RSA","2060","ug/m3",10.1370098654541
"RSAM","2060","ug/m3",6.24798932540344
"RSAS","2060","ug/m3",37.4741046910952
"RSEA","2060","ug/m3",17.8030835044424
"RUE","2060","ug/m3",5.27641583310638
"RUS","2060","ug/m3",6.45686457305114
"SAF","2060","ug/m3",7.57911616489848
"SWE","2060","ug/m3",4.22641237034263
"THA","2060","ug/m3",15.7098542728351
"TUR","2060","ug/m3",9.26927443006736
"TWN","2060","ug/m3",9.94348402351233
"UKR","2060","ug/m3",5.13017276515969
"USA","2060","ug/m3",6.9964857379251
"VNM","2060","ug/m3",10.8762325844228
"WAF","2060","ug/m3",25.1148858026615
