"region","year","units","value"
"ARG","2040","ug/m3",5.18295083513674
"AUS","2040","ug/m3",4.65560965996842
"AUT","2040","ug/m3",7.63850033754431
"BGR","2040","ug/m3",13.1613183511006
"BLX","2040","ug/m3",8.05136285478229
"BRA","2040","ug/m3",5.59409846507502
"CAN","2040","ug/m3",6.23226793790926
"CHE","2040","ug/m3",7.47651146331222
"CHL","2040","ug/m3",13.4701323413306
"CHN","2040","ug/m3",30.8173410758475
"COR","2040","ug/m3",15.7110675387013
"EAF","2040","ug/m3",14.0392981534563
"EGY","2040","ug/m3",21.4626435501438
"ESP","2040","ug/m3",9.34750056542539
"FIN","2040","ug/m3",3.98461538728628
"FRA","2040","ug/m3",7.10918265846895
"GBR","2040","ug/m3",5.5746236369611
"GOLF","2040","ug/m3",39.8175371053189
"GRC","2040","ug/m3",9.14616719745955
"HUN","2040","ug/m3",9.21609777890742
"IDN","2040","ug/m3",9.98817008858945
"ITA","2040","ug/m3",10.7307380538501
"JPN","2040","ug/m3",11.616139182162
"KAZ","2040","ug/m3",15.223820484978
"MEME","2040","ug/m3",12.2736979325847
"MEX","2040","ug/m3",10.3471177433559
"MON","2040","ug/m3",11.559339150293
"MYS","2040","ug/m3",6.972460822049
"NDE","2040","ug/m3",44.8810383464899
"NOA","2040","ug/m3",18.6152211223296
"NOR","2040","ug/m3",3.59312869577624
"NZL","2040","ug/m3",14.5849960420529
"PAC","2040","ug/m3",5.45710386441153
"PHL","2040","ug/m3",5.53353490048692
"POL","2040","ug/m3",6.44832994103368
"RCAM","2040","ug/m3",8.21331256542191
"RCEU","2040","ug/m3",10.6209939215172
"RCZ","2040","ug/m3",10.2918963449132
"RFA","2040","ug/m3",8.5873048229915
"RIS","2040","ug/m3",29.4846396766135
"ROM","2040","ug/m3",9.20086058613314
"RSA","2040","ug/m3",10.4968395675549
"RSAM","2040","ug/m3",6.65254316246982
"RSAS","2040","ug/m3",37.6974456231964
"RSEA","2040","ug/m3",19.3732255696078
"RUE","2040","ug/m3",5.98552251108167
"RUS","2040","ug/m3",7.52489640008446
"SAF","2040","ug/m3",7.0624543147114
"SWE","2040","ug/m3",4.67692268891169
"THA","2040","ug/m3",17.3404702196733
"TUR","2040","ug/m3",10.0193573709688
"TWN","2040","ug/m3",11.6372734679649
"UKR","2040","ug/m3",5.56813237759435
"USA","2040","ug/m3",7.3483903735121
"VNM","2040","ug/m3",13.335319953935
"WAF","2040","ug/m3",24.4827784780925
