"region","year","units","value"
"ARG","2010","ug/m3",6.71918251061834
"AUS","2010","ug/m3",5.5910123801022
"AUT","2010","ug/m3",13.2741138283868
"BGR","2010","ug/m3",17.3419172953315
"BLX","2010","ug/m3",13.8297475466477
"BRA","2010","ug/m3",6.81952891909681
"CAN","2010","ug/m3",5.89837482671335
"CHE","2010","ug/m3",12.3346308509031
"CHL","2010","ug/m3",17.2352969903905
"CHN","2010","ug/m3",41.950968005202
"COR","2010","ug/m3",30.9182122484866
"EAF","2010","ug/m3",13.847727871517
"EGY","2010","ug/m3",22.4501260463378
"ESP","2010","ug/m3",12.243936935901
"FIN","2010","ug/m3",5.07196289904506
"FRA","2010","ug/m3",13.4398462902989
"GBR","2010","ug/m3",9.23418574312029
"GOLF","2010","ug/m3",41.002278970503
"GRC","2010","ug/m3",12.6776218698856
"HUN","2010","ug/m3",15.1955197339951
"IDN","2010","ug/m3",11.1215709433121
"ITA","2010","ug/m3",16.0706324312992
"JPN","2010","ug/m3",18.5706039965322
"KAZ","2010","ug/m3",20.5143169175615
"MEME","2010","ug/m3",15.3400655650407
"MEX","2010","ug/m3",9.50947924375427
"MON","2010","ug/m3",17.0415958125259
"MYS","2010","ug/m3",9.09095379144866
"NDE","2010","ug/m3",27.2861550244924
"NOA","2010","ug/m3",18.3654955456663
"NOR","2010","ug/m3",4.79035577426088
"NZL","2010","ug/m3",13.0295238940155
"PAC","2010","ug/m3",5.51853873891438
"PHL","2010","ug/m3",6.48003545625689
"POL","2010","ug/m3",12.1092313025544
"RCAM","2010","ug/m3",8.75695720802438
"RCEU","2010","ug/m3",11.3843994663264
"RCZ","2010","ug/m3",16.4927782609214
"RFA","2010","ug/m3",14.1109391029839
"RIS","2010","ug/m3",48.8207648192717
"ROM","2010","ug/m3",15.9841265810099
"RSA","2010","ug/m3",10.6668116043699
"RSAM","2010","ug/m3",7.43832810181646
"RSAS","2010","ug/m3",25.4816992723658
"RSEA","2010","ug/m3",19.6805294774501
"RUE","2010","ug/m3",7.37886709917317
"RUS","2010","ug/m3",9.68927246765078
"SAF","2010","ug/m3",6.78914270132
"SWE","2010","ug/m3",6.69697752752208
"THA","2010","ug/m3",18.7753777293381
"TUR","2010","ug/m3",11.9416692527246
"TWN","2010","ug/m3",18.7706436923963
"UKR","2010","ug/m3",11.4724112639572
"USA","2010","ug/m3",9.04225580870347
"VNM","2010","ug/m3",21.1914791515527
"WAF","2010","ug/m3",23.7547792549458
