"region","year","units","value"
"ARG","2030","ug/m3",5.64236886284593
"AUS","2030","ug/m3",4.79318738027107
"AUT","2030","ug/m3",8.82004185025436
"BGR","2030","ug/m3",14.532659765735
"BLX","2030","ug/m3",8.9321522902525
"BRA","2030","ug/m3",6.0411001429942
"CAN","2030","ug/m3",6.76489082475625
"CHE","2030","ug/m3",8.36968186866322
"CHL","2030","ug/m3",14.4259920010997
"CHN","2030","ug/m3",34.2044323976266
"COR","2030","ug/m3",19.1414154407089
"EAF","2030","ug/m3",13.9599327598962
"EGY","2030","ug/m3",21.7678055600473
"ESP","2030","ug/m3",10.6354463109128
"FIN","2030","ug/m3",4.48396884124682
"FRA","2030","ug/m3",8.03369833490946
"GBR","2030","ug/m3",6.11978996972397
"GOLF","2030","ug/m3",40.8052206291593
"GRC","2030","ug/m3",10.3406362177723
"HUN","2030","ug/m3",10.5453905729412
"IDN","2030","ug/m3",10.1787116564677
"ITA","2030","ug/m3",11.7095523472036
"JPN","2030","ug/m3",13.164707586093
"KAZ","2030","ug/m3",16.460017903021
"MEME","2030","ug/m3",13.5620052728097
"MEX","2030","ug/m3",10.6672421359415
"MON","2030","ug/m3",12.9008205503699
"MYS","2030","ug/m3",7.38260684207768
"NDE","2030","ug/m3",43.0824776497065
"NOA","2030","ug/m3",18.6063853377329
"NOR","2030","ug/m3",4.11711116511609
"NZL","2030","ug/m3",14.2462312098366
"PAC","2030","ug/m3",5.45620148496077
"PHL","2030","ug/m3",5.77172524555487
"POL","2030","ug/m3",7.57188684706599
"RCAM","2030","ug/m3",8.49648452671976
"RCEU","2030","ug/m3",10.7682324155671
"RCZ","2030","ug/m3",11.6000745767496
"RFA","2030","ug/m3",9.55812485007787
"RIS","2030","ug/m3",31.8911085749304
"ROM","2030","ug/m3",10.4370337175982
"RSA","2030","ug/m3",10.8045288932799
"RSAM","2030","ug/m3",6.60532629089076
"RSAS","2030","ug/m3",36.4864991623539
"RSEA","2030","ug/m3",19.6828850738726
"RUE","2030","ug/m3",6.64278901842099
"RUS","2030","ug/m3",8.61285327765313
"SAF","2030","ug/m3",6.83340854464074
"SWE","2030","ug/m3",5.25166163747198
"THA","2030","ug/m3",17.6241467711797
"TUR","2030","ug/m3",10.8168217447244
"TWN","2030","ug/m3",13.0515528908478
"UKR","2030","ug/m3",7.31595093668463
"USA","2030","ug/m3",7.82744494307708
"VNM","2030","ug/m3",15.9454137520412
"WAF","2030","ug/m3",24.2298678973951
