"region","year","units","value"
"ARG","2080","ug/m3",4.62395600438295
"AUS","2080","ug/m3",4.63678092439692
"AUT","2080","ug/m3",6.1305310001788
"BGR","2080","ug/m3",11.0872830867911
"BLX","2080","ug/m3",7.05492520290073
"BRA","2080","ug/m3",4.52245478697762
"CAN","2080","ug/m3",5.24494496595877
"CHE","2080","ug/m3",6.38352618681978
"CHL","2080","ug/m3",8.46388156120118
"CHN","2080","ug/m3",22.0994024891698
"COR","2080","ug/m3",10.1827071589315
"EAF","2080","ug/m3",13.8252325606178
"EGY","2080","ug/m3",26.277310377747
"ESP","2080","ug/m3",8.39209616826003
"FIN","2080","ug/m3",3.38401882389564
"FRA","2080","ug/m3",5.93911678770921
"GBR","2080","ug/m3",4.95811807266161
"GOLF","2080","ug/m3",38.8790465364532
"GRC","2080","ug/m3",7.57012457017919
"HUN","2080","ug/m3",7.07152518224602
"IDN","2080","ug/m3",9.14803849857683
"ITA","2080","ug/m3",9.59538170615457
"JPN","2080","ug/m3",8.82271032152719
"KAZ","2080","ug/m3",12.7958110566876
"MEME","2080","ug/m3",10.5058075200353
"MEX","2080","ug/m3",9.49088419780291
"MON","2080","ug/m3",8.46075259369419
"MYS","2080","ug/m3",5.37898389212809
"NDE","2080","ug/m3",35.7616353919018
"NOA","2080","ug/m3",19.1840373108633
"NOR","2080","ug/m3",2.89429270393737
"NZL","2080","ug/m3",14.5351318876595
"PAC","2080","ug/m3",5.4081329459962
"PHL","2080","ug/m3",4.57989994587414
"POL","2080","ug/m3",4.9417054826209
"RCAM","2080","ug/m3",7.61039971818236
"RCEU","2080","ug/m3",11.0963107563178
"RCZ","2080","ug/m3",8.06784143704219
"RFA","2080","ug/m3",7.54807832051686
"RIS","2080","ug/m3",27.3113440640579
"ROM","2080","ug/m3",7.38358192852135
"RSA","2080","ug/m3",9.93495575586453
"RSAM","2080","ug/m3",6.03287259578881
"RSAS","2080","ug/m3",35.551921790945
"RSEA","2080","ug/m3",15.7119304701068
"RUE","2080","ug/m3",4.76130728518788
"RUS","2080","ug/m3",5.82097409931755
"SAF","2080","ug/m3",7.8128316836732
"SWE","2080","ug/m3",4.02015080782711
"THA","2080","ug/m3",13.9362365326167
"TUR","2080","ug/m3",8.51547277685152
"TWN","2080","ug/m3",9.13144865903447
"UKR","2080","ug/m3",4.78070984480298
"USA","2080","ug/m3",6.8027593962284
"VNM","2080","ug/m3",9.76193645320539
"WAF","2080","ug/m3",25.3535701890222
