"region","year","units","value"
"ARG","2005","ppbv",22.2474342735564
"AUS","2005","ppbv",24.4487898809808
"AUT","2005","ppbv",29.445651155126
"BGR","2005","ppbv",32.1224039562923
"BLX","2005","ppbv",22.2861099837449
"BRA","2005","ppbv",28.6476248425592
"CAN","2005","ppbv",28.8085791759805
"CHE","2005","ppbv",31.5662420258901
"CHL","2005","ppbv",26.3697289051922
"CHN","2005","ppbv",39.6870647950821
"COR","2005","ppbv",28.1530943832835
"EAF","2005","ppbv",30.2296404881913
"EGY","2005","ppbv",40.4987379798192
"ESP","2005","ppbv",35.8391080479775
"FIN","2005","ppbv",25.0292740286493
"FRA","2005","ppbv",28.9645420681957
"GBR","2005","ppbv",24.060023684339
"GOLF","2005","ppbv",42.3589610630365
"GRC","2005","ppbv",41.0805256747098
"HUN","2005","ppbv",28.0384433496039
"IDN","2005","ppbv",35.1287894844347
"ITA","2005","ppbv",36.1262886134785
"JPN","2005","ppbv",37.9925360228907
"KAZ","2005","ppbv",32.7820569409326
"MEME","2005","ppbv",40.2742885352795
"MEX","2005","ppbv",37.0685315563115
"MON","2005","ppbv",37.8896490022001
"MYS","2005","ppbv",42.9976268275545
"NDE","2005","ppbv",42.8219737634911
"NOA","2005","ppbv",39.9432719703139
"NOR","2005","ppbv",31.4405569587665
"NZL","2005","ppbv",27.3152281886286
"PAC","2005","ppbv",20.3317822148383
"PHL","2005","ppbv",34.5487410286815
"POL","2005","ppbv",29.2101145456371
"RCAM","2005","ppbv",32.3287630111224
"RCEU","2005","ppbv",34.5399361517246
"RCZ","2005","ppbv",27.0373658830846
"RFA","2005","ppbv",23.2906570092689
"RIS","2005","ppbv",40.4267468338185
"ROM","2005","ppbv",30.4347117403017
"RSA","2005","ppbv",32.1293113441467
"RSAM","2005","ppbv",26.373333810925
"RSAS","2005","ppbv",41.6528508536892
"RSEA","2005","ppbv",38.356015644926
"RUE","2005","ppbv",27.0995261734653
"RUS","2005","ppbv",29.4071939402806
"SAF","2005","ppbv",28.6021791615084
"SWE","2005","ppbv",30.6682764578934
"THA","2005","ppbv",41.0894655753511
"TUR","2005","ppbv",40.7140454947204
"TWN","2005","ppbv",46.1950703272855
"UKR","2005","ppbv",31.2637481032172
"USA","2005","ppbv",32.6765459406809
"VNM","2005","ppbv",40.9185816526984
"WAF","2005","ppbv",32.0213093210138
