"region","year","units","value"
"ARG","2090","ppbv",35.6700459354756
"AUS","2090","ppbv",35.050603410613
"AUT","2090","ppbv",56.661229487469
"BGR","2090","ppbv",57.3295345727839
"BLX","2090","ppbv",54.2229737157003
"BRA","2090","ppbv",42.4825825334343
"CAN","2090","ppbv",51.6267543627035
"CHE","2090","ppbv",56.7387765364971
"CHL","2090","ppbv",42.182218513735
"CHN","2090","ppbv",53.6169171050129
"COR","2090","ppbv",59.6451560475676
"EAF","2090","ppbv",59.4905980703767
"EGY","2090","ppbv",75.9915382808441
"ESP","2090","ppbv",59.6667430870852
"FIN","2090","ppbv",41.9791023195117
"FRA","2090","ppbv",54.1879034414858
"GBR","2090","ppbv",49.6929684746605
"GOLF","2090","ppbv",76.0624473351031
"GRC","2090","ppbv",63.5472638157789
"HUN","2090","ppbv",54.5886641672464
"IDN","2090","ppbv",45.8871348444313
"ITA","2090","ppbv",65.0029956038811
"JPN","2090","ppbv",58.7119824104167
"KAZ","2090","ppbv",49.3663106305978
"MEME","2090","ppbv",67.8521044649935
"MEX","2090","ppbv",61.9343638160474
"MON","2090","ppbv",52.0434609123951
"MYS","2090","ppbv",51.0653729545799
"NDE","2090","ppbv",100.499709805057
"NOA","2090","ppbv",68.3040745276107
"NOR","2090","ppbv",44.9803013392093
"NZL","2090","ppbv",35.4673000868344
"PAC","2090","ppbv",32.4040801500131
"PHL","2090","ppbv",41.8665715019452
"POL","2090","ppbv",51.2364463748561
"RCAM","2090","ppbv",46.5307834275377
"RCEU","2090","ppbv",59.5766478476859
"RCZ","2090","ppbv",54.4740813075554
"RFA","2090","ppbv",54.2999482561101
"RIS","2090","ppbv",60.1878008449842
"ROM","2090","ppbv",54.3095409211195
"RSA","2090","ppbv",50.4178517926684
"RSAM","2090","ppbv",39.6949312967722
"RSAS","2090","ppbv",94.9197799554862
"RSEA","2090","ppbv",67.5452250007304
"RUE","2090","ppbv",39.3525327307968
"RUS","2090","ppbv",48.0267291050362
"SAF","2090","ppbv",57.4093878148536
"SWE","2090","ppbv",46.7968289393134
"THA","2090","ppbv",59.0797536482189
"TUR","2090","ppbv",62.5990640234676
"TWN","2090","ppbv",59.1777614877776
"UKR","2090","ppbv",50.8904557249923
"USA","2090","ppbv",61.0435516250728
"VNM","2090","ppbv",49.8116971289489
"WAF","2090","ppbv",77.9802111320336
