"region","year","units","NAT","PRIM","SEC"
"ARG","2100","ug/m3",1.1627605,2.57264095349557,0.939973832411643
"AUS","2100","ug/m3",3.0052166,0.998453454381453,0.583493731966091
"AUT","2100","ug/m3",1.042056,0.792779941051745,4.1201204858095
"BGR","2100","ug/m3",1.8198,2.73436747969289,6.19500419121995
"BLX","2100","ug/m3",1.359324,0,5.4234899441041
"BRA","2100","ug/m3",0.9836504,1.89217272145754,1.56005972962204
"CAN","2100","ug/m3",0.6443542,1.92885543098665,2.63431240271466
"CHE","2100","ug/m3",1.279761,1.20403900878727,3.66239130259403
"CHL","2100","ug/m3",1.6399036,0,6.20602383248077
"CHN","2100","ug/m3",8.789343,2.57072774796301,7.85252213350089
"COR","2100","ug/m3",3.94339,0,5.10637782398775
"EAF","2100","ug/m3",4.871661,6.1697883802727,2.73856364740895
"EGY","2100","ug/m3",9.37511,11.443032306612,4.54264396372097
"ESP","2100","ug/m3",2.73734,3.24447661366231,2.73536440441133
"FIN","2100","ug/m3",1.2169,0.972722694117798,1.03362790734635
"FRA","2100","ug/m3",1.702553,0.376284849000806,3.58870668262394
"GBR","2100","ug/m3",1.3688009,0,3.41236871637116
"GOLF","2100","ug/m3",28.321611,6.09991462056444,5.41406300982139
"GRC","2100","ug/m3",3.14708,1.64476217594205,2.7576661012899
"HUN","2100","ug/m3",0.921825,0.379944491292756,5.40521343041142
"IDN","2100","ug/m3",2.6008442,4.13855585386645,2.1893486671644
"ITA","2100","ug/m3",2.54789,1.31488882827211,5.50077601641838
"JPN","2100","ug/m3",3.00604,1.15567438615115,4.06970941210598
"KAZ","2100","ug/m3",8.551799,1.48133104034088,2.26004317654944
"MEME","2100","ug/m3",6.24876,0.734993392107901,3.10947634001316
"MEX","2100","ug/m3",1.14416,5.11565407120063,3.69779550223318
"MON","2100","ug/m3",3.991756,0.717114903643761,2.82583776606275
"MYS","2100","ug/m3",1.5224424,1.88274161524337,1.49410782280424
"NDE","2100","ug/m3",4.900028,8.23656127831298,17.8848092878489
"NOA","2100","ug/m3",10.20741,5.89722325529558,4.50154087563486
"NOR","2100","ug/m3",1.6076344,0.572788530956561,0.639770077062865
"NZL","2100","ug/m3",8.42064446,4.7326790398845,1.66475626338214
"PAC","2100","ug/m3",3.28317,0.865324825262516,1.21740438807544
"PHL","2100","ug/m3",1.519072,1.37070486614103,1.57301218858666
"POL","2100","ug/m3",1.10447,0.0457887286910343,3.48101843389087
"RCAM","2100","ug/m3",4.03563,1.59143634524528,1.98682759605484
"RCEU","2100","ug/m3",1.787716,5.5636078269818,4.51345603024925
"RCZ","2100","ug/m3",0.922982,0.482843340507837,6.12275669389297
"RFA","2100","ug/m3",1.453758,0.343296811916157,5.40583572956054
"RIS","2100","ug/m3",19.038769,0,7.54823796036264
"ROM","2100","ug/m3",1.339967,0.21527555779883,5.39869064671452
"RSA","2100","ug/m3",2.257584,4.77248245565682,2.66096641214172
"RSAM","2100","ug/m3",1.550796,3.0419864380637,1.34883503800171
"RSAS","2100","ug/m3",5.335336,14.3908534057764,15.6283989503507
"RSEA","2100","ug/m3",1.643699,7.28680623146643,5.0690632484103
"RUE","2100","ug/m3",0.853914,2.79498958781213,0.914412680411755
"RUS","2100","ug/m3",2.525528,1.43356831250184,1.66654866457521
"SAF","2100","ug/m3",1.1167017,4.05152302125344,2.54993326364401
"SWE","2100","ug/m3",1.1669862,0.743787466543152,1.86909893659795
"THA","2100","ug/m3",1.156308,6.65913348280457,4.68699160007308
"TUR","2100","ug/m3",3.003972,1.04919326310794,3.86590859907791
"TWN","2100","ug/m3",3.1639,0,5.72323906749691
"UKR","2100","ug/m3",1.40506,0,3.1156640232011
"USA","2100","ug/m3",1.023426,2.31513746736913,3.47052387843412
"VNM","2100","ug/m3",1.710101,5.24258038045143,2.64141956701028
"WAF","2100","ug/m3",15.776039,6.7253143363298,3.26947312521727
