"region","year","units","NAT","PRIM","SEC"
"ARG","2060","ug/m3",1.1627605,2.4616804430672,1.1134095979445
"AUS","2060","ug/m3",3.0052166,1.04965735903094,0.625750409699778
"AUT","2060","ug/m3",1.042056,0.999906900317448,4.49106179251453
"BGR","2060","ug/m3",1.8198,2.83392833584675,7.17354743479734
"BLX","2060","ug/m3",1.359324,0,6.04513889854548
"BRA","2060","ug/m3",0.9836504,1.95624033544426,1.94596703066318
"CAN","2060","ug/m3",0.6443542,2.37140810337487,2.66494912296627
"CHE","2060","ug/m3",1.279761,1.59445623478173,3.99528459131124
"CHL","2060","ug/m3",1.6399036,0.868123272014364,7.49422520481513
"CHN","2060","ug/m3",8.789343,3.85385549488045,13.3032225368876
"COR","2060","ug/m3",3.94339,0.232121856083164,7.71761620566343
"EAF","2060","ug/m3",4.871661,6.43651376535214,2.72961596519429
"EGY","2060","ug/m3",9.37511,11.8079469977634,5.81859080975281
"ESP","2060","ug/m3",2.73734,2.62861416793066,3.10608838874433
"FIN","2060","ug/m3",1.2169,1.20172769198071,1.14009831442916
"FRA","2060","ug/m3",1.702553,0.519347898064637,4.1623490005057
"GBR","2060","ug/m3",1.3688009,0.0252904388147295,3.79583670761961
"GOLF","2060","ug/m3",28.321611,4.36065451791835,6.37467824929755
"GRC","2060","ug/m3",3.14708,1.41415829138897,3.48218659113078
"HUN","2060","ug/m3",0.921825,0.732459828701543,6.18213135220167
"IDN","2060","ug/m3",2.6008442,4.09935685503916,2.8215506595791
"ITA","2060","ug/m3",2.54789,1.34228660097548,6.10179203604219
"JPN","2060","ug/m3",3.00604,1.68499294532656,5.20057334875699
"KAZ","2060","ug/m3",8.551799,2.25446535536271,2.98145762978895
"MEME","2060","ug/m3",6.24876,0.748246267947158,4.27489923301125
"MEX","2060","ug/m3",1.14416,4.54872608370436,3.94433868078424
"MON","2060","ug/m3",3.991756,1.12388127924441,4.68620993629876
"MYS","2060","ug/m3",1.5224424,2.3022466635847,2.28111356474474
"NDE","2060","ug/m3",4.900028,10.2995132430361,26.389906205786
"NOA","2060","ug/m3",10.20741,3.23401370668808,4.71271176691373
"NOR","2060","ug/m3",1.6076344,0.829626168025353,0.69194896118773
"NZL","2060","ug/m3",8.42064446,4.18444019842982,1.72932831223105
"PAC","2060","ug/m3",3.28317,0.897182762246079,1.26092612359095
"PHL","2060","ug/m3",1.519072,1.55844195901013,1.8545407460032
"POL","2060","ug/m3",1.10447,0.31924430955919,4.09352226832844
"RCAM","2060","ug/m3",4.03563,1.66541602505249,2.09075139401845
"RCEU","2060","ug/m3",1.787716,4.23800571970451,4.57419140855279
"RCZ","2060","ug/m3",0.922982,0.999548554287153,7.05413677325374
"RFA","2060","ug/m3",1.453758,0.502781552922902,6.04257133374817
"RIS","2060","ug/m3",19.038769,0.109474048852664,9.1174028169678
"ROM","2060","ug/m3",1.339967,0.236443798409197,6.36285010559041
"RSA","2060","ug/m3",2.257584,4.7069940706991,3.17243179475502
"RSAM","2060","ug/m3",1.550796,3.0190509654544,1.67814235994905
"RSAS","2060","ug/m3",5.335336,13.6634525834249,18.4753161076703
"RSEA","2060","ug/m3",1.643699,8.02188014561061,8.13750435883178
"RUE","2060","ug/m3",0.853914,3.13522412697606,1.28727770613032
"RUS","2060","ug/m3",2.525528,1.88027897231978,2.05105760073137
"SAF","2060","ug/m3",1.1167017,4.12412483866577,2.33828962623271
"SWE","2060","ug/m3",1.1669862,0.951801298232786,2.10762487210984
"THA","2060","ug/m3",1.156308,6.86421191647435,7.6893343563608
"TUR","2060","ug/m3",3.003972,1.14185098169025,5.12345144837711
"TWN","2060","ug/m3",3.1639,0.173036196564538,6.6065478269478
"UKR","2060","ug/m3",1.40506,0,3.72511276515969
"USA","2060","ug/m3",1.023426,2.51223724082612,3.46082249709898
"VNM","2060","ug/m3",1.710101,5.04306881825543,4.1230627661674
"WAF","2060","ug/m3",15.776039,6.48116474495147,2.85768205771005
