"region","year","units","value"
"ARG","2060","ppbv",22.349314390164
"AUS","2060","ppbv",24.4923046016102
"AUT","2060","ppbv",32.5945124070897
"BGR","2060","ppbv",32.1275604748535
"BLX","2060","ppbv",31.4249052192959
"BRA","2060","ppbv",29.2050907253873
"CAN","2060","ppbv",29.8031476615098
"CHE","2060","ppbv",35.3207841856154
"CHL","2060","ppbv",26.5004006302739
"CHN","2060","ppbv",37.8500179575755
"COR","2060","ppbv",32.0206516141678
"EAF","2060","ppbv",33.9126497372651
"EGY","2060","ppbv",40.8027558896539
"ESP","2060","ppbv",36.9125346968266
"FIN","2060","ppbv",26.1648155106211
"FRA","2060","ppbv",33.0432907104496
"GBR","2060","ppbv",31.1634793915646
"GOLF","2060","ppbv",43.6057544023643
"GRC","2060","ppbv",40.6401176198393
"HUN","2060","ppbv",29.073467364058
"IDN","2060","ppbv",37.8506093055846
"ITA","2060","ppbv",39.0099276862327
"JPN","2060","ppbv",40.166416452178
"KAZ","2060","ppbv",32.44283574244
"MEME","2060","ppbv",39.784336861459
"MEX","2060","ppbv",36.5407598766168
"MON","2060","ppbv",36.0206701267338
"MYS","2060","ppbv",45.4205543186267
"NDE","2060","ppbv",65.66870618062
"NOA","2060","ppbv",40.8057602359782
"NOR","2060","ppbv",31.9172932739988
"NZL","2060","ppbv",26.8925052477641
"PAC","2060","ppbv",20.8650188496091
"PHL","2060","ppbv",34.0695518331909
"POL","2060","ppbv",30.6403023289459
"RCAM","2060","ppbv",31.6407864519721
"RCEU","2060","ppbv",33.8396314671533
"RCZ","2060","ppbv",29.6815876827001
"RFA","2060","ppbv",29.9252830838064
"RIS","2060","ppbv",40.9269737096095
"ROM","2060","ppbv",30.7570494375805
"RSA","2060","ppbv",32.7319857252456
"RSAM","2060","ppbv",25.6641685422046
"RSAS","2060","ppbv",60.8066549159321
"RSEA","2060","ppbv",46.1000629439237
"RUE","2060","ppbv",27.0036252016582
"RUS","2060","ppbv",30.0244623946185
"SAF","2060","ppbv",30.6046582847877
"SWE","2060","ppbv",31.7391177970611
"THA","2060","ppbv",46.0811870911769
"TUR","2060","ppbv",39.6270369229488
"TWN","2060","ppbv",44.8588630268404
"UKR","2060","ppbv",31.4955343966671
"USA","2060","ppbv",34.6651926033191
"VNM","2060","ppbv",41.8894663360982
"WAF","2060","ppbv",38.4272498202418
