"region","year","units","value"
"ARG","2050","ppbv",35.9122384584836
"AUS","2050","ppbv",35.1640583440171
"AUT","2050","ppbv",57.7640616176614
"BGR","2050","ppbv",58.4458653418885
"BLX","2050","ppbv",54.504062498825
"BRA","2050","ppbv",43.5949258415833
"CAN","2050","ppbv",52.0065681692874
"CHE","2050","ppbv",57.9483607679386
"CHL","2050","ppbv",42.2745796576505
"CHN","2050","ppbv",58.9444196130979
"COR","2050","ppbv",62.1085752509413
"EAF","2050","ppbv",52.2745845797202
"EGY","2050","ppbv",75.8048983807365
"ESP","2050","ppbv",60.3075774298288
"FIN","2050","ppbv",42.9258379996033
"FRA","2050","ppbv",55.1460467672001
"GBR","2050","ppbv",50.093528224522
"GOLF","2050","ppbv",78.0681159216426
"GRC","2050","ppbv",64.5927856113281
"HUN","2050","ppbv",55.7038853406759
"IDN","2050","ppbv",47.3911590038309
"ITA","2050","ppbv",66.4217039183555
"JPN","2050","ppbv",58.6545969104147
"KAZ","2050","ppbv",50.5137258825805
"MEME","2050","ppbv",70.0890958816854
"MEX","2050","ppbv",60.5637748347064
"MON","2050","ppbv",55.8207114788572
"MYS","2050","ppbv",54.7500033534705
"NDE","2050","ppbv",105.698135797214
"NOA","2050","ppbv",66.5380139658891
"NOR","2050","ppbv",45.5898817920704
"NZL","2050","ppbv",35.1715436021074
"PAC","2050","ppbv",32.6247776585465
"PHL","2050","ppbv",43.1793811360508
"POL","2050","ppbv",52.0688310803164
"RCAM","2050","ppbv",47.3903823848198
"RCEU","2050","ppbv",60.2826764314137
"RCZ","2050","ppbv",55.2409108449884
"RFA","2050","ppbv",54.8033751297728
"RIS","2050","ppbv",62.5433334687309
"ROM","2050","ppbv",55.5844820219671
"RSA","2050","ppbv",50.0249294727349
"RSAM","2050","ppbv",40.1380149206046
"RSAS","2050","ppbv",90.4989155541676
"RSEA","2050","ppbv",70.8794776128516
"RUE","2050","ppbv",40.3875561963623
"RUS","2050","ppbv",49.1464749989506
"SAF","2050","ppbv",51.9782110397661
"SWE","2050","ppbv",47.3699823258671
"THA","2050","ppbv",62.078841915056
"TUR","2050","ppbv",64.3008200090067
"TWN","2050","ppbv",62.3574908387077
"UKR","2050","ppbv",52.1867269483781
"USA","2050","ppbv",61.526669379154
"VNM","2050","ppbv",53.4901964575952
"WAF","2050","ppbv",63.3147353712625
