"region","year","units","NAT","PRIM","SEC"
"ARG","2080","ug/m3",1.1627605,2.44409981160929,1.01709569277366
"AUS","2080","ug/m3",3.0052166,1.03552254962088,0.596041774776044
"AUT","2080","ug/m3",1.042056,0.796980723207686,4.29149427697111
"BGR","2080","ug/m3",1.8198,2.63380975954764,6.63367332724347
"BLX","2080","ug/m3",1.359324,0,5.69560120290073
"BRA","2080","ug/m3",0.9836504,1.79095697079459,1.74784741618303
"CAN","2080","ug/m3",0.6443542,1.90936052251488,2.69123024344389
"CHE","2080","ug/m3",1.279761,1.26069106775627,3.84307411906352
"CHL","2080","ug/m3",1.6399036,0,6.82397796120118
"CHN","2080","ug/m3",8.789343,3.05342769449596,10.2566317946739
"COR","2080","ug/m3",3.94339,0,6.23931715893155
"EAF","2080","ug/m3",4.871661,6.15586269652778,2.79770886409001
"EGY","2080","ug/m3",9.37511,11.7393594023206,5.16284097542645
"ESP","2080","ug/m3",2.73734,2.74209048931635,2.91266567894368
"FIN","2080","ug/m3",1.2169,1.07459267373907,1.09252615015656
"FRA","2080","ug/m3",1.702553,0.397592818077114,3.8389709696321
"GBR","2080","ug/m3",1.3688009,0,3.58931717266161
"GOLF","2080","ug/m3",28.321611,4.94303655050322,5.61439898594998
"GRC","2080","ug/m3",3.14708,1.42694034817882,2.99610422200038
"HUN","2080","ug/m3",0.921825,0.392209559805395,5.75749062244063
"IDN","2080","ug/m3",2.6008442,4.05597049010958,2.49122380846725
"ITA","2080","ug/m3",2.54789,1.24421587422749,5.80327583192708
"JPN","2080","ug/m3",3.00604,1.27702243587761,4.53964788564958
"KAZ","2080","ug/m3",8.551799,1.68241936476504,2.56159269192258
"MEME","2080","ug/m3",6.24876,0.685168679997887,3.57187884003737
"MEX","2080","ug/m3",1.14416,4.54167202991631,3.8050521678866
"MON","2080","ug/m3",3.991756,0.847423093220484,3.6215735004737
"MYS","2080","ug/m3",1.5224424,1.98586330967618,1.8706781824519
"NDE","2080","ug/m3",4.900028,8.44558783677119,22.4160195551306
"NOA","2080","ug/m3",10.20741,4.35651869976957,4.62010861109376
"NOR","2080","ug/m3",1.6076344,0.612288784882552,0.674369519054818
"NZL","2080","ug/m3",8.42064446,4.37710169026868,1.73738573739078
"PAC","2080","ug/m3",3.28317,0.879542139993844,1.24542080600235
"PHL","2080","ug/m3",1.519072,1.40836407701587,1.65246386885827
"POL","2080","ug/m3",1.10447,0.0683312200089116,3.76890426261199
"RCAM","2080","ug/m3",4.03563,1.5485104174335,2.02625930074886
"RCEU","2080","ug/m3",1.787716,4.78378280775137,4.52481194856644
"RCZ","2080","ug/m3",0.922982,0.584647443314667,6.56021199372752
"RFA","2080","ug/m3",1.453758,0.373163114504155,5.7211572060127
"RIS","2080","ug/m3",19.038769,0,8.27257506405787
"ROM","2080","ug/m3",1.339967,0.203539836086543,5.8400750924348
"RSA","2080","ug/m3",2.257584,4.68561980482327,2.99175195104126
"RSAM","2080","ug/m3",1.550796,2.94421905772628,1.53785753806253
"RSAS","2080","ug/m3",5.335336,13.0959635216481,17.1206222692969
"RSEA","2080","ug/m3",1.643699,7.37011106584713,6.69812040425967
"RUE","2080","ug/m3",0.853914,2.85684342117347,1.05054986401441
"RUS","2080","ug/m3",2.525528,1.4938202604059,1.80162583891165
"SAF","2080","ug/m3",1.1167017,4.00694723596089,2.68918274771232
"SWE","2080","ug/m3",1.1669862,0.833023675373664,2.02014093245345
"THA","2080","ug/m3",1.156308,6.50183929631525,6.27808923630142
"TUR","2080","ug/m3",3.003972,1.05522998461693,4.45627079223459
"TWN","2080","ug/m3",3.1639,0,5.96754865903447
"UKR","2080","ug/m3",1.40506,0,3.37564984480298
"USA","2080","ug/m3",1.023426,2.24563892701372,3.53369446921469
"VNM","2080","ug/m3",1.710101,4.75539581170084,3.29643964150455
"WAF","2080","ug/m3",15.776039,6.45926932854706,3.11826186047513
