"region","year","AOT_MAIZE","AOT_RICE","AOT_SOY","AOT_WHEAT"
"ARG","2100",0.146609674574604,0.235710685037189,0.138690512537622,0.724164799586463
"AUS","2100",0.13277967116219,0.0368824111966895,0.107306259747964,0.0356478515404493
"AUT","2100",5.81561135420895,0,5.70052056828017,5.42561978104497
"BGR","2100",5.81544406581696,5.90176740022399,5.77486268773419,4.85947678593053
"BLX","2100",5.78485484318522,0,0,4.95176646116517
"BRA","2100",0.725775499550891,2.84080960071425,0.816911588916646,1.68256764515494
"CAN","2100",9.91763432593206,24.574137038459,13.8087030382004,2.57288367997815
"CHE","2100",7.64545429724657,13.3676413865416,9.20519873449869,7.5482394695424
"CHL","2100",0.587390741485529,0.503898255572732,0.785247239803481,0.158266763424603
"CHN","2100",5.52268283631735,2.18318414720687,5.95385131042457,5.59101065212741
"COR","2100",8.42754309286789,7.19875809021027,8.11929908487832,7.90458339778338
"EAF","2100",5.08919710636169,4.29121700571378,13.7357938931923,11.1818375499592
"EGY","2100",20.4426432031866,15.3239122317843,16.9544753364526,10.2195733476787
"ESP","2100",11.3492343230519,10.6306052994228,12.1096048623024,7.96914186187918
"FIN","2100",0,0,0,1.49316418530618
"FRA","2100",6.8319796328118,7.81385130670437,6.70773649353141,5.70619054260663
"GBR","2100",0,0,0,4.78185138378287
"GOLF","2100",14.0476473837213,14.2749779758059,16.1763347953736,10.0658390795779
"GRC","2100",11.751730003748,15.0174580035745,12.997457122247,7.88417316481083
"HUN","2100",5.09544692827633,4.88785748984754,5.09384209592493,4.0034496039374
"IDN","2100",0.799566962385624,0.859731568068115,0,0
"ITA","2100",15.7135305746339,13.8134894012061,17.0287319405506,11.8839878108292
"JPN","2100",7.26847584382125,6.75856677723581,8.90518166236075,7.23107475035168
"KAZ","2100",2.69328437125258,2.27068521773954,4.38530889679207,3.14904064341169
"MEME","2100",13.6743007366746,0,14.4020044131051,7.34241970040434
"MEX","2100",3.48689235809645,8.15764072100366,6.44727772255522,12.2852692830287
"MON","2100",8.22619405654191,4.53463872344979,8.08289266401605,8.30637833383853
"MYS","2100",3.01220849539799,1.71874050107963,0.00931285934256266,0.00678391560782442
"NDE","2100",7.18760307528874,4.90638860199793,10.1646791837103,17.929507461232
"NOA","2100",10.162217565899,8.03954851638685,20.0247672760159,6.8358751997129
"NOR","2100",0,0,0,2.46137360833667
"NZL","2100",0.00988092077548632,0,0.0106829371627897,0.00325878525336319
"PAC","2100",0.242496969861689,0.306696198275597,0.000146695653813521,5.20854222297838e-05
"PHL","2100",1.1619739974222,0.626197941382635,0,0
"POL","2100",4.73808487286689,0,0,3.80472497428691
"RCAM","2100",0.95189604618281,1.48924359869574,0.879130803548099,2.2708493595104
"RCEU","2100",5.22674960168608,6.91673347704814,5.54408357358453,5.09423335926508
"RCZ","2100",5.00344219365035,4.6265632823959,5.04131739158353,4.61233616855758
"RFA","2100",5.64467297079469,0,7.20715022337626,4.99279938643608
"RIS","2100",6.68882218706601,5.77359272335977,9.13090664915761,7.66418123317642
"ROM","2100",4.69331493522432,4.82667676839715,4.6587976817593,3.89758994255557
"RSA","2100",1.98773380256962,0.473381074493038,2.04899464061242,4.41053722050319
"RSAM","2100",3.32089244597343,0.529412529977625,0.987067468434076,2.35411768347325
"RSAS","2100",11.8622932554396,9.36463987988644,12.1388050973225,13.893381385136
"RSEA","2100",0.927674115818117,2.20343597390084,2.33977789350494,6.23206562478445
"RUE","2100",1.14050930440976,1.62994650720224,1.14660306662113,1.11469999195581
"RUS","2100",3.73932818797092,6.24834933878309,6.27116166785666,1.87349397092774
"SAF","2100",16.6384691388162,5.93676775952358,18.2040011893188,17.4197254371072
"SWE","2100",0,0,0,3.62046663496188
"THA","2100",0.414081908407711,0.797661244703516,0.938941045722043,5.85883416175741
"TUR","2100",12.7287946577437,11.9903300735181,14.1801074925187,9.88233744382387
"TWN","2100",14.9494910678414,15.029138587038,14.6721061036277,14.0939066940115
"UKR","2100",3.96626999508507,7.0489007329642,3.87351329826713,3.05236478066196
"USA","2100",7.96498984084876,10.4698469915936,8.55704440723686,6.4561392213476
"VNM","2100",3.1647764424867,1.58920537992397,4.2451280283533,6.488496613388
"WAF","2100",1.82594440981747,5.96527299020156,0,2.37860452461704
