"region","year","units","value"
"ARG","2010","ppbv",36.2155365987375
"AUS","2010","ppbv",34.1582605598136
"AUT","2010","ppbv",60.4608978269313
"BGR","2010","ppbv",60.7853946944675
"BLX","2010","ppbv",50.7188583889755
"BRA","2010","ppbv",43.3498064120045
"CAN","2010","ppbv",51.7213875942163
"CHE","2010","ppbv",61.5323000440069
"CHL","2010","ppbv",41.353246752769
"CHN","2010","ppbv",65.7007082576175
"COR","2010","ppbv",60.7310260463097
"EAF","2010","ppbv",47.1064541057314
"EGY","2010","ppbv",70.4871647137009
"ESP","2010","ppbv",62.6358549096315
"FIN","2010","ppbv",42.7984970648403
"FRA","2010","ppbv",56.8203862287224
"GBR","2010","ppbv",46.1424368743001
"GOLF","2010","ppbv",79.9660746696497
"GRC","2010","ppbv",67.1463772818828
"HUN","2010","ppbv",58.5074224167207
"IDN","2010","ppbv",45.2996436638685
"ITA","2010","ppbv",72.5813364954756
"JPN","2010","ppbv",60.0965388050847
"KAZ","2010","ppbv",51.2528959892232
"MEME","2010","ppbv",70.8036338357911
"MEX","2010","ppbv",60.9569258620893
"MON","2010","ppbv",61.2074026782636
"MYS","2010","ppbv",55.2413037714792
"NDE","2010","ppbv",71.769549664142
"NOA","2010","ppbv",63.5847120325051
"NOR","2010","ppbv",46.1598188700672
"NZL","2010","ppbv",34.2349711239083
"PAC","2010","ppbv",30.8830053948786
"PHL","2010","ppbv",43.2068550669467
"POL","2010","ppbv",53.4046445803599
"RCAM","2010","ppbv",47.8201371865129
"RCEU","2010","ppbv",62.1269110748413
"RCZ","2010","ppbv",56.5247992215959
"RFA","2010","ppbv",54.4225387485302
"RIS","2010","ppbv",63.2578327906609
"ROM","2010","ppbv",57.840396076209
"RSA","2010","ppbv",48.9980775173251
"RSAM","2010","ppbv",40.7951262752772
"RSAS","2010","ppbv",67.1634069990276
"RSEA","2010","ppbv",67.6414256536635
"RUE","2010","ppbv",41.5522414550051
"RUS","2010","ppbv",50.0703558949723
"SAF","2010","ppbv",47.7315531735625
"SWE","2010","ppbv",47.403777958399
"THA","2010","ppbv",65.0276655793328
"TUR","2010","ppbv",65.9368500245299
"TWN","2010","ppbv",65.6014199325237
"UKR","2010","ppbv",53.960739579362
"USA","2010","ppbv",62.0972757476834
"VNM","2010","ppbv",57.1988680584402
"WAF","2010","ppbv",53.9535142037118
