"region","year","M_MAIZE","M_RICE","M_SOY","M_WHEAT"
"ARG","2100",26.0509892298438,28.6004195468602,25.3685994678193,31.7693345351166
"AUS","2100",25.9322317538964,5.29650985440697,26.7660016308852,26.1343670412757
"AUT","2100",40.9405061305156,0,40.6780023528906,41.7290056070138
"BGR","2100",42.1738446226256,43.3701336909498,41.9405727031133,41.3408383673846
"BLX","2100",42.3261360675997,0,0,44.4358169140316
"BRA","2100",29.8874925460444,36.5644275147762,32.549377739144,38.4176861781581
"CAN","2100",45.7086082080418,66.9642599067579,51.1361108430734,35.9343319151769
"CHE","2100",45.162709488692,54.9864462494716,48.4344873630199,47.093148411001
"CHL","2100",32.0784662809589,28.349382343367,34.7377045640785,29.0504628236941
"CHN","2100",39.40077251956,12.8828076569259,39.7546644389624,40.1689223838057
"COR","2100",40.4259590706296,39.9036426482628,39.987053395095,41.9903973190962
"EAF","2100",39.1010012367216,36.5655362212688,54.9528822552044,54.17046956339
"EGY","2100",61.3093530573761,57.6125043307336,58.86398247855,51.8541656228386
"ESP","2100",50.8339627749245,52.3648154719664,54.036838152486,48.8882013635107
"FIN","2100",0,0,0,31.9554698774965
"FRA","2100",43.9595495376115,47.6750289416888,43.6763389179747,44.7910044350905
"GBR","2100",0,0,0,43.4153561374314
"GOLF","2100",56.5605426692521,57.6457188888409,58.4650493822459,51.8930543858684
"GRC","2100",51.6167681576011,56.3909258502279,53.8691134678877,46.9599291228037
"HUN","2100",38.4994529363868,39.0398874764611,38.3522906105584,38.1632377848467
"IDN","2100",32.4827658938906,33.1601652069367,0,0
"ITA","2100",55.5563614451519,55.5044418762864,57.2922922035831,52.9252114929843
"JPN","2100",45.3775778766322,45.1252273346659,48.5100232983328,45.8642196544519
"KAZ","2100",34.3299915903411,34.3895937966874,40.5596913059299,36.6852730618443
"MEME","2100",54.2546068572215,0,56.718584487742,47.7221546252632
"MEX","2100",39.4201243530524,47.6131379138891,45.9311182647,57.6579807610693
"MON","2100",43.6369872327009,37.5983179209613,45.1120895716835,44.9043940593578
"MYS","2100",40.119303101445,19.3775510502342,0.0132751968033781,0.0101927009841161
"NDE","2100",55.4500574167193,23.9137068840669,61.0323378616113,66.0162614201568
"NOA","2100",49.5487518721526,48.6843376922291,61.4296451985585,47.3469947564826
"NOR","2100",0,0,0,37.3653009763052
"NZL","2100",33.8685452342336,0,34.4466016772607,30.1435327452033
"PAC","2100",28.7202138481993,28.9597799446898,0.00136329690524168,0.00103971665024654
"PHL","2100",32.1783801298393,12.0546174522747,0,0
"POL","2100",36.8132245968215,0,0,38.4769532791441
"RCAM","2100",33.0203560366449,35.7432535114874,31.2488397086274,40.5743331834328
"RCEU","2100",39.3223474786867,43.5849766118612,40.1297934373146,40.7828201064618
"RCZ","2100",37.9583965935756,36.9917617738675,38.2794009860738,39.5631353293191
"RFA","2100",41.0927943570439,0,45.4515832573165,43.0921042707447
"RIS","2100",43.9817843919926,45.1938568178541,48.8720219213552,47.6805606842046
"ROM","2100",39.7610706689842,40.5851248720618,39.5160580268436,38.5190106917107
"RSA","2100",36.0621894859878,28.4583591563733,36.4307028452214,43.5647304440729
"RSAM","2100",32.6663624068901,22.4534783214798,29.1806569427661,36.5463660650578
"RSAS","2100",61.831174046145,35.3516229638208,64.4921040349238,62.7128642112289
"RSEA","2100",31.876313266513,23.7624716860499,34.9871549354419,51.8879747955341
"RUE","2100",27.8792924410876,30.7523036779839,29.0949708701733,26.8819509805234
"RUS","2100",37.5308546168736,45.1173741441009,44.2441943996988,31.0547318171973
"SAF","2100",56.9091562336135,36.089803842106,58.8738678281162,59.6247421885831
"SWE","2100",0,0,0,40.401692931272
"THA","2100",37.1327490550163,7.18556066774092,37.7372891643279,50.3056388853281
"TUR","2100",53.0246180973273,52.6448522031685,55.9490034627084,50.458126033706
"TWN","2100",56.0121601873246,56.0625341606326,55.8397752853587,55.4052463941393
"UKR","2100",38.0700465065351,44.93314628664,38.8288977267486,36.6869354265908
"USA","2100",45.7474029916161,52.3552916484116,46.3896236475086,47.227116998518
"VNM","2100",36.246306861874,10.038458637078,41.8196711788364,45.8781606582419
"WAF","2100",38.1200399099589,44.8097383614499,0,40.0903532071857
