"region","year","units","value"
"ARG","2005","ug/m3",5.77775236219046
"AUS","2005","ug/m3",5.3625179405123
"AUT","2005","ug/m3",12.1515250243694
"BGR","2005","ug/m3",14.7729344662965
"BLX","2005","ug/m3",14.0780465711332
"BRA","2005","ug/m3",8.94234552383799
"CAN","2005","ug/m3",5.85908698778225
"CHE","2005","ug/m3",11.2188344140686
"CHL","2005","ug/m3",14.971534214614
"CHN","2005","ug/m3",34.1358249812579
"COR","2005","ug/m3",26.3060136590989
"EAF","2005","ug/m3",13.2288414122017
"EGY","2005","ug/m3",21.272560570722
"ESP","2005","ug/m3",11.560017900361
"FIN","2005","ug/m3",4.34106109686002
"FRA","2005","ug/m3",13.2633295695449
"GBR","2005","ug/m3",9.42944643700216
"GOLF","2005","ug/m3",38.230389430157
"GRC","2005","ug/m3",11.756405187463
"HUN","2005","ug/m3",13.4395943955935
"IDN","2005","ug/m3",10.7169390459291
"ITA","2005","ug/m3",15.9707147377512
"JPN","2005","ug/m3",17.7718937923915
"KAZ","2005","ug/m3",14.0720608443539
"MEME","2005","ug/m3",13.4723272456268
"MEX","2005","ug/m3",15.8576713031002
"MON","2005","ug/m3",13.5312762346509
"MYS","2005","ug/m3",7.95604438768062
"NDE","2005","ug/m3",18.8415189455699
"NOA","2005","ug/m3",17.9910940752112
"NOR","2005","ug/m3",3.81384631915172
"NZL","2005","ug/m3",12.1657090094387
"PAC","2005","ug/m3",5.44923912477443
"PHL","2005","ug/m3",5.6977339058323
"POL","2005","ug/m3",9.74913141147325
"RCAM","2005","ug/m3",10.0395757845926
"RCEU","2005","ug/m3",10.6962718779745
"RCZ","2005","ug/m3",14.6531885493162
"RFA","2005","ug/m3",13.9510608797571
"RIS","2005","ug/m3",29.9412980588517
"ROM","2005","ug/m3",14.3973046741882
"RSA","2005","ug/m3",9.9256022949479
"RSAM","2005","ug/m3",6.85999688535417
"RSAS","2005","ug/m3",19.5842674380958
"RSEA","2005","ug/m3",15.8692559987411
"RUE","2005","ug/m3",6.58615675079783
"RUS","2005","ug/m3",8.71635854234634
"SAF","2005","ug/m3",6.53165020932763
"SWE","2005","ug/m3",6.01596803476994
"THA","2005","ug/m3",15.162270818659
"TUR","2005","ug/m3",10.3923638187256
"TWN","2005","ug/m3",16.7288632672486
"UKR","2005","ug/m3",7.45398556566194
"USA","2005","ug/m3",9.2019862771033
"VNM","2005","ug/m3",17.5262420050956
"WAF","2005","ug/m3",23.5113870349963
