"region","year","units","value"
"ARG","2060","ppbv",35.7760010465366
"AUS","2060","ppbv",35.1973085968216
"AUT","2060","ppbv",57.6232613809344
"BGR","2060","ppbv",58.2704226387283
"BLX","2060","ppbv",54.6836061465597
"BRA","2060","ppbv",43.1584795187415
"CAN","2060","ppbv",52.0063423735745
"CHE","2060","ppbv",57.7609565938347
"CHL","2060","ppbv",42.2601059597101
"CHN","2060","ppbv",57.5090910717949
"COR","2060","ppbv",61.5581582349198
"EAF","2060","ppbv",53.9259863648557
"EGY","2060","ppbv",75.6139733425095
"ESP","2060","ppbv",60.2852239785016
"FIN","2060","ppbv",42.8455075939376
"FRA","2060","ppbv",55.0454684420811
"GBR","2060","ppbv",50.2412203489213
"GOLF","2060","ppbv",77.6028445249296
"GRC","2060","ppbv",64.4521156858123
"HUN","2060","ppbv",55.523246837869
"IDN","2060","ppbv",47.0896928056623
"ITA","2060","ppbv",66.1849887774135
"JPN","2060","ppbv",58.2120375245324
"KAZ","2060","ppbv",50.2937159641854
"MEME","2060","ppbv",69.7537251021219
"MEX","2060","ppbv",60.7093939022485
"MON","2060","ppbv",54.8245040248748
"MYS","2060","ppbv",53.7182263702443
"NDE","2060","ppbv",105.8143435881
"NOA","2060","ppbv",67.1248112417973
"NOR","2060","ppbv",45.5410202704773
"NZL","2060","ppbv",35.3245378844198
"PAC","2060","ppbv",32.6880714966833
"PHL","2060","ppbv",42.8909455756326
"POL","2060","ppbv",51.9762480254417
"RCAM","2060","ppbv",47.0974522674291
"RCEU","2060","ppbv",60.3070370201401
"RCZ","2060","ppbv",55.1790004319026
"RFA","2060","ppbv",54.8662692040405
"RIS","2060","ppbv",62.0683752844439
"ROM","2060","ppbv",55.375405691613
"RSA","2060","ppbv",50.1158613947984
"RSAM","2060","ppbv",39.9531633498821
"RSAS","2060","ppbv",91.9988721574189
"RSEA","2060","ppbv",70.3836528722596
"RUE","2060","ppbv",40.1504253521383
"RUS","2060","ppbv",48.9268237361601
"SAF","2060","ppbv",53.2717653518629
"SWE","2060","ppbv",47.3877542846292
"THA","2060","ppbv",61.2294699243523
"TUR","2060","ppbv",63.9381239122627
"TWN","2060","ppbv",61.5256483372006
"UKR","2060","ppbv",51.9274804883098
"USA","2060","ppbv",61.7219331014474
"VNM","2060","ppbv",52.5416005228147
"WAF","2060","ppbv",66.9195426726046
