PM,MED,95CL_L,95CL_H
0,1,1,1
1,1,1,1
2,1,1,1
3,1,1,1
4,1,1,1
5,1,1,1
6,1.005539724,1.000335807,1.014799192
7,1.021337946,1.002082434,1.047851291
8,1.03340244,1.003839348,1.071077929
9,1.044253833,1.005601212,1.090822478
10,1.054152182,1.007366397,1.108489952
11,1.063387378,1.009134081,1.124599911
12,1.072173112,1.010903767,1.139526165
13,1.080671207,1.012675119,1.153611239
14,1.088821791,1.014447897,1.167227286
15,1.096813172,1.016221918,1.18034393
16,1.104517982,1.017997041,1.192977179
17,1.112009452,1.01977315,1.205189876
18,1.119258601,1.021550152,1.217031859
19,1.12635032,1.023327968,1.228543485
20,1.133302086,1.025106532,1.239758017
21,1.140152392,1.026885786,1.250703278
22,1.146883974,1.028665682,1.26140284
23,1.153506553,1.030446175,1.271876893
24,1.160047918,1.032227226,1.282142895
25,1.166518633,1.034008802,1.292216078
26,1.172902351,1.035790872,1.302109825
27,1.179204457,1.037573407,1.311835978
28,1.185469819,1.039356384,1.32140508
29,1.191689729,1.041139779,1.330826567
30,1.19784232,1.042923571,1.340108928
31,1.203931047,1.044707741,1.349259835
32,1.209916449,1.046492272,1.358286251
33,1.215778024,1.048277147,1.367194519
34,1.221569008,1.050062351,1.375990441
35,1.227358526,1.05184787,1.384677617
36,1.233115731,1.053633691,1.393260513
37,1.238823831,1.055419801,1.401678118
38,1.244503425,1.05720619,1.409892041
39,1.250096685,1.058992847,1.418014857
40,1.255693896,1.060779761,1.426042793
41,1.26121477,1.062566923,1.433985583
42,1.26667742,1.064354324,1.441847582
43,1.272011543,1.066141955,1.449507966
44,1.277392029,1.06792981,1.457066716
45,1.282692691,1.069717879,1.464552243
46,1.287960834,1.071506156,1.471967097
47,1.293193963,1.073294634,1.479313676
48,1.298393147,1.075083306,1.486594243
49,1.303559399,1.076872166,1.493810933
50,1.308693679,1.078661209,1.500965765
51,1.313796898,1.080450428,1.50806065
52,1.318869922,1.082239819,1.515097398
53,1.323948997,1.084029375,1.522077728
54,1.329081951,1.085819093,1.529003272
55,1.334188146,1.087608966,1.535875583
56,1.33930106,1.089398992,1.542696139
57,1.344370132,1.091189165,1.549466347
58,1.349329912,1.092979481,1.556186979
59,1.354232796,1.094769936,1.563049358
60,1.359111197,1.096560526,1.569987163
61,1.364020472,1.098351248,1.576880975
62,1.368819166,1.100142098,1.583731857
63,1.373605078,1.101933072,1.590540825
64,1.378391011,1.103724167,1.597308856
65,1.383202801,1.105515379,1.604036887
66,1.387997699,1.107306707,1.610725818
67,1.392792202,1.109098145,1.617376515
68,1.397568523,1.110889693,1.623978417
69,1.4023252,1.112681346,1.630292236
70,1.407062621,1.114473102,1.636569249
71,1.411781158,1.116264958,1.642810236
72,1.416448275,1.118056912,1.649015952
73,1.421030881,1.119848961,1.655187123
74,1.425670692,1.121641103,1.66132445
75,1.430233601,1.123433336,1.66742861
76,1.434778793,1.125225656,1.673496488
77,1.439306584,1.127018062,1.679532121
78,1.443817281,1.128810552,1.685536469
79,1.448352869,1.130603124,1.691510124
80,1.452853438,1.132395775,1.697453659
81,1.457324013,1.134188504,1.703367627
82,1.461778715,1.135981308,1.709252565
83,1.466217807,1.137774186,1.715108992
84,1.470662173,1.139567136,1.720937413
85,1.47510934,1.141360156,1.726738317
86,1.479541854,1.143153244,1.732512176
87,1.483959943,1.144946398,1.738259452
88,1.488363831,1.146739618,1.743980591
89,1.492753733,1.1485329,1.749676028
90,1.49712986,1.150326245,1.755346183
91,1.501492415,1.15211965,1.760991467
92,1.505841599,1.153913113,1.766612278
93,1.510177605,1.155706633,1.772209003
94,1.514500623,1.157500209,1.777788492
95,1.518810836,1.159293839,1.783638342
96,1.523108424,1.161087523,1.789466071
97,1.527393563,1.162881257,1.795272004
98,1.531666422,1.164675042,1.801056458
99,1.535938654,1.166468876,1.806819743
100,1.540204335,1.168262757,1.812562159
101,1.5444583,1.170056685,1.818284
102,1.548624189,1.171850658,1.823985553
103,1.552777128,1.173644676,1.829667096
104,1.55691847,1.175438735,1.835328904
105,1.561048365,1.177232837,1.840971242
106,1.565166959,1.179026979,1.84659437
107,1.569274395,1.180821161,1.852198543
108,1.573370829,1.182615381,1.857784009
109,1.577456984,1.184409639,1.863351011
110,1.58153237,1.186203932,1.868899786
111,1.585565904,1.187998261,1.874430565
112,1.589652238,1.189792625,1.879943575
113,1.593728339,1.191587022,1.885439039
114,1.597891006,1.193381451,1.890917173
115,1.602009112,1.195175911,1.89637819
116,1.60617782,1.196970403,1.901822297
117,1.610450442,1.198764923,1.907081119
118,1.614714365,1.200559473,1.912302453
119,1.618951619,1.20235405,1.917507051
120,1.62317479,1.204148654,1.922695113
121,1.627355103,1.205943285,1.927866834
122,1.631456244,1.207737941,1.933022408
123,1.635512195,1.209532621,1.938162021
124,1.639539254,1.211327325,1.943513883
125,1.643486972,1.213122052,1.948964034
126,1.647447031,1.214916801,1.954399423
127,1.651577734,1.216711571,1.959820209
128,1.65570048,1.218506362,1.965226548
129,1.659907006,1.220301173,1.970618592
130,1.664051734,1.222096004,1.975996491
131,1.668168002,1.223890852,1.981360393
132,1.67216836,1.225685719,1.986710441
133,1.676160737,1.227480602,1.992046778
134,1.680197469,1.229275502,1.997231913
135,1.684239313,1.231070417,2.002397991
136,1.688273589,1.232865348,2.007550555
137,1.692201195,1.234660293,2.012689742
138,1.696125989,1.236455252,2.017815689
139,1.700069022,1.238250223,2.022928526
140,1.704020862,1.240045208,2.028028385
141,1.707916462,1.241840204,2.033115394
142,1.711764979,1.243635212,2.038189677
143,1.715605962,1.24543023,2.04325136
144,1.71943948,1.247225259,2.048300563
145,1.7232656,1.249020297,2.053337406
146,1.72708439,1.250815344,2.058362007
147,1.730895915,1.252610399,2.06337448
148,1.734700238,1.254405462,2.068374941
149,1.738497424,1.256200533,2.073363499
150,1.742287534,1.25799561,2.078340267
151,1.746070631,1.259790694,2.08330535
152,1.749846774,1.261585783,2.088258857
153,1.753616023,1.263380878,2.093200892
154,1.757378436,1.265175977,2.098131558
155,1.761134072,1.266971081,2.103050956
156,1.764882987,1.268766188,2.107959187
157,1.768625237,1.270561298,2.112856348
158,1.772405785,1.272356412,2.117742537
159,1.776203027,1.274151527,2.12261785
160,1.779993929,1.275946644,2.127482379
161,1.783778542,1.277741763,2.132336218
162,1.787556916,1.279536882,2.137179457
163,1.7913291,1.281332002,2.142012187
164,1.795095141,1.283127122,2.146834496
165,1.798855088,1.284922242,2.15164647
166,1.802608987,1.286717361,2.156448197
167,1.806356885,1.288512478,2.16123976
168,1.810079055,1.290307593,2.16601712
169,1.813722003,1.292102707,2.170780661
170,1.817358859,1.293897818,2.175534275
171,1.820989671,1.295692925,2.180278042
172,1.824614485,1.29748803,2.185012042
173,1.828233346,1.299283131,2.189736353
174,1.831846299,1.301078227,2.19445105
175,1.835453387,1.302873319,2.199156211
176,1.839034277,1.304668406,2.203851909
177,1.84273613,1.306463488,2.208538218
178,1.846443746,1.308258564,2.213215211
179,1.850145991,1.310053634,2.217882959
180,1.853742935,1.311848697,2.222541533
181,1.857281647,1.313643754,2.227191003
182,1.86081473,1.315438803,2.231831438
183,1.864342227,1.317233845,2.236462905
184,1.867864176,1.319028879,2.241085472
185,1.871424738,1.320823905,2.245699204
186,1.875029908,1.322618923,2.250304168
187,1.878555256,1.324413931,2.254900427
188,1.88204216,1.32620893,2.259488044
189,1.885523672,1.32800392,2.264067084
190,1.888999831,1.3297989,2.268637608
191,1.892472148,1.331593869,2.273199677
192,1.895971081,1.333388828,2.277753351
193,1.89949604,1.335183776,2.28229869
194,1.903015941,1.336978713,2.286835754
195,1.906530818,1.338773639,2.2913646
196,1.910040705,1.340568553,2.295885286
197,1.913513385,1.342363454,2.300397868
198,1.91695822,1.344158343,2.304902403
199,1.920401238,1.34595322,2.309398947
200,1.923849737,1.347748084,2.31378451
201,1.927361911,1.349542934,2.318104041
202,1.93093015,1.351337771,2.322415564
203,1.934493812,1.353132593,2.326719134
204,1.938052923,1.354927402,2.331014807
205,1.941607514,1.356722197,2.335302635
206,1.945157612,1.358516976,2.339582672
207,1.948670843,1.360311741,2.343854971
208,1.952199292,1.36210649,2.348119585
209,1.955723309,1.363901224,2.352376565
210,1.959242921,1.365695942,2.356625961
211,1.962758156,1.367490644,2.360867824
212,1.966269039,1.36928533,2.365102205
213,1.969775597,1.371079999,2.369329151
214,1.973277855,1.372874652,2.373548713
215,1.976775839,1.374669287,2.377760937
216,1.980269575,1.376463905,2.381962739
217,1.983759086,1.378258506,2.386156807
218,1.987227733,1.380053088,2.390343676
219,1.990658306,1.381847653,2.394523391
220,1.994098695,1.383642199,2.398695998
221,1.997568069,1.385436727,2.402861543
222,2.001033328,1.387231236,2.407020068
223,2.004494495,1.389025726,2.41117162
224,2.007951594,1.390820197,2.415316241
225,2.011404647,1.392614648,2.419453974
226,2.014853678,1.394409079,2.423584862
227,2.018329737,1.396203491,2.427708947
228,2.021763028,1.397997882,2.431826271
229,2.025192332,1.399792253,2.435936875
230,2.028617672,1.401586604,2.4400408
231,2.03196359,1.403380934,2.444138087
232,2.035333853,1.405175242,2.448228776
233,2.038725978,1.406969529,2.452312905
234,2.042176041,1.408763795,2.456390514
235,2.045658104,1.410558039,2.460461643
236,2.049151565,1.412352262,2.464526329
237,2.052548502,1.414146462,2.468584611
238,2.055891573,1.41594064,2.472636525
239,2.059230797,1.417734795,2.47668211
240,2.062566194,1.419528928,2.480721401
241,2.065897785,1.421323038,2.484754436
242,2.069155924,1.423117124,2.488781251
243,2.072405582,1.424911188,2.492801881
244,2.07567879,1.426705227,2.496815447
245,2.079031509,1.428499244,2.500822323
246,2.082380586,1.430293236,2.504823119
247,2.08572604,1.432087204,2.508817867
248,2.089067888,1.433881148,2.512806603
249,2.092406149,1.435675067,2.516789361
250,2.095740842,1.437468962,2.520766172
251,2.099102614,1.439262832,2.524737072
252,2.102453569,1.441056677,2.528702091
253,2.105770978,1.442850497,2.532661263
254,2.109067559,1.444644291,2.53661462
255,2.112353584,1.44643806,2.540562194
256,2.115636041,1.448231803,2.544504015
257,2.118914947,1.450025521,2.548440116
258,2.122173853,1.451819212,2.552370527
259,2.125428324,1.453612877,2.556295279
260,2.128679296,1.455406515,2.560214402
261,2.131926784,1.457200127,2.564127926
262,2.135170808,1.458993712,2.568035881
263,2.138492812,1.460787271,2.571938297
264,2.141826746,1.462580802,2.575835202
265,2.145157438,1.464374306,2.579726626
266,2.148484902,1.466167782,2.583612598
267,2.151809153,1.467961231,2.587493145
268,2.155130207,1.469754652,2.591368296
269,2.158448078,1.471548046,2.59523808
270,2.161762781,1.473341411,2.599102523
271,2.165074331,1.475134748,2.602961653
272,2.168382742,1.476928056,2.606815497
273,2.171688029,1.478721336,2.610664082
274,2.174940325,1.480514588,2.614507436
275,2.178125643,1.48230781,2.618345584
276,2.181307696,1.484101004,2.622178552
277,2.184486499,1.485894168,2.626006367
278,2.187662067,1.487687303,2.629829055
279,2.190834415,1.489480409,2.633646641
280,2.194003557,1.491273485,2.63745915
281,2.197169509,1.493066532,2.641266608
282,2.200332285,1.494859548,2.645069039
283,2.2034919,1.496652535,2.648866468
284,2.206648367,1.498445491,2.65265892
285,2.209801701,1.500238417,2.656446418
286,2.212951916,1.502031312,2.660228988
287,2.216099026,1.503824177,2.664006653
288,2.219243045,1.505617012,2.667779436
289,2.222383987,1.507409815,2.671547361
290,2.225521865,1.509202587,2.675310452
291,2.228656693,1.510995329,2.67906873
292,2.231854712,1.512788039,2.682822221
293,2.235087816,1.514580717,2.686570945
294,2.238318057,1.516373364,2.690331488
295,2.241545447,1.51816598,2.694185027
296,2.244769999,1.519958563,2.698033949
297,2.247991724,1.521751115,2.701878274
298,2.251210635,1.523543635,2.705718023
299,2.254426743,1.525336122,2.709553218
300,2.257602281,1.527128577,2.713383878
301,2.260687742,1.528921,2.717210025
302,2.263770275,1.53071339,2.721031679
303,2.266849894,1.532505747,2.72484886
304,2.26992661,1.534298072,2.728661588
305,2.273000435,1.536090363,2.732469882
306,2.276071383,1.537882622,2.736219605
307,2.279139464,1.539674847,2.739873774
308,2.282204692,1.54146704,2.743523466
309,2.285267078,1.543259198,2.747168702
310,2.288326634,1.545051323,2.750921475
311,2.291383372,1.546843415,2.754692677
312,2.294437303,1.548635472,2.758459585
313,2.297488439,1.550427496,2.762222218
314,2.300536792,1.552219486,2.765980595
315,2.303645023,1.554011441,2.769734735
316,2.306832121,1.555803363,2.773484655
317,2.310016678,1.55759525,2.777230374
318,2.313198705,1.559387102,2.780971909
319,2.316378212,1.56117892,2.784709279
320,2.319555207,1.562970704,2.788442502
321,2.322729702,1.564762452,2.792171594
322,2.325901706,1.566554166,2.795896574
323,2.329071228,1.568345844,2.799617459
324,2.332204609,1.570137487,2.803334266
325,2.335235756,1.571929095,2.807047012
326,2.338264266,1.573720668,2.810755714
327,2.341290152,1.575512206,2.814460389
328,2.344313422,1.577303707,2.818161054
329,2.347334088,1.579095173,2.821857725
330,2.35035216,1.580886604,2.825550419
331,2.353367647,1.582677998,2.829239153
332,2.35638056,1.584469356,2.832923942
333,2.359390909,1.586260679,2.836604802
334,2.362398703,1.588051965,2.84028175
335,2.365403953,1.589843215,2.843954802
336,2.368406668,1.591634428,2.847623973
337,2.371406858,1.593425605,2.851289279
338,2.374404533,1.595216746,2.854950736
339,2.377478565,1.597007849,2.858608358
340,2.380566774,1.598798916,2.862262162
341,2.383644224,1.600589946,2.865912163
342,2.386713703,1.602380939,2.869558376
343,2.389714914,1.604171895,2.873200815
344,2.392655015,1.605962814,2.876839496
345,2.395592613,1.607753695,2.880474434
346,2.398527717,1.60954454,2.884105643
347,2.401460336,1.611335346,2.887732837
348,2.40439048,1.613126115,2.891354299
349,2.407318158,1.614916847,2.894972073
350,2.410243379,1.61670754,2.898586176
351,2.413166153,1.618498196,2.902196621
352,2.416113131,1.620288814,2.905803422
353,2.419074192,1.622079394,2.909406594
354,2.422032883,1.623869936,2.91300615
355,2.424989214,1.62566044,2.916602104
356,2.427943193,1.627450905,2.92019447
357,2.430894828,1.629241332,2.923783261
358,2.433844127,1.63103172,2.927368492
359,2.4367911,1.63282207,2.930950176
360,2.439735755,1.634612382,2.934528325
361,2.442678099,1.636402654,2.938100251
362,2.445618141,1.638192888,2.941596165
363,2.44855589,1.639983083,2.945088534
364,2.451491352,1.641773238,2.948577373
365,2.454398328,1.643563355,2.952062695
366,2.457270452,1.645353433,2.955688152
367,2.460140242,1.647143471,2.95935651
368,2.463007705,1.64893347,2.963021459
369,2.465898574,1.65072343,2.966593123
