PM,MED,95CL_L,95CL_H
0,1,1,1
1,1,1,1
2,1,1,1
3,1,1,1
4,1,1,1
5,1,1,1
6,1.005568022,1.000782182,1.015148333
7,1.018930035,1.0038211,1.042955055
8,1.028527149,1.006497406,1.060932982
9,1.037060692,1.009018209,1.075534707
10,1.044691113,1.011442921,1.088520883
11,1.051649955,1.013855667,1.100707097
12,1.058386626,1.016232043,1.112598684
13,1.064931389,1.018570303,1.122514014
14,1.071064895,1.020876205,1.132094967
15,1.076905717,1.02315382,1.141640845
16,1.082633057,1.025406479,1.150783415
17,1.088097872,1.027598518,1.160075002
18,1.093278876,1.029624499,1.168709917
19,1.098304994,1.031622017,1.177170453
20,1.103438327,1.033593573,1.187378971
21,1.108377907,1.035541288,1.19468897
22,1.113335152,1.037585977,1.202109758
23,1.118027163,1.039625415,1.208861079
24,1.122699611,1.041650989,1.216304595
25,1.127172959,1.043665781,1.223272532
26,1.131477405,1.045611702,1.229957633
27,1.135927181,1.047466984,1.237296104
28,1.140412954,1.049303345,1.243429099
29,1.14482762,1.051125834,1.250040992
30,1.149115894,1.053092041,1.256650528
31,1.153323901,1.055052144,1.262715849
32,1.157283673,1.056908911,1.268571582
33,1.161250356,1.058751344,1.275447075
34,1.165091937,1.060583542,1.281046932
35,1.169086759,1.062405916,1.28831589
36,1.173078473,1.064218842,1.295681456
37,1.176925264,1.0660633,1.301480205
38,1.180801829,1.067906572,1.309306098
39,1.184544245,1.069742393,1.31750992
40,1.188266755,1.071571009,1.322603286
41,1.191810794,1.073392649,1.327627899
42,1.195344622,1.075207531,1.332586597
43,1.199271512,1.077015857,1.337482025
44,1.202758198,1.078817821,1.342316653
45,1.206222593,1.080613603,1.348596043
46,1.209630797,1.082403374,1.355516213
47,1.212986065,1.084187299,1.362395894
48,1.216333457,1.085965531,1.368909677
49,1.219864479,1.087738216,1.373896976
50,1.223189559,1.089505494,1.37882276
51,1.226488519,1.091267498,1.383700277
52,1.229762125,1.093024355,1.388531034
53,1.233011106,1.094776184,1.393316456
54,1.236377478,1.096523102,1.3980579
55,1.239599689,1.098265218,1.402718401
56,1.242882792,1.100002639,1.407259484
57,1.246120847,1.101735465,1.411760124
58,1.249243323,1.103463794,1.416221449
59,1.252316183,1.105187717,1.420644533
60,1.25533363,1.106907326,1.425030403
61,1.258440373,1.108622704,1.429380039
62,1.261570888,1.110333936,1.433694378
63,1.264758484,1.1120411,1.437974317
64,1.267964532,1.113744274,1.442220595
65,1.27115341,1.11544353,1.446430254
66,1.274325489,1.117138939,1.450607981
67,1.277481125,1.118830572,1.454891579
68,1.280620661,1.120518493,1.459425797
69,1.283593762,1.122204087,1.463885054
70,1.286505898,1.123886562,1.467916817
71,1.289402045,1.12556553,1.471920097
72,1.292474709,1.12724105,1.475891511
73,1.295537517,1.12889004,1.479831975
74,1.298586084,1.130488475,1.483745757
75,1.301503032,1.132082996,1.487976927
76,1.304390244,1.133673667,1.492356945
77,1.307419007,1.135260552,1.496712434
78,1.310419331,1.136843712,1.501043856
79,1.313296046,1.138423205,1.505297623
80,1.316159671,1.13999909,1.509228979
81,1.319009806,1.141571423,1.513409453
82,1.32189936,1.143140257,1.517538694
83,1.324746948,1.144705646,1.521261075
84,1.32763716,1.14626764,1.524961671
85,1.330422651,1.14782629,1.528640885
86,1.333196183,1.149381644,1.532324808
87,1.335938572,1.150933749,1.536101138
88,1.338599983,1.152482651,1.539857069
89,1.341181613,1.154028395,1.543592953
90,1.343838952,1.155571024,1.547483653
91,1.346438152,1.157110581,1.551671424
92,1.349003665,1.158647107,1.555840913
93,1.351558182,1.160180642,1.559992396
94,1.354223663,1.161711227,1.564126145
95,1.356950577,1.163238898,1.568242422
96,1.359615082,1.164759604,1.572341481
97,1.362269613,1.166283392,1.576423574
98,1.364914314,1.167798619,1.580488942
99,1.367602355,1.16931105,1.584537823
100,1.370248518,1.170820721,1.588570447
101,1.372835874,1.172327665,1.59258704
102,1.375413894,1.173831915,1.596587821
103,1.377943557,1.175333503,1.600573005
104,1.380405534,1.176832461,1.604542802
105,1.382858207,1.178328819,1.608554505
106,1.38555729,1.179822607,1.612466241
107,1.388209381,1.181313855,1.616422213
108,1.390660189,1.182802592,1.621878593
109,1.393102199,1.184288845,1.625639356
110,1.395535525,1.185772643,1.629385463
111,1.397960278,1.187254013,1.633117104
112,1.400376568,1.188732981,1.63683446
113,1.402784502,1.190209572,1.640537711
114,1.405184183,1.191683814,1.644227033
115,1.407575713,1.193155729,1.647895042
116,1.409959194,1.194625343,1.651464121
117,1.412334722,1.196094545,1.655058202
118,1.414702392,1.197563524,1.658677713
119,1.417121815,1.199030293,1.662440228
120,1.419573513,1.200494874,1.666090627
121,1.421905922,1.201957291,1.669692221
122,1.424218355,1.203417564,1.673281166
123,1.426658473,1.204875714,1.676857609
124,1.429065856,1.206331761,1.680421691
125,1.431427946,1.207785728,1.683973551
126,1.433850908,1.209237632,1.687513325
127,1.436211344,1.210687494,1.691041147
128,1.438564954,1.212135333,1.694557147
129,1.441004774,1.213581168,1.698061455
130,1.443464452,1.215025018,1.701554196
131,1.445917725,1.2164669,1.705035494
132,1.448282998,1.217906833,1.708505471
133,1.450561189,1.219363797,1.711964246
134,1.452832885,1.220885912,1.715411935
135,1.455098154,1.222406518,1.718848654
136,1.457429467,1.223925627,1.722274515
137,1.459986287,1.22544325,1.72568963
138,1.462537536,1.226959399,1.729094106
139,1.46496626,1.228474083,1.73248805
140,1.467278748,1.229987315,1.735871569
141,1.469585318,1.231499104,1.739244764
142,1.471886028,1.233009461,1.742607737
143,1.474264661,1.234518396,1.745960588
144,1.476702403,1.23602592,1.749299494
145,1.479134746,1.237532043,1.75262541
146,1.481450464,1.239036774,1.755941485
147,1.483721278,1.240540122,1.759247814
148,1.485939631,1.242042099,1.762544488
149,1.488152404,1.243542712,1.765831597
150,1.490459513,1.245041972,1.769109229
151,1.492819787,1.246539887,1.772501472
152,1.495091523,1.248036466,1.777820477
153,1.497342551,1.249531719,1.781169222
154,1.499588362,1.251025654,1.784304946
155,1.501829003,1.25251828,1.787416388
156,1.504064518,1.254009605,1.790518831
157,1.506318826,1.255499637,1.793612359
158,1.508555789,1.256988386,1.796697052
159,1.510729088,1.258475859,1.79977299
160,1.512897365,1.259962063,1.802840251
161,1.515190363,1.261448738,1.805898913
162,1.517444055,1.262935749,1.808949052
163,1.51965417,1.264421529,1.811990741
164,1.521806455,1.265906086,1.815539695
165,1.523875427,1.267389426,1.819567016
166,1.525880949,1.268871557,1.823587757
167,1.527886249,1.270352486,1.827601958
168,1.529972505,1.271832221,1.831609659
169,1.532086825,1.273310768,1.8356109
170,1.534317201,1.274788134,1.839605721
171,1.536585539,1.276264326,1.843594161
172,1.538709105,1.277739351,1.84687314
173,1.540828129,1.279213216,1.850130506
174,1.543132012,1.280685927,1.853380314
175,1.54534038,1.282157491,1.856622623
176,1.547458487,1.283586697,1.85985749
177,1.549496068,1.284921905,1.863084971
178,1.551541641,1.286255526,1.866305121
179,1.553735527,1.287587571,1.86951778
180,1.555770214,1.288918049,1.872698667
181,1.557790099,1.290246972,1.875872349
182,1.559964637,1.29157435,1.879038879
183,1.562106113,1.292900193,1.882198309
184,1.564140692,1.294216326,1.885350691
185,1.566171123,1.295525842,1.888496077
186,1.568197436,1.296833811,1.891634517
187,1.570249478,1.298140243,1.894766061
188,1.572302755,1.299503817,1.897890759
189,1.574323961,1.300815783,1.901008659
190,1.576341153,1.302126266,1.904119809
191,1.578354361,1.303435275,1.907224257
192,1.580400549,1.304742819,1.91032205
193,1.582582595,1.306048907,1.913413233
194,1.584800279,1.307353548,1.916497854
195,1.587053499,1.308656752,1.919575956
196,1.589303225,1.309958526,1.922647585
197,1.591448277,1.31125888,1.925712785
198,1.593479598,1.312557823,1.928771599
199,1.595507189,1.313855362,1.93182407
200,1.597531075,1.315153276,1.934870241
201,1.599659965,1.316451521,1.937910154
202,1.601759728,1.317834082,1.940943851
203,1.603897898,1.319249246,1.943971371
204,1.606030352,1.320663412,1.946992757
205,1.608187934,1.322076586,1.950008048
206,1.610453584,1.323488771,1.952900133
207,1.612716038,1.324899972,1.955683071
208,1.614796209,1.326310195,1.958459853
209,1.616818954,1.327719445,1.961405188
210,1.618838253,1.329127724,1.964565639
211,1.620861717,1.330535039,1.967720453
212,1.622967046,1.331941394,1.970869667
213,1.625069076,1.333346794,1.973960755
214,1.627167827,1.334751242,1.976933111
215,1.629263318,1.336154743,1.979899758
216,1.631355569,1.337557302,1.982860731
217,1.633327811,1.338958923,1.985816066
218,1.63528708,1.340359611,1.988765796
219,1.637326194,1.341759368,1.991709956
220,1.639476125,1.343158201,1.994648579
221,1.641582346,1.344556113,1.9975817
222,1.643590243,1.345953107,2.00050935
223,1.645642686,1.347349189,2.003431563
224,1.647720935,1.348744362,2.00634837
225,1.649796199,1.35013863,2.009259805
226,1.651868493,1.351531997,2.012165897
227,1.653937835,1.352924467,2.01506668
228,1.656004241,1.354316044,2.017962183
229,1.658020761,1.355706733,2.020852437
230,1.659973279,1.357096536,2.023737474
231,1.661922739,1.358485457,2.026617321
232,1.663869159,1.359873501,2.029492011
233,1.665812556,1.36126067,2.032361571
234,1.667752947,1.362646969,2.035226031
235,1.669712193,1.364032402,2.038085419
236,1.671735922,1.365416972,2.040939765
237,1.673756796,1.366800682,2.043789097
238,1.67577483,1.368183536,2.046633442
239,1.677779077,1.369565538,2.049472828
240,1.679707546,1.370946691,2.052307283
241,1.681633149,1.372326998,2.055136834
242,1.683764769,1.373706464,2.057961507
243,1.685631976,1.375085091,2.060781329
244,1.687496327,1.37636614,2.063596327
245,1.689357838,1.377602304,2.066406527
246,1.691218718,1.378837404,2.069211954
247,1.693127451,1.380071352,2.072012635
248,1.695033424,1.381304155,2.074808594
249,1.696936654,1.382535816,2.077599857
250,1.698796821,1.383766343,2.080386448
251,1.700606621,1.384995741,2.083168392
252,1.702502887,1.386224014,2.085945714
253,1.704396456,1.387451168,2.088718438
254,1.706287344,1.388677209,2.091486588
255,1.708175564,1.389902142,2.094250187
256,1.71006113,1.391125971,2.097009259
257,1.711944056,1.392348703,2.099763827
258,1.713824354,1.393570343,2.102513915
259,1.715702039,1.394790894,2.105449496
260,1.717675179,1.396010363,2.108541261
261,1.719563528,1.397228754,2.111628761
262,1.721332752,1.398446073,2.114712013
263,1.723252069,1.399662324,2.117791035
264,1.725168903,1.400877512,2.120865846
265,1.72706882,1.402091642,2.123936464
266,1.728983329,1.403304719,2.126999155
267,1.73080148,1.404516748,2.130053364
268,1.732529606,1.405727732,2.133103427
269,1.734283676,1.406937677,2.13614936
270,1.736089206,1.408146588,2.139191181
271,1.737909876,1.409354469,2.142228907
272,1.739728032,1.410561324,2.145262555
273,1.741543687,1.411767159,2.148292143
274,1.743356852,1.413102049,2.151557788
275,1.74516754,1.414493653,2.155349316
276,1.746975763,1.415884672,2.15898445
277,1.74880488,1.417275106,2.161539979
278,1.750745009,1.418664959,2.164091366
279,1.752693373,1.420054232,2.166638633
280,1.754678803,1.421442926,2.169504253
281,1.756671991,1.422831043,2.172510094
282,1.758662982,1.424218585,2.175512025
283,1.760605122,1.425605554,2.178510061
284,1.762436721,1.426991952,2.181504218
285,1.764336343,1.428377779,2.18449451
286,1.766118463,1.429763039,2.187480954
287,1.767862117,1.431147732,2.190463563
288,1.769603446,1.43253186,2.193442353
289,1.771400083,1.433915426,2.196417338
290,1.773227408,1.435298429,2.199388534
291,1.774993628,1.436680873,2.202355954
292,1.776757619,1.438062759,2.205319614
293,1.778519391,1.439444088,2.208279528
294,1.780278953,1.440824862,2.211235709
295,1.782036317,1.442205083,2.214181271
296,1.783791491,1.443584752,2.217116402
297,1.785544486,1.44496387,2.220012487
298,1.787272256,1.44634244,2.222253893
299,1.788916546,1.447720463,2.224491579
300,1.790558631,1.44909794,2.226725564
301,1.792292528,1.450474873,2.228955865
302,1.794028714,1.451851263,2.231182502
303,1.795762759,1.453227113,2.23340549
304,1.797494673,1.454602422,2.235624849
305,1.799224464,1.455977194,2.23783844
306,1.800952142,1.457351429,2.240037079
307,1.802677716,1.458725128,2.24222282
308,1.804401196,1.460098294,2.244405001
309,1.80612259,1.461424719,2.246583639
310,1.807927982,1.462630647,2.248758752
311,1.809841669,1.463835709,2.250930355
312,1.811753439,1.465039908,2.253098465
313,1.8136633,1.466243248,2.255263099
314,1.815571258,1.467445731,2.257424273
315,1.817477322,1.468649609,2.259582004
316,1.819381498,1.469854939,2.261736307
317,1.821283793,1.471059429,2.263887198
318,1.823172793,1.472263085,2.266034694
319,1.824920541,1.473465909,2.26817881
320,1.82666628,1.474667903,2.270319561
321,1.828410019,1.475869071,2.272456963
322,1.830151764,1.477069415,2.274591031
323,1.831891525,1.47826894,2.276721781
324,1.833629309,1.479467647,2.278849228
325,1.835365124,1.480665539,2.280973386
326,1.837098978,1.48186262,2.283094271
327,1.838942811,1.483058892,2.285211898
328,1.84079236,1.484254358,2.28732628
329,1.842486188,1.485449021,2.289437432
330,1.844270748,1.486642883,2.29154537
331,1.846280855,1.487835949,2.293650107
332,1.848172532,1.489028219,2.295751657
333,1.850013102,1.490219697,2.297850035
334,1.851851897,1.491410386,2.299945255
335,1.853688922,1.492600289,2.30203733
336,1.855524185,1.493789407,2.304259778
337,1.857357691,1.494977745,2.306264227
338,1.859189446,1.496165304,2.308319887
339,1.861019459,1.497352087,2.310533254
340,1.862847733,1.498538096,2.312831192
341,1.864674277,1.499723335,2.315125977
342,1.866450241,1.500907855,2.317417622
343,1.868079382,1.502092237,2.319706137
344,1.869706691,1.503275857,2.321991537
345,1.871332176,1.504458718,2.324273833
346,1.872955844,1.505640822,2.326553038
347,1.874577701,1.506822173,2.328829164
348,1.876197755,1.508002771,2.331102222
349,1.877816012,1.50918262,2.333372226
350,1.87943248,1.510361723,2.335639187
351,1.881047165,1.511540081,2.337903116
352,1.882660075,1.512717697,2.340164027
353,1.884271216,1.513894574,2.342421929
354,1.885880595,1.515070714,2.344676836
355,1.887455883,1.516246119,2.346928757
356,1.888955616,1.517420791,2.349177706
357,1.890450622,1.518594734,2.351423694
358,1.892033639,1.519767949,2.353666731
359,1.893677949,1.520940438,2.355906828
360,1.895320561,1.522112205,2.358143998
361,1.896961482,1.52328325,2.360378251
362,1.898609488,1.524527844,2.362609599
363,1.900319263,1.525870871,2.364838051
364,1.902138285,1.527213477,2.367063619
365,1.903802146,1.528555663,2.369286315
366,1.90546434,1.529901076,2.371506147
367,1.907124873,1.531246314,2.373723128
368,1.908783749,1.532591142,2.375937268
369,1.910440976,1.53393556,2.378148577
