PM,MED,95CL_L,95CL_H
370,1.912096558,1.535279568,2.380357066
371,1.913683404,1.536623168,2.382562745
372,1.915217088,1.537966359,2.384765624
373,1.916749099,1.539309144,2.386965714
374,1.918279445,1.540651522,2.389163025
375,1.919808131,1.541993495,2.391357568
376,1.921335163,1.543335063,2.393549351
377,1.922860548,1.544676226,2.395738385
378,1.924384292,1.546016987,2.397924681
379,1.925906399,1.547357344,2.400108247
380,1.927426639,1.5486973,2.402289094
381,1.92893499,1.549990951,2.404467232
382,1.930441735,1.551097155,2.406642669
383,1.93194688,1.552202627,2.408815417
384,1.93345043,1.553307371,2.410985484
385,1.934985391,1.554411389,2.41315288
386,1.936628226,1.5555238,2.415317614
387,1.938269559,1.556827424,2.417479695
388,1.93976334,1.558130607,2.419639134
389,1.941245312,1.55943335,2.421795939
390,1.942725722,1.560735655,2.42395012
391,1.944266857,1.562037521,2.426101685
392,1.945960372,1.563338951,2.428250645
393,1.947617812,1.564639945,2.430397007
394,1.949076272,1.565940504,2.432540781
395,1.950532266,1.567240629,2.434681975
396,1.951986718,1.56854032,2.4368206
397,1.953439634,1.56983958,2.438956663
398,1.954891018,1.571138408,2.441090173
399,1.956340877,1.572436805,2.443221139
400,1.957789215,1.573734773,2.44534957
401,1.959236039,1.575032313,2.447475474
402,1.960681352,1.576329424,2.449598861
403,1.962125162,1.577626109,2.451719737
404,1.963567472,1.578922368,2.453838113
405,1.965008289,1.580218201,2.455953996
406,1.966447616,1.581513611,2.458067394
407,1.968055263,1.582808597,2.460178317
408,1.969761306,1.58410316,2.462286772
409,1.97151363,1.585397302,2.464392768
410,1.973084941,1.586580057,2.466496312
411,1.974706797,1.587689191,2.468597413
412,1.976366233,1.588797662,2.470696079
413,1.978024298,1.589905472,2.472792318
414,1.979680996,1.591012622,2.474886138
415,1.981336332,1.592119115,2.476977547
416,1.982990309,1.593224954,2.479066553
417,1.984642932,1.594330138,2.481153164
418,1.986294205,1.595434671,2.483237387
419,1.987944131,1.596538555,2.48531923
420,1.989592715,1.597641791,2.487398701
421,1.99123996,1.598744381,2.489475808
422,1.992885871,1.599846327,2.491550559
423,1.994530452,1.600947631,2.49362296
424,1.996173706,1.602048295,2.49569302
425,1.997815637,1.60314832,2.497760745
426,1.99945625,1.604247709,2.499826144
427,2.001095547,1.605346462,2.501889224
428,2.002713511,1.60645783,2.503949992
429,2.004272285,1.607574117,2.506008456
430,2.005829741,1.608689815,2.508064623
431,2.007385883,1.609804925,2.5101185
432,2.008940714,1.610919448,2.512482542
433,2.010494239,1.612033387,2.514952681
434,2.012046461,1.613146742,2.517420612
435,2.013677605,1.614292525,2.519886339
436,2.015374183,1.616101315,2.522349869
437,2.017069524,1.617910994,2.524811206
438,2.018642658,1.619721559,2.527270356
439,2.020199274,1.621533007,2.529727325
440,2.02191211,1.623345334,2.532182117
441,2.023647773,1.625158539,2.534634739
442,2.025382245,1.626972617,2.537085195
443,2.027115528,1.628195971,2.539533492
444,2.02876604,1.629308375,2.541979634
445,2.030382303,1.630420191,2.544423626
446,2.03199732,1.63153142,2.546865474
447,2.033611095,1.632642064,2.549305184
448,2.035184939,1.633752124,2.551742759
449,2.036712909,1.634861603,2.554178206
450,2.038239622,1.635970501,2.55661153
451,2.039790966,1.63707882,2.559042736
452,2.041379352,1.638186562,2.561471828
453,2.042966522,1.639293728,2.563898812
454,2.044552478,1.64040032,2.566323694
455,2.046137224,1.641506339,2.568746477
456,2.047720763,1.642611787,2.571167167
457,2.049351313,1.643716665,2.57358577
458,2.050901208,1.644820975,2.576002289
459,2.052396433,1.645924718,2.578416731
460,2.053890423,1.647027896,2.580829099
461,2.055383183,1.648130511,2.5832394
462,2.056874716,1.649232563,2.585647637
463,2.05847425,1.650334054,2.588053815
464,2.060179018,1.651434986,2.59045794
465,2.061882706,1.65253536,2.592860016
466,2.063585317,1.653635178,2.595260048
467,2.065286854,1.654734441,2.59765804
468,2.066795535,1.65583315,2.600053999
469,2.06829254,1.656931307,2.602447927
470,2.069788364,1.658028913,2.60483983
471,2.07128301,1.65912597,2.607229713
472,2.072776481,1.660222479,2.60961758
473,2.074268782,1.661318441,2.612003436
474,2.075759914,1.662413858,2.614387286
475,2.077249882,1.663508732,2.616769133
476,2.078738689,1.664603063,2.619148984
477,2.080226338,1.665696853,2.621526841
478,2.081712831,1.666790104,2.62390271
479,2.083198173,1.667882816,2.626276596
480,2.084826174,1.668974991,2.628648502
481,2.086469228,1.670066631,2.631018434
482,2.088010467,1.671157737,2.633386395
483,2.089550579,1.672248309,2.635752391
484,2.091021945,1.67333835,2.637889437
485,2.092467365,1.674427861,2.639981309
486,2.093911643,1.675516843,2.642071227
487,2.095354783,1.676605297,2.644159196
488,2.096796788,1.677693225,2.64624522
489,2.098237661,1.678780628,2.648329306
490,2.099639268,1.679867507,2.650411457
491,2.101020992,1.680953864,2.65249168
492,2.102401577,1.682039699,2.65456998
493,2.103781024,1.683125015,2.65664636
494,2.105159337,1.684209812,2.658720827
495,2.106536519,1.685294091,2.660793386
496,2.107912574,1.686377855,2.662864041
497,2.109304187,1.687461103,2.664932797
498,2.110711222,1.688543838,2.666999659
499,2.112117148,1.689626061,2.669064633
500,2.113521971,1.690707772,2.671127723
600,2.252990903,1.797396693,2.871785755
700,2.385414706,1.903430869,3.077445191
800,2.509300761,2.00823224,3.255016991
900,2.630579747,2.101867685,3.41249263
1000,2.742544613,2.200590625,3.560826344
1100,2.853364453,2.291249295,3.717466161
1200,2.958851262,2.376915845,3.851454746
1300,3.060834238,2.468208187,3.975490526
1400,3.153036534,2.551197653,4.093717279
1500,3.249336481,2.634334856,4.220616891
1600,3.340665857,2.713131976,4.344969006
1700,3.428955145,2.789999748,4.462337107
1800,3.517446677,2.865424762,4.564856807
1900,3.60216277,2.939790175,4.663674564
2000,3.688530748,3.009724959,4.772033793
2100,3.769672576,3.080058906,4.88903001
2200,3.848663477,3.149550732,5.002537727
2300,3.925947471,3.221797697,5.116737865
2400,4.00363065,3.285351413,5.215167731
2500,4.077186641,3.35186829,5.301495472
2600,4.151188975,3.417404756,5.377108405
2700,4.223639916,3.479213175,5.449370876
2800,4.29773592,3.544829443,5.536089803
2900,4.364765823,3.605265516,5.619836801
3000,4.432182491,3.663383184,5.71106563
3100,4.500208701,3.728312063,5.803632319
3200,4.565599927,3.782105797,5.888835218
3300,4.628094066,3.839301878,5.975187451
3400,4.693978208,3.900716437,6.059656259
3500,4.756627931,3.961846165,6.130819986
3600,4.818879738,4.027526834,6.2078915
3700,4.881161217,4.092596311,6.283218074
3800,4.94597889,4.143670832,6.361355309
3900,5.010728069,4.199803699,6.438199119
4000,5.072294816,4.257448763,6.513791263
4100,5.131908803,4.310273042,6.58618583
4200,5.187844954,4.364676345,6.653330499
4300,5.246645259,4.416892681,6.71928029
4400,5.302986793,4.473055808,6.783584584
4500,5.358894759,4.523168982,6.832702764
4600,5.414898066,4.574463993,6.887686112
4700,5.469713298,4.631353457,6.947384721
4800,5.521352729,4.679453718,6.992885181
4900,5.576666719,4.732185314,7.034973051
5000,5.627773455,4.78341465,7.075909967
6000,6.129925626,5.272655872,7.499235272
7000,6.582745109,5.682964058,7.860087508
8000,6.979316022,6.088854512,8.186763459
9000,7.360593005,6.452229122,8.528097294
10000,7.714321065,6.801553667,8.800375171
11000,8.034368421,7.137054561,9.110262957
12000,8.332294645,7.427653241,9.416643063
13000,8.621111445,7.680054747,9.698451007
14000,8.880859467,7.89868262,10.00636828
15000,9.123991587,8.121582107,10.29932359
16000,9.368238451,8.281268089,10.56020652
17000,9.595831664,8.454900021,10.83928723
18000,9.791754738,8.559394917,11.12846164
19000,9.979755352,8.619606022,11.4116348
20000,10.16566333,8.718051994,11.67395952
21000,10.35520468,8.799432531,11.9417221
22000,10.54138992,8.853602827,12.20180372
23000,10.7164153,8.961090334,12.45632905
24000,10.88629334,9.056412441,12.70828211
25000,11.04324936,9.136951807,12.98014436
26000,11.20947757,9.140981132,13.22399812
27000,11.36244066,9.167411239,13.45705702
28000,11.49812362,9.180146529,13.72746648
29000,11.63792594,9.198069625,13.96801002
30000,11.77885309,9.200944486,14.1783222
31000,11.9073859,9.231674659,14.40077545
32000,12.03094236,9.270131705,14.65339653
33000,12.14518104,9.298752992,14.87623423
34000,12.26787197,9.300875871,15.08893055
35000,12.35200634,9.302383209,15.29733371
36000,12.46351061,9.306468689,15.50199415
37000,12.57845677,9.311814476,15.70980889
38000,12.69281987,9.323874513,15.9384806
39000,12.77385966,9.3349973,16.16370205
40000,12.86006403,9.345270072,16.38161627
41000,12.93981619,9.354764974,16.58317187
42000,13.02404451,9.363540366,16.79570715
43000,13.10756215,9.371790337,16.98565436
44000,13.20202607,9.379476048,17.19290211
45000,13.28344173,9.386593129,17.38663885
46000,13.35134261,9.39266881,17.59848527
47000,13.42370113,9.394382897,17.79129094
48000,13.49784487,9.395914589,17.96959429
49000,13.56611142,9.397284113,18.14371249
50000,13.64022244,9.398509355,18.3145919
