PM,MED,95CL_L,95CL_H
370,2.93876122,2.12155506,3.952646314
371,2.939324877,2.123045766,3.955598614
372,2.94065348,2.124533606,3.958532766
373,2.941586005,2.126018591,3.961448868
374,2.942126925,2.12750073,3.964347017
375,2.942722709,2.128980036,3.967227309
376,2.943627662,2.130456518,3.970089842
377,2.945285508,2.131930188,3.972934709
378,2.946392398,2.133401057,3.975762008
379,2.9471153,2.134869134,3.978571834
380,2.947832008,2.13633443,3.981348964
381,2.948542579,2.137796956,3.984059644
382,2.949150815,2.139256722,3.986753116
383,2.94932178,2.140713738,3.989429475
384,2.949886261,2.142168015,3.992088817
385,2.950513751,2.143619563,3.994731237
386,2.952465523,2.145068391,3.997356828
387,2.953196397,2.146514511,3.999965684
388,2.954638843,2.147968857,4.002557901
389,2.9562919,2.149423635,4.005133569
390,2.957277045,2.150875782,4.007692783
391,2.958023981,2.152325308,4.010235635
392,2.958764455,2.153772223,4.012744396
393,2.959524614,2.155216534,4.015230693
394,2.961034022,2.156658253,4.017686484
395,2.962535902,2.158097388,4.020126571
396,2.963252103,2.159533949,4.022551042
397,2.963993924,2.160967945,4.024959987
398,2.964768767,2.162399385,4.027353493
399,2.964866603,2.163828277,4.029731649
400,2.965535589,2.164188562,4.032094542
401,2.966296649,2.164227691,4.034442258
402,2.966590998,2.164266766,4.034732969
403,2.966881487,2.164305785,4.035958234
404,2.96774384,2.16434475,4.038377019
405,2.969291421,2.164522746,4.040753056
406,2.970131562,2.166038152,4.042103768
407,2.970395586,2.167551453,4.042717237
408,2.971210529,2.169062655,4.043322388
409,2.971347864,2.170571767,4.043919327
410,2.972180572,2.172078794,4.044508161
411,2.973248673,2.173583744,4.045088993
412,2.973765186,2.175086624,4.045651414
413,2.974277548,2.176587441,4.046160374
414,2.974785796,2.178111352,4.046661953
415,2.975289965,2.1796424,4.047156248
416,2.975773942,2.181171357,4.047643358
417,2.976305987,2.182698229,4.048123379
418,2.976833944,2.184223023,4.048596405
419,2.97735784,2.185745747,4.049062532
420,2.978555329,2.187266407,4.04952185
421,2.979846786,2.188785011,4.049974453
422,2.980539053,2.190301564,4.050420431
423,2.981190911,2.191816073,4.050859873
424,2.982401843,2.192893351,4.051292868
425,2.983605066,2.192972627,4.052637156
426,2.984800627,2.193051116,4.055932367
427,2.985988573,2.19312883,4.057625202
428,2.98716895,2.193205781,4.057746533
429,2.988341804,2.193281979,4.057866544
430,2.989454362,2.193357437,4.057985263
431,2.990360992,2.193432165,4.058102717
432,2.99126071,2.193506175,4.058218935
433,2.992153564,2.193579477,4.059434007
434,2.993066496,2.193652083,4.060924081
435,2.993918876,2.193822035,4.062402357
436,2.995068467,2.195129554,4.06386892
437,2.996305934,2.196460652,4.065323857
438,2.997536958,2.197789895,4.06676725
439,2.998246245,2.199117289,4.068176141
440,2.999505781,2.200442841,4.069543316
441,3.000022082,2.201766555,4.070899214
442,3.000462617,2.203088439,4.072243919
443,3.000899652,2.204408498,4.073577515
444,3.001535675,2.205726739,4.074900085
445,3.002349878,2.207043168,4.07621171
446,3.003157828,2.208357791,4.077512472
447,3.003558837,2.209670613,4.078802453
448,3.003939558,2.210981641,4.080081732
449,3.004317356,2.212290881,4.081350391
450,3.0055706,2.213598339,4.082608509
451,3.006226249,2.21490402,4.083856164
452,3.006226515,2.21620793,4.085093436
453,3.007072787,2.217510075,4.087179829
454,3.008436647,2.218810461,4.091798261
455,3.009378038,2.220109094,4.096411451
456,3.010313974,2.221405979,4.101019412
457,3.011373735,2.222701122,4.105622155
458,3.012538613,2.223994528,4.110219693
459,3.013174591,2.225286204,4.114812038
460,3.013837054,2.226576154,4.119000688
461,3.014556418,2.227864385,4.12000256
462,3.015270211,2.229150902,4.120996364
463,3.015978475,2.230435711,4.121982166
464,3.016681249,2.231718816,4.122960032
465,3.017378574,2.232234219,4.123930029
466,3.018070489,2.232717883,4.12489222
467,3.018561324,2.233199408,4.12584667
468,3.018997352,2.234227263,4.126793443
469,3.019429627,2.235415965,4.127693816
470,3.019858182,2.236601776,4.130359863
471,3.020283047,2.237784705,4.133658482
472,3.021034319,2.23896476,4.136948261
473,3.021961935,2.240141949,4.140229222
474,3.022733951,2.241316283,4.143501391
475,3.023044062,2.242487769,4.146764791
476,3.023351774,2.242698164,4.150019446
477,3.023657105,2.242709221,4.15326538
478,3.024018743,2.242720227,4.156502617
479,3.025196251,2.242731184,4.15973118
480,3.025492517,2.242760506,4.160158822
481,3.025694614,2.242793824,4.160265943
482,3.025726013,2.242827098,4.160372261
483,3.026119062,2.243738204,4.160477791
484,3.026162146,2.245032426,4.160582546
485,3.026204444,2.246347627,4.160686538
486,3.026997382,2.247667964,4.16078978
487,3.027965413,2.248986544,4.160892286
488,3.028930187,2.249983498,4.160994067
489,3.029313806,2.250012814,4.161095135
490,3.029841771,2.250042062,4.161174666
491,3.030503358,2.250767507,4.161194196
492,3.03159198,2.250945645,4.161213263
493,3.032793501,2.250949302,4.161231876
494,3.033740591,2.250952884,4.161250047
495,3.034004783,2.25095639,4.161267785
496,3.034267048,2.250959822,4.161285101
497,3.034574554,2.250963183,4.161302003
498,3.035185254,2.250966473,4.161318502
499,3.035929709,2.250969694,4.161334606
500,3.036669786,2.250972847,4.161350325
600,3.077744773,2.296768782,4.277152375
700,3.101310198,2.353434915,4.319270741
800,3.11182653,2.381952423,4.356431114
900,3.132486085,2.392405334,4.403601526
1000,3.142798966,2.403095957,4.429361626
1100,3.151777464,2.40683297,4.430342461
1200,3.160953112,2.408620149,4.462050932
1300,3.165388234,2.409756111,4.471438836
1400,3.166482253,2.42483072,4.488218243
1500,3.167967555,2.426138788,4.544401836
1600,3.174984324,2.426824184,4.567090888
1700,3.180749136,2.427288559,4.599916959
1800,3.185950102,2.427617036,4.691950141
1900,3.193380242,2.427850459,4.742632506
2000,3.194007448,2.428017047,4.764627375
2100,3.196270782,2.42813641,4.784831446
2200,3.196351901,2.428222255,4.794438629
2300,3.196408172,2.42828421,4.794846123
2400,3.197839473,2.42832907,4.795182786
2500,3.198602572,2.428361654,4.839845885
2600,3.198678311,2.42838539,4.853093243
2700,3.198691535,2.428402728,4.864819199
2800,3.198700774,2.428415427,4.905333234
2900,3.200091091,2.428424752,4.942839155
3000,3.20012757,2.428431615,4.978035356
3100,3.200155128,2.428436679,4.995278095
3200,3.200175968,2.428440422,5.037152444
3300,3.200191742,2.428443196,5.074218135
3400,3.200203693,2.428445255,5.074956511
3500,3.200212754,2.428446787,5.075431473
3600,3.200219631,2.428447928,5.075432015
3700,3.200224854,2.42844878,5.075432415
3800,3.200228824,2.428449418,5.075432711
3900,3.200231844,2.428449895,5.075432929
4000,3.200234142,2.428450254,5.085489957
4100,3.200235894,2.428450523,5.104032533
4200,3.200237229,2.428450726,5.123677439
4300,3.201234442,2.428450879,5.124688947
4400,3.201235219,2.428450994,5.134179309
4500,3.201235813,2.428451081,5.138581985
4600,3.201236267,2.428451147,5.138835219
4700,3.201236614,2.428451197,5.139074652
4800,3.201236879,2.428451235,5.139301124
4900,3.201237083,2.428451264,5.139515419
5000,3.201237239,2.428451286,5.139718266
6000,3.201237716,2.428451352,5.249626867
7000,3.202268034,2.428451357,5.288915625
8000,3.202268034,2.428451357,5.333996366
9000,3.202268034,2.428451357,5.353762552
10000,3.202268034,2.428451357,5.35647512
11000,3.202268034,2.428451357,5.357561735
12000,3.202268034,2.428451357,5.396749347
13000,3.202268034,2.428451357,5.396749347
14000,3.202268034,2.428451357,5.400209621
15000,3.202268034,2.428451357,5.423187513
16000,3.202268034,2.428451357,5.42362156
17000,3.202268034,2.428451357,5.423692936
18000,3.202268034,2.428451357,5.42374626
19000,3.202268034,2.428451357,5.423786283
20000,3.202268034,2.428451357,5.423816452
21000,3.202268034,2.428451357,5.441094718
22000,3.202268034,2.428451357,5.460293484
23000,3.202268034,2.428451357,5.464891835
24000,3.202268034,2.428451357,5.465683216
25000,3.202268034,2.428451357,5.466343566
26000,3.202268034,2.428451357,5.466899424
27000,3.202268034,2.428451357,5.467127721
28000,3.202268034,2.428451357,5.467266668
29000,3.202268034,2.428451357,5.467374428
30000,3.202268034,2.428451357,5.467458201
31000,3.202268034,2.428451357,5.467523474
32000,3.202268034,2.428451357,5.467574444
33000,3.202268034,2.428451357,5.467614328
34000,3.202268034,2.428451357,5.467645601
35000,3.202268034,2.428451357,5.467670168
36000,3.202268034,2.428451357,5.467689504
37000,3.202268034,2.428451357,5.467704749
38000,3.202268034,2.428451357,5.467716789
39000,3.202268034,2.428451357,5.467726315
40000,3.202268034,2.428451357,5.467733863
41000,3.202268034,2.428451357,5.467739853
42000,3.202268034,2.428451357,5.467744613
43000,3.202268034,2.428451357,5.46891494
44000,3.202268034,2.428451357,5.470608774
45000,3.202268034,2.428451357,5.472165817
46000,3.202268034,2.428451357,5.473598294
47000,3.202268034,2.428451357,5.474917219
48000,3.202268034,2.428451357,5.476132528
49000,3.202268034,2.428451357,5.477253197
50000,3.202268034,2.428451357,5.478287342
