disease,region,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
ALRI,SWE,0.000654838,0.000624602,0.00059437,0.000564131,0.000536689,0.000509248,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807
ALRI,TUR,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,NOR,0.000654838,0.000624602,0.00059437,0.000564131,0.000536689,0.000509248,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807
ALRI,BGR,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,HUN,0.000266457,0.000254153,0.00024185,0.000229547,0.000218381,0.000207215,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049
ALRI,POL,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,RCEU,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,RCZ,0.000654838,0.000624602,0.00059437,0.000564131,0.000536689,0.000509248,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807
ALRI,ROM,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,MEME,0.000654838,0.000624602,0.00059437,0.000564131,0.000536689,0.000509248,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807,0.000481807
ALRI,NOA,0.000998908,0.000911018,0.00082313,0.000735238,0.000669838,0.000604437,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036
ALRI,EGY,0.000557925,0.000487447,0.00041697,0.00034649,0.000309798,0.000273106,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414
ALRI,GOLF,0.000198767,0.000173658,0.00014855,0.000123441,0.000110369,9.73E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05
ALRI,WAF,0.000998908,0.000911018,0.00082313,0.000735238,0.000669838,0.000604437,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036,0.000539036
ALRI,EAF,0.001156705,0.001054931,0.00095316,0.000851384,0.000775652,0.00069992,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188
ALRI,SAF,0.001156705,0.001054931,0.00095316,0.000851384,0.000775652,0.00069992,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188
ALRI,RSA,0.001156705,0.001054931,0.00095316,0.000851384,0.000775652,0.00069992,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188,0.000624188
ALRI,KAZ,0.000266457,0.000254153,0.00024185,0.000229547,0.000218381,0.000207215,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049
ALRI,RIS,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,RUS,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,RUE,0.000411869,0.000392852,0.00037384,0.000354818,0.000337558,0.000320299,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039,0.000303039
ALRI,UKR,0.000266457,0.000254153,0.00024185,0.000229547,0.000218381,0.000207215,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049,0.000196049
ALRI,COR,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,JPN,0.001284216,0.001249576,0.00121494,0.001180298,0.001130583,0.001080869,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155
ALRI,AUS,0.001284216,0.001249576,0.00121494,0.001180298,0.001130583,0.001080869,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155
ALRI,NZL,0.001284216,0.001249576,0.00121494,0.001180298,0.001130583,0.001080869,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155
ALRI,PAC,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,MON,0.00103708,0.00091939,0.0008017,0.000684011,0.000618593,0.000553176,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758
ALRI,CHN,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,TWN,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,RSAS,0.000557925,0.000487447,0.00041697,0.00034649,0.000309798,0.000273106,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414,0.000236414
ALRI,NDE,0.00103708,0.00091939,0.0008017,0.000684011,0.000618593,0.000553176,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758,0.000487758
ALRI,IDN,0.001613886,0.001430739,0.00124759,0.001064446,0.000962644,0.000860842,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904
ALRI,THA,0.001613886,0.001430739,0.00124759,0.001064446,0.000962644,0.000860842,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904,0.00075904
ALRI,MYS,0.001284216,0.001249576,0.00121494,0.001180298,0.001130583,0.001080869,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155,0.001031155
ALRI,PHL,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,VNM,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,RSEA,0.000227048,0.000220924,0.0002148,0.000208676,0.000199886,0.000191097,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307,0.000182307
ALRI,CAN,0.000328966,0.000302396,0.00027583,0.000249257,0.000237278,0.000225298,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318
ALRI,USA,0.000328966,0.000302396,0.00027583,0.000249257,0.000237278,0.000225298,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318,0.000213318
ALRI,BRA,0.000507256,0.000466287,0.00042532,0.000384348,0.000365875,0.000347403,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893
ALRI,MEX,0.000507256,0.000466287,0.00042532,0.000384348,0.000365875,0.000347403,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893
ALRI,RCAM,0.000507256,0.000466287,0.00042532,0.000384348,0.000365875,0.000347403,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893
ALRI,CHL,0.000507256,0.000466287,0.00042532,0.000384348,0.000365875,0.000347403,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893
ALRI,ARG,0.000507256,0.000466287,0.00042532,0.000384348,0.000365875,0.000347403,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893,0.00032893
ALRI,RSAM,0.000936846,0.00086118,0.00078551,0.000709848,0.000675732,0.000641615,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498,0.000607498
LC,AUT,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,CHE,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,BLX,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,ESP,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,FIN,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,FRA,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,GBR,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,GRC,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,ITA,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,RFA,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,SWE,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,TUR,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,NOR,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,BGR,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,HUN,0.000611978,0.000609795,0.00060761,0.00060543,0.000598005,0.000590579,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154
LC,POL,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,RCEU,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,RCZ,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,ROM,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,MEME,0.000795474,0.000792637,0.0007898,0.000786964,0.000777312,0.00076766,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008,0.000758008
LC,NOA,7.56E-05,7.70E-05,0.00007841,7.98E-05,7.94E-05,7.89E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05
LC,EGY,0.000161157,0.000167301,0.00017344,0.000179589,0.000189826,0.000200064,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302
LC,GOLF,0.000170121,0.000176607,0.00018309,0.000189579,0.000200386,0.000211193,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001,0.000222001
LC,WAF,7.56E-05,7.70E-05,0.00007841,7.98E-05,7.94E-05,7.89E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05
LC,EAF,0.000106774,0.000108789,0.0001108,0.000112819,0.000112168,0.000111516,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865
LC,SAF,0.000106774,0.000108789,0.0001108,0.000112819,0.000112168,0.000111516,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865
LC,RSA,0.000106774,0.000108789,0.0001108,0.000112819,0.000112168,0.000111516,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865
LC,KAZ,0.000611978,0.000609795,0.00060761,0.00060543,0.000598005,0.000590579,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154
LC,RIS,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,RUS,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,RUE,0.000617132,0.000614931,0.00061273,0.000610529,0.000603041,0.000595553,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065,0.000588065
LC,UKR,0.000611978,0.000609795,0.00060761,0.00060543,0.000598005,0.000590579,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154,0.000583154
LC,COR,0.000432934,0.000499185,0.00056544,0.000631686,0.000697049,0.000762412,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774
LC,JPN,0.00054129,0.000624122,0.00070695,0.000789786,0.000871508,0.00095323,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951
LC,AUS,0.00054129,0.000624122,0.00070695,0.000789786,0.000871508,0.00095323,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951
LC,NZL,0.00054129,0.000624122,0.00070695,0.000789786,0.000871508,0.00095323,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951
LC,PAC,0.000432934,0.000499185,0.00056544,0.000631686,0.000697049,0.000762412,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774
LC,MON,0.000218084,0.000238757,0.00025943,0.000280101,0.000307321,0.000334541,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761
LC,CHN,0.000432934,0.000499185,0.00056544,0.000631686,0.000697049,0.000762412,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774
LC,TWN,0.000432934,0.000499185,0.00056544,0.000631686,0.000697049,0.000762412,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774
LC,RSAS,0.000161157,0.000167301,0.00017344,0.000179589,0.000189826,0.000200064,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302,0.000210302
LC,NDE,0.000218084,0.000238757,0.00025943,0.000280101,0.000307321,0.000334541,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761,0.000361761
LC,IDN,0.00046381,0.000507775,0.00055174,0.000595705,0.000653595,0.000711484,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374
LC,THA,0.00046381,0.000507775,0.00055174,0.000595705,0.000653595,0.000711484,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374,0.000769374
LC,MYS,0.00054129,0.000624122,0.00070695,0.000789786,0.000871508,0.00095323,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951,0.001034951
LC,PHL,0.000432934,0.000499185,0.00056544,0.000631686,0.000697049,0.000762412,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774,0.000827774
