PM,IHD,IHD,IHD,STROKE,STROKE,STROKE,COPD,COPD,COPD,ALRI,ALRI,ALRI,LC,LC,LC,,,,,,,,,
413,1.610590912,1.48032074,2.231528694,2.178648284,1.443414526,2.420006971,1.978024298,1.589905472,2.472792318,2.974277548,2.176587441,4.046160374,2.592339463,1.729441451,3.12167341,,,,,,,,,
414,1.610997905,1.480665033,2.231577984,2.178648284,1.44387603,2.420007002,1.979680996,1.591012622,2.474886138,2.974785796,2.178111352,4.046661953,2.595245102,1.731229558,3.125093495,,,,,,,,,
415,1.611404053,1.481008687,2.23162667,2.178648284,1.444336808,2.420007031,1.981336332,1.592119115,2.476977547,2.975289965,2.1796424,4.047156248,2.598148884,1.733017622,3.12851066,,,,,,,,,
416,1.611877804,1.48135214,2.231674758,2.178648284,1.444796864,2.420007059,1.982990309,1.593224954,2.479066553,2.975773942,2.181171357,4.047643358,2.601050813,1.734805644,3.131924914,,,,,,,,,
417,1.612386138,1.481695818,2.231844752,2.178648284,1.4452562,2.420007086,1.984642932,1.594330138,2.481153164,2.976305987,2.182698229,4.048123379,2.603950896,1.736593622,3.135336267,,,,,,,,,
418,1.612892396,1.482038863,2.232128517,2.178648284,1.445714819,2.420007112,1.986294205,1.595434671,2.483237387,2.976833944,2.184223023,4.048596405,2.606849137,1.738381557,3.138744728,,,,,,,,,
419,1.613328068,1.482381277,2.232418644,2.178648284,1.446172723,2.420007136,1.987944131,1.596538555,2.48531923,2.97735784,2.185745747,4.049062532,2.609745544,1.74016945,3.142150306,,,,,,,,,
420,1.613742402,1.482723062,2.232706844,2.178648284,1.446629916,2.42000716,1.989592715,1.597641791,2.487398701,2.978555329,2.187266407,4.04952185,2.61264012,1.741957299,3.14555301,,,,,,,,,
421,1.614155903,1.48306422,2.23299313,2.178648284,1.4470864,2.420007182,1.99123996,1.598744381,2.489475808,2.979846786,2.188785011,4.049974453,2.615532872,1.743745105,3.148952851,,,,,,,,,
422,1.614568574,1.483404755,2.233277517,2.178648284,1.447542177,2.420007204,1.992885871,1.599846327,2.491550559,2.980539053,2.190301564,4.050420431,2.618423804,1.745532868,3.152349836,,,,,,,,,
423,1.614980418,1.483744669,2.23340979,2.178648284,1.447997251,2.420007224,1.994530452,1.600947631,2.49362296,2.981190911,2.191816073,4.050859873,2.621312923,1.747320587,3.155743976,,,,,,,,,
424,1.615386023,1.484083965,2.233508237,2.178648284,1.448451624,2.420007244,1.996173706,1.602048295,2.49569302,2.982401843,2.192893351,4.051292868,2.624200233,1.749108263,3.159135279,,,,,,,,,
425,1.615764864,1.484422644,2.233605677,2.178648284,1.448905298,2.420007262,1.997815637,1.60314832,2.497760745,2.983605066,2.192972627,4.052637156,2.627085741,1.750895896,3.162523754,,,,,,,,,
426,1.616142955,1.484760711,2.233787584,2.178648284,1.449358276,2.42000728,1.99945625,1.604247709,2.499826144,2.984800627,2.193051116,4.055932367,2.62996945,1.752683485,3.16590941,,,,,,,,,
427,1.616520299,1.485098166,2.233998207,2.178648284,1.449810561,2.420007297,2.001095547,1.605346462,2.501889224,2.985988573,2.19312883,4.057625202,2.632851367,1.754471031,3.169292256,,,,,,,,,
428,1.616896899,1.485435513,2.234207266,2.178711576,1.450262154,2.420007313,2.002713511,1.60645783,2.503949992,2.98716895,2.193205781,4.057746533,2.635731497,1.756258533,3.172672301,,,,,,,,,
429,1.617272758,1.485820454,2.234414774,2.178839224,1.45071306,2.420007329,2.004272285,1.607574117,2.506008456,2.988341804,2.193281979,4.057866544,2.638540935,1.758045991,3.176049554,,,,,,,,,
430,1.61764788,1.48620472,2.234618856,2.178965865,1.451163279,2.420007344,2.005829741,1.608689815,2.508064623,2.989454362,2.193357437,4.057985263,2.641329414,1.759833406,3.179424023,,,,,,,,,
431,1.618022268,1.486588313,2.234816488,2.179026787,1.451612815,2.420007358,2.007385883,1.609804925,2.5101185,2.990360992,2.193432165,4.058102717,2.644116049,1.761620777,3.182795717,,,,,,,,,
432,1.618395924,1.48694664,2.23501265,2.179026845,1.452061671,2.420007371,2.008940714,1.610919448,2.512482542,2.99126071,2.193506175,4.058218935,2.646900845,1.763408104,3.186164645,,,,,,,,,
433,1.618768851,1.487277156,2.235207355,2.1790269,1.452509848,2.420007384,2.010494239,1.612033387,2.514952681,2.992153564,2.193579477,4.059434007,2.649683809,1.765195387,3.189530816,,,,,,,,,
434,1.619141053,1.487607078,2.235400614,2.179026954,1.452957349,2.420007397,2.012046461,1.613146742,2.517420612,2.993066496,2.193652083,4.060924081,2.652464945,1.766982626,3.192894238,,,,,,,,,
435,1.619512533,1.487936407,2.235451762,2.179027006,1.453404176,2.420007409,2.013677605,1.614292525,2.519886339,2.993918876,2.193822035,4.062402357,2.655244259,1.768769821,3.196254919,,,,,,,,,
436,1.619891842,1.488265148,2.235456749,2.179027056,1.453850333,2.42000742,2.015374183,1.616101315,2.522349869,2.995068467,2.195129554,4.06386892,2.658021757,1.770556972,3.199612868,,,,,,,,,
437,1.620274393,1.488593302,2.235461696,2.179027105,1.454295821,2.420007431,2.017069524,1.617910994,2.524811206,2.996305934,2.196460652,4.065323857,2.660797443,1.772344079,3.202968094,,,,,,,,,
438,1.62065619,1.48892087,2.235466603,2.179027152,1.454740642,2.420007441,2.018642658,1.619721559,2.527270356,2.997536958,2.197789895,4.06676725,2.663571323,1.774131142,3.206320604,,,,,,,,,
439,1.621037235,1.489247857,2.235471472,2.179027197,1.4551848,2.420007451,2.020199274,1.621533007,2.529727325,2.998246245,2.199117289,4.068176141,2.666343403,1.77591816,3.209670408,,,,,,,,,
440,1.621417533,1.489574961,2.235476302,2.17902724,1.455628296,2.42000746,2.02191211,1.623345334,2.532182117,2.999505781,2.200442841,4.069543316,2.669113687,1.777705134,3.213017513,,,,,,,,,
441,1.621797085,1.489901815,2.235481093,2.179027282,1.456071133,2.420007469,2.023647773,1.625158539,2.534634739,3.000022082,2.201766555,4.070899214,2.671882182,1.779492064,3.216331698,,,,,,,,,
442,1.622175895,1.490228092,2.235485847,2.179027323,1.456513314,2.420007478,2.025382245,1.626972617,2.537085195,3.000462617,2.203088439,4.072243919,2.674648892,1.781278949,3.219611335,,,,,,,,,
443,1.622553965,1.490553795,2.235488634,2.179027362,1.456954839,2.420007486,2.027115528,1.628195971,2.539533492,3.000899652,2.204408498,4.073577515,2.677413822,1.78306579,3.222888252,,,,,,,,,
444,1.6229313,1.490914115,2.235491011,2.1790274,1.457395713,2.420007494,2.02876604,1.629308375,2.541979634,3.001535675,2.205726739,4.074900085,2.680176978,1.784852586,3.226162457,,,,,,,,,
445,1.623307901,1.491279422,2.235493364,2.179027436,1.457835937,2.420007501,2.030382303,1.630420191,2.544423626,3.002349878,2.207043168,4.07621171,2.682938365,1.786639338,3.22943396,,,,,,,,,
446,1.623683772,1.491644106,2.235655455,2.179027472,1.458275513,2.420007508,2.03199732,1.63153142,2.546865474,3.003157828,2.208357791,4.077512472,2.685697988,1.788426045,3.232702767,,,,,,,,,
447,1.624058915,1.49200817,2.235899921,2.179027506,1.458714444,2.420007515,2.033611095,1.632642064,2.549305184,3.003558837,2.209670613,4.078802453,2.688455852,1.790212707,3.235968888,,,,,,,,,
448,1.624433334,1.492371617,2.236142512,2.179027538,1.459152732,2.420007521,2.035184939,1.633752124,2.551742759,3.003939558,2.210981641,4.080081732,2.691211962,1.791999324,3.23923233,,,,,,,,,
449,1.624807031,1.492734449,2.236383244,2.17902757,1.459590379,2.420007528,2.036712909,1.634861603,2.554178206,3.004317356,2.212290881,4.081350391,2.693955831,1.793785897,3.242493102,,,,,,,,,
450,1.62518001,1.493085664,2.23662213,2.179027601,1.460027388,2.420007533,2.038239622,1.635970501,2.55661153,3.0055706,2.213598339,4.082608509,2.696686277,1.795572425,3.245751211,,,,,,,,,
451,1.625552272,1.49340894,2.236859185,2.17902763,1.460427147,2.420007539,2.039790966,1.63707882,2.559042736,3.006226249,2.21490402,4.083856164,2.699414958,1.797358907,3.249006666,,,,,,,,,
452,1.625923822,1.493731663,2.237094425,2.179027659,1.46076541,2.420007545,2.041379352,1.638186562,2.561471828,3.006226515,2.21620793,4.085093436,2.702141878,1.799145345,3.252259474,,,,,,,,,
453,1.626294661,1.494053837,2.237327863,2.179027686,1.461103133,2.42000755,2.042966522,1.639293728,2.563898812,3.007072787,2.217510075,4.087179829,2.704867042,1.800931738,3.255509645,,,,,,,,,
454,1.626664793,1.494375463,2.237559514,2.179027713,1.461440317,2.420007555,2.044552478,1.64040032,2.566323694,3.008436647,2.218810461,4.091798261,2.707590457,1.802718086,3.258757184,,,,,,,,,
455,1.627037134,1.494696544,2.237789391,2.179027738,1.461776965,2.420007559,2.046137224,1.641506339,2.568746477,3.009378038,2.220109094,4.096411451,2.710312126,1.804504388,3.262002101,,,,,,,,,
456,1.627435464,1.495017082,2.238017509,2.179027763,1.462113079,2.420007564,2.047720763,1.642611787,2.571167167,3.010313974,2.221405979,4.101019412,2.713032054,1.806290645,3.265244403,,,,,,,,,
457,1.62783304,1.495337078,2.238235776,2.179027787,1.46244866,2.420007568,2.049351313,1.643716665,2.57358577,3.011373735,2.222701122,4.105622155,2.715773776,1.808076857,3.268484098,,,,,,,,,
458,1.628229865,1.495656535,2.238241115,2.17902781,1.46278371,2.420007572,2.050901208,1.644820975,2.576002289,3.012538613,2.223994528,4.110219693,2.718559678,1.809863024,3.271721194,,,,,,,,,
459,1.628625942,1.495975456,2.238246042,2.17911308,1.463118232,2.420007576,2.052396433,1.645924718,2.578416731,3.013174591,2.225286204,4.114812038,2.721343905,1.811649145,3.274955698,,,,,,,,,
460,1.629021274,1.496293841,2.238250891,2.179234474,1.463452227,2.42000758,2.053890423,1.647027896,2.580829099,3.013837054,2.226576154,4.119000688,2.724126461,1.813435221,3.278187618,,,,,,,,,
461,1.629415863,1.496611693,2.238255664,2.179354944,1.463785698,2.420007583,2.055383183,1.648130511,2.5832394,3.014556418,2.227864385,4.12000256,2.726907353,1.815221252,3.281416962,,,,,,,,,
462,1.629809712,1.496929013,2.238260363,2.179474498,1.464118646,2.420007587,2.056874716,1.649232563,2.585647637,3.015270211,2.229150902,4.120996364,2.729686583,1.817007237,3.284643737,,,,,,,,,
463,1.630202825,1.497245805,2.238264988,2.179577633,1.464451073,2.42000759,2.05847425,1.650334054,2.588053815,3.015978475,2.230435711,4.121982166,2.732464157,1.818793176,3.287867951,,,,,,,,,
464,1.630595204,1.49756207,2.23833776,2.179577652,1.464782981,2.420007593,2.060179018,1.651434986,2.59045794,3.016681249,2.231718816,4.122960032,2.735240079,1.82057907,3.291087208,,,,,,,,,
465,1.630985798,1.497877809,2.238568351,2.17957767,1.465115147,2.420007596,2.061882706,1.65253536,2.592860016,3.017378574,2.232234219,4.123930029,2.738014354,1.822364918,3.294301289,,,,,,,,,
466,1.631352694,1.498193026,2.238797247,2.179577687,1.465447034,2.420007599,2.063585317,1.653635178,2.595260048,3.018070489,2.232717883,4.12489222,2.740786985,1.82415072,3.297512829,,,,,,,,,
467,1.631718938,1.498507721,2.239024461,2.179577704,1.465778406,2.420007601,2.065286854,1.654734441,2.59765804,3.018561324,2.233199408,4.12584667,2.743585105,1.825936476,3.300790072,,,,,,,,,
468,1.632090406,1.498821897,2.239115864,2.17957772,1.466109266,2.420007604,2.066795535,1.65583315,2.600053999,3.018997352,2.234227263,4.126793443,2.746493002,1.827722187,3.304084067,,,,,,,,,
469,1.632492089,1.499135556,2.239193142,2.179592454,1.466439615,2.420007606,2.06829254,1.656931307,2.602447927,3.019429627,2.235415965,4.127693816,2.74939939,1.829507852,3.307375566,,,,,,,,,
470,1.632860801,1.499448699,2.239264439,2.179667779,1.466769455,2.420007609,2.069788364,1.658028913,2.60483983,3.019858182,2.236601776,4.130359863,2.752304271,1.83129347,3.310664578,,,,,,,,,
471,1.633225543,1.499761329,2.239335117,2.17974253,1.467098788,2.420007611,2.07128301,1.65912597,2.607229713,3.020283047,2.237784705,4.133658482,2.755129957,1.833079043,3.313951108,,,,,,,,,
472,1.63358963,1.500073447,2.239405181,2.17981671,1.467427616,2.420007613,2.072776481,1.660222479,2.60961758,3.021034319,2.23896476,4.136948261,2.757915563,1.83486457,3.317093938,,,,,,,,,
473,1.633953065,1.500385957,2.239468604,2.179890325,1.46775594,2.420007615,2.074268782,1.661318441,2.612003436,3.021961935,2.240141949,4.140229222,2.760699581,1.836650051,3.320161592,,,,,,,,,
474,1.634288624,1.500699537,2.239470488,2.179963379,1.468083762,2.420007617,2.075759914,1.662413858,2.614387286,3.022733951,2.241316283,4.143501391,2.763449155,1.838435485,3.323226713,,,,,,,,,
475,1.634607396,1.501012608,2.239472353,2.180035877,1.468411085,2.420007619,2.077249882,1.663508732,2.616769133,3.023044062,2.242487769,4.146764791,2.766136072,1.840220874,3.326324151,,,,,,,,,
476,1.63492563,1.501325171,2.239474199,2.180107822,1.468737909,2.42000762,2.078738689,1.664603063,2.619148984,3.023351774,2.242698164,4.150019446,2.76882134,1.842006216,3.329516314,,,,,,,,,
477,1.635243327,1.501696026,2.239476027,2.18017922,1.469064237,2.420007622,2.080226338,1.665696853,2.621526841,3.023657105,2.242709221,4.15326538,2.771504965,1.843791512,3.332706017,,,,,,,,,
478,1.63556049,1.502098217,2.239477837,2.180250076,1.469390071,2.420007624,2.081712831,1.666790104,2.62390271,3.024018743,2.242720227,4.156502617,2.774186949,1.845576761,3.335893267,,,,,,,,,
479,1.635877119,1.50249979,2.239479629,2.180320392,1.469715411,2.420007625,2.083198173,1.667882816,2.626276596,3.025196251,2.242731184,4.15973118,2.776867299,1.847361965,3.339078072,,,,,,,,,
480,1.636193218,1.502900746,2.239481404,2.180328299,1.470040261,2.420007627,2.084826174,1.668974991,2.628648502,3.025492517,2.242760506,4.160158822,2.779546017,1.849147121,3.342260436,,,,,,,,,
481,1.636508788,1.503301088,2.23948316,2.180328299,1.470364621,2.420007628,2.086469228,1.670066631,2.631018434,3.025694614,2.242793824,4.160265943,2.78222311,1.850932232,3.345440369,,,,,,,,,
482,1.636823831,1.503700818,2.2394849,2.180328299,1.470688493,2.420007629,2.088010467,1.671157737,2.633386395,3.025726013,2.242827098,4.160372261,2.78489858,1.852717295,3.348617876,,,,,,,,,
483,1.63713835,1.504099938,2.239486623,2.180328299,1.47101188,2.42000763,2.089550579,1.672248309,2.635752391,3.026119062,2.243738204,4.160477791,2.787572432,1.854502313,3.351792964,,,,,,,,,
484,1.637452345,1.50449845,2.239510523,2.180328299,1.471334782,2.420007632,2.091021945,1.67333835,2.637889437,3.026162146,2.245032426,4.160582546,2.790255834,1.856287283,3.354965641,,,,,,,,,
485,1.63776582,1.504896357,2.239668861,2.180328299,1.471657202,2.420007633,2.092467365,1.674427861,2.639981309,3.026204444,2.246347627,4.160686538,2.793011818,1.858072207,3.358135912,,,,,,,,,
486,1.638078775,1.505293659,2.239826175,2.180328299,1.471979141,2.420007634,2.093911643,1.675516843,2.642071227,3.026997382,2.247667964,4.16078978,2.795766247,1.859857084,3.361303785,,,,,,,,,
487,1.638391213,1.505588263,2.239982473,2.180328299,1.472300601,2.420007635,2.095354783,1.676605297,2.644159196,3.027965413,2.248986544,4.160892286,2.798505808,1.861641915,3.364469267,,,,,,,,,
488,1.638703137,1.505865466,2.240137764,2.180328299,1.472621583,2.420007636,2.096796788,1.677693225,2.64624522,3.028930187,2.249983498,4.160994067,2.801178587,1.863426698,3.367632363,,,,,,,,,
489,1.639014546,1.506142227,2.240292053,2.180328299,1.47294209,2.420007637,2.098237661,1.678780628,2.648329306,3.029313806,2.250012814,4.161095135,2.803849778,1.865211435,3.370834618,,,,,,,,,
490,1.639325445,1.506418548,2.240445348,2.180328299,1.473262122,2.420007638,2.099639268,1.679867507,2.650411457,3.029841771,2.250042062,4.161174666,2.806519386,1.866996125,3.374045055,,,,,,,,,
491,1.639635834,1.50669443,2.240597657,2.180370965,1.473581681,2.420007639,2.101020992,1.680953864,2.65249168,3.030503358,2.250767507,4.161194196,2.809187415,1.868780768,3.377253173,,,,,,,,,
492,1.639945715,1.506969875,2.240717973,2.18049022,1.47390077,2.420007639,2.102401577,1.682039699,2.65456998,3.03159198,2.250945645,4.161213263,2.811853869,1.870565364,3.380458977,,,,,,,,,
493,1.64025509,1.507244884,2.240780199,2.180608707,1.474219389,2.42000764,2.103781024,1.683125015,2.65664636,3.032793501,2.250949302,4.161231876,2.814518753,1.872349913,3.383662475,,,,,,,,,
494,1.640563961,1.507519459,2.240841899,2.180726429,1.474537541,2.420007641,2.105159337,1.684209812,2.658720827,3.033740591,2.250952884,4.161250047,2.81718207,1.874134415,3.386863672,,,,,,,,,
495,1.64087233,1.507793602,2.240903079,2.180820518,1.474855227,2.420007642,2.106536519,1.685294091,2.660793386,3.034004783,2.25095639,4.161267785,2.819843824,1.875918869,3.390062576,,,,,,,,,
496,1.641200269,1.508067313,2.240963744,2.180820566,1.475172448,2.420007642,2.107912574,1.686377855,2.662864041,3.034267048,2.250959822,4.161285101,2.822504021,1.877703277,3.393259191,,,,,,,,,
497,1.641544591,1.508340596,2.241023897,2.180820612,1.475489206,2.420007643,2.109304187,1.687461103,2.664932797,3.034574554,2.250963183,4.161302003,2.825162663,1.879487637,3.396453524,,,,,,,,,
498,1.641888325,1.50861345,2.241083544,2.180820657,1.475805502,2.420007644,2.110711222,1.688543838,2.666999659,3.035185254,2.250966473,4.161318502,2.827819754,1.88127195,3.399645582,,,,,,,,,
499,1.642231472,1.508885877,2.241142689,2.1808207,1.476121339,2.420007644,2.112117148,1.689626061,2.669064633,3.035929709,2.250969694,4.161334606,2.8304753,1.883056216,3.402835371,,,,,,,,,
500,1.642574036,1.50915788,2.241201337,2.180820742,1.476436718,2.420007645,2.113521971,1.690707772,2.671127723,3.036669786,2.250972847,4.161350325,2.833129303,1.884840434,3.406022896,,,,,,,,,
600,1.674327619,1.536386847,2.244801912,2.181920275,1.508092639,2.420007656,2.252990903,1.797396693,2.871785755,3.077744773,2.296768782,4.277152375,3.09950154,2.063016319,3.71425494,,,,,,,,,
700,1.702411447,1.561751699,2.246661407,2.182528475,1.534807723,2.42054598,2.385414706,1.903430869,3.077445191,3.101310198,2.353434915,4.319270741,3.353776589,2.240682971,4.010561389,,,,,,,,,
800,1.728171474,1.58495795,2.251690464,2.184295273,1.566575583,2.420633373,2.509300761,2.00823224,3.255016991,3.11182653,2.381952423,4.356431114,3.597422589,2.41781481,4.289884747,,,,,,,,,
900,1.749168621,1.605387297,2.255357926,2.185696019,1.58702727,2.421086077,2.630579747,2.101867685,3.41249263,3.132486085,2.392405334,4.403601526,3.833083129,2.594393264,4.552815874,,,,,,,,,
1000,1.769063367,1.624462931,2.25694361,2.185748783,1.607751979,2.421270925,2.742544613,2.200590625,3.560826344,3.142798966,2.403095957,4.429361626,4.056099386,2.770404414,4.812964342,,,,,,,,,
1100,1.787435459,1.641562202,2.258143895,2.185947529,1.628431633,2.421346824,2.853364453,2.291249295,3.717466161,3.151777464,2.40683297,4.430342461,4.275718224,2.945837592,5.05313476,,,,,,,,,
1200,1.802202455,1.657634657,2.25886059,2.186036683,1.64772496,2.421378143,2.958851262,2.376915845,3.851454746,3.160953112,2.408620149,4.462050932,4.48863198,3.120684493,5.292890198,,,,,,,,,
1300,1.817654128,1.671700497,2.262715717,2.186056892,1.665858823,2.421391124,3.060834238,2.468208187,3.975490526,3.165388234,2.409756111,4.471438836,4.702543955,3.294938584,5.528267285,,,,,,,,,
1400,1.83250586,1.684992096,2.263814808,2.186409616,1.683677093,2.421396526,3.153036534,2.551197653,4.093717279,3.166482253,2.42483072,4.488218243,4.908629995,3.468594695,5.756353282,,,,,,,,,
1500,1.845550363,1.697237172,2.266641569,2.186490859,1.703228401,2.421398783,3.249336481,2.634334856,4.220616891,3.167967555,2.426138788,4.544401836,5.11059531,3.64164873,5.975063823,,,,,,,,,
1600,1.857547123,1.70932848,2.266702092,2.186591782,1.721372747,2.421441039,3.340665857,2.713131976,4.344969006,3.174984324,2.426824184,4.567090888,5.309831957,3.814097451,6.183179796,,,,,,,,,
1700,1.869036864,1.720524689,2.268531601,2.186821789,1.73227699,2.421491898,3.428955145,2.789999748,4.462337107,3.180749136,2.427288559,4.599916959,5.504252331,3.985938318,6.386457225,,,,,,,,,
1800,1.880132985,1.730253786,2.268534251,2.187050641,1.742657909,2.4215226,3.517446677,2.865424762,4.564856807,3.185950102,2.427617036,4.691950141,5.695962144,4.157169365,6.593685135,,,,,,,,,
1900,1.891017051,1.740898555,2.268901711,2.1872436,1.755119308,2.421541216,3.60216277,2.939790175,4.663674564,3.193380242,2.427850459,4.742632506,5.883527906,4.327789107,6.792828994,,,,,,,,,
2000,1.900909845,1.750218538,2.269012063,2.1872436,1.767501953,2.421552551,3.688530748,3.009724959,4.772033793,3.194007448,2.428017047,4.764627375,6.068677808,4.497796461,6.986385297,,,,,,,,,
2100,1.910429524,1.758654793,2.270034701,2.1872436,1.770565472,2.42155948,3.769672576,3.080058906,4.88903001,3.196270782,2.42813641,4.784831446,6.247850323,4.667190687,7.178946194,,,,,,,,,
2200,1.919640099,1.767936822,2.270034715,2.1872436,1.777691488,2.42156373,3.848663477,3.149550732,5.002537727,3.196351901,2.428222255,4.794438629,6.424004106,4.835971341,7.368133182,,,,,,,,,
2300,1.928122034,1.776873859,2.270034722,2.1872436,1.787139258,2.421566347,3.925947471,3.221797697,5.116737865,3.196408172,2.42828421,4.794846123,6.602470938,5.004194581,7.557754447,,,,,,,,,
2400,1.936159917,1.785512992,2.270034726,2.187778306,1.796354267,2.421567963,4.00363065,3.285351413,5.215167731,3.197839473,2.42832907,4.795182786,6.775414357,5.17181912,7.745138607,,,,,,,,,
2500,1.944542055,1.793856086,2.270034728,2.188380198,1.803689551,2.421568965,4.077186641,3.35186829,5.301495472,3.198602572,2.428361654,4.839845885,6.945786781,5.338832654,7.930679257,,,,,,,,,
2600,1.952134267,1.801290239,2.270034729,2.188812369,1.808112119,2.421569587,4.151188975,3.417404756,5.377108405,3.198678311,2.42838539,4.853093243,7.118346154,5.505235427,8.119576017,,,,,,,,,
2700,1.959294444,1.808198235,2.270034729,2.188812369,1.810634317,2.421569974,4.223639916,3.479213175,5.449370876,3.198691535,2.428402728,4.864819199,7.284180543,5.671027845,8.306898044,,,,,,,,,
2800,1.965810322,1.814904935,2.270822852,2.189035632,1.816038844,2.421570217,4.29773592,3.544829443,5.536089803,3.198700774,2.428415427,4.905333234,7.449108559,5.836210452,8.479787571,,,,,,,,,
2900,1.971835713,1.822776234,2.271311111,2.189181514,1.819795601,2.421570368,4.364765823,3.605265516,5.619836801,3.200091091,2.428424752,4.942839155,7.611396321,6.000783918,8.657556266,,,,,,,,,
3000,1.977993711,1.82958275,2.271311156,2.190201944,1.823448386,2.421570464,4.432182491,3.663383184,5.71106563,3.20012757,2.428431615,4.978035356,7.774182073,6.164749026,8.838238924,,,,,,,,,
3100,1.983989596,1.836060259,2.271311189,2.190201944,1.831237548,2.421570524,4.500208701,3.728312063,5.803632319,3.200155128,2.428436679,4.995278095,7.93620206,6.328106659,9.011048958,,,,,,,,,
3200,1.989989664,1.842722578,2.271977758,2.190501442,1.835514129,2.421570561,4.565599927,3.782105797,5.888835218,3.200175968,2.428440422,5.037152444,8.09695404,6.49518644,9.179788758,,,,,,,,,
3300,1.996218476,1.849208407,2.273691779,2.191048727,1.837970689,2.421570585,4.628094066,3.839301878,5.975187451,3.200191742,2.428443196,5.074218135,8.255529745,6.662555564,9.346434409,,,,,,,,,
3400,2.002003612,1.855055195,2.27528578,2.191469308,1.840852901,2.421570601,4.693978208,3.900716437,6.059656259,3.200203693,2.428445255,5.074956511,8.41628404,6.829430009,9.511680899,,,,,,,,,
3500,2.007309654,1.860248244,2.276758591,2.192711353,1.840861142,2.42157061,4.756627931,3.961846165,6.130819986,3.200212754,2.428446787,5.075431473,8.575029748,6.975224731,9.67560438,,,,,,,,,
3600,2.012953375,1.865308765,2.2781076,2.192835957,1.841060624,2.421570616,4.818879738,4.027526834,6.2078915,3.200219631,2.428447928,5.075432015,8.729756951,7.134681115,9.835593835,,,,,,,,,
3700,2.0184411,1.870747959,2.279343341,2.193781365,1.841060624,2.42157062,4.881161217,4.092596311,6.283218074,3.200224854,2.42844878,5.075432415,8.879683203,7.294314645,9.994824791,,,,,,,,,
3800,2.023780718,1.876057547,2.280488627,2.194158261,1.844519883,2.421570623,4.94597889,4.143670832,6.361355309,3.200228824,2.428449418,5.075432711,9.028789193,7.453433739,10.15235941,,,,,,,,,
3900,2.028979531,1.880700825,2.280884868,2.194809365,1.849891601,2.421570624,5.010728069,4.199803699,6.438199119,3.200231844,2.428449895,5.075432929,9.17818734,7.635392099,10.30825442,,,,,,,,,
4000,2.033925499,1.88619326,2.280890792,2.196562475,1.85359455,2.421570625,5.072294816,4.257448763,6.513791263,3.200234142,2.428450254,5.085489957,9.328356425,7.797136349,10.46979786,,,,,,,,,
4100,2.038673832,1.891022829,2.280891012,2.197282873,1.854119652,2.421570626,5.131908803,4.310273042,6.58618583,3.200235894,2.428450523,5.104032533,9.478095711,7.947475809,10.62347846,,,,,,,,,
4200,2.043586978,1.895500352,2.280891196,2.198714898,1.855798318,2.421570626,5.187844954,4.364676345,6.653330499,3.200237229,2.428450726,5.123677439,9.625357538,8.097233379,10.78281503,,,,,,,,,
4300,2.048193668,1.899883166,2.28089135,2.199721803,1.855798318,2.421570627,5.246645259,4.416892681,6.71928029,3.201234442,2.428450879,5.124688947,9.772358074,8.244220811,10.93161064,,,,,,,,,
4400,2.05262532,1.904181169,2.280891481,2.200213246,1.857274158,2.421581199,5.302986793,4.473055808,6.783584584,3.201235219,2.428450994,5.134179309,9.915700658,8.39502322,11.07893054,,,,,,,,,
4500,2.056791361,1.908402117,2.28089159,2.200574135,1.85774119,2.423281222,5.358894759,4.523168982,6.832702764,3.201235813,2.428451081,5.138581985,10.06300883,8.544492858,11.22498924,,,,,,,,,
4600,2.060752361,1.912542934,2.280891683,2.200574135,1.85774119,2.423281222,5.414898066,4.574463993,6.887686112,3.201236267,2.428451147,5.138835219,10.20617626,8.702780382,11.36982362,,,,,,,,,
4700,2.065209662,1.917152861,2.280891761,2.200574135,1.85774119,2.423281222,5.469713298,4.631353457,6.947384721,3.201236614,2.428451197,5.139074652,10.34767207,8.84160963,11.51672331,,,,,,,,,
4800,2.06868673,1.921879704,2.280891828,2.201758604,1.85774119,2.423281222,5.521352729,4.679453718,6.992885181,3.201236879,2.428451235,5.139301124,10.48989371,8.997584789,11.65929316,,,,,,,,,
4900,2.07276697,1.926523158,2.280941892,2.204552531,1.85774119,2.423281222,5.576666719,4.732185314,7.034973051,3.201237083,2.428451264,5.139515419,10.62971105,9.137965886,11.80490295,,,,,,,,,
5000,2.076635403,1.931086244,2.28096053,2.206772233,1.85774119,2.423281222,5.627773455,4.78341465,7.075909967,3.201237239,2.428451286,5.139718266,10.76991719,9.274172977,11.95752511,,,,,,,,,
6000,2.10825164,1.968340996,2.281999211,2.214145008,1.859176441,2.423281222,6.129925626,5.272655872,7.499235272,3.201237716,2.428451352,5.249626867,12.11159598,10.62990989,13.37248415,,,,,,,,,
7000,2.132455614,2.000452009,2.282431747,2.2241976,1.859176441,2.429965853,6.582745109,5.682964058,7.860087508,3.202268034,2.428451357,5.288915625,13.38557071,12.00259137,14.63270881,,,,,,,,,
8000,2.151604829,2.02721126,2.282431982,2.230518472,1.859176441,2.434909275,6.979316022,6.088854512,8.186763459,3.202268034,2.428451357,5.333996366,14.5849503,13.25011496,15.87333012,,,,,,,,,
9000,2.167148191,2.052167169,2.289202226,2.23386013,1.859176441,2.445909644,7.360593005,6.452229122,8.528097294,3.202268034,2.428451357,5.353762552,15.73197644,14.40728001,17.0602466,,,,,,,,,
