Content:,Emissions by country and main source category
Compound:,N2O
Start year:,1970
End year:,2021
Unit:,kt
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v7.0_GHG (1970 - 2021) of September 2022. For the energy related sectors the activity data are mainly based on IEA data from IEA (2021) World Energy Balances, www.iea.org/statistics, All rights reserved, as modified by Joint Research Centre, European Commission.",
Users of the data are obliged to acknowledge the source of the data with a reference to the EDGARv7.0_GHG website (https://edgar.jrc.ec.europa.eu/dataset_ghg70) to Crippa et. al. (2022) and to the DOI (https://data.europa.eu/doi/10.2904/JRC_DATASET_EDGAR),
Data download:,https://edgar.jrc.ec.europa.eu
,
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021
Non-Annex_I,Rest Central America,ABW,Aruba,N2O,0.003919265,0.003889022,0.003926892,0.004001881,0.003925009,0.004164377,0.004166677,0.004401429,0.004683928,0.004464972,0.004824522,0.004774074,0.004632204,0.004673599,0.005569012,0.005559588,0.005760026,0.00604089,0.015911766,0.018857808,0.018807899,0.022206083,0.025630478,0.026669663,0.029444996,0.032240777,0.022976135,0.038556417,0.050519497,0.067261762,0.058395538,0.059848157,0.056791985,0.069727563,0.075462398,0.076536092,0.069913287,0.071962648,0.066390074,0.070737833,0.072050219,0.069893321,0.085935848,0.081762937,0.085493387,0.08437655,0.08802153,0.081387219,0.081620821,0.083942774,0.070171505,0.077679044
Non-Annex_I,India +,AFG,Afghanistan,N2O,9.470310731,9.338727632,7.371699094,8.069691931,8.814984304,9.557804988,9.843377374,9.726814912,9.605791503,9.356294715,9.507402076,9.406859371,9.603245129,9.084524047,8.651744392,8.028538647,6.841643181,7.383440443,7.659055193,7.617739627,7.496113039,7.694557532,7.553161858,7.666707177,7.045620924,7.428066216,8.221154421,8.997440806,9.653928517,10.49591191,9.156054023,8.2555482,9.605404873,9.971627665,9.958653978,10.39791793,10.26577894,10.3388712,11.38033115,12.15562698,13.55118101,13.92043285,13.92130044,13.53025235,14.05614148,14.20955841,14.60934863,15.46468104,14.17924854,14.48797525,14.76129437,14.94842738
Non-Annex_I,Southern_Africa,AGO,Angola,N2O,5.879974517,6.213358534,6.429325652,6.535154106,6.639258384,6.712966211,6.36853555,6.518719597,6.776402439,6.971030671,7.15470856,7.238162289,7.344585995,7.463825834,7.583810018,7.748930877,7.852841551,7.759445781,7.654024576,7.550686309,7.438748556,7.687177643,7.937473439,7.958204251,8.076428982,8.126958216,8.697459506,9.178296852,9.825190789,9.883008221,10.23339263,10.35659126,10.4131395,10.52596079,10.50926058,11.15891479,11.51628375,11.96255637,12.42540506,13.03243335,13.52252389,14.059656,14.41957425,15.30064102,15.85765482,16.38456283,16.49970291,16.5695139,16.87606776,17.30559189,17.44912682,17.7551972
Non-Annex_I,Rest Central America,AIA,Anguilla,N2O,0.000168087,0.000165487,0.000175862,0.000163996,0.00018717,0.000222107,0.000189304,0.000205504,0.000235097,0.000247758,0.000357169,0.000589163,0.000630104,0.000554686,0.000530632,0.000307371,0.000253382,0.000485188,0.000478608,0.000484853,0.000469485,0.00062748,0.000672579,0.000821203,0.001098019,0.001579338,0.001673015,0.001464436,0.001393068,0.001425889,0.001442378,0.001444303,0.000924906,0.001162723,0.001127554,0.001131077,0.001087988,0.000914776,0.001131812,0.001533212,0.001892683,0.0020323,0.002026707,0.002166485,0.002150961,0.002098388,0.002286466,0.002339657,0.002192244,0.002140241,0.001766623,0.001968638
Int. Aviation,Int. Aviation,AIR,Int. Aviation,N2O,9.567479288,9.520215772,10.02272063,10.40343853,9.956930793,9.580085789,9.553379315,10.3659183,10.70161229,11.01086855,10.89140873,10.79501605,11.12565963,11.16426295,11.52266201,11.77727434,12.87148588,13.53544369,14.22393267,14.8597874,13.18550118,12.75396544,13.09490715,13.27030877,13.87172452,14.31501674,14.89630987,15.62725898,16.15395832,16.84219169,17.46008143,17.13827871,18.15716593,18.0558385,19.50335077,20.73777458,21.49576347,22.18445891,22.57246116,21.49834075,22.68649411,23.375155,23.40525631,23.8108124,24.58911661,25.97701111,27.13321341,28.81185182,30.16543485,30.57924986,16.73811571,19.31321044
Non-Annex_I,Central Europe,ALB,Albania,N2O,2.574946053,2.525260337,2.515377906,2.534178451,2.598355562,2.59906482,2.937034771,3.148808814,3.704543605,3.814725142,3.829944113,3.940221312,3.9251578,4.051032812,4.156077737,4.052619653,4.166055858,4.13705848,4.328434496,4.628434256,4.267359449,3.169053453,2.924359021,3.110876493,3.701382079,3.548518335,3.313508472,3.097355943,3.28670064,3.321653639,3.370727278,3.361263368,3.58722729,3.418548905,3.631044305,3.197654555,3.442404044,3.237991393,3.041786988,2.980654606,2.952526233,3.046222877,3.286202015,3.098114408,3.389326908,3.457646693,3.400395537,3.3460292,3.29062825,3.167368364,3.144672186,3.140072873
Non-Annex_I,Rest Central America,ANT,Netherlands Antilles,N2O,0.656461052,0.644844939,0.628673981,0.667327504,0.601271321,0.452818647,0.486654314,0.491863742,0.476995592,0.447132937,0.442472337,0.409989416,0.37304306,0.368750307,0.34871545,0.241256812,0.218304567,0.213032111,0.200255151,0.169239434,0.155098192,0.172687465,0.18365338,0.149232178,0.182698689,0.183800124,0.188719782,0.281455608,0.295710104,0.303686465,0.296132167,0.298551831,0.286482483,0.291113026,0.303200122,0.314581009,0.30451995,0.315478384,0.310748565,0.28523688,0.247034064,0.26265517,0.226997171,0.211005656,0.231494427,0.216294075,0.218420435,0.19531218,0.172263707,0.16125296,0.134187302,0.148856875
Non-Annex_I,Middle_East,ARE,United Arab Emirates,N2O,0.572832017,0.696363323,0.763083301,0.956022017,0.999716742,1.01848498,1.15903504,1.230991394,1.406937495,1.242287035,1.566823756,1.627937011,1.706056328,1.731514443,1.955172637,2.018578601,2.042545171,2.155226118,2.177917352,2.341106851,2.421998976,2.602922123,2.596461106,2.779824358,2.981690989,3.207774508,3.428868585,3.614724978,3.748545612,3.913739783,3.751905393,4.153474413,4.431880107,4.663948524,4.792461123,5.096891301,5.324071543,5.716993261,6.33332457,6.908039807,7.311127298,7.318377729,7.553472765,8.165446925,8.261204105,8.0232372,8.367502412,8.484625587,7.997984892,8.212599479,7.823241352,8.10377387
Non-Annex_I,Rest South America,ARG,Argentina,N2O,89.30822074,90.97109923,93.87456222,97.93892777,97.32679282,99.14762773,101.8075191,105.9382399,103.2822989,104.1088567,101.9008774,101.2050313,100.0856736,101.3839098,106.2243066,103.8630543,103.5825868,101.774452,107.7570378,104.0186969,109.903781,109.9205595,112.0342835,110.2673673,114.2405898,114.735072,116.9456241,116.3458607,122.9786826,125.6406405,125.6869803,134.4507931,140.7141819,152.9725972,154.3390999,160.4904083,168.0257064,179.0338518,171.4535979,152.42585,169.3843183,168.2091244,163.1815749,175.8008768,180.1199686,183.7223396,190.4043454,189.5184893,177.1744006,179.816986,176.8356643,177.8594418
Non-Annex_I,Russia +,ARM,Armenia,N2O,1.646549342,1.70412598,1.756492372,1.827072457,1.912872152,1.986914405,2.029653454,2.115329592,2.182792512,2.234897193,2.286226204,2.284417878,2.276711636,2.320098928,2.344625614,2.363244259,2.390434114,2.420933378,2.354735842,2.280451906,2.341713819,2.054888859,1.773964716,1.430081797,1.275583475,1.209530443,1.198946376,1.153992125,1.086167072,1.038849323,1.077702049,1.083715659,1.117736342,1.084066919,1.421661251,1.410893069,1.155103268,1.382074177,1.369215711,1.255852478,1.23791846,1.283701488,1.472425957,1.633128676,1.708219888,1.751890672,1.720783933,1.608839982,1.549550882,1.519330528,1.510988934,1.510330432
