crop,iso,irrtype,harvested.area
cassava,sen,rfc_plus_irc,37411.5
cassava,slb,rfc_plus_irc,167.3
cassava,sle,rfc_plus_irc,316679.2
cassava,slv,rfc_plus_irc,1892.2
cassava,som,rfc_plus_irc,9239.8
cassava,stp,rfc_plus_irc,730
cassava,sur,rfc_plus_irc,180.7
cassava,tcd,rfc_plus_irc,23946.7
cassava,tgo,rfc_plus_irc,172552.2
cassava,tha,rfc_plus_irc,1214127
cassava,tto,rfc_plus_irc,513.2
cassava,tza,rfc_plus_irc,882873.4
cassava,uga,rfc_plus_irc,535614.8
cassava,vct,rfc_plus_irc,101.9
cassava,ven,rfc_plus_irc,36013.8
cassava,vnm,rfc_plus_irc,516281.1
cassava,zmb,rfc_plus_irc,197231.9
cassava,zwe,rfc_plus_irc,47611.4
cotton,afg,rfc_plus_irc,33525
cotton,ago,rfc_plus_irc,2400
cotton,alb,rfc_plus_irc,829
cotton,arg,rfc_plus_irc,413203.8
cotton,atg,rfc_plus_irc,659.5
cotton,aus,rfc_plus_irc,331379.1
cotton,aze,rfc_plus_irc,50469.1
cotton,bdi,rfc_plus_irc,5329.5
cotton,ben,rfc_plus_irc,256822.4
cotton,bfa,rfc_plus_irc,518163.7
cotton,bgd,rfc_plus_irc,14464.6
cotton,bgr,rfc_plus_irc,606.2
cotton,bol,rfc_plus_irc,118280
cotton,bra,rfc_plus_irc,1087197.7
cotton,bwa,rfc_plus_irc,466.1
cotton,caf,rfc_plus_irc,20491.7
cotton,chn,rfc_plus_irc,5065019
cotton,civ,rfc_plus_irc,229993.9
cotton,cmr,rfc_plus_irc,178000
cotton,cod,rfc_plus_irc,69095.8
cotton,col,rfc_plus_irc,46237.7
cotton,cri,rfc_plus_irc,925.6666667
cotton,dza,rfc_plus_irc,201.6
cotton,ecu,rfc_plus_irc,2962.4
cotton,egy,rfc_plus_irc,182628.9
cotton,esp,rfc_plus_irc,66346.2
cotton,eth,rfc_plus_irc,89800
cotton,gha,rfc_plus_irc,17600
cotton,gin,rfc_plus_irc,38596.9
cotton,gmb,rfc_plus_irc,1471.1
cotton,gnb,rfc_plus_irc,4229
cotton,grc,rfc_plus_irc,297766.1
cotton,gtm,rfc_plus_irc,1190.5
cotton,hnd,rfc_plus_irc,1417.7
cotton,hti,rfc_plus_irc,2790.5
cotton,idn,rfc_plus_irc,10433
cotton,ind,rfc_plus_irc,10574910
cotton,irn,rfc_plus_irc,114423.6
cotton,irq,rfc_plus_irc,16422.6
cotton,isr,rfc_plus_irc,8016.6
cotton,kaz,rfc_plus_irc,162050
cotton,ken,rfc_plus_irc,43913.7
cotton,kgz,rfc_plus_irc,31664.2
cotton,khm,rfc_plus_irc,199
cotton,lao,rfc_plus_irc,2496
cotton,mar,rfc_plus_irc,112.9
cotton,mdg,rfc_plus_irc,15826.7
cotton,mex,rfc_plus_irc,129428.3
cotton,mli,rfc_plus_irc,400721.8
cotton,mmr,rfc_plus_irc,283166
cotton,moz,rfc_plus_irc,256635.7
cotton,mwi,rfc_plus_irc,109856.5
cotton,nam,rfc_plus_irc,10.5
cotton,ner,rfc_plus_irc,10210
cotton,nga,rfc_plus_irc,440855
cotton,nic,rfc_plus_irc,1955
cotton,npl,rfc_plus_irc,100
cotton,pak,rfc_plus_irc,2916590
cotton,per,rfc_plus_irc,60162.33333
cotton,phl,rfc_plus_irc,1171.9
cotton,prk,rfc_plus_irc,19100
cotton,pry,rfc_plus_irc,82382.8
cotton,sdn,rfc_plus_irc,116027.875
cotton,sen,rfc_plus_irc,32567.9
cotton,slv,rfc_plus_irc,625.1
cotton,som,rfc_plus_irc,16900
cotton,swz,rfc_plus_irc,2485
cotton,syr,rfc_plus_irc,163705.9
cotton,tcd,rfc_plus_irc,182500
cotton,tgo,rfc_plus_irc,88463.1
cotton,tha,rfc_plus_irc,8458
cotton,tjk,rfc_plus_irc,213895.5
cotton,tkm,rfc_plus_irc,574510
cotton,tun,rfc_plus_irc,2367
cotton,tur,rfc_plus_irc,501117.1
cotton,tza,rfc_plus_irc,414638.5
cotton,uga,rfc_plus_irc,91400
cotton,usa,rfc_plus_irc,3985954
cotton,uzb,rfc_plus_irc,1368616.9
cotton,ven,rfc_plus_irc,14626.7
cotton,vnm,rfc_plus_irc,10526.4
cotton,yem,rfc_plus_irc,17865.3
cotton,zaf,rfc_plus_irc,10911.6
cotton,zmb,rfc_plus_irc,130328.4
cotton,zwe,rfc_plus_irc,365508.4
maize,afg,rfc_plus_irc,158800
maize,ago,rfc_plus_irc,1281925.2
maize,alb,rfc_plus_irc,51756.2
maize,arg,rfc_plus_irc,3409751.6
maize,arm,rfc_plus_irc,3111.8
maize,atg,rfc_plus_irc,40.5
maize,aus,rfc_plus_irc,65132.4
maize,aut,rfc_plus_irc,194854.3
maize,aze,rfc_plus_irc,33778.3
maize,bdi,rfc_plus_irc,116701
maize,bel,rfc_plus_irc,64300.3
maize,ben,rfc_plus_irc,849146.7
maize,bfa,rfc_plus_irc,655532.4
maize,bgd,rfc_plus_irc,163607.4
maize,bgr,rfc_plus_irc,349733.7
maize,bhs,rfc_plus_irc,97.8
maize,bih,rfc_plus_irc,192372.8
maize,blr,rfc_plus_irc,118825
maize,blz,rfc_plus_irc,17763.5
maize,bol,rfc_plus_irc,382440.3
maize,bra,rfc_plus_irc,13683684
maize,brb,rfc_plus_irc,95.3
maize,btn,rfc_plus_irc,28518.3
maize,bwa,rfc_plus_irc,64755.2
maize,caf,rfc_plus_irc,127975.8
maize,can,rfc_plus_irc,1235460
maize,che,rfc_plus_irc,16992.1
maize,chl,rfc_plus_irc,128828.3
maize,chn,rfc_plus_irc,31731739.8
maize,civ,rfc_plus_irc,314899.7
maize,cmr,rfc_plus_irc,750540.9
maize,cod,rfc_plus_irc,1567774.7
maize,cog,rfc_plus_irc,12708.5
maize,col,rfc_plus_irc,606359.2
maize,com,rfc_plus_irc,2409.7
maize,cpv,rfc_plus_irc,29215.9
maize,cri,rfc_plus_irc,7824.1
maize,cub,rfc_plus_irc,163881.8
maize,cze,rfc_plus_irc,105783.1
maize,deu,rfc_plus_irc,468812.1
maize,dji,rfc_plus_irc,7.7
maize,dnk,rfc_plus_irc,5590
maize,dom,rfc_plus_irc,23567.4
maize,dza,rfc_plus_irc,372.4
maize,ecu,rfc_plus_irc,423437.7
maize,egy,rfc_plus_irc,900351.1
maize,eri,rfc_plus_irc,21235.1
maize,esp,rfc_plus_irc,376203.2
maize,eth,rfc_plus_irc,1885104.2
maize,fra,rfc_plus_irc,1657303.9
maize,gab,rfc_plus_irc,24107
maize,geo,rfc_plus_irc,132362.4
maize,gha,rfc_plus_irc,923314.8
maize,gin,rfc_plus_irc,443820.5
maize,gmb,rfc_plus_irc,36143.2
maize,gnb,rfc_plus_irc,14834.8
maize,grc,rfc_plus_irc,213726
maize,gtm,rfc_plus_irc,795218.4
maize,guf,rfc_plus_irc,82.9
maize,gum,rfc_plus_irc,17.4
maize,guy,rfc_plus_irc,3326.5
maize,hnd,rfc_plus_irc,328093.8
maize,hrv,rfc_plus_irc,295667.9
maize,hti,rfc_plus_irc,349909.5
maize,hun,rfc_plus_irc,1179454.3
maize,idn,rfc_plus_irc,3837857.4
maize,ind,rfc_plus_irc,8410820
maize,irn,rfc_plus_irc,282443.1
maize,irq,rfc_plus_irc,151914
maize,isr,rfc_plus_irc,4144.8
maize,ita,rfc_plus_irc,985977
maize,jam,rfc_plus_irc,1906.9
maize,jor,rfc_plus_irc,985.5
maize,jpn,rfc_plus_irc,64.4
maize,kaz,rfc_plus_irc,100700
maize,ken,rfc_plus_irc,1939781.4
maize,kgz,rfc_plus_irc,80366.4
maize,khm,rfc_plus_irc,167586.9
maize,kor,rfc_plus_irc,15960.6
maize,kwt,rfc_plus_irc,523.6
maize,lao,rfc_plus_irc,187142.5
maize,lbn,rfc_plus_irc,1029.3
maize,lby,rfc_plus_irc,1434.8
maize,lka,rfc_plus_irc,49923.6
maize,lso,rfc_plus_irc,123398.9
maize,ltu,rfc_plus_irc,8790
maize,mar,rfc_plus_irc,201656.6
maize,mda,rfc_plus_irc,440176.6
maize,mdg,rfc_plus_irc,275994
maize,mex,rfc_plus_irc,6910764.8
maize,mkd,rfc_plus_irc,31235.2
maize,mli,rfc_plus_irc,549069.4
maize,mmr,rfc_plus_irc,375721.6
maize,mne,rfc_plus_irc,2263.444444
maize,moz,rfc_plus_irc,1718926.8
maize,mrt,rfc_plus_irc,21757.1
maize,mus,rfc_plus_irc,61.5
maize,mwi,rfc_plus_irc,1609648
maize,mys,rfc_plus_irc,11723.4
maize,nam,rfc_plus_irc,29159.5
maize,ncl,rfc_plus_irc,1026
maize,ner,rfc_plus_irc,9991.7
maize,nga,rfc_plus_irc,4560321
maize,nic,rfc_plus_irc,342100.3
maize,nld,rfc_plus_irc,17770.5
maize,npl,rfc_plus_irc,874853
maize,nzl,rfc_plus_irc,19151.7
maize,pak,rfc_plus_irc,1051771
maize,pan,rfc_plus_irc,56964
maize,per,rfc_plus_irc,490871.2
maize,phl,rfc_plus_irc,2581824.1
maize,png,rfc_plus_irc,2017.6
maize,pol,rfc_plus_irc,396393.7
maize,pri,rfc_plus_irc,311.3
maize,prk,rfc_plus_irc,515515
maize,prt,rfc_plus_irc,103338.2
maize,pry,rfc_plus_irc,815483
maize,qat,rfc_plus_irc,82.1
maize,reu,rfc_plus_irc,1777.6
maize,rus,rfc_plus_irc,1543834.1
maize,rwa,rfc_plus_irc,186000.1
maize,sau,rfc_plus_irc,20364.4
maize,sdn,rfc_plus_irc,40141.125
maize,sen,rfc_plus_irc,152675.9
maize,sle,rfc_plus_irc,31225.2
maize,slv,rfc_plus_irc,266125.3
maize,som,rfc_plus_irc,94422.1
maize,srb,rfc_plus_irc,1150067.222
maize,stp,rfc_plus_irc,1292
maize,sur,rfc_plus_irc,17.7
maize,svk,rfc_plus_irc,178180.3
maize,svn,rfc_plus_irc,40139.5
maize,swz,rfc_plus_irc,62518.3
maize,syr,rfc_plus_irc,47103.6
maize,tcd,rfc_plus_irc,219558.3
maize,tgo,rfc_plus_irc,558865.3
maize,tha,rfc_plus_irc,1094817
maize,tjk,rfc_plus_irc,20454.2
maize,tkm,rfc_plus_irc,15980
maize,tto,rfc_plus_irc,1350.5
maize,tur,rfc_plus_irc,595469.9
maize,twn,rfc_plus_irc,20065.8
maize,tza,rfc_plus_irc,3399932.8
maize,uga,rfc_plus_irc,964200
maize,ukr,rfc_plus_irc,2982880
maize,ury,rfc_plus_irc,89130
maize,usa,rfc_plus_irc,32939588.7
maize,uzb,rfc_plus_irc,33267.2
maize,vct,rfc_plus_irc,41.1
maize,ven,rfc_plus_irc,646599.3
maize,vnm,rfc_plus_irc,1146391.8
maize,vut,rfc_plus_irc,1457.3
maize,yem,rfc_plus_irc,45826.2
maize,zaf,rfc_plus_irc,2783904.6
maize,zmb,rfc_plus_irc,871302.3
maize,zwe,rfc_plus_irc,1444922.9
rice,afg,rfc_plus_irc,192800
rice,ago,rfc_plus_irc,20683.4
rice,arg,rfc_plus_irc,205324.5
rice,aus,rfc_plus_irc,56685.2
rice,aze,rfc_plus_irc,1592.3
rice,bdi,rfc_plus_irc,23721.1
rice,ben,rfc_plus_irc,46871
rice,bfa,rfc_plus_irc,99962.8
rice,bgd,rfc_plus_irc,11238074.9
rice,bgr,rfc_plus_irc,8167.8
rice,blz,rfc_plus_irc,3715.3
rice,bol,rfc_plus_irc,169929.1
rice,bra,rfc_plus_irc,2808308.5
rice,brn,rfc_plus_irc,1576.5
rice,btn,rfc_plus_irc,23220
rice,caf,rfc_plus_irc,21169
rice,chl,rfc_plus_irc,23645.2
rice,chn,rfc_plus_irc,29966762.4
rice,civ,rfc_plus_irc,373993.2
rice,cmr,rfc_plus_irc,105005.4
rice,cod,rfc_plus_irc,453608.1
rice,col,rfc_plus_irc,479799.3
rice,cri,rfc_plus_irc,59586.1
rice,cub,rfc_plus_irc,173397
rice,dom,rfc_plus_irc,165010.7
rice,dza,rfc_plus_irc,184.9
rice,ecu,rfc_plus_irc,377165.5
rice,egy,rfc_plus_irc,620807.7
rice,esp,rfc_plus_irc,112400.2
rice,eth,rfc_plus_irc,26247.9
rice,fra,rfc_plus_irc,19649.5
rice,gab,rfc_plus_irc,535
rice,gha,rfc_plus_irc,165723.2
rice,gin,rfc_plus_irc,860471.3
rice,gmb,rfc_plus_irc,48426.2
rice,gnb,rfc_plus_irc,94039.9
rice,grc,rfc_plus_irc,28858.7
rice,gtm,rfc_plus_irc,10379.3
rice,guf,rfc_plus_irc,3580.9
rice,guy,rfc_plus_irc,136930
rice,hnd,rfc_plus_irc,8027.1
rice,hti,rfc_plus_irc,54790.8
rice,hun,rfc_plus_irc,2574
rice,idn,rfc_plus_irc,12850103.4
rice,ind,rfc_plus_irc,43580790
rice,irn,rfc_plus_irc,575582.3
rice,irq,rfc_plus_irc,87773.3
rice,ita,rfc_plus_irc,231006.3
rice,jpn,rfc_plus_irc,1627700
rice,kaz,rfc_plus_irc,88705
rice,ken,rfc_plus_irc,23165
rice,kgz,rfc_plus_irc,6643
rice,khm,rfc_plus_irc,2773746.2
rice,kor,rfc_plus_irc,898863.3
rice,lao,rfc_plus_irc,826677.1
rice,lbr,rfc_plus_irc,205081
rice,lka,rfc_plus_irc,992489.9
rice,mar,rfc_plus_irc,5849
rice,mdg,rfc_plus_irc,1403725
rice,mex,rfc_plus_irc,48477.3
rice,mkd,rfc_plus_irc,3623.4
rice,mli,rfc_plus_irc,556905.4
rice,mmr,rfc_plus_irc,7575375.1
rice,moz,rfc_plus_irc,218226.3
rice,mrt,rfc_plus_irc,25306.8
rice,mwi,rfc_plus_irc,60227
rice,mys,rfc_plus_irc,673732.8
rice,ner,rfc_plus_irc,14548
rice,nga,rfc_plus_irc,2548193.5
rice,nic,rfc_plus_irc,88215.7
rice,npl,rfc_plus_irc,1505268.2
rice,pak,rfc_plus_irc,2648920
rice,pan,rfc_plus_irc,102311.2
rice,per,rfc_plus_irc,373853.7
rice,phl,rfc_plus_irc,4456203.7
rice,prk,rfc_plus_irc,564059
rice,prt,rfc_plus_irc,28035.1
rice,pry,rfc_plus_irc,63745.1
rice,rus,rfc_plus_irc,177203.3
rice,rwa,rfc_plus_irc,15168.5
rice,sdn,rfc_plus_irc,7622
rice,sen,rfc_plus_irc,114547.9
rice,sle,rfc_plus_irc,599129.9
rice,slv,rfc_plus_irc,4928
rice,som,rfc_plus_irc,1976.7
rice,sur,rfc_plus_irc,51237.5
rice,swz,rfc_plus_irc,33.1
rice,tcd,rfc_plus_irc,130433.1
rice,tgo,rfc_plus_irc,54315.2
rice,tha,rfc_plus_irc,11094144.9
rice,tjk,rfc_plus_irc,14030.9
rice,tkm,rfc_plus_irc,55800
rice,tto,rfc_plus_irc,2276.2
rice,tur,rfc_plus_irc,101338.9
rice,twn,rfc_plus_irc,259928.4
rice,tza,rfc_plus_irc,849527.9
rice,uga,rfc_plus_irc,100500
rice,ukr,rfc_plus_irc,22640
rice,ury,rfc_plus_irc,171494.8
rice,usa,rfc_plus_irc,1186142.7
rice,uzb,rfc_plus_irc,46343.1
rice,ven,rfc_plus_irc,217402
rice,vnm,rfc_plus_irc,7532424.3
rice,zaf,rfc_plus_irc,1116.5
rice,zmb,rfc_plus_irc,23605.5
rice,zwe,rfc_plus_irc,282.1
root_tuber,afg,rfc_plus_irc,21156.9
root_tuber,ago,rfc_plus_irc,91399.1
root_tuber,alb,rfc_plus_irc,9325.7
root_tuber,are,rfc_plus_irc,326
root_tuber,arg,rfc_plus_irc,68212.7
root_tuber,arm,rfc_plus_irc,31568.5
root_tuber,aus,rfc_plus_irc,34231.1
root_tuber,aut,rfc_plus_irc,22092.7
root_tuber,aze,rfc_plus_irc,66301.9
root_tuber,bdi,rfc_plus_irc,13582.1
root_tuber,bel,rfc_plus_irc,72289.2
root_tuber,ben,rfc_plus_irc,10.5
root_tuber,bfa,rfc_plus_irc,1168
root_tuber,bgd,rfc_plus_irc,410685.8
root_tuber,bgr,rfc_plus_irc,17442.9
root_tuber,bhr,rfc_plus_irc,6
root_tuber,bih,rfc_plus_irc,38008.6
root_tuber,blr,rfc_plus_irc,374070.2
root_tuber,blz,rfc_plus_irc,82.1
root_tuber,bol,rfc_plus_irc,167222.5
root_tuber,bra,rfc_plus_irc,139671.2
root_tuber,btn,rfc_plus_irc,5371.9
root_tuber,caf,rfc_plus_irc,890
root_tuber,can,rfc_plus_irc,148090.6
root_tuber,che,rfc_plus_irc,11401.1
root_tuber,chl,rfc_plus_irc,51909.7
root_tuber,chn,rfc_plus_irc,5071693.9
root_tuber,cmr,rfc_plus_irc,61601.5
root_tuber,cod,rfc_plus_irc,21288
root_tuber,cog,rfc_plus_irc,616.6
root_tuber,col,rfc_plus_irc,122046
root_tuber,com,rfc_plus_irc,44.7
root_tuber,cpv,rfc_plus_irc,353.4
root_tuber,cri,rfc_plus_irc,2724.3
root_tuber,cub,rfc_plus_irc,8588.9
root_tuber,cyp,rfc_plus_irc,4949.2
root_tuber,cze,rfc_plus_irc,28089.3
root_tuber,deu,rfc_plus_irc,258946.1
root_tuber,dnk,rfc_plus_irc,39971.6
root_tuber,dom,rfc_plus_irc,2160.3
root_tuber,dza,rfc_plus_irc,118474
root_tuber,ecu,rfc_plus_irc,44435.9
root_tuber,egy,rfc_plus_irc,142276.8
root_tuber,eri,rfc_plus_irc,503.4
root_tuber,esp,rfc_plus_irc,81494.3
root_tuber,est,rfc_plus_irc,9373.9
root_tuber,eth,rfc_plus_irc,63954.9
root_tuber,fin,rfc_plus_irc,25120
root_tuber,fra,rfc_plus_irc,159545
root_tuber,fro,rfc_plus_irc,95.7
root_tuber,gbr,rfc_plus_irc,141860
root_tuber,geo,rfc_plus_irc,23639.3
root_tuber,gin,rfc_plus_irc,1863
root_tuber,grc,rfc_plus_irc,37383.6
root_tuber,gtm,rfc_plus_irc,18739.1
root_tuber,hnd,rfc_plus_irc,1543.5
root_tuber,hrv,rfc_plus_irc,13462.4
root_tuber,hti,rfc_plus_irc,1466.2
root_tuber,hun,rfc_plus_irc,22936.5
root_tuber,idn,rfc_plus_irc,65624.7
root_tuber,ind,rfc_plus_irc,1808190
root_tuber,irl,rfc_plus_irc,11170
root_tuber,irn,rfc_plus_irc,165102.9
root_tuber,irq,rfc_plus_irc,35755.5
root_tuber,isr,rfc_plus_irc,18005
root_tuber,ita,rfc_plus_irc,63867.4
root_tuber,jam,rfc_plus_irc,700.6
root_tuber,jor,rfc_plus_irc,5082.4
root_tuber,jpn,rfc_plus_irc,83040
root_tuber,kaz,rfc_plus_irc,172775
root_tuber,ken,rfc_plus_irc,127351.2
root_tuber,kgz,rfc_plus_irc,82518.4
root_tuber,kor,rfc_plus_irc,24459.1
root_tuber,kwt,rfc_plus_irc,978.9
root_tuber,lao,rfc_plus_irc,1607.5
root_tuber,lbn,rfc_plus_irc,16704.1
root_tuber,lby,rfc_plus_irc,15643
root_tuber,lka,rfc_plus_irc,4900.5
root_tuber,lso,rfc_plus_irc,6305.1
root_tuber,ltu,rfc_plus_irc,44205
root_tuber,lva,rfc_plus_irc,29380
root_tuber,mar,rfc_plus_irc,58742.8
root_tuber,mda,rfc_plus_irc,29477.1
root_tuber,mdg,rfc_plus_irc,37208.4
root_tuber,mex,rfc_plus_irc,60267.5
root_tuber,mkd,rfc_plus_irc,13427
root_tuber,mli,rfc_plus_irc,4764.5
root_tuber,mlt,rfc_plus_irc,724.3
root_tuber,mmr,rfc_plus_irc,36470.1
root_tuber,mne,rfc_plus_irc,11144.22222
root_tuber,mng,rfc_plus_irc,13247.8
root_tuber,moz,rfc_plus_irc,11415.3
root_tuber,mrt,rfc_plus_irc,398.6
root_tuber,mus,rfc_plus_irc,766.1
root_tuber,mwi,rfc_plus_irc,216678
root_tuber,nam,rfc_plus_irc,832
root_tuber,ncl,rfc_plus_irc,167.5
root_tuber,ner,rfc_plus_irc,2240.6
root_tuber,nga,rfc_plus_irc,262368
root_tuber,nic,rfc_plus_irc,2108.8
root_tuber,nld,rfc_plus_irc,155286.7
root_tuber,nor,rfc_plus_irc,13378.7
root_tuber,npl,rfc_plus_irc,175097.5
root_tuber,nzl,rfc_plus_irc,10925
root_tuber,omn,rfc_plus_irc,289.9
root_tuber,pak,rfc_plus_irc,148130
root_tuber,pan,rfc_plus_irc,1086.2
root_tuber,per,rfc_plus_irc,288679.3
root_tuber,phl,rfc_plus_irc,7493.8
root_tuber,png,rfc_plus_irc,199.3
root_tuber,pol,rfc_plus_irc,467906.4
root_tuber,prk,rfc_plus_irc,154727
root_tuber,prt,rfc_plus_irc,32338.2
root_tuber,pry,rfc_plus_irc,192.2
root_tuber,pse,rfc_plus_irc,1785.3
root_tuber,qat,rfc_plus_irc,2.8
root_tuber,reu,rfc_plus_irc,481
root_tuber,rus,rfc_plus_irc,2386217.5
root_tuber,rwa,rfc_plus_irc,146876.9
root_tuber,sau,rfc_plus_irc,17681.5
root_tuber,sdn,rfc_plus_irc,18907.125
root_tuber,sen,rfc_plus_irc,669.8
root_tuber,slv,rfc_plus_irc,223.4
root_tuber,srb,rfc_plus_irc,70552
root_tuber,svk,rfc_plus_irc,12953.4
root_tuber,svn,rfc_plus_irc,4462
root_tuber,swe,rfc_plus_irc,26810.5
root_tuber,swz,rfc_plus_irc,3478.5
root_tuber,syr,rfc_plus_irc,31550.9
root_tuber,tcd,rfc_plus_irc,6670.4
root_tuber,tha,rfc_plus_irc,7970.7
root_tuber,tjk,rfc_plus_irc,33616.9
root_tuber,tkm,rfc_plus_irc,40450
root_tuber,tun,rfc_plus_irc,24405
root_tuber,tur,rfc_plus_irc,146568.6
root_tuber,twn,rfc_plus_irc,2138.9
root_tuber,tza,rfc_plus_irc,166627.4
root_tuber,uga,rfc_plus_irc,79670
root_tuber,ukr,rfc_plus_irc,1428729
root_tuber,ury,rfc_plus_irc,6117.4
root_tuber,usa,rfc_plus_irc,434279.6
root_tuber,uzb,rfc_plus_irc,65861.4
root_tuber,ven,rfc_plus_irc,24623.8
root_tuber,vnm,rfc_plus_irc,31177.9
root_tuber,yem,rfc_plus_irc,20686.2
root_tuber,zaf,rfc_plus_irc,60488
root_tuber,zmb,rfc_plus_irc,1152.9
root_tuber,zwe,rfc_plus_irc,3157.3
sorghum,ago,rfc_plus_irc,155656.4
sorghum,arg,rfc_plus_irc,700761.4
sorghum,aus,rfc_plus_irc,677925.6
sorghum,aze,rfc_plus_irc,2.142857143
sorghum,bdi,rfc_plus_irc,57716.9
sorghum,ben,rfc_plus_irc,128708.5
sorghum,bfa,rfc_plus_irc,1672394.9
sorghum,bgd,rfc_plus_irc,191
sorghum,bgr,rfc_plus_irc,2962.1
sorghum,blz,rfc_plus_irc,4693.2
sorghum,bol,rfc_plus_irc,117769.2
sorghum,bra,rfc_plus_irc,753723.4
sorghum,bwa,rfc_plus_irc,43218.1
sorghum,caf,rfc_plus_irc,49510.1
sorghum,chn,rfc_plus_irc,551067.9
sorghum,civ,rfc_plus_irc,65200.9
sorghum,cmr,rfc_plus_irc,699640.8
sorghum,cod,rfc_plus_irc,9044.3
sorghum,col,rfc_plus_irc,26459.2
sorghum,cub,rfc_plus_irc,1704.3
sorghum,dom,rfc_plus_irc,1044
sorghum,dza,rfc_plus_irc,151.1
sorghum,ecu,rfc_plus_irc,8329.4
sorghum,egy,rfc_plus_irc,147953
sorghum,eri,rfc_plus_irc,256334.2
sorghum,esp,rfc_plus_irc,7242.3
sorghum,eth,rfc_plus_irc,1638329.4
sorghum,fra,rfc_plus_irc,50273.7
sorghum,gha,rfc_plus_irc,255623.7
sorghum,gin,rfc_plus_irc,34686.8
sorghum,gmb,rfc_plus_irc,27138.1
sorghum,gnb,rfc_plus_irc,20461.2
sorghum,grc,rfc_plus_irc,359.3
sorghum,gtm,rfc_plus_irc,28650
sorghum,hnd,rfc_plus_irc,46870.1
sorghum,hrv,rfc_plus_irc,347.1
sorghum,hti,rfc_plus_irc,123345.3
sorghum,hun,rfc_plus_irc,4460.5
sorghum,ind,rfc_plus_irc,7494340
sorghum,isr,rfc_plus_irc,5476.9
sorghum,ita,rfc_plus_irc,40736.8
sorghum,jor,rfc_plus_irc,751.5
sorghum,kaz,rfc_plus_irc,132.1
sorghum,ken,rfc_plus_irc,185988.1
sorghum,kgz,rfc_plus_irc,48
sorghum,kor,rfc_plus_irc,1610.3
sorghum,lbn,rfc_plus_irc,324.8
sorghum,lka,rfc_plus_irc,132.3
sorghum,lso,rfc_plus_irc,24458.7
sorghum,mar,rfc_plus_irc,11513
sorghum,mda,rfc_plus_irc,246.9
sorghum,mdg,rfc_plus_irc,2491.6
sorghum,mex,rfc_plus_irc,1752266.9
sorghum,mkd,rfc_plus_irc,28.1
sorghum,mli,rfc_plus_irc,1112628.2
sorghum,mmr,rfc_plus_irc,224622.4
