Country_iso,Sector,Fuel,Unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
abw,AGR,LIQUID_FUEL_PLUS_NATURAL_GAS,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,PROCESS,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,SOLID_BIOFUEL,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,TOTAL_COAL,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ENE,LIQUID_FUEL_PLUS_NATURAL_GAS,kt SO2/year,5.983989227,6.183227274,5.778397753,6.013314852,4.406839264,4.124974856,8.763062374,4.072389175,5.258906609,4.561897984,4.51122865,6.295428146,6.549447026,3.168800147,6.92858735,8.3928188,1.216519872,2.68159008,3.656549524,3.102154535,7.748917661,9.21528243,8.370263133,7.076487831,6.728559108,8.61574089,8.526473248,8.157414777,6.544391652,5.071991844,6.20526273,6.217791477,6.275667101,6.884287174,7.284469928,7.193701193,7.213160635,7.453417996,7.558459087,7.470291684,10.02420107,5.38276699,3.813106383,2.359346591,2.259547043,2.347522145,2.370313622,1.498539622
abw,ENE,PROCESS,kt SO2/year,1.253286226,1.084479009,1.1162276,1.263038626,1,2,5,2,4,5,5,5,10,8,29,41,10,23,38,42,106,129,120,117,116,116,102,103,113,116,274,282,285,264,267,362,323,300,329,248,303,357,112,61,36,36,36,36
abw,ENE,SOLID_BIOFUEL,kt SO2/year,9.33E-06,6.26E-06,6.22E-06,6.18E-06,6.13E-06,2.28E-05,2.25E-05,2.80E-05,2.75E-05,3.28E-05,5.63E-06,5.62E-06,5.63E-06,5.65E-06,5.66E-06,5.63E-06,5.54E-06,0,0,0,0.000183637,0.000197709,0.000194173,0.000212472,0.000207682,0.000224439,0.000254229,0.000269583,0.000358035,0.000742095,0.000445538,0.000453584,0.000484216,0.000451738,0.000536993,0.000416099,0.000416642,0.000424735,0.000390396,0.000385341,0.000459169,0.000313883,0.000319675,0.000349968,0.000471414,0.000641179,0.000610777,0.000522746
abw,ENE,TOTAL_COAL,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,IND,LIQUID_FUEL_PLUS_NATURAL_GAS,kt SO2/year,1.558437431,0.936557632,1.392010823,1.241265624,0.903890555,0.884505069,1.188830916,0.662495867,0.510113941,0.522463626,0.539569964,0.789420247,0.782623453,0.390748733,0.979450303,0.954410138,0.203544544,0.734676812,0.926448996,0.969088045,2.111374702,2.077197695,1.660112845,3.138592084,3.175038829,1.713472038,1.821260048,1.86766216,2.923020865,3.882953978,3.516482355,3.232433437,3.420527201,3.119111651,2.655929182,1.823645568,1.792838786,1.846361379,1.495200634,1.528368653,0.798642276,0.533048443,0.714201161,0.465326705,0.476056979,0.467909026,0.451271247,0.450815418
abw,IND,PROCESS,kt SO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
