Region,Country,ISO 3,Pollutant,2000,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,,
Africa_Eastern,SUDAN,SDN,CH4,0.401687922,0.38564465,0.372337669,0.369749937,0.362947276,0.347623078,0.320478129,0.303506548,0.303771039,0.288789372,0.284177408,0.274859986,,
Africa_Eastern,UGANDA,UGA,CH4,0.071521684,0.073082328,0.073867973,0.072494637,0.072529563,0.073954267,0.078354785,0.081994085,0.080939831,0.082818331,0.083336153,0.084207346,,
Africa_Eastern,DJIBOUTI,DJI,CO2,0.000383705,0.000413791,0.000402607,0.000452509,0.000531683,0.00085065,0.001254337,0.001502245,0.001655501,0.001704037,0.001680435,0.001649698,,
Africa_Eastern,ETHIOPIA,ETH,CO2,0.175528734,0.171801103,0.178235953,0.190815679,0.199410146,0.18907964,0.172729897,0.1540169,0.139403505,0.128231593,0.119690854,0.112422179,,
Africa_Eastern,KENYA,KEN,CO2,0.019665364,0.019884625,0.019361416,0.017900271,0.01449621,0.012987499,0.012057824,0.013257837,0.014556761,0.01578053,0.016809524,0.018070258,,
Africa_Eastern,MADAGASCAR,MDG,CO2,0.122409207,0.128013715,0.14798374,0.184788651,0.213836551,0.278303549,0.351214459,0.410505346,0.456007966,0.496246801,0.531671743,0.563234666,,
Africa_Eastern,RWANDA,RWA,CO2,0.002687344,0.002907998,0.003001272,0.003304016,0.003394859,0.00386498,0.004258453,0.004717251,0.004982761,0.005104422,0.005139148,0.005070461,,
Africa_Eastern,SUDAN,SDN,CO2,0.607372949,0.600659927,0.561430647,0.483126494,0.404753733,0.315202222,0.233603473,0.201305506,0.178758916,0.158869953,0.140864539,0.12357,,
Africa_Eastern,UGANDA,UGA,CO2,0.071952698,0.076318841,0.089584365,0.11961238,0.163576818,0.199711461,0.224881557,0.214694915,0.204634591,0.194062664,0.184143757,0.175982739,,
Africa_Eastern,DJIBOUTI,DJI,CO,0.001975164,0.002290225,0.002495746,0.00285266,0.002858044,0.002881811,0.003023042,0.00320819,0.003249171,0.003299423,0.003410708,0.003746802,,
Africa_Eastern,ETHIOPIA,ETH,CO,0.259923011,0.258868531,0.258112168,0.256528644,0.260608998,0.265968329,0.270369289,0.283608058,0.288284271,0.291448996,0.296634119,0.296791813,,
Africa_Eastern,KENYA,KEN,CO,0.083606476,0.096705162,0.105309764,0.122018741,0.126092442,0.131094133,0.13712425,0.146108435,0.150055148,0.153815939,0.159133875,0.165721711,,
Africa_Eastern,MADAGASCAR,MDG,CO,0.092668204,0.092563265,0.092443866,0.09125063,0.091395864,0.092085445,0.092160662,0.095441151,0.095384664,0.095329746,0.095753182,0.09536962,,
Africa_Eastern,RWANDA,RWA,CO,0.018981495,0.020404931,0.02142331,0.023143137,0.02440685,0.025817439,0.027134889,0.029105025,0.030182248,0.031049923,0.032138611,0.033291961,,
Africa_Eastern,SUDAN,SDN,CO,0.445552408,0.428808108,0.41734752,0.400023756,0.388124692,0.372940207,0.358533188,0.325445275,0.313967054,0.304803802,0.290787191,0.282612623,,
Africa_Eastern,UGANDA,UGA,CO,0.097293243,0.100359777,0.102867626,0.104182432,0.106513109,0.109212636,0.11165468,0.117083866,0.118877443,0.12025217,0.122142314,0.12246547,,
Africa_Eastern,DJIBOUTI,DJI,N2O,0.002994459,0.002797357,0.002441683,0.002151899,0.001911671,0.001678563,0.001478593,0.001435514,0.001415016,0.001410146,0.00140196,0.001420117,,
Africa_Eastern,ETHIOPIA,ETH,N2O,0.354932488,0.361739402,0.37572682,0.399374731,0.411637929,0.40958817,0.402171774,0.390855503,0.378786584,0.366648139,0.354027571,0.342767713,,
Africa_Eastern,KENYA,KEN,N2O,0.114629913,0.108078077,0.095573931,0.076626797,0.05860742,0.046370086,0.039401177,0.038800254,0.038660165,0.038826055,0.039487691,0.040992789,,
Africa_Eastern,MADAGASCAR,MDG,N2O,0.062727177,0.064289505,0.069731433,0.077955585,0.084069969,0.08777806,0.089853334,0.090415053,0.091436297,0.093187617,0.096089384,0.097674864,,
Africa_Eastern,RWANDA,RWA,N2O,0.012327127,0.012944875,0.013774845,0.014987626,0.015384448,0.015716208,0.015706848,0.016290401,0.016841472,0.017513678,0.018213998,0.018626499,,
Africa_Eastern,SUDAN,SDN,N2O,0.389316005,0.382329083,0.362011528,0.318909212,0.275217278,0.237197536,0.20099263,0.198779979,0.199577303,0.200690275,0.200829215,0.197272572,,
Africa_Eastern,UGANDA,UGA,N2O,0.063072831,0.0678217,0.08073976,0.10999415,0.153171285,0.201671376,0.250395644,0.263423295,0.273283164,0.28172409,0.289950183,0.301245445,,
Africa_Eastern,DJIBOUTI,DJI,NH3,0.003012087,0.003182507,0.003333421,0.003588317,0.003862937,0.004149756,0.004425743,0.004618509,0.004725702,0.00483316,0.004941758,0.005048149,,
Africa_Eastern,ETHIOPIA,ETH,NH3,0.29728031,0.303123756,0.308918099,0.316493438,0.328683537,0.344105174,0.360286185,0.371507095,0.377587117,0.383969718,0.390634192,0.396573604,,
Africa_Eastern,KENYA,KEN,NH3,0.076645234,0.080523957,0.083873752,0.089372499,0.095184655,0.101289456,0.107091833,0.111072178,0.113276135,0.115480977,0.117761753,0.119905196,,
Africa_Eastern,MADAGASCAR,MDG,NH3,0.079214585,0.079021025,0.079034185,0.077968002,0.078394706,0.080044421,0.082241276,0.08367353,0.084312154,0.085133229,0.085959693,0.08681074,,
Africa_Eastern,RWANDA,RWA,NH3,0.005812892,0.005995136,0.006147606,0.006307507,0.006528731,0.006829527,0.007131641,0.007341487,0.007450114,0.007541615,0.007647959,0.00774796,,
Africa_Eastern,SUDAN,SDN,NH3,0.448893268,0.437606864,0.42678641,0.414065249,0.393221854,0.36636954,0.338108235,0.31860955,0.308206461,0.297241147,0.285848755,0.275330945,,
Africa_Eastern,UGANDA,UGA,NH3,0.089141624,0.090546755,0.091906527,0.092204989,0.09412358,0.097212126,0.100715086,0.103177652,0.104442316,0.105800154,0.10720589,0.108583408,,
Africa_Eastern,DJIBOUTI,DJI,NOx,0.001733588,0.00203626,0.002290107,0.002643407,0.002707525,0.002993948,0.003164639,0.003419652,0.003484293,0.003565446,0.003627076,0.003646102,,
Africa_Eastern,ETHIOPIA,ETH,NOx,0.226415513,0.225487694,0.224767363,0.220864436,0.220575649,0.22605258,0.232784099,0.241722564,0.245887609,0.247391029,0.251935282,0.25484784,,
Africa_Eastern,KENYA,KEN,NOx,0.060913584,0.073928197,0.084650394,0.102195901,0.106747122,0.121272333,0.126315103,0.136403379,0.139371725,0.141868041,0.142819905,0.144024924,,
Africa_Eastern,MADAGASCAR,MDG,NOx,0.085547074,0.08508212,0.084693693,0.082404152,0.081254064,0.08131074,0.082287767,0.082630847,0.083142986,0.083345008,0.084220906,0.084391834,,
Africa_Eastern,RWANDA,RWA,NOx,0.012973022,0.014455483,0.015678725,0.017521639,0.018156722,0.020682503,0.021711403,0.024105871,0.024769763,0.025220547,0.025246065,0.025541888,,
Africa_Eastern,SUDAN,SDN,NOx,0.523634979,0.507280388,0.49361355,0.479837208,0.476275068,0.44996436,0.433909878,0.406125148,0.396237514,0.390955962,0.384530673,0.379334973,,
Africa_Eastern,UGANDA,UGA,NOx,0.088782241,0.091729857,0.094306168,0.094533257,0.094283849,0.097723537,0.099827112,0.105592539,0.107106109,0.107653968,0.107620093,0.108212439,,
Africa_Eastern,DJIBOUTI,DJI,OC,0.00013633,0.000340197,0.000477664,0.000700461,0.000844143,0.000897679,0.0009971,0.001074485,0.001116381,0.00116314,0.001209062,0.001249825,,
Africa_Eastern,ETHIOPIA,ETH,OC,0.26701361,0.266885202,0.267238681,0.268812064,0.272018575,0.279029081,0.283034538,0.292784175,0.297020362,0.300395405,0.306264385,0.31122586,,
Africa_Eastern,KENYA,KEN,OC,0.049564563,0.057474321,0.062843915,0.072813751,0.080062025,0.083606889,0.087625518,0.092825058,0.096124112,0.099072665,0.102872215,0.106447203,,
Africa_Eastern,MADAGASCAR,MDG,OC,0.085154292,0.08521526,0.08524473,0.085293233,0.085122836,0.085389009,0.085208617,0.086220904,0.085536833,0.084800368,0.084472307,0.083670748,,
Africa_Eastern,RWANDA,RWA,OC,0.011633609,0.012583045,0.013227631,0.014426885,0.015435473,0.016135824,0.017021154,0.018051355,0.018669252,0.019257184,0.019988991,0.020671597,,
Africa_Eastern,SUDAN,SDN,OC,0.498183686,0.486564828,0.47796852,0.463653006,0.450918233,0.438146941,0.427894329,0.40814722,0.399800833,0.392956986,0.381693555,0.372381951,,
Africa_Eastern,UGANDA,UGA,OC,0.08831391,0.090937148,0.092998858,0.094300601,0.095598714,0.096794577,0.098218744,0.100896802,0.101732226,0.102354252,0.103499485,0.104352816,,
Africa_Eastern,DJIBOUTI,DJI,SO2,0.011287482,0.01123116,0.011324925,0.010191833,0.010369653,0.010625926,0.010623964,0.010556095,0.01118394,0.011216218,0.011520388,0.011627907,,
Africa_Eastern,ETHIOPIA,ETH,SO2,0.19928902,0.195861032,0.197579055,0.176903234,0.18025803,0.188891759,0.200694389,0.214940838,0.21280348,0.214611535,0.217999349,0.222261672,,
Africa_Eastern,KENYA,KEN,SO2,0.171606678,0.231071483,0.244188819,0.235970386,0.231537541,0.283948938,0.305704181,0.310791136,0.309064723,0.305809417,0.310380621,0.314752352,,
Africa_Eastern,MADAGASCAR,MDG,SO2,0.0997935,0.09584294,0.096004527,0.083987564,0.083496621,0.078368684,0.075466496,0.074946642,0.07803774,0.080026542,0.082717032,0.084750577,,
Africa_Eastern,RWANDA,RWA,SO2,0.027041684,0.033285242,0.034756803,0.032730174,0.032877597,0.042668753,0.048855907,0.051844584,0.048483334,0.047682548,0.04745193,0.048446654,,
Africa_Eastern,SUDAN,SDN,SO2,0.386182072,0.318007432,0.298106423,0.353396408,0.353911186,0.276460511,0.227588789,0.195594906,0.212950444,0.215733478,0.205386408,0.190484644,,
Africa_Eastern,UGANDA,UGA,SO2,0.104799564,0.114700711,0.118039449,0.106820402,0.107549371,0.119035429,0.131066275,0.141325799,0.127476339,0.124920262,0.124544272,0.127676194,,
Africa_Eastern,DJIBOUTI,DJI,NMVOC,0.000800044,0.001204838,0.00140536,0.001766052,0.002000938,0.002322456,0.002632057,0.00299782,0.003269892,0.003597547,0.003871131,0.004176173,,
Africa_Eastern,ETHIOPIA,ETH,NMVOC,0.225437916,0.224019979,0.222572013,0.222040481,0.221919881,0.222976348,0.226488134,0.240103157,0.247137316,0.24945536,0.251569932,0.254284096,,
Africa_Eastern,KENYA,KEN,NMVOC,0.060227855,0.076055478,0.083668574,0.09976018,0.107692569,0.120718777,0.132864627,0.146484375,0.154078683,0.162646802,0.17148168,0.178826769,,
Africa_Eastern,MADAGASCAR,MDG,NMVOC,0.087523808,0.08720082,0.086647992,0.085668643,0.084468092,0.083242787,0.082002584,0.083525113,0.083129118,0.084471404,0.085419535,0.085060987,,
Africa_Eastern,RWANDA,RWA,NMVOC,0.015777756,0.017476341,0.018243831,0.019925697,0.020349191,0.022040156,0.024541472,0.027555717,0.029446148,0.031551572,0.033748927,0.035209477,,
Africa_Eastern,SUDAN,SDN,NMVOC,0.522158258,0.502583952,0.494256799,0.476214934,0.468933177,0.452647136,0.431526139,0.391255854,0.370889401,0.354269538,0.337608277,0.324655741,,
Africa_Eastern,UGANDA,UGA,NMVOC,0.088074363,0.091458591,0.093205432,0.094624013,0.094636152,0.09605234,0.099944987,0.108077964,0.112049442,0.114007777,0.116300518,0.117786759,,
Africa_Northern,ALGERIA,DZA,BC,0.299163205,0.296728606,0.293605324,0.302024742,0.312964439,0.312907255,0.311895905,0.276137636,0.286070084,0.296788079,0.307210286,0.312311594,,
Africa_Northern,EGYPT,EGY,BC,0.367040571,0.367500727,0.367912845,0.348609301,0.330303487,0.319830582,0.316119495,0.374885473,0.345207066,0.316324503,0.28898112,0.259677497,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,BC,0.070702597,0.071510029,0.072615967,0.069548649,0.073922502,0.07678106,0.085755129,0.106204825,0.1214596,0.133807947,0.143351237,0.16503182,,
Africa_Northern,MOROCCO,MAR,BC,0.176098069,0.177433421,0.179224101,0.193631316,0.192344972,0.197111208,0.188274663,0.13814517,0.136200405,0.135960265,0.139648438,0.136274463,,
Africa_Northern,TUNISIA,TUN,BC,0.086995559,0.086827218,0.086641763,0.086185992,0.0904646,0.093369896,0.097954808,0.104626896,0.111062844,0.117119205,0.120808919,0.126704627,,
Africa_Northern,ALGERIA,DZA,CH4,0.458379888,0.431082496,0.419010337,0.388041376,0.378127147,0.376440545,0.385848057,0.398083524,0.417682672,0.422631271,0.412808139,0.402865489,,
Africa_Northern,EGYPT,EGY,CH4,0.308659218,0.318577762,0.322856491,0.341128911,0.352584569,0.357189628,0.349408245,0.339831797,0.318795077,0.313207321,0.31795719,0.324920591,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,CH4,0.095698324,0.093456903,0.092486318,0.082832355,0.075698177,0.073664222,0.076830928,0.080193812,0.086727702,0.090911816,0.089054099,0.087256234,,
Africa_Northern,MOROCCO,MAR,CH4,0.091424581,0.105821285,0.112249164,0.130891568,0.135391828,0.134625458,0.130643937,0.125640979,0.12056952,0.116993689,0.122096141,0.125853226,,
Africa_Northern,TUNISIA,TUN,CH4,0.045837989,0.051061555,0.053397689,0.057105791,0.058198278,0.058080147,0.057268833,0.056249887,0.056225029,0.056255902,0.058084431,0.05910446,,
Africa_Northern,ALGERIA,DZA,CO2,0.307009133,0.303727673,0.298290364,0.296337454,0.284178715,0.265802679,0.227642655,0.218271805,0.204431783,0.192612304,0.183252396,0.179699443,,
Africa_Northern,EGYPT,EGY,CO2,0.441418624,0.45208696,0.466144571,0.483360209,0.518218345,0.556625388,0.614216621,0.631325581,0.651737589,0.667455138,0.679489461,0.684761603,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,CO2,0.168731029,0.166787379,0.165298185,0.158878749,0.143480202,0.131889293,0.112170395,0.108749239,0.10601965,0.105035657,0.104497724,0.104185295,,
Africa_Northern,MOROCCO,MAR,CO2,0.018562728,0.01834632,0.018013365,0.018120472,0.018991037,0.018947753,0.017823094,0.016926215,0.015967692,0.014966877,0.013990237,0.013129885,,
Africa_Northern,TUNISIA,TUN,CO2,0.064278487,0.059051669,0.052253515,0.043303116,0.035131701,0.026734886,0.028147235,0.02472716,0.021843285,0.019930023,0.018770181,0.018223773,,
Africa_Northern,ALGERIA,DZA,CO,0.157648716,0.161088738,0.174205312,0.208994134,0.224161317,0.233575352,0.240927215,0.254923749,0.258327306,0.260323023,0.262325648,0.263350658,,
Africa_Northern,EGYPT,EGY,CO,0.466158673,0.465465655,0.453636783,0.435513071,0.391355457,0.31221926,0.284517132,0.241091271,0.224180593,0.212402865,0.176504436,0.162719314,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,CO,0.162387142,0.151367866,0.14257156,0.111955971,0.13201917,0.189098835,0.220652835,0.359031343,0.379268339,0.391589212,0.441729449,0.459119607,,
Africa_Northern,MOROCCO,MAR,CO,0.106729846,0.113456464,0.124118539,0.149395322,0.155619857,0.154784171,0.148256403,0.100735689,0.095473752,0.092754838,0.080780777,0.07673794,,
Africa_Northern,TUNISIA,TUN,CO,0.107075623,0.108621277,0.105467806,0.094141502,0.096844199,0.110322381,0.105646415,0.044217948,0.04275001,0.042930062,0.03865969,0.038072482,,
Africa_Northern,ALGERIA,DZA,N2O,0.168064381,0.167089932,0.163945829,0.158681243,0.147855104,0.136101609,0.119069827,0.116413838,0.113220788,0.112101121,0.112410541,0.113654938,,
Africa_Northern,EGYPT,EGY,N2O,0.396458119,0.408787208,0.427949982,0.457971408,0.495771071,0.540202523,0.598014082,0.606172498,0.614782454,0.61600616,0.612911303,0.607503623,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,N2O,0.037777803,0.038442674,0.038958537,0.039450936,0.037126427,0.036069554,0.032544331,0.032934347,0.033348489,0.034205342,0.035595802,0.038226416,,
Africa_Northern,MOROCCO,MAR,N2O,0.301308171,0.297230427,0.290543686,0.278554005,0.267062626,0.247662888,0.205787199,0.204365263,0.202176448,0.203102031,0.205260083,0.20687814,,
Africa_Northern,TUNISIA,TUN,N2O,0.096391526,0.088449759,0.078601966,0.065342408,0.052184772,0.039963426,0.044584561,0.040114055,0.036471821,0.034585346,0.033822271,0.033736883,,
Africa_Northern,ALGERIA,DZA,NH3,0.202333635,0.202303949,0.202246774,0.202354571,0.202317371,0.20199192,0.201809453,0.201714661,0.201610935,0.2015895,0.201493744,0.201431222,,
Africa_Northern,EGYPT,EGY,NH3,0.063221998,0.063656338,0.064159128,0.065235457,0.065130805,0.064537419,0.063792467,0.063158986,0.062647466,0.062318627,0.061999206,0.06182432,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,NH3,0.24010413,0.239635311,0.239136883,0.238088643,0.237734226,0.237890484,0.238183161,0.238358627,0.238548531,0.238657205,0.238763838,0.238815964,,
Africa_Northern,MOROCCO,MAR,NH3,0.330753318,0.330807614,0.33089871,0.330886427,0.331311668,0.331786729,0.332163959,0.332561275,0.332845171,0.332990257,0.333152006,0.333324034,,
Africa_Northern,TUNISIA,TUN,NH3,0.163586919,0.163596788,0.163558505,0.163434903,0.163505929,0.163793448,0.16405096,0.164206451,0.164347897,0.16444441,0.164591205,0.164604461,,
Africa_Northern,ALGERIA,DZA,NOx,0.275063311,0.273055726,0.271292177,0.27191294,0.277271226,0.277841991,0.284324283,0.291617422,0.298817435,0.304387035,0.307776963,0.31148724,,
Africa_Northern,EGYPT,EGY,NOx,0.424577569,0.417636252,0.413203862,0.410497483,0.408655434,0.406581452,0.392662103,0.376625082,0.360779906,0.347779959,0.333149914,0.324870432,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,NOx,0.138783569,0.130740968,0.12449821,0.10156944,0.095110671,0.096648083,0.102569033,0.111578026,0.119917905,0.127420296,0.140988017,0.144525356,,
Africa_Northern,MOROCCO,MAR,NOx,0.098078491,0.112063686,0.122274059,0.146320699,0.149785266,0.149918412,0.150796093,0.149529438,0.148749023,0.148002758,0.14557349,0.145640622,,
Africa_Northern,TUNISIA,TUN,NOx,0.06349706,0.066503368,0.068731691,0.069699437,0.069177403,0.069010063,0.069648489,0.070650033,0.071735731,0.072409952,0.072511617,0.07347635,,
Africa_Northern,ALGERIA,DZA,OC,0.417166244,0.416469261,0.414493565,0.421223355,0.423077505,0.417052365,0.390169749,0.233617969,0.233842114,0.239892575,0.23437783,0.225707996,,
Africa_Northern,EGYPT,EGY,OC,0.259741757,0.254709532,0.249188584,0.235113531,0.219519206,0.221863896,0.247204025,0.377142504,0.360085344,0.320026131,0.293651512,0.262333634,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,OC,0.087329952,0.0857304,0.080022384,0.072868397,0.082527724,0.088675884,0.106820129,0.200637337,0.220613819,0.256006387,0.291704401,0.345541879,,
Africa_Northern,MOROCCO,MAR,OC,0.168953193,0.174788494,0.18656967,0.199548193,0.202953146,0.199767088,0.184588657,0.125177897,0.121614968,0.119147855,0.117777577,0.109176423,,
Africa_Northern,TUNISIA,TUN,OC,0.066808854,0.068302312,0.069725797,0.071246525,0.071922419,0.072640768,0.071217441,0.063424293,0.063843755,0.064927052,0.06248868,0.057240068,,
Africa_Northern,ALGERIA,DZA,SO2,0.148704257,0.16537704,0.167667558,0.219048498,0.232959083,0.250205311,0.26935126,0.292546907,0.317607124,0.341999671,0.36510868,0.398628862,,
Africa_Northern,EGYPT,EGY,SO2,0.419414463,0.402433877,0.386913894,0.381800563,0.382486964,0.356966877,0.332658922,0.308221876,0.268597799,0.229251238,0.189262995,0.144605117,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,SO2,0.072785219,0.073860439,0.070632242,0.064048729,0.064264575,0.067177662,0.071596397,0.073601462,0.08102748,0.089799845,0.089674985,0.103402874,,
Africa_Northern,MOROCCO,MAR,SO2,0.211837011,0.218134496,0.227209632,0.214526326,0.198712829,0.196660279,0.188813471,0.178253541,0.176300082,0.173874276,0.173793626,0.162606978,,
Africa_Northern,TUNISIA,TUN,SO2,0.14725905,0.140194147,0.147576674,0.120575885,0.121576549,0.128989871,0.13757995,0.147376215,0.156467515,0.16507497,0.182159713,0.190756169,,
Africa_Northern,ALGERIA,DZA,NMVOC,0.313692782,0.304899337,0.297155495,0.293612739,0.29815051,0.303925467,0.304619571,0.312592301,0.308430248,0.290450068,0.278341982,0.276977963,,
Africa_Northern,EGYPT,EGY,NMVOC,0.255838446,0.276184103,0.294096887,0.312358176,0.320649093,0.309795679,0.307182713,0.29560894,0.295031888,0.317937828,0.341600076,0.349182295,,
Africa_Northern,LIBYAN ARAB JAMAHIRIYA,LBY,NMVOC,0.363312505,0.313918306,0.270098581,0.232838059,0.208510488,0.207729743,0.20662868,0.201043615,0.202074066,0.195068719,0.181783452,0.17405443,,
Africa_Northern,MOROCCO,MAR,NMVOC,0.029517374,0.059001513,0.085241042,0.104579806,0.114370748,0.118578273,0.120881721,0.127522891,0.130044483,0.133486699,0.135430263,0.137178759,,
Africa_Northern,TUNISIA,TUN,NMVOC,0.037638893,0.045996742,0.053407995,0.05661122,0.058319161,0.059970838,0.060687316,0.063232254,0.064419315,0.063056686,0.062844227,0.062606554,,
Africa_Southern,ANGOLA,AGO,BC,0.355504291,0.354326018,0.353778708,0.353915056,0.353302359,0.353638686,0.355632135,0.355165846,0.353707449,0.351942724,0.350744982,0.348944791,,
Africa_Southern,BOTSWANA,BWA,BC,0.026275468,0.025983908,0.025757573,0.025769311,0.025741482,0.025687494,0.025518953,0.025525641,0.025551162,0.025561097,0.025634448,0.025682337,,
Africa_Southern,LESOTHO,LSO,BC,0.00393594,0.004208013,0.004284653,0.004385739,0.004498072,0.004579877,0.004587287,0.004680716,0.004780213,0.00487491,0.004994609,0.005110546,,
Africa_Southern,MOZAMBIQUE,MOZ,BC,0.119132673,0.116791709,0.116188376,0.114661045,0.113274868,0.111524316,0.109323197,0.107930616,0.107144809,0.106668812,0.105624346,0.104922714,,
Africa_Southern,MALAWI,MWI,BC,0.016989748,0.018851398,0.019472311,0.020064134,0.020700185,0.021566835,0.022517925,0.023170053,0.023405026,0.023851661,0.024411851,0.024924628,,
Africa_Southern,NAMIBIA,NAM,BC,0.021371145,0.023684447,0.023647314,0.02360122,0.023539773,0.023678416,0.023865325,0.023941711,0.024012423,0.024072882,0.024111212,0.024166919,,
Africa_Southern,SWAZILAND,SWZ,BC,0.003608842,0.003913264,0.003992941,0.004059492,0.004135922,0.004165761,0.004113655,0.004164924,0.004231532,0.004295712,0.004381306,0.004464499,,
Africa_Southern,ZAMBIA,ZMB,BC,0.22810808,0.22681046,0.22612873,0.224862016,0.223463227,0.222433608,0.222321122,0.221344066,0.220889998,0.22021559,0.218664443,0.217542153,,
Africa_Southern,ZIMBABWE,ZWE,BC,0.052486378,0.055145253,0.055383953,0.05620518,0.057182717,0.058304256,0.059183557,0.060209647,0.060982647,0.06176092,0.06269316,0.063567771,,
Africa_Southern,"TANZANIA, UNITED REPUBLIC OF",TZA,BC,0.172587434,0.17028553,0.171365441,0.172476807,0.174161396,0.17442075,0.172936844,0.173866779,0.175294739,0.176755691,0.178739643,0.180673643,,
Africa_Southern,ANGOLA,AGO,CH4,0.32931459,0.32381567,0.320798378,0.314186701,0.307986236,0.310581871,0.313331555,0.316490281,0.309692076,0.306520287,0.29662645,0.294157164,,
Africa_Southern,BOTSWANA,BWA,CH4,0.037367049,0.037620495,0.037969612,0.038760158,0.039120954,0.038420602,0.037546437,0.036912714,0.038052476,0.038045809,0.039085914,0.038793991,,
Africa_Southern,LESOTHO,LSO,CH4,0.011867998,0.012245787,0.012589767,0.013161549,0.013433761,0.013532439,0.013402471,0.013298614,0.013469998,0.013331738,0.013462499,0.013131376,,
Africa_Southern,MOZAMBIQUE,MOZ,CH4,0.092718737,0.090758198,0.089467768,0.087131869,0.084933781,0.082747141,0.080610008,0.079457127,0.079994856,0.079571629,0.07948782,0.079361525,,
Africa_Southern,MALAWI,MWI,CH4,0.026147616,0.027857794,0.028641645,0.029981767,0.031788901,0.033851103,0.036590047,0.038301123,0.037441665,0.038753777,0.039234804,0.040679499,,
Africa_Southern,NAMIBIA,NAM,CH4,0.035298349,0.037620495,0.03844797,0.039726143,0.041011483,0.040797382,0.040675849,0.040442283,0.041058311,0.041914705,0.043326865,0.044920773,,
Africa_Southern,SWAZILAND,SWZ,CH4,0.012395424,0.013147216,0.013923188,0.015190118,0.015794422,0.016477405,0.016629474,0.016699936,0.016877682,0.016497652,0.016267386,0.015563279,,
Africa_Southern,ZAMBIA,ZMB,CH4,0.153307403,0.146656732,0.13977003,0.127510052,0.120633777,0.114757641,0.111839066,0.109567196,0.106624088,0.105995792,0.105231307,0.103635761,,
Africa_Southern,ZIMBABWE,ZWE,CH4,0.092476457,0.098392065,0.103130849,0.112054288,0.118833273,0.124520843,0.128234322,0.129863613,0.130949383,0.131073818,0.132319603,0.130776328,,
Africa_Southern,"TANZANIA, UNITED REPUBLIC OF",TZA,CH4,0.209106378,0.211885549,0.215260794,0.222297354,0.22646341,0.224313575,0.221140771,0.218967113,0.225839464,0.228294794,0.23495735,0.238980303,,
