Country_iso,Sector,Fuel,Unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
abw,AGR,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,PROCESS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,SOLID_BIOFUEL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,TOTAL_COAL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ENE,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0.087431972,0.090343036,0.084428078,0.087860448,0.064388259,0.060269942,0.128036966,0.059501614,0.076837801,0.066653819,0.06591349,0.091982401,0.095693867,0.046299289,0.10123348,0.122627343,0.017774553,0.03918067,0.053425787,0.045325531,0.113219313,0.134644346,0.122297782,0.121579768,0.115858034,0.111799116,0.001505285,0.002523318,0.003092707,0.002358831,0.003435579,0.004176586,0.004088458,0.004369893,0.004281506,0.004326234,0.004301788,0.004411277,0.00456256,0.00450928,0.004604141,0.00510684,0.005050656,0.003154669,0.003046226,0.003186155,0.003248566,0.002074746
abw,ENE,PROCESS,kt CO/year,0.012225663,0.0123037,0.0126013,0.0117375,0.0118087,0.0210423,0.0191058,0.0241786,0.0306857,0.0388085,0.0278193,0.0349918,0.0422493,0.0191677,0.0143602,0.0220227,0.0211681,0.0162542,0.00891057,0.00858048,0.008313,0.00835139,0.00674837,0.0070432,0.0129734,0.0131889,0.0134486,0.0133631,0.0139316,0.0131659,0.0137861,0.00700409,0.0132908,0.0164574,0.0636319,0.0693648,0.0746181,0.074963,0.0702989,0.0747193,0.0747193,0.0747193,0.0747193,0.075155697,0.07560375,0.076016834,0.07640369,0.07676359
abw,ENE,SOLID_BIOFUEL,kt CO/year,8.54E-05,5.73E-05,5.69E-05,5.66E-05,5.61E-05,0.000209126,0.000206123,0.000256419,0.000251979,0.000300402,5.16E-05,5.14E-05,5.15E-05,5.18E-05,5.18E-05,5.15E-05,5.07E-05,0,0,0,0.001680906,0.001809713,0.001777345,0.002286911,0.00224031,0.001824516,2.81E-05,5.22E-05,0.000105998,0.000216213,0.000154536,0.000180175,0.000176752,0.000152742,0.000160316,0.000121537,0.000119907,0.000120394,0.000111935,0.000109527,9.82E-05,0.000137069,0.000193253,0.000211222,0.000284076,0.000385795,0.000366967,0.000313635
abw,ENE,TOTAL_COAL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,IND,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0.599586483,0.143292031,0.185545843,0.17030473,0.137662883,0.120697066,0.203041475,0.105656893,0.098829921,0.106040788,0.110065497,0.180154553,0.165449649,0.102021559,0.217801029,0.233835101,0.053967502,0.346489013,0.422472725,0.414034006,0.84925802,0.86853186,0.698762214,0.693058952,0.680717056,0.6487677,0.20758728,0.210984744,0.190478091,0.203362127,0.207816286,0.196202862,0.175966705,0.180920364,0.162802131,0.118680697,0.119002274,0.12244682,0.104365316,0.109147551,0.076276406,0.061885463,0.077018236,0.054264534,0.051046574,0.048750384,0.046542347,0.046215626
abw,IND,PROCESS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,IND,SOLID_BIOFUEL,kt CO/year,2.604202699,3.063699225,2.471308916,2.409268204,2.580272421,2.293161496,2.326181157,2.103493208,2.337059879,2.316045405,2.198623177,2.140284113,2.164835965,1.974677325,1.902745091,1.8954119,2.006948035,1.701574317,1.51802323,1.45887667,1.070149955,1.238146669,1.494395415,0.524108155,0.527694014,1.236133305,0.300936393,0.327048973,0.170615345,0.168098926,0.164167563,0.17369582,0.165268606,0.186783201,0.170614594,0.157030808,0.161672924,0.155196757,0.14540575,0.151489384,0.170877548,0.183935418,0.172413853,0.14787189,0.138908535,0.135848861,0.132718102,0.13462781
abw,IND,TOTAL_COAL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,NRTR,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0.060528705,0,0,0,0,0,0,0,0,1.80E-05,0.001395881,0.001996733,0.002321027,0.001567118,0.003067603,0.003494866,5.54E-06,1.20E-05,0.000185471,0.00017957,0.000569627,0.000199156,0.000202317,0.061083128,0.043215592,0.044050777,0.012773639,0.012891814,0.013641343,0.017741027,0.005610422,0.005532277,0.006030982,0.00565321,0.005706492,0.004069333,0.005143291,0.005391507,0.005220802,0.005093945,0.00657775,0.004414602,0.003466169,0.002087456,0.00247759,0.002402851,0.002497973,0.002471865
abw,NRTR,PROCESS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,NRTR,SOLID_BIOFUEL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,NRTR,TOTAL_COAL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,RCOC,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004535541,0.004459993,0.068846909,0.511377866,0.585589305,0.636778696,0.422990876,0.296997289,0.267120991,0.265187524
abw,RCOC,PROCESS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,RCOC,SOLID_BIOFUEL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,RCOC,TOTAL_COAL,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,RCOO,LIQUID_FUEL_PLUS_NATURAL_GAS,kt CO/year,0.010603523,0.008157505,0.007836658,0.007381019,0.006980779,0.004686093,0.060807913,0.030101075,0.036577408,0.04076234,0.036594212,0.003451693,0.004012291,0.002374074,0.177362028,0.224118645,0.034339469,0.095069847,0.15144261,0.131127432,0.316689934,0.311016104,0.273408458,0.275632869,0.311408913,0.295208586,0.01029415,0.021388725,0.098555155,0.174452195,1.229585698,1.275446741,1.112422658,1.184821437,1.130949663,1.123021986,1.015703055,1.350021611,1.404271249,1.398915024,1.206704226,1.27207651,1.142936847,0.611374418,0.69826887,0.659803188,0.813664798,0.804047987
abw,RCOO,PROCESS,kt CO/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
