Country_iso,Sector,Fuel,Unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
abw,AGR,LIQUID_FUEL_PLUS_NATURAL_GAS,kt NO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,PROCESS,kt NO2/year,0.000226704,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.001937956,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000228151,0.000229484,0.000230852,0.000232113,0.000233294,0.000234393
abw,AGR,SOLID_BIOFUEL,kt NO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,AGR,TOTAL_COAL,kt NO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ENE,LIQUID_FUEL_PLUS_NATURAL_GAS,kt NO2/year,0.703362872,0.726781471,0.679197486,0.70680983,0.517983406,0.484852839,1.030017349,0.478671876,0.618136082,0.536209132,0.530253418,0.739969652,0.769827234,0.3724633,0.81439169,0.986498624,0.142990717,0.315196239,0.429793751,0.364629721,0.91081397,1.083171656,0.983847413,1.248584085,1.214368817,1.220697935,0.015898488,0.01849345,0.021860321,0.017207592,0.023541863,0.025659814,0.02542377,0.026022336,0.026206867,0.025419015,0.025115841,0.025741951,0.026209682,0.026343779,0.026670997,0.031134113,0.031073408,0.019314329,0.018557742,0.019309593,0.019580736,0.012434895
abw,ENE,PROCESS,kt NO2/year,7.19E-06,7.24E-06,7.41E-06,6.90E-06,6.95E-06,1.24E-05,1.12E-05,1.42E-05,1.81E-05,2.28E-05,1.64E-05,2.06E-05,2.49E-05,1.13E-05,8.45E-06,1.30E-05,1.25E-05,9.56E-06,5.24E-06,5.05E-06,4.89E-06,4.91E-06,3.97E-06,4.14E-06,7.63E-06,7.76E-06,7.91E-06,7.86E-06,8.20E-06,7.74E-06,8.11E-06,4.12E-06,7.82E-06,9.68E-06,3.74E-05,4.08E-05,4.39E-05,4.41E-05,4.14E-05,4.40E-05,4.40E-05,4.40E-05,4.40E-05,4.42E-05,4.45E-05,4.47E-05,4.49E-05,4.52E-05
abw,ENE,SOLID_BIOFUEL,kt NO2/year,0.000102682,6.89E-05,6.85E-05,6.80E-05,6.75E-05,0.000251447,0.000247836,0.000308311,0.000302973,0.000361194,6.20E-05,6.18E-05,6.20E-05,6.22E-05,6.23E-05,6.19E-05,6.10E-05,0,0,0,0.002021072,0.002175946,0.002137027,0.003510225,0.003509633,0.002977465,4.44E-05,5.72E-05,0.000111982,0.000235741,0.00015827,0.000169003,0.000171207,0.000144389,0.00015859,0.000117384,0.000115496,0.000116662,0.000107705,0.000108294,9.74E-05,0.000143225,0.00020393,0.000222075,0.00029761,0.000402782,0.000381844,0.000325291
abw,ENE,TOTAL_COAL,kt NO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,IND,LIQUID_FUEL_PLUS_NATURAL_GAS,kt NO2/year,0.682357414,0.414476387,0.595394713,0.546700603,0.397426046,0.371487503,0.515391112,0.284998308,0.232302832,0.243811423,0.237982401,0.360978006,0.339533345,0.182053918,0.422552129,0.423888472,0.08688642,0.281080308,0.338312731,0.361719369,0.79391954,0.770499967,0.60923207,0.588405293,0.583512459,0.597661688,0.437582804,0.476030823,0.204145047,0.26323561,0.230375626,0.240685218,0.226248875,0.215782153,0.185238551,0.118113417,0.127947973,0.139045905,0.08808359,0.125339824,0.061965474,0.046152955,0.055271013,0.037818633,0.036778919,0.035320748,0.034479564,0.034616609
abw,IND,PROCESS,kt NO2/year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
