COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.0158	0.005016	0.0004515	0.001331	0.0006104	0.001351	0.0004251	0.003812	0.01751	0.001659	0.0007039	0.002789	0.0006768	0.002693	0.005203	0.001951	0.006787	0.00503	0.001894	0.001729	0.001763	0.003063	0.001119	0.0002814	0.00006382	0.0000287	0.00001272	0.0006012	0.001428	0.000465	0.0001077	0.001046	0.0007843	0.0007031	3.735E-07	1.172E-07	0	0.0004829	0.0003513	0.0004754	0.0003029	0.0002693	0	0.00003014	0	0	0.00009324	0.00004903	0.0001646	0.0004156	0.000003698	0.0002623	0.00008031	2.699E-09	0.000002212	0.000006275	0	0	0.001683	0
CHE	0.002746	0.01917	0.00023	0.0004941	0.0003155	0.001551	0.0002579	0.0012	0.006225	0.001574	0.0003254	0.0008297	0.0002647	0.0007255	0.0007598	0.0007376	0.001275	0.001664	0.0004705	0.0006575	0.0006979	0.00102	0.0004684	0.0001161	0.00002735	0.00001234	0.000004681	0.0002604	0.00062	0.000199	0.00004958	0.0003272	0.0003525	0.0003195	3.002E-08	5.467E-08	0	0.0002186	0.0001562	0.0002107	0.0001342	0.0001227	0	0.00001263	0	0	0.00003867	0.00002099	0.00007429	0.0001839	0.000001538	0.0001168	0.00003577	2.327E-09	0.000001469	0.000003423	0	0	0.0005918	0
BLX	0.01649	0.01598	0.03484	0.006374	0.005078	0.01452	0.0204	0.007481	0.01354	0.02836	0.01732	0.006466	0.01277	0.006866	0.008802	0.008868	0.009415	0.01366	0.005944	0.004195	0.003378	0.004972	0.002592	0.0008708	0.0001232	0.00005238	0.00001984	0.001654	0.003392	0.001542	0.0002999	0.003148	0.001957	0.001759	7.527E-07	2.339E-07	0	0.001185	0.0007781	0.001044	0.0006666	0.0005727	0	0.00006954	0	0	0.0001997	0.0001105	0.0004523	0.001046	0.000008479	0.0006392	0.0001962	5.537E-09	0.000003487	0.00001148	0	0	0.006799	0
ESP	0.004015	0.006506	0.00187	0.03569	0.0008975	0.006821	0.001529	0.003725	0.01614	0.002885	0.001714	0.004213	0.001558	0.002715	0.002201	0.002033	0.003358	0.002785	0.002235	0.003362	0.007885	0.005823	0.002997	0.002556	0.000254	0.00007329	0.00002889	0.001209	0.003625	0.0006953	0.0001841	0.001289	0.0018	0.001724	0.000001028	3.538E-07	0	0.001075	0.0008655	0.001628	0.001153	0.001105	0	0.0001133	0	0	0.0003536	0.0002046	0.0003735	0.001183	0.00001479	0.001053	0.000352	1.037E-08	0.000005728	0.0000201	0	0	0.005762	0
FIN	0.0007407	0.0004684	0.0002284	0.0002763	0.006937	0.0003219	0.0003939	0.0007732	0.0006429	0.000421	0.001516	0.0009403	0.0004298	0.000639	0.0004965	0.002827	0.0005525	0.0007467	0.0005667	0.0004604	0.0002735	0.0006189	0.0003208	0.0001171	0.00002026	0.000006573	0.000005762	0.0003244	0.0006668	0.0004008	0.00005366	0.0006013	0.0004287	0.0003746	1.502E-07	4.958E-08	0	0.0002603	0.0001582	0.0002723	0.00009973	0.00008907	0	0.00001572	0	0	0.00005461	0.00002022	0.00009003	0.0001954	0.000001098	0.0001212	0.00003912	9.641E-10	5.868E-07	0.000001614	0	0	0.0005966	0
FRA	0.03085	0.06308	0.03219	0.0267	0.008798	0.06193	0.01998	0.02132	0.09043	0.03542	0.01856	0.01875	0.01685	0.0151	0.01495	0.01544	0.02179	0.0222	0.01133	0.01385	0.01521	0.01991	0.009253	0.003507	0.0005448	0.0001962	0.00006907	0.004907	0.01212	0.003959	0.0008629	0.007298	0.006786	0.006316	0.000002782	8.214E-07	0	0.004109	0.002902	0.004418	0.002746	0.00239	0	0.0002762	0	0	0.0008446	0.0004512	0.001488	0.003776	0.0000316	0.002516	0.0007863	2.284E-08	0.00001141	0.00004103	0	0	0.02415	0
GBR	0.02509	0.03293	0.04922	0.01729	0.01774	0.03827	0.08024	0.01587	0.02767	0.04874	0.05894	0.01492	0.05773	0.01425	0.01644	0.02711	0.01693	0.02431	0.01181	0.01013	0.00954	0.01252	0.006465	0.003003	0.0003318	0.0001275	0.00004865	0.004114	0.008631	0.004047	0.0007656	0.009211	0.004938	0.004616	0.000001827	5.503E-07	0	0.003003	0.001981	0.002772	0.001737	0.001509	0	0.0001929	0	0	0.0005605	0.0002993	0.00124	0.002762	0.00001959	0.001706	0.0005301	1.535E-08	0.000006643	0.0000247	0	0	0.0214	0
GRC	0.0004976	0.0006555	0.0002179	0.0004804	0.00007124	0.0004244	0.0002757	0.02272	0.002533	0.0002999	0.0002172	0.005583	0.0001138	0.002836	0.0004156	0.0002134	0.001288	0.0002776	0.0009328	0.003141	0.001586	0.009317	0.001397	0.0007134	0.0001419	0.00000567	0.00000572	0.0003836	0.001107	0.0001905	0.00006424	0.0004809	0.0005226	0.0005429	-2.361E-08	9.376E-08	0	0.0003072	0.00027	0.000503	0.0003868	0.0003818	0	0.00003345	0	0	0.0001234	0.00006223	0.00008932	0.0003261	0.000002669	0.0002756	0.00009164	2.167E-09	0.000001681	0.000005948	0	0	0.0007329	0
ITA	0.02974	0.04279	0.002462	0.007523	0.001917	0.01016	0.002485	0.02652	0.2851	0.00686	0.002715	0.01643	0.001945	0.01419	0.01119	0.006213	0.03442	0.01131	0.009342	0.01313	0.01834	0.02425	0.00832	0.003037	0.0005423	0.0001651	0.00005916	0.003712	0.009709	0.002309	0.0006412	0.005585	0.004939	0.004829	0.000002204	6.613E-07	0	0.003023	0.002402	0.004043	0.00254	0.002283	0	0.000242	0	0	0.0008066	0.0004066	0.001005	0.002835	0.000025	0.00204	0.0006547	1.938E-08	0.000009071	0.00003306	0	0	0.02478	0
RFA	0.05557	0.08651	0.02687	0.0117	0.01007	0.02792	0.01981	0.02228	0.04042	0.07263	0.02676	0.01923	0.02118	0.01972	0.02547	0.02412	0.02622	0.05252	0.01545	0.01182	0.008462	0.01542	0.007175	0.001973	0.0003676	0.0001443	0.00005254	0.004712	0.00998	0.004016	0.0008364	0.008356	0.005571	0.004902	0.000002093	6.433E-07	0	0.00342	0.00226	0.002859	0.001848	0.001571	0	0.0001894	0	0	0.000549	0.0002979	0.001268	0.002907	0.00002367	0.001732	0.000522	1.677E-08	0.000009091	0.00003164	0	0	0.01118	0
