COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.083495	0.003975	0.001594	0.000353	-0.00004	0.000534	0.000231	0.000102	0.013038	0.006563	0.000241	0.000009	-0.000042	0.000863	0.010085	0.002332	0.008216	0.010341	0.000778	0.000003	-0.000009	0	0.000015	0	0	0	0	-0.000005	0.000059	0.000047	-0.000002	0.000435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003053	0
CHE	0.004806	0.132827	0.00181	0.000242	0.000019	0.005769	0.000108	-0.000096	0.017207	0.00661	0.000436	-0.000009	-0.000035	0.000314	0.00037	0.000447	0.000466	0.001353	0.000025	0.000005	0.000043	0	0.00001	0	0	0	0	0.000012	0.000077	0.000046	-0.00001	0.000118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002072	0
BLX	0.002065	0.002458	0.294994	0.000285	0.000193	0.026756	0.024341	0.000053	0.000548	0.031837	0.004742	-0.000115	0.000576	0.000373	0.001034	0.002237	0.000416	0.003829	0.000425	-0.000004	-0.000011	0	0.000001	0	0	0	0	-0.000037	0.00003	0.00009	-0.000015	0.000262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010285	0
ESP	0.001878	0.00263	0.001817	0.116218	0.000016	0.003756	0.001405	0.001416	0.00409	0.002259	0.000656	0.000911	0.000031	0.000355	0.001477	0.000988	0.001397	0.002318	0.000924	0.000067	0.005223	0	0.000296	0	0	0	0	-0.000002	0.000008	0.000098	0.000015	0.000204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000659	0
FIN	0.000665	0.000158	-0.000067	0.000211	0.045411	0.00002	0.000074	0.000369	-0.000113	0.000232	0.001993	-0.000055	0.000506	0.000555	0.000561	0.002127	0.000613	-0.000112	0.000166	0.000007	-0.000025	0	0.000019	0	0	0	0	0.000027	0.000075	0.001387	0.000037	0.000736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115	0
FRA	0.00844	0.05186	0.083567	0.016919	0.000243	0.260075	0.03979	0.000103	0.014299	0.037439	0.005105	0.000703	0.000603	0.001442	0.003773	0.005052	0.001693	0.009983	0.00164	0.000005	0.000787	0	0.000014	0	0	0	0	-0.000107	0.000026	0.000141	-0.000045	0.000457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010872	0
GBR	0.002054	0.004778	0.075526	0.001176	0.000669	0.036089	0.331855	0.000003	0.002607	0.016602	0.007436	-0.000083	0.003615	0.000775	0.00179	0.003116	0.000611	0.004485	0.001051	-0.000022	0.000003	0	0.00015	0	0	0	0	-0.000155	0.000011	0.000053	-0.000117	0.000841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002804	0
GRC	0.000022	0.000088	-0.000009	0.000154	-0.000112	-0.000081	-0.000148	0.142865	-0.000365	0.000038	0.000093	0.004912	0.000008	0.027635	0.00047	0.000213	0.008646	0.000322	0.00349	0.000026	-0.000087	-0.000009	0.000022	0	0	0	0	0.00002	0.000137	0.000151	-0.000009	0.001305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000701	0
ITA	0.045579	0.059308	0.005244	0.001677	0.000126	0.016964	0.000869	0.001367	0.418738	0.010258	0.000595	0.000836	0.000059	0.002275	0.012435	0.003906	0.012197	0.008179	0.002586	0.000044	0.001225	0	0.000215	0	0	0	0	-0.000022	0.000114	0.000068	0.000024	0.001363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004475	0
RFA	0.062949	0.088445	0.127576	0.00153	0.002859	0.039901	0.024559	0.001629	0.01783	0.347881	0.048771	0.00065	0.003445	0.003761	0.017929	0.050081	0.007835	0.081227	0.005168	-0.00001	0.000075	0	0.000013	0	0	0	0	-0.000122	0.000027	0.000782	-0.000041	0.004182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022771	0
