COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	-0.0009708	-0.0001895	-0.00001847	-0.0001766	-0.00007023	-0.00005745	-0.00001977	-0.0007945	-0.001633	-0.00007459	-0.00004563	-0.0004192	-0.00004967	-0.0004111	-0.000575	-0.0002133	-0.001098	-0.0003058	-0.0002829	-0.0002568	-0.0003089	-0.0004111	-0.0001843	-0.00002626	-0.000005497	-0.000008728	-0.000001179	-0.00005985	-0.0001683	-0.00006744	-0.0000107	-0.0001449	-0.00004286	-0.00004547	-1.958E-07	-5.533E-09	0	-0.00002807	-0.00002471	-0.00001948	-0.00004888	-0.00003773	0	-7.797E-07	0	0	-0.000002348	-0.000002669	-0.000006373	-0.00001301	-6.165E-07	-0.000003021	-8.643E-07	5.683E-10	1.312E-07	-8.579E-08	0	0	-0.0002572	0
CHE	-0.00007412	-0.0002192	-0.000006669	-0.00002987	-0.00002216	-0.00004112	-0.000009995	-0.00006057	-0.0002518	-0.0000238	-0.00001484	-0.00004284	-0.00001475	-0.00004432	-0.00003422	-0.00003753	-0.00009043	-0.00004323	-0.00002655	-0.00002899	-0.00004176	-0.00004927	-0.00002186	-0.000006429	7.878E-07	-0.000001253	0.000001352	-0.0000059	-0.00002341	-0.000008404	-0.00000205	-0.00001569	-0.00001026	-0.00002191	-3.449E-08	-4.332E-09	0	-0.000007519	-0.00000382	-0.000005441	-0.00001343	-0.000007873	0	-2.807E-07	0	0	-3.838E-07	-0.000001251	-0.000001352	-0.000002763	-4.721E-07	-0.00000153	-0.000000747	2.122E-10	7.488E-07	8.798E-07	0	0	-0.00003465	0
BLX	-0.0002849	-0.0002625	-0.0002452	-0.0003253	-0.0001328	-0.000237	-0.00008429	-0.000389	-0.0009762	-0.0002917	-0.0001905	-0.0003241	-0.0002247	-0.0001877	-0.0001704	-0.000116	-0.0004342	-0.0001064	-0.0001004	-0.0001612	-0.0001942	-0.000204	-0.0001141	-0.00002181	-0.000001567	-0.000003679	-0.000000361	-0.00004049	-0.000116	-0.00004595	-0.00000794	-0.00007545	-0.00001498	-0.00002188	-7.57E-08	-2.534E-08	0	-9.639E-07	-0.00001343	-0.00001383	-0.00003	-0.00001715	0	-6.655E-07	0	0	-0.000001248	-0.000001464	-0.000004325	-0.000008228	-9.669E-07	-0.000002395	-2.474E-07	8.413E-10	9.789E-07	0.000001004	0	0	-0.0001762	0
ESP	-0.003207	-0.004779	-0.0008517	-0.01946	-0.000463	-0.005068	-0.0006813	-0.005329	-0.01174	-0.001581	-0.0005823	-0.003937	-0.0006912	-0.002614	-0.001992	-0.001276	-0.003762	-0.001933	-0.002176	-0.003947	-0.01201	-0.006468	-0.003101	-0.002889	-0.0001514	-0.00007011	-0.00001945	-0.0006512	-0.002527	-0.0004614	-0.00009989	-0.00102	-0.0005174	-0.0007678	-7.747E-07	-1.475E-07	0	-0.0002682	-0.0003885	-0.001002	-0.001073	-0.0009637	0	-0.00002555	0	0	-0.0001028	-0.0001077	-0.00007483	-0.0003181	-0.00000401	-0.0002072	-0.00006952	-4.035E-09	-0.000001203	-0.000005829	0	0	-0.002824	0
FIN	-0.00004353	-0.00003704	-0.00002289	-0.000005258	-0.0003145	-0.00001456	-0.00007125	-0.000129	-0.00005622	-0.00003729	-0.0002201	-0.0001572	-0.0000923	-0.0001244	-0.00007361	-0.0003563	-0.0001031	-0.00008184	-0.0001067	-0.0000377	-0.000008352	-0.00004653	-0.00002518	-0.000001131	-2.716E-07	-8.064E-07	0.000002899	-0.00006007	-0.00009699	-0.00008118	-0.000009903	-0.0001343	-0.00002257	-0.00002964	-8.381E-08	3.101E-08	0	-0.00001302	-0.000009367	-0.000002163	-0.00001179	-0.000002843	0	-1.886E-07	0	0	0.000000164	-6.135E-07	-0.000004437	-0.000006069	-2.766E-07	-0.000001394	-0.000000469	8.607E-10	1.917E-07	1.252E-07	0	0	-0.00006949	0
FRA	-0.001442	-0.002604	-0.0003868	-0.002431	-0.0004283	-0.002182	-0.0002739	-0.001851	-0.006396	-0.0006889	-0.0003669	-0.001241	-0.0006003	-0.0009582	-0.0006841	-0.0005756	-0.001811	-0.0006768	-0.0006263	-0.0008566	-0.001746	-0.001237	-0.0005776	-0.0001926	-0.00002008	-0.00001785	-0.000001834	-0.0001773	-0.0005708	-0.0002009	-0.00003244	-0.0003832	-0.000125	-0.0001621	-2.353E-07	-1.182E-08	0	-0.00007205	-0.00007917	-0.000133	-0.0001614	-0.0001146	0	-0.000002746	0	0	-0.00001282	-0.00001068	-0.00002062	-0.00005472	-0.000001824	-0.00002438	-0.000007981	-2.26E-09	-5.501E-07	-0.000002375	0	0	-0.001226	0
GBR	-0.001548	-0.002087	-0.002189	-0.002439	-0.002081	-0.002307	-0.002785	-0.00165	-0.003098	-0.002768	-0.004869	-0.001386	-0.004217	-0.001169	-0.001134	-0.001927	-0.001696	-0.001405	-0.0008741	-0.0008041	-0.001591	-0.001017	-0.0005575	-0.0002626	-0.00001416	-0.000007047	0.000001029	-0.0002749	-0.0006146	-0.0003838	-0.00005455	-0.0006369	-0.000142	-0.0001909	-7.718E-08	-9.805E-09	0	-0.00008546	-0.00008427	-0.0001329	-0.0001228	-0.00007807	0	-0.000003076	0	0	-0.00001464	-0.000008787	-0.00003511	-0.00006439	-0.000001076	-0.00002339	-0.000008048	1.82E-09	0.000001235	0.000001067	0	0	-0.001507	0
GRC	-0.0002236	-0.0002528	-0.00005287	-0.0001785	-0.00001369	-0.0001353	-0.00007323	-0.004529	-0.001037	-0.00007209	-0.00003391	-0.002844	-0.00001588	-0.001043	-0.0001734	-0.00007679	-0.0005651	-0.0001039	-0.0004034	-0.002526	-0.0006107	-0.004696	-0.001435	-0.0002116	-0.0001306	-0.00006025	-0.00001811	-0.0001744	-0.0006552	-0.00008521	-0.0000319	-0.000193	-0.0001014	-0.0001549	-0.000000712	-0.000000107	0	-0.0000536	-0.00009536	-0.0001848	-0.0004007	-0.0004496	0	-0.000008197	0	0	-0.00002719	-0.00004522	-0.00001586	-0.00006515	-0.000002433	-0.00004593	-0.00001676	-2.939E-09	-0.000001532	-0.000004303	0	0	-0.0002769	0
ITA	-0.002785	-0.001554	-0.0001437	-0.0007929	-0.0001524	-0.0007571	-0.0001353	-0.004798	-0.01224	-0.000398	-0.0001206	-0.001975	-0.00009928	-0.001787	-0.001445	-0.0005554	-0.004545	-0.001005	-0.00123	-0.001795	-0.002682	-0.003205	-0.001252	-0.0003419	-0.00008992	-0.00004298	-0.00001145	-0.0002725	-0.0009366	-0.0002241	-0.00004576	-0.0006091	-0.0002125	-0.0002643	-5.832E-07	-8.787E-08	0	-0.0001371	-0.0001489	-0.0002786	-0.0004132	-0.0004153	0	-0.00001027	0	0	-0.00003645	-0.00004301	-0.00002969	-0.00009955	-0.000002889	-0.00005975	-0.00001981	-4.413E-09	-0.000001174	-0.000004135	0	0	-0.001901	0
RFA	-0.001451	-0.001276	-0.0002771	-0.000696	-0.000555	-0.0005942	-0.0004527	-0.002077	-0.003392	-0.0008702	-0.0006355	-0.001425	-0.0008631	-0.001235	-0.0009626	-0.0008285	-0.002185	-0.0009541	-0.0008436	-0.000653	-0.0006333	-0.0008658	-0.0004591	-0.00004254	-0.00001006	-0.000009506	-3.094E-07	-0.0002197	-0.0005218	-0.0002477	-0.00004054	-0.0004728	-0.0001215	-0.0001326	-1.197E-07	-1.826E-08	0	-0.00007809	-0.00006521	-0.00003744	-0.00009927	-0.00006056	0	-0.000001626	0	0	-0.000005234	-0.000004878	-0.00001817	-0.00003355	-9.507E-07	-0.00000765	-0.000003278	-8.737E-10	3.102E-07	-5.331E-07	0	0	-0.0006861	0
