COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	-0.07599	-0.00935	0.004852	0.003323	0	0.002262	0	0.02599	0.07652	-0.004389	0	0.01007	0	0.02171	0.07102	0.01631	0.106	0.01737	0.01741	0.007091	0.01557	0.01346	0.003586	0.0004983	0.0002423	-0.00000153	0.000001244	0.003068	0.004061	0.004501	0.001445	0.009205	0.0005951	0.0006819	0.000002633	0.000001524	0.000001633	0.000602	0.0008241	0.0002803	0.0009581	0.0002317	-0.000000535	0.0001228	0.00001172	0.00005009	0.00003436	0.0001167	0.0005186	0.0003582	-0.000002727	0.00007576	0.00009814	0.000000421	0.000000659	0.00002432	0	0	0.001672	0
CHE	0.01572	-0.0315	0.003231	0.001988	0	0.009927	0	0.004808	0.03415	0.02613	0	0.001972	0	0.003261	0.006592	0.004829	0.006885	0.006576	0.002879	0.002831	0.004464	0.002477	0.001396	0.0001928	0.00007999	0.000000849	0.000000714	0.001372	0.001765	0.001883	0.0006585	0.002154	0.0002884	0.0003302	-0.000002014	-3.406E-07	-0.000001071	0.0002876	0.0003712	0.0001692	0.0004281	0.00008728	-0.000002126	0.00004808	0.000004876	0.00001918	0.00001804	0.00004269	0.0002516	0.0001647	-0.000004486	0.00003776	0.0000541	3.751E-07	-0.000001432	0.00001116	0	0	0.0004664	0
BLX	0.01583	0.02596	-0.722	0.005255	0	0.01431	0	0.01209	0.01753	-0.02767	0	0.006556	0	0.008662	0.0154	0.01436	0.01648	0.01279	0.01014	0.005724	0.008421	0.009206	0.002734	0.0006473	0.0002046	0.000007444	0.000006963	0.005908	0.005796	0.007425	0.002405	0.009686	0.0007974	0.000843	0.000001991	0.000000164	-0.000001169	0.0008431	0.0008841	-0.0003838	0.0008985	0.0001564	-0.00001064	0.00009737	0.000002113	-0.00002671	-0.0000112	0.00007407	0.0009188	0.000608	0.000004335	0.00008847	0.0001668	-0.000001572	-0.000001398	0.00003966	0	0	0.0009139	0
ESP	0.04022	0.07499	0.02871	1.015	0	0.1638	0	0.04124	0.08978	0.04645	0	0.02273	0	0.02303	0.03175	0.02438	0.04041	0.02922	0.02161	0.02744	0.1454	0.03519	0.01552	0.006224	0.001264	0.00002372	-0.00001341	0.01198	0.01901	0.01192	0.006463	0.01447	0.002827	0.003268	0.00000823	-0.00000962	-0.00002734	0.002739	0.004111	0.008247	0.005896	0.001711	-0.00000546	0.0006782	0.0000939	0.0009547	0.0006758	0.0005631	0.002997	0.001639	0.00003378	0.001968	0.004125	-0.00001119	-0.00001107	0.000775	0	0	0.009921	0
FIN	0.008197	0.004206	0.008499	0.002211	0	0.005571	0	0.01099	0.004182	0.005873	0	0.0108	0	0.01622	0.01413	0.03359	0.01337	0.02062	0.02023	0.004978	0.002308	0.00539	0.002598	0.00005243	0.00002579	-0.0000227	-0.000004814	0.03208	0.0206	0.04054	0.0132	0.02464	0.002351	0.002368	-0.00001041	-0.000009499	-0.00001116	0.002814	0.002229	-0.001267	0.001373	0.0001088	-0.00001602	0.000000223	-0.00001919	-0.0001134	-0.0000744	0.00002388	0.004006	0.00178	-0.00001353	-0.00005015	-0.00009557	-0.00001035	-0.000005417	-0.00001538	0	0	0.001666	0
FRA	0.1001	0.3717	0.1466	0.1219	0	0.4484	0	0.04707	0.1918	0.1735	0	0.0231	0	0.03482	0.0657	0.05701	0.06889	0.06747	0.03607	0.02209	0.0697	0.02571	0.0115	0.002333	0.0006609	-0.0000036	-0.000008055	0.01494	0.01835	0.01691	0.007262	0.02686	0.002834	0.003254	-0.000002021	-0.000005861	-0.00001121	0.002849	0.003722	0.002287	0.004041	0.0008154	-0.00001886	0.0003922	0.00003005	0.0002329	0.0002118	0.0003223	0.002953	0.001766	0.000000891	0.0005581	0.000943	-0.000008838	-0.000007562	0.0001674	0	0	0.0125	0
GBR	0.04611	0.05802	-0.01823	0.04788	0	0.07869	0	0.0224	0.04283	0.04567	0	0.01297	0	0.01988	0.03959	0.0444	0.03205	0.0449	0.02504	0.01039	0.02333	0.01159	0.004556	0.0006795	0.0001813	-0.00003345	-0.000008292	0.01787	0.01435	0.02413	0.00792	0.026	0.001775	0.001935	-0.00001658	-0.00001971	-0.00003246	0.001997	0.00184	-0.001651	0.001636	0.0002305	-0.00004838	0.00008842	-0.00003292	-0.0001655	-0.00009046	0.00007709	0.003046	0.001523	-0.00001915	0.00001589	0.00002314	-0.00001635	-0.000008667	0.00001575	0	0	0.003256	0
GRC	0.002264	0.001703	0.0005919	0.0007332	0	0.0004056	0	0.3677	0.007052	0.0008732	0	0.05425	0	0.01919	0.001132	0.001033	0.00778	0.0012	0.006231	0.06238	0.02851	0.1097	0.01016	0.002491	0.001074	0.00002202	-0.0000043	0.001451	0.002837	0.001896	0.001037	0.003834	0.0004819	0.0006493	0.00000802	0.00000104	0.00000147	0.0004402	0.0007419	0.002209	0.001473	0.0007086	0.000002908	0.0002389	0.00004504	0.0004119	0.0001945	0.0002441	0.0005786	0.000287	0.00002408	0.0002994	0.0005459	-0.000000469	-0.000004793	0.0001251	0	0	0.001689	0
ITA	0.1456	0.1235	0.01189	0.01635	0	0.01765	0	0.1027	0.374	0.08588	0	0.04119	0	0.05494	0.06322	0.02906	0.1459	0.04839	0.04244	0.03107	0.1448	0.06246	0.01685	0.004185	0.001384	0.00003132	-0.00000992	0.01151	0.01816	0.01195	0.006132	0.02433	0.002607	0.003226	0.00000585	-0.00000392	-0.00001886	0.002577	0.003869	0.005892	0.005847	0.001795	0.000005871	0.0006037	0.0001278	0.001135	0.0005538	0.0006739	0.002705	0.001732	0.00001746	0.0009655	0.00171	-0.000006642	-0.00001202	0.0002911	0	0	0.01953	0
RFA	0.1591	0.04053	-0.7912	0.01414	0	0.03959	0	0.06424	0.1128	-0.4947	0	0.03489	0	0.05701	0.1158	0.09821	0.1126	0.1173	0.06241	0.02542	0.03541	0.04401	0.01121	0.002514	0.0008803	0.000009873	-0.000009799	0.02058	0.02136	0.02387	0.008905	0.04772	0.002922	0.00325	0.00000423	0.00000124	0.000003037	0.003103	0.003608	-0.0004558	0.003596	0.0007212	-0.00002402	0.0004448	0.00002324	-0.00001191	0.00006419	0.0003447	0.003176	0.00213	0.00001542	0.0004309	0.0007594	-0.000006039	-0.000008165	0.0001607	0	0	0.003659	0
SWE	0.01894	0.009987	0.01283	0.001513	0	0.004775	0	0.009125	0.008717	0.01252	0	0.008888	0	0.01423	0.02068	0.03462	0.01602	0.0272	0.01516	0.003405	0.003007	0.004757	0.001117	0.000162	0.00005099	-0.000004483	0.000001008	0.01056	0.00679	0.01322	0.004985	0.01531	0.0008572	0.0009178	-0.000002445	-0.000002506	-0.000002552	0.0009641	0.0007624	-0.0003174	0.0004599	0.0000264	-0.000007723	0.000003188	-0.000008472	-0.00002159	-0.000002046	0.00000796	0.001498	0.0006705	-0.00001161	-0.000004315	0.000001332	-0.000002142	-0.000001449	0.000000154	0	0	0.0007947	0
