COUNTRY,AUT,CHE,BLX,ESP,FIN,FRA,GBR,GRC,ITA,RFA,SWE,TUR,NOR,BGR,HUN,POL,RCEU,RCZ,ROM,MEME,NOA,EGY,GOLF,WAF,EAF,SAF,RSA,KAZ,RIS,RUS,RUE,UKR,COR,JPN,AUS,NZL,PAC,MON,CHN,TWN,RSAS,NDE,IDN,THA,MYS,PHL,VNM,RSEA,CAN,USA,BRA,MEX,RCAM,CHL,ARG,RSAM,Ship,Air,Ocean,EUR
AUT,0.273587,0.030614,0.001342,0.00045,0.000191,0.001316,0.000304,0.00144,0.01297,0.012158,0.000583,0.00054,0.000064,0.002329,0.024678,0.004769,0.014657,0.032998,0.001763,0.000441,0.00066,0.000626,0.000133,0.000068,0.000024,0,0,0.000061,0.000065,0.000192,0.000034,0.001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006251,0
CHE,0.002513,0.119138,0.000773,0.000123,0.000013,0.005908,0.000067,0.000124,0.006693,0.004172,0.000089,0.000036,0.000011,0.000111,0.000326,0.000266,0.000256,0.000625,0.000078,0.000042,0.000151,0.000046,0.000024,0.000008,0.000003,0,0,0.000013,0.000014,0.000054,0.000007,-0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001452,0
BLX,0.001434,0.00178,0.174519,0.000436,0.00028,0.019723,0.007629,0.000299,0.000694,0.018211,0.002119,0.000154,0.000497,0.000422,0.000974,0.001402,0.000661,0.001842,0.000454,0.000113,0.000213,0.000153,0.000046,0.00002,0.000008,0,0,0.000036,0.000032,0.00016,0.000019,0.000237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007247,0
ESP,0.001274,0.001989,0.001285,0.189899,0.000072,0.006349,0.000959,0.00166,0.004133,0.001283,0.000246,0.000721,0.000074,0.001071,0.001121,0.000596,0.001821,0.000876,0.000792,0.00099,0.016104,0.001463,0.000475,0.000622,0.000123,0,0,0.000125,0.000228,0.000158,0.000048,0.000399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676,0
FIN,0.000145,0.000041,0.000136,0.000004,0.072307,0.000042,0.000137,0.000124,0.000061,0.000223,0.001761,0.000106,0.000608,0.00021,0.000307,0.001703,0.000179,0.000302,0.000306,0.000093,0.000018,0.00013,0.000027,0.000003,0.000002,0,0,0.000114,0.00005,0.00125,0.000116,0.000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0
FRA,0.004722,0.053803,0.040814,0.012884,0.000324,0.263275,0.009576,0.001842,0.010166,0.017814,0.001947,0.000758,0.000507,0.001439,0.002723,0.002546,0.002561,0.004282,0.001199,0.000733,0.0052,0.001014,0.000287,0.000223,0.000058,0,0,0.000113,0.00016,0.000244,0.000052,0.000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007015,0
GBR,0.00089,0.001451,0.01332,0.001012,0.000592,0.007094,0.15401,0.000322,0.000673,0.003869,0.00302,0.000191,0.001503,0.000401,0.000724,0.001286,0.000496,0.001259,0.000469,0.000173,0.000591,0.000248,0.000054,0.000038,0.000009,0,0,0.000033,0.000034,0.000102,0.000017,0.000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646,0
GRC,0.000073,0.000018,0.000003,0.000012,0.000006,0.000008,0.000002,0.061888,0.000295,0.000009,0.000005,0.003162,0.000002,0.007801,0.000156,0.000027,0.003116,0.000049,0.001101,0.00413,0.000269,0.00444,0.000293,0.000184,0.000076,0,0,0.000022,0.000047,0.000058,0.000007,0.000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259,0
ITA,0.010409,0.021188,0.000547,0.001075,0.000054,0.005224,0.000084,0.00314,0.198072,0.001791,0.000064,0.000905,0.000017,0.001818,0.003891,0.000875,0.00631,0.002012,0.001372,0.001224,0.003129,0.001924,0.000324,0.000276,0.000078,0,0,0.000065,0.000121,0.000062,0.000028,0.000613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001159,0
RFA,0.022783,0.059862,0.056483,0.00072,0.000885,0.016569,0.004154,0.001305,0.004835,0.163208,0.007786,0.000634,0.000883,0.001959,0.005956,0.010328,0.003507,0.029503,0.002054,0.000473,0.000489,0.000649,0.000155,0.000076,0.000027,0,0,0.000097,0.000098,0.000393,0.00005,0.001587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013387,0
SWE,0.001175,0.000374,0.002009,0.000062,0.009496,0.000555,0.001037,0.000432,0.000376,0.004343,0.114697,0.000304,0.008823,0.000726,0.001481,0.005288,0.000769,0.002239,0.000913,0.000156,0.000055,0.000193,0.000055,0.000022,0.000008,0,0,0.000145,0.000074,0.000848,0.000117,0.001386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428,0
TUR,-0.00002,-0.000005,0,0.000004,0.000019,0,0.000001,0.018371,-0.000497,-0.000002,0.000004,0.137865,0.000002,0.017086,0.000094,0.000038,0.0004,0.000023,0.008854,0.042884,0.000031,0.014981,0.005866,0.00045,0.000337,0.000002,0,0.000255,0.000695,0.003828,0.000062,0.002523,0.000056,0.000037,0,0,0,0.000063,0.00008,0.000035,0.000468,0.000386,0.000001,0.00002,0.000002,0.000004,0.000015,0.000047,0,0,0,0,0,0,0,0,0,0,0.002495,0
NOR,0.000211,0.000105,0.000477,0.000024,0.000994,0.000144,0.000491,0.00009,0.000098,0.000538,0.004986,0.000053,0.079276,0.000128,0.000238,0.000569,0.00015,0.000322,0.000148,0.000039,0.000031,0.000052,0.000013,0.000005,0.000002,0,0,0.000036,0.000018,0.000182,0.000028,0.000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000069,0
BGR,0.001044,0.000027,0.000009,0.000029,0.000019,0.000024,0.000005,0.026627,0.000377,0.00012,0.000076,0.008895,-0.000002,0.287811,0.002685,0.000497,0.016714,0.001129,0.035791,0.001814,0.000179,0.002959,0.000266,0.000285,0.0001,0,0,0.000057,0.000084,0.00008,0.000027,0.004019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001258,0
HUN,0.021674,0.000168,0.000192,0.000168,0.000243,0.000126,0.00006,0.001918,0.002297,0.001002,0.000667,0.000604,0.000102,0.004814,0.350932,0.007897,0.029009,0.038836,0.017386,0.000274,0.000449,0.000377,0.000137,0.000078,0.000027,0,0,0.000117,0.000086,0.000663,0.000066,0.002535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004261,0
POL,0.012706,0.001861,0.003156,0.000325,0.033668,0.001355,0.001585,0.003765,0.003422,0.013554,0.018286,0.002347,0.003298,0.007045,0.039575,0.418927,0.009862,0.148109,0.013309,0.001164,0.000597,0.001456,0.000457,0.00017,0.00007,0,0,0.000874,0.000498,0.008744,0.000592,0.034499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020421,0
RCEU,0.022569,0.000158,0.000088,0.000213,0.000047,0.000138,0.000023,0.030407,0.012064,0.000614,0.000198,0.002128,0.000024,0.028454,0.036474,0.002799,0.325217,0.007095,0.017035,0.001285,0.001353,0.001921,0.000557,0.000606,0.000153,0.000001,0,0.000173,0.000243,0.000769,0.000078,0.002338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003742,0
RCZ,0.077523,0.002473,0.002142,0.000356,0.000738,0.001321,0.000741,0.002379,0.003917,0.016128,0.002807,0.000793,0.000364,0.005079,0.128733,0.046799,0.012354,0.360315,0.008095,0.000316,0.00042,0.000342,0.000179,0.000132,0.00004,0,0,0.000183,0.000136,0.000932,0.000104,0.003991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010304,0
ROM,0.006499,0.000355,0.000139,0.000209,0.000824,0.000226,0.000064,0.013378,0.002543,0.001107,0.001312,0.011299,0.000257,0.212902,0.085619,0.009835,0.053427,0.015496,0.801404,0.007175,0.000759,0.010975,0.001009,0.000159,0.000127,0,0,0.0004,0.000395,0.00211,0.000213,0.050529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01158,0
