COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	-0.008354	-0.000629	-0.000653	0.000073	-0.000109	-0.000317	-0.00011	0.00033	-0.001739	-0.000367	0.000155	-0.000071	-0.000046	0.000545	-0.001075	-0.000345	-0.000801	-0.000467	-0.000421	0.000005	-0.000063	0	0.000002	0	0	0	0	-0.000004	0.000042	-0.000004	-0.000012	-0.000142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000198	0
CHE	0.000328	-0.002029	0.000056	0.000194	-0.000085	-0.00039	-0.000093	0.000202	-0.000546	-0.000232	0.000103	-0.00008	-0.000008	0.000135	-0.000196	-0.000068	0.000141	-0.000592	-0.000161	0.000001	-0.000049	0	0	0	0	0	0	0.000004	0.000068	-0.000002	-0.000009	-0.000086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00003	0
BLX	-0.000444	-0.001093	-0.005714	0.000236	-0.000177	-0.001491	-0.001411	0.000002	-0.000587	-0.001449	-0.000143	-0.000049	-0.000106	0.000321	0.000223	-0.000302	0.000141	-0.000072	-0.000104	0.000002	-0.000051	0	-0.00007	0	0	0	0	-0.000004	0.00006	-0.000024	-0.000007	0.000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000291	0
ESP	-0.001029	-0.001892	-0.000688	-0.0045	-0.000133	-0.001416	-0.000841	-0.000018	-0.002404	-0.000655	-0.00001	-0.000067	-0.000039	-0.000423	-0.000596	-0.000492	-0.000435	0.000102	-0.000696	-0.000034	-0.00034	0	0.000072	0	0	0	0	-0.000037	-0.000015	-0.00009	-0.000041	-0.000269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000182	0
FIN	-0.00004	-0.000336	0.00022	-0.000133	-0.002102	-0.000098	-0.000135	0.00071	-0.0005	0.000156	0.000127	-0.000038	-0.000051	-0.000055	-0.000149	-0.000014	-0.000022	0.000447	-0.000007	0.000004	-0.000032	0	0	0	0	0	0	-0.000012	0.000055	-0.000104	-0.000023	-0.000113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000023	0
FRA	-0.00092	-0.003707	-0.001904	-0.000556	-0.000115	-0.005259	-0.001881	0.000604	-0.001779	-0.001787	-0.000038	-0.000023	-0.000022	0.000067	-0.000368	-0.000537	-0.000128	-0.000264	-0.000416	-0.000004	-0.000013	0	0.000016	0	0	0	0	0.000005	0.000054	-0.00002	-0.000016	-0.000073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000381	0
GBR	-0.001059	-0.003137	-0.01194	-0.000408	-0.00023	-0.004549	-0.02722	0.000238	-0.001175	-0.004834	-0.002108	-0.000013	-0.000713	-0.000012	-0.000731	-0.001264	-0.000024	-0.001822	-0.000118	0.000003	-0.000048	0	-0.000013	0	0	0	0	-0.000064	0.000063	-0.000097	-0.000076	-0.000205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000669	0
GRC	-0.000006	-0.000275	-0.000196	0.000259	-0.000078	-0.000156	-0.000029	-0.00493	-0.000157	-0.000168	-0.000022	-0.000373	-0.000012	-0.002062	-0.000374	-0.00001	-0.002581	-0.000201	-0.000605	-0.000156	-0.000048	0.000001	-0.000064	0	0	0	0	-0.000052	-0.000106	-0.000085	-0.000027	-0.000272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000118	0
ITA	-0.004162	-0.007873	-0.000838	0.00003	-0.000096	-0.001889	-0.000213	-0.000389	-0.01363	-0.001378	0.000204	-0.00009	-0.000007	-0.000075	-0.001149	-0.000334	-0.001083	-0.000381	-0.000718	-0.000018	-0.000182	0	-0.000015	0	0	0	0	-0.000029	-0.000105	-0.000045	-0.000024	-0.000228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000485	0
RFA	-0.002553	-0.004325	-0.002781	-0.000028	-0.000286	-0.001641	-0.001532	0.000086	-0.000936	-0.00756	-0.001156	0.000001	-0.000285	0.00009	-0.000958	-0.002189	-0.000451	-0.004124	-0.00048	0.000002	-0.000037	0	0	0	0	0	0	-0.000016	0.000055	-0.000106	-0.000025	-0.000144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000571	0
