COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.043761	0.01746	0.003179	0.001187	0.000199	0.00289	0.000793	0.002883	0.031771	0.013845	0.001593	0.000395	0.000159	0.005204	0.02397	0.008354	0.013273	0.037076	0.005218	0.000007	0.000111	0	0.00001	0	0	0	0	0.000044	-0.000032	0.000265	0.000023	0.001903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003234	0
CHE	0.007778	0.079573	0.002471	0.000531	0.000009	0.006155	0.00023	0.000942	0.021166	0.010366	0.000559	0.00016	0.000048	0.000441	0.001056	0.000975	0.000614	0.003542	0.000362	0.00001	-0.000003	0	0.000027	0	0	0	0	0.000029	0.000012	0.000089	0.000012	0.000093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001864	0
BLX	0.00819	0.013573	0.090755	0.002943	0.001081	0.049229	0.031709	0.000882	0.005249	0.070642	0.016005	0.00044	0.001794	0.002311	0.005343	0.007776	0.003741	0.013929	0.00329	0.000028	0.000156	0	0.000124	0	0	0	0	0.000092	0.000048	0.000276	0.000025	0.001557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009118	0
ESP	0.003641	0.006237	0.005609	0.178578	0.000208	0.012878	0.003016	0.002163	0.012273	0.006091	0.001014	0.001043	0.000102	0.003307	0.002795	0.001717	0.00334	0.003051	0.003343	-0.000074	0.004139	-0.000001	0.000067	0	0	0	0	0.000082	0.000033	0.000193	0.000111	0.000814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001164	0
FIN	0.002212	0.000211	0.00233	0.000372	0.014819	0.000516	0.002528	0.000393	0.000424	0.004706	0.010108	0.000937	0.003065	0.003681	0.003514	0.0109	0.002758	0.003841	0.005622	-0.000059	-0.000044	-0.000001	0.00007	0	0	0	0	0.000817	0.000063	0.006184	0.000846	0.012648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001147	0
FRA	0.012977	0.059908	0.093153	0.02147	0.000429	0.19692	0.031289	0.0025	0.027129	0.067603	0.00915	0.000694	0.000686	0.003754	0.006652	0.008459	0.005258	0.017888	0.00388	0.000065	0.001308	0	0.00003	0	0	0	0	0.000034	0.000068	0.000255	0.000001	0.001738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011468	0
GBR	0.006838	0.01965	0.113489	0.008766	0.002263	0.078861	0.137519	0.001726	0.006771	0.053354	0.024808	0.000412	0.006673	0.003426	0.004834	0.010593	0.00331	0.014992	0.003894	0.000007	0.000375	0	0.000087	0	0	0	0	0.000116	0.000036	0.000405	-0.000015	0.004045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007233	0
GRC	0.000146	-0.000262	-0.000149	-0.000163	0.000006	0.000228	0.000131	0.175862	0.000326	0.00034	0.000137	0.008891	0.00004	0.039271	0.001771	0.000211	0.016252	0.00063	0.009314	0.000175	0.000005	-0.000013	0.000146	0	0	0	0	0.000052	0.000093	0.000191	0.000046	0.001644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000916	0
ITA	0.046728	0.076824	0.00382	0.005293	0.000284	0.014099	0.000842	0.012357	0.466892	0.01551	0.00033	0.00356	0.000071	0.011009	0.021748	0.004999	0.025967	0.014278	0.010678	0.000098	0.001317	-0.000002	0.00011	0	0	0	0	0.000093	0.000297	0.000098	0.000079	0.004023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005495	0
RFA	0.085961	0.128834	0.163762	0.008191	0.004682	0.087141	0.03352	0.008097	0.041153	0.304639	0.075637	0.004555	0.006129	0.019442	0.050149	0.063421	0.029521	0.13705	0.022176	0.000901	0.00769	0.000075	0.001834	0.00002	0.000029	0.000032	0	0.000223	0.000318	0.001402	0.000076	0.011862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027559	0
