COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0.03097	0.007458	0.001728	0.001661	0.001295	0.002346	0.001055	0.00508	0.02465	0.004095	0.001206	0.003409	0.001241	0.004433	0.01006	0.003724	0.01037	0.01149	0.003564	0.002578	0.002745	0.003701	0.001806	0.001193	0.0001652	0.0000395	0.0000289	0.001709	0.002084	0.001566	0.001051	0.002332	0.0008668	0.0008698	0.00001742	0.00001757	0	0.0006458	0.0007404	0.0005034	0.0005267	0.000422	0	0.0001249	0	0	0.0002158	0.0001751	0.0006261	0.0006255	0.00002313	0.0003353	0.0002487	0.00001391	0.00001795	0.00003814	0	0	0.00201	0
CHE	0.003889	0.03154	0.001149	0.0006361	0.0006864	0.002534	0.0005809	0.001663	0.008585	0.003131	0.0005882	0.001034	0.0005055	0.001217	0.001562	0.001313	0.001957	0.00279	0.000967	0.0009768	0.001084	0.001256	0.0007531	0.000479	0.00007175	0.00001642	0.00001148	0.0007434	0.0009023	0.0007003	0.0004836	0.0008182	0.0003893	0.0003958	0.000005364	0.00000724	0	0.000291	0.0003261	0.0002205	0.0002336	0.0001906	0	0.00005294	0	0	0.00009232	0.00007541	0.0002855	0.000278	0.00001001	0.0001482	0.000112	0.000005607	0.000008968	0.00001704	0	0	0.0007539	0
BLX	0.02612	0.02291	0.1152	0.007917	0.01169	0.03332	0.04507	0.009499	0.01702	0.05788	0.02362	0.007961	0.01625	0.01101	0.01586	0.01485	0.01527	0.02614	0.01081	0.00602	0.005226	0.005869	0.00396	0.002565	0.0003238	0.00007011	0.00004863	0.005012	0.004995	0.006126	0.003671	0.007159	0.00217	0.002216	0.00003565	0.00003346	0	0.00157	0.001646	0.001113	0.001132	0.0008877	0	0.0002858	0	0	0.000496	0.0003943	0.001802	0.001579	0.0000455	0.0008193	0.000648	0.00002652	0.00003188	0.00009184	0	0	0.01218	0
ESP	0.006359	0.008392	0.005106	0.04657	0.002188	0.01054	0.004274	0.005371	0.0217	0.005475	0.00305	0.005061	0.00294	0.004484	0.004644	0.003836	0.005802	0.005354	0.00444	0.005121	0.01361	0.007435	0.005057	0.008908	0.0006826	0.0001037	0.00008156	0.0035	0.005233	0.002536	0.001988	0.003282	0.001993	0.002109	0.00005558	0.00005366	0	0.001409	0.001798	0.001734	0.002043	0.001752	0	0.0005081	0	0	0.0008316	0.0007411	0.001346	0.001786	0.00007531	0.001363	0.00119	0.00004551	0.00005391	0.0002131	0	0	0.007687	0
FIN	0.001236	0.000731	0.0008261	0.0003818	0.02255	0.0006562	0.001034	0.001005	0.000847	0.001261	0.003082	0.001172	0.001296	0.00109	0.001178	0.005664	0.0009514	0.001581	0.001093	0.000676	0.0004899	0.0007432	0.0004973	0.0003785	0.00005653	0.000009036	0.00001244	0.001038	0.001001	0.001915	0.000804	0.001298	0.0004807	0.0004732	0.00000628	0.000006797	0	0.0003387	0.0003365	0.0002838	0.0001784	0.0001451	0	0.00005444	0	0	0.0001151	0.00006313	0.0003743	0.0002996	0.000007138	0.0001543	0.0001179	0.000006411	0.000007338	0.00001233	0	0	0.0009963	0
FRA	0.0452	0.09017	0.09419	0.03244	0.02017	0.1152	0.04212	0.02932	0.1139	0.06674	0.0281	0.02323	0.02381	0.02563	0.02929	0.02736	0.03417	0.04126	0.02207	0.02045	0.02402	0.02441	0.01484	0.013	0.001401	0.0002642	0.0001791	0.0148	0.01779	0.01546	0.01008	0.01772	0.007525	0.007847	0.0001315	0.0001204	0	0.00546	0.006107	0.004681	0.004738	0.003766	0	0.001146	0	0	0.001985	0.001607	0.005823	0.005698	0.0001694	0.003232	0.0025	0.0001032	0.0001183	0.0003714	0	0	0.03339	0
GBR	0.0424	0.04759	0.1569	0.02144	0.0453	0.07337	0.224	0.01967	0.03433	0.09498	0.08898	0.01853	0.08503	0.02327	0.03134	0.04537	0.02899	0.04987	0.02347	0.0147	0.0147	0.01492	0.01002	0.008151	0.0008725	0.0001727	0.0001244	0.01408	0.01281	0.01961	0.01148	0.02264	0.005477	0.005852	0.00008841	0.00008274	0	0.004034	0.004277	0.002952	0.002948	0.002341	0	0.0007875	0	0	0.001367	0.001058	0.005336	0.004214	0.0001069	0.002191	0.001746	0.00006997	0.00007688	0.0002392	0	0	0.03989	0
GRC	0.001129	0.0008939	0.0006994	0.0006483	0.0002925	0.0007495	0.0007024	0.03504	0.00307	0.0006948	0.0004865	0.006796	0.0003555	0.00464	0.001223	0.0005648	0.002346	0.0007609	0.001636	0.004507	0.003092	0.01053	0.002323	0.002965	0.0003303	0.0000111	0.00001679	0.0009801	0.001639	0.0005204	0.0004391	0.0009016	0.0005777	0.0006386	0.00001041	0.00001257	0	0.0003982	0.0005524	0.0005272	0.0007048	0.0006316	0	0.0001279	0	0	0.0002426	0.0002084	0.0003115	0.0004893	0.00001501	0.000354	0.0002649	0.000009064	0.00001161	0.00003875	0	0	0.0009319	0
ITA	0.04357	0.05272	0.008119	0.009548	0.005398	0.01554	0.006187	0.03532	0.4073	0.01407	0.005572	0.02028	0.005182	0.02369	0.02547	0.01162	0.04798	0.02121	0.01881	0.0195	0.02881	0.02956	0.01366	0.01431	0.001346	0.0002211	0.0001504	0.01045	0.01427	0.007631	0.0059	0.01255	0.005448	0.005839	0.0001055	0.00009771	0	0.004036	0.005073	0.004249	0.004475	0.003639	0	0.000983	0	0	0.001726	0.001426	0.003803	0.004282	0.0001345	0.00262	0.001946	0.00008343	0.00009502	0.0002767	0	0	0.02969	0
RFA	0.08734	0.1297	0.1013	0.01479	0.02173	0.06012	0.04334	0.02864	0.05313	0.1629	0.04207	0.02377	0.02826	0.03192	0.04535	0.04239	0.04006	0.09924	0.02841	0.01696	0.01334	0.01838	0.01107	0.006892	0.0009543	0.0001967	0.0001383	0.01344	0.01459	0.0145	0.009176	0.01885	0.006176	0.006166	0.00009802	0.00009047	0	0.004523	0.004736	0.003037	0.003122	0.002441	0	0.0007674	0	0	0.001334	0.001055	0.004922	0.004378	0.0001285	0.002222	0.001688	0.0000775	0.00008977	0.0002445	0	0	0.01693	0
