COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	EUR
AUT	0	-0.0008687	0	-0.0002014	0	-0.0002972	0	-0.001811	-0.003275	0	0	-0.0005713	0	-0.0006692	-0.000997	0	-0.001905	-0.0005637	-0.0006917	0	-0.001496	-0.001151	-0.000426	-0.00006556	-0.00003084	-0.000004786	-0.000003864	-0.0001224	-0.0003248	-0.000279	-0.00004802	-0.0003424	-0.00008374	-0.00006886	-9.213E-07	0	-0.000005145	-0.00007429	-0.00002123	-0.0000182	-0.00007735	-0.0000276	-0.000001248	-0.000001699	-0.000001116	-0.000004084	-0.000002065	-0.00002042	-0.00001958	-0.00001646	-0.000001857	-0.00001919	-0.00003861	-0.000001949	-0.000002408	-0.000009229	0	0	-0.0001323	0
CHE	0	-0.0002802	0	-0.00003342	0	-0.0002146	0	-0.0001433	-0.0004262	0	0	-0.00005383	0	-0.00005319	-0.0000821	0	-0.0001715	-0.00006356	-0.00005101	0	-0.0001547	-0.00005254	-0.00004822	-0.000007932	-0.000002215	-1.305E-07	-0.000001813	-0.00001681	-0.00003932	-0.00003174	-0.00002128	-0.00003483	-0.0000158	-0.00001531	8.982E-08	0	0.000001248	-0.00001397	-0.00000315	-0.00001024	-0.0000112	-0.000004187	4.313E-09	-5.356E-07	-4.989E-07	-9.595E-07	-8.317E-07	-0.000003577	-0.000005439	-0.000004601	0.000002011	-0.000004262	-0.000008573	2.021E-07	-3.654E-07	-0.00000114	0	0	-0.00002695	0
BLX	0	-0.000679	0	-0.0004099	0	-0.001112	0	-0.000824	-0.001612	0	0	-0.0004178	0	-0.0003971	-0.0003324	0	-0.0008676	-0.0001038	-0.0003354	0	-0.0008113	-0.0008326	-0.0002766	-0.00003845	-0.00001474	-0.000001896	-0.000001759	-0.0001101	-0.0003041	-0.0003377	-0.00003439	-0.0003753	-0.00007944	-0.00005345	-6.984E-07	0	-0.000003239	-0.00006295	-0.00001151	-0.00001252	-0.00004741	-0.00001447	-8.053E-07	-8.044E-07	-1.994E-07	-0.000002085	-0.000001336	-0.00001316	-0.000005684	-0.000009711	0.000001972	-0.000009521	-0.00002454	-7.179E-07	-6.175E-07	-0.000004454	0	0	-0.0001029	0
ESP	0	-0.01112	0	-0.04321	0	-0.01748	0	-0.00929	-0.01458	0	0	-0.004173	0	-0.003816	-0.004777	0	-0.008101	-0.004375	-0.003827	0	-0.02433	-0.007613	-0.005091	-0.001954	-0.0005947	-0.00004498	-0.00001005	-0.001185	-0.003957	-0.00247	-0.0006122	-0.002088	-0.001411	-0.001344	-0.000006698	0	-0.00003198	-0.001047	-0.0002809	-0.0009846	-0.001182	-0.000461	-0.00001378	-0.00002753	-0.000011	-0.0001184	-0.00007398	-0.0002934	-0.0001193	-0.0001998	-0.0001001	-0.0005164	-0.001078	-0.00001137	-0.000005271	-0.0003086	0	0	-0.00192	0
FIN	0	0.00002494	0	-0.00001602	0	-0.00002197	0	-0.0002852	0.00006119	0	0	-0.000287	0	-0.0003544	-0.0002622	0	-0.0002264	-0.000362	-0.0003307	0	-0.00003951	-0.0002302	-0.00006151	-0.000004347	-0.000002305	0.000000918	-6.217E-07	-0.0002569	-0.0004176	-0.0005563	-0.00003133	-0.0006873	-0.00003968	-0.00003478	-1.046E-07	0	-0.00000248	-0.00004017	-0.00001049	-0.000003444	-0.00002076	-0.000004225	-8.467E-07	-3.072E-07	-4.624E-08	-6.561E-07	-0.000000396	-0.000002955	-0.0000185	-0.000009979	2.464E-07	-8.852E-07	-0.000001588	0.000000236	9.437E-07	-2.034E-08	0	0	-0.00001503	0
FRA	0	-0.005504	0	-0.003428	0	-0.01055	0	-0.003381	-0.00879	0	0	-0.00154	0	-0.001514	-0.00168	0	-0.003389	-0.001264	-0.001384	0	-0.004287	-0.00224	-0.00112	-0.000229	-0.00008061	-0.00001043	-0.000002994	-0.0004817	-0.001241	-0.001041	-0.0001639	-0.001102	-0.0003773	-0.0003102	-0.000001602	0	-0.000009357	-0.0003044	-0.00006598	-0.0001316	-0.0002466	-0.00007787	-0.000004348	-0.000004511	-0.00000186	-0.00001523	-0.000008888	-0.00006281	-0.00004254	-0.00005046	-0.00001264	-0.00007146	-0.0001443	-0.000003511	-0.00000174	-0.00004152	0	0	-0.0008869	0
GBR	0	-0.003256	0	-0.003492	0	-0.00698	0	-0.003723	-0.005719	0	0	-0.002051	0	-0.002657	-0.003142	0	-0.004373	-0.002688	-0.002646	0	-0.004262	-0.002853	-0.001025	-0.0001896	-0.00006317	-0.000003571	-0.000001946	-0.001235	-0.001677	-0.002055	-0.0002538	-0.002878	-0.0005054	-0.0004008	-7.651E-07	0	-0.000002976	-0.0004345	-0.00007654	-0.0001331	-0.0002038	-0.0000591	-0.000004352	-0.00000461	-0.000001844	-0.00001594	-0.00001059	-0.00004516	-0.000109	-0.00008226	-0.000008227	-0.00004431	-0.00009084	-0.000000647	-9.364E-07	-0.00002455	0	0	-0.0005581	0
GRC	0	-0.000727	0	-0.000206	0	-0.0002019	0	-0.008339	-0.0007299	0	0	-0.002507	0	-0.0009537	-0.0002163	0	-0.0009	-0.0002105	-0.0005423	0	-0.004648	-0.01273	-0.005236	-0.000967	-0.0006768	-0.0000393	-0.000009534	-0.0002156	-0.0006558	-0.000601	-0.0001259	-0.0004285	-0.0003449	-0.000309	-0.000005286	0	-0.00003082	-0.000224	-0.00006865	-0.000182	-0.0006106	-0.0003038	-0.000009341	-0.00001544	-0.000005259	-0.00004758	-0.00002679	-0.0002026	-0.0000204	-0.00004517	-0.0000465	-0.0001147	-0.0002613	-0.000007889	-0.000003755	-0.0000706	0	0	-0.0002905	0
ITA	0	-0.007179	0	-0.001238	0	-0.003794	0	-0.01056	-0.01647	0	0	-0.002412	0	-0.002562	-0.002734	0	-0.009255	-0.002111	-0.002312	0	-0.01056	-0.005375	-0.002556	-0.0008721	-0.0003509	-0.00003034	-0.000007624	-0.0004682	-0.00151	-0.001033	-0.000245	-0.001084	-0.0005509	-0.0004776	-0.00000415	0	-0.00001336	-0.0004309	-0.0001139	-0.0002742	-0.000534	-0.0002202	-0.000006331	-0.0000129	-0.000005136	-0.00005275	-0.00003075	-0.0001331	-0.00005808	-0.00008534	-0.00004356	-0.0001827	-0.0003908	-0.00000769	-0.000003763	-0.0001045	0	0	-0.001078	0
RFA	0	-0.002075	0	-0.001218	0	-0.003031	0	-0.004442	-0.006958	0	0	-0.001962	0	-0.002211	-0.00252	0	-0.004779	-0.00145	-0.002231	0	-0.003245	-0.003648	-0.001146	-0.0001644	-0.00007283	-0.000006304	-0.000002893	-0.0005461	-0.001295	-0.001396	-0.0001508	-0.001772	-0.0002871	-0.0002219	-0.000001251	0	-0.000006988	-0.0002517	-0.00005817	-0.00003977	-0.000209	-0.0000649	-0.000002564	-0.000003835	-0.000001146	-0.000007101	-0.000004156	-0.0000612	-0.00004035	-0.00004432	-0.000004549	-0.0000454	-0.00009242	-0.000002365	-4.704E-07	-0.00002688	0	0	-0.0004039	0
